look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Dark for an ipa but interesting taste. 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 3.5 L: Copper amber color, that pours a creamy white frothy head, with some carbonation bubbles rising up, not a lot of lacing on the glass.    S: Floral hops and wild grass, some earthy notes, also quite a bit of caramel malt. The aroma on this one isn't nearly as strong as some other IPAs.    T: Starts out with a very strong bitterness, followed by floral hops, some pine and then ends with a lot of sweet malt. Kinda odd how the beer goes from very bitter to quite sweet by the finish, quite interesting.    F: Medium body, nice and creamy carbonation a pretty easy drinking IPA.    O: A very malty yet bitter at the same time IPA, which isn't bad but doesn't blow my socks off.   
look: 4 | smell: 2.75 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Thanks to @Ozzylizard for this PA gem. A nice fresh one at that. NBS BIF#3  Rich amber hued liquid pushes up a meaty buttermilk biscuit colored head 2 fingers-plus high. Slowly recedes to an afterthought. Smell hints at a little malt sweetness after a wash of piney, grassy hops that move to citrus. Taste is more of the same with a finish that lingers with the piney notes. A good old school IPA. Mouthfeel is full enough for my taste. Overall, a very good IPA.   
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 Excellent American IPA. Perfectly rounded hops, great mouth feel, excellent length. Not too piney, not too citrusy. Just right. 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 Licorice more wheat beer than expected 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Purchased as part of a pick six, 12 ounce bottle, "Enjoy By" date of 5/2/16. Chilled to 39 degrees, allowed to sit for 5-10 minutes before opening, poured into a large wine glass.    Look: Pours a nice orange/red amber color with a 1inch tan colored head. Noticeable carbonation held the head up longer than some other beers and continued until the end. When head finally dissipated it left a light foam coating with some lacing. Very promising visuals.    Smell: Hard to determine, some floral/grassy notes, bit of spice, hint of pine.    Taste: Hops and malt seem to be balanced at the start, lightly resinous, grassy but not totally unpleasant aftertaste.    Mouthfeel: Medium body, carbonation is noticeable throughout.    Overall: Drinkable but unimpressive. Cool looking label seemed to promise more than I got. It really held it's carbonation well, always a plus. Not a bad beer by any measure and would certainly like to try this again. Curious to know if draft would be different from bottled.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 2.5 | smell: 3 | taste: 2 | feel: 3.25 | overall: 2 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 A great American IPA 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 APPEARANCE: Amber to copper clear with a finger of tan head that dissipates after a few minutes and leaves a thick ring on top. Small rising bubbles. Decent lacing down the glass.  AROMA: Toffee, malt, citrus, a little astringent. Minor pine notes.  TASTE: Very malty, bready, caramel, and citrus. Lasting mild bitterness on the finish. Very slight pine.  FEEL: Lots of carbonation, medium full body, a little slick and then more dry towards the finish.  OVERALL: Really malty, but pretty nice balance with the citrus and pleasant bitterness on the finish. Slight astringent quality to the beer.   
look: 2.75 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.25 A well balanced beer with good hop character 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 I'm 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Classic American IPA. Strong hops but not overwhelming. Great color, body and aroma. 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 3 OK not to my liking good abv 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Good example of a beer with lots of hop flavor but that doesn't overwhelm the drinker with bitterness. It's rich copper in color and with a thick, fluffy off white head. Smells grassy, citrusy (grapefruit and lemon), piney, and with some bready sweetness. Taste has lots of different hop flavors, starts fairly sweet on the palate, and finishes very dry. Feel is medium as far as thickness and carbonation, and leaves a resiny coating on the tongue. There's obviously a lot of different styles of hops going on here (I'm not seasoned enough to pick out which flavor is which) but there's enough balanced sweetness to keep it from being a palate wrecker.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 3.5 | smell: 2.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 This one looks good in the glass, nice carbonation and the colour is like ginger ale, like carramello. Not that much foam, but fine pored. Smell of honey, pines, more like forest-honey, very sweet on the nose.  The start is really bitter, didn't expect that, but then also malty and sweet. Little bit of mango; Very smooth and crisp, but I miss the fruit notes and the balance of the body. The only Thing thats special here is that the start is really bitter and the aftertaste is not bitter at all, more sweet...   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.75 On tap nitro (been a while since I had it in any form):  Of course it looked lovely on nitro. Amber golden once the waterfall of a nitro pour subsided.    Nose had a surprising light citrus note to it. Wasn't too strong, but was there. Generic vegetal notes otherwise. I'll blame the nitro.    Generally avoid IPAs on nitro, but was in an adventurous mood. This came across as a lightly caramel honey malt opening backed by the hops from the nose, but more bitter than the nose indicated. This was not a bitter pour, but the hops played nicely and did win the battle by the end.    Feel was what would be expected from a nitro pour, smooth with any harshness muted.    Actually a better experience that I was thinking I'd have originally. Definitely need to revisit this with a fresh regular bottle of this beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4.25 Pours a clear, copper color. 3/4 inch head of an off-white color. Great retention and good lacing. Smells of strong citrus hops, strong floral hops, slight resin, sweet malt, alcohol, and a hint of caramel malt. Fits the style of an American IPA. Mouth feel is sharp and crisp, with an average carbonation level. Tastes of strong citrus hops, strong floral hops, alcohol, sweet malt, hint of yeast, hint of resin, and a hint of caramel malt. Overall, strong body and aroma, good blend and appearance.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 $ 35/case ($ 0.125/oz) at Franklin Beer Co, Franklin, PA  BB 17 Feb 16 bottle at 42 degrees into hand washed and dried JK snifter  Aroma light, floral  Head average (four cm, aggressive pour), off white, frothy, quickly diminishing to partial one mm ring and island of medium bubbles  Lacing – poor. Few tiny islands of tinier bubbles  Body dark orange, clear  Flavor starts slightly bitter with hint of malt backbone, some floralness; no alcohol, no diacetyl  Palate medium, watery, soft carbonation    Appearance 3.75, Aroma 3.75, Flavor 4, Palate 3.75, Overall 3.75   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 One of the beers that really turned me onto craft beer. I had been trying different brews here and there but this one blew me away and now I can't go back. Very tasty brew that drink easy and light but has nice mouth feel and flavor. This is one of my core 3 brews that's almost always in my fridge.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.5 A 12 fl oz bottle with an enjoy by date of 14th January 2016, poured into a Spiegelau IPA glass.    Appearance: It poured a clear copper orange colour with an off white one finger head that dissipated quickly but left nice stringy lacing.    Aroma: Citrus orange and lemon, pine with hints of tropical fruits and light caramel malt.    Taste: Grapefruit and pine bitterness with quite a strong malt sweetness backbone. The finish is a nice lingering bitterness.    Mouthfeel: Medium bodied with medium carbonation.    Overall: A nice IPA with good bitterness but maybe slightly too much malt sweetness.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Wow! So happy I went with the Victory mixed 12 pack (guy at the store tried to sway me into buying the Saranac 12 pack instead). There were some gems in the box, but Hop Devil was my favorite (though I am biased towards IPAs). Great value for such a well executed IPA. Highly recommended.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Case of 24.   This beer is a hop beast but not out of control.   Leaves that really clean bitter aftertaste.  Synergizes well with the smells of Woodland Appalachia.   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 12 oz bottle poured into a pint glass  enjoy by 12.22.15   pours a beautiful orange/amber with a moderate off white head that lasted and left plenty of lace on the glass  smell is boozy, hoppy and slight notes of pine, citrus and floral  taste similar to nose boozier than the abv indicates, fruity and nutty and sweet as it warmed  feel medium body and iscous   very solid   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 Victory brewing is quite a nice brewery. This Hop Devil I have seen many times on the shelf, but the label is a bit cartoonish and so it took me awhile to finally give it a try. This one is 6.7% ABV.    Look-It pours a beautiful dark copper amber that glints with hues of red in the sun. The lacing is sparse lending to the thin head that settles quickly.    Smell-It smells of malty breads, molasses, oak, and a bit of sweetness. The hops aren’t as noticeable as the malts. It is a bit fruity and very malty. A bit of worry overcomes me.    Taste-The worry fades away as I taste a medium to full bodied hoppy brew with excellent flavors of pine, grassy hops, caramel, some fruits, and some mild citrus. The malts can really be described as dark breads and oaky deliciousness, but the hops do come through nicely on the palate.     Mouthfeel-It is, as I’ve said, medium to full bodied and has an oily hoppy finish. Nice lingering on the tongue that captures its hop essence.    Overall-It is a really nice beer. This IPA is going to sipped on again by myself in the future. Cheers!   
look: 3.75 | smell: 3.5 | taste: 2.75 | feel: 3.75 | overall: 2.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 2.75 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 3.5 | overall: 4.25 L:  -pours a mostly clear amber-red with a medium,frothy,offwhite head  -medium carbonation visible  -hop particles visible  S:  -pine,resin,grapefruit,orange zest,tea  T:  -Follows the nose plus caramel,nutty,syrupy  -medium hop bitterniss  F:  -medium carbonation  -light to medium body  -faint alcohol detectable  O:  Very good IPA   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 pale golden colour- clear with generous head, aroma pure hops and malt, flavour pleasantly sour with lots of caramel, an enjoyable ale though not spectacular.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Look: It pours a dark cooper with a full off white head. The head does produce a moderate amount of lacing.     Smell: It has aromas of apricot, citrus, and a caramel malt base.     Taste: It has flavors of apricot, citrus, caramel, and a bit of floral elements.     Feel: It is moderately light with high carbonation. Is has a moderately bitter finish.    Overall: It is a fairly easy drinking IPA with a finish that is not overly bitter like some of the others IPA's in this category.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 Appearance-wise, this poured a little haze. Medium amber in color, with a small head that dissipated to lace rather quickly. On the nose, it has a spicy citrus character. The hops were definitely immediately apparent. I found that the palate had a very pleasant hoppy character without being too bitter. However, the finish had a somewhat bready, malty character that made me think this bottle might have been a tad stale. The feel was very pleasant--a nice, crisp bite with no apparent flaws.    Overall this was a very pleasant beer and remains a staple of my everyday-drinking IPA lineup.   
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 3 
look: 3.75 | smell: 3.25 | taste: 4.5 | feel: 2.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 2 | taste: 2.5 | feel: 3.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 This was poured into a pint glass.  The appearance was a clear deep amber, with a one finger white foamy head that died off within less than a half a minute. Light messy lacing slides into the beer.  The smell had some bright citrus and piney notes over some light spice and then the caramel malt.  The taste was moderately the same with a sweetness coming from the malt and the hops. There's a soft bittersweet aftertaste leading into the finish.  The mouthfeel was about light bodied with a sly herbal quality lending a hand to a nice smoothness not normally associated with AIPA's, but hey, here comes the bitterness and it hits my tongue nicely.  Overall, this was a pretty nice AIPA. I heard before I was into beer that this was a top 10 beer of the world at one time, well this noob hopefully will get more of this to drink to all of the beer veterans who have gone before me and gave it the more than solid marks it deserves.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.25 | taste: 3.25 | feel: 4.5 | overall: 3.5 Copper clear body with a velvety light tan head, webs of lace. Smell is dominated by caramel malt, with citrus hops coming in second- not really enjoyable. Flavor is more toffee than hops, although some pine does show through on the finish and brings some good bitterness with it. Feel is wonderful- fluffy and ethereal, even without the head present. Definitely the high point.  Surprised by this beer, in a bad way. Unbalanced in the completely wrong direction. This was not the freshest sample, but it was well within the brewer's best-by date, ergo, I expect more hops. I marked down extra for not being even close to style guidelines; it was still an enjoyable brew. It has the look and feel of a world-class IPA, just the olfaction and taste sorely disappointed.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours golden honey with a thin white head. Pine smells. Taste are pine hops with medium carbonation and a nice hop finish. 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 Serving: On tap into a pint glass  Served: August 2016    This review really fell through the cracks, but thankfully I had it at my friend's wedding so it was a memorable time.    Appearance: The bar I was at was pretty dark, so it's difficult to provide a good review of the color, but the beer appeared clear and deep amber, with a soft head that collapsed under the ABV after a reasonable time but not too fast. Looks like a solid IPA.    Smell: Bright citrus and pine hoppiness. Very little malt presence in the nose at all.    Taste: Pleasently 'juicy' but also maintains a pleasant bitterness on the very back end, drying out the palate and prompting another sip. Hop flavors are predominantly citrus, though I also tasted solid assertions of pine and a soft note of herbalness. Medium malt body carries the beer nicely, without getting cloying or thin.    Mouthfeel: Medium to medium-high body. Medium carbonation. Very drinkable without feeling thin or heavy. Really great for an IPA.    Overall: A fantastic IPA, no doubt, and one that I think should definitely be talked about more! Another great beer from Victory.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 Lovely, clear amber but not much head. Smell bready, pepper, mango and a bit of banana. When I first poured this IPA, it was more malty and on the sweet side but as it warmed it opened up and the complexity and balance came through -- a bit of pine, citrus, ever so slight bitter at the end. Mouth feel pretty perfect. Don't drink over-chilled. Will have a again.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 12oz bottle, Enjoy By 04 JAN 16; it's been a few years since I had this one. Definitely time to try it again   A - fluffy ivory head holds great retention atop a copper colored ale  S - grapefruit zest, caramel, bread crust, pine  T - nice grapefruit and pine for hop flavors, heavy malt backbone of caramel, bread, and toasted grain  M - smooth and creamy, fuller body, quite resinous with hop oils sticking to the palate, finishes moderately bitter with pine and grapefruit lingering   O - always a good IPA to come back to. It's been a few years for me, but it's just as good as I remember.   
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3 | overall: 3.5 Deep amber/red color. Malts and citrus hop aroma. Tastes like it smells but with an earthy hop finish. 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 2.25 | taste: 2 | feel: 3 | overall: 3 Maybe I got a bad batch....date on bottle "enjoy by Dec 10 2015"  No hop profile at all! No nose, no taste, just a very low carbonated sicky-sweet malt aroma and taste. It's actually pretty nasty. Drain pour.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 2.25 | smell: 3.25 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 It pours dark amber with a red tint. Small head but very nice lacing. The aroma is very malty (much like an aged DIPA) with some additional honey notes. The taste is bitter but with a nice balancing malt sweetness. The unexpected thing about the taste is that I detect some ground coffee. I had this in a blind tasting and I was convinced it was Stone Mocha IPA. Nobody else seems to think there's any resemblance between these two, or that there are any coffee notes in this beer.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 12 oz. bottle poured into tulip  (Jan. 5, 2016 best by date)    L: copper ... very red-bronze look with lots of both and dark for a nice copper/burnt-orange look; clear; minimal head on soft par, white/off-white foam, a little sticking, keeps a soapy-bubbled collar; beautiful beer    S: lots of citrus/floral hops and lots of malt sweetness ... a bit caramely/mangoey but the floral hop note is pushing through it nicely    T: follows the nose closely but very tame on the bitter end ... in fact, even the floral hop note is more flavorful than bitter; lots of sweetness; earthy aftertaste to balance out the big sweet malt backbone; occasional citrus flavor peeks in, but the floral note predominates    F: a little slick, lots of carbonation ... the slickness belies a relatively lightweight liquid, almost watery even despite the strong flavors    O: really good, a bit too caramel-sweet for my personal tastes but still an excellent example of a less-better American IPA with the hop flavors coming off more floral than anything else   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 4 | feel: 4 | overall: 5 This beer is a classic that I hope never goes away. Great tasting brew! 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 HopDevil pours as deep Amber color with a oatmeal colored thick head that fades fairly quick leaving a thin foam ring coating around the inner edge of the glass. The warm, rich, malty flavor coats and warms your entire mouth as it passes through. There is a bitterness in the after taste that increases as you exhale and let outside air in. I definitely enjoyed this IPA and would recommend it to those that are considering trying a new one. I would buy again for sure.   
look: 3.25 | smell: 3.25 | taste: 2.5 | feel: 3.25 | overall: 2.75 look - poors amber red, small caramel head that disappers quickly  smell - fruity, malty  Taste - fuity, caramel, slight bitter after taste  Feel - coats mouth  Overall - good ipa   
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours semi-opaque, medium amber color with a 1 finger, slightly off-white head.    Wonderful citrus aroma.    Awesome citrus taste with a bit of bitterness to bite, but certainly not overpowering.    Overall a great IPA.    12 ounce bottle in a pint glass.   
look: 5 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 3.5 | feel: 3 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
