look: 4.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 4 
look: 5 | smell: 3 | taste: 3 | feel: 4 | overall: 3 Served On Nitro Tap into a 10.5oz Glass    A — Pours out with a deep dark brown hue, quite nearly black but not quite, it does settle nicely and cascade quite slowly and darkly, this transitions from dark brown to black in the glass as the carbonation cascades down.    S — Smell is grainy, bitter, chocolaty, lightly smoky as well. Lots of black malt characteristics and aromas.    T — Taste is bitter, dark roasted malts, dark chocolate, coffee beans, espresso, little bit of caramel and vanilla, a hint of smoke and a dry bitter finish.    M — Smooth and creamy with a bitter and dry finish.    O — Good overall, a bit of unexpected smokiness and graininess but overall it just works.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 12oz bottle poured into tulip glass:    Look: Pours an amazing jet black with an inch of head with lacing present.    Smell: Chocolate with some hints of hops coming thru.    Taste: Heavy notes of chocolate and roast up front. Some bitterness from hops comes thru at the end which provides a bit of a different take than the normal imperial stout. Very solid imperial stout here!    Feel: Medium to heavy body.    Overall: Very solid imperial stout here. Enjoying the nice hop bite at the end which is a bit of a spin than the normal imperial stout. Have had a few different beers from Victory now and none have disappointed. I will be revisiting this brew again!   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 1.5 | feel: 2 | overall: 2.25 Ouch, a very harsh beer. There are remnants of something big here, a overlooked work of high art, a great dream... but no more than remnants.     It begins with the visual claim to and bold evocation of the form of the imperial stout. Perhaps ,to some, the imperial stout is unsurpassable, known as a grand effort and gesture in brewing, the longest throw. Storm King's owl icon art paired with the Victory Brand label deliver a formidable nod in this deep, dark beer tradition and aesthetic, one shared and partaken of by many, as evidenced by the thousands of hads on this drink. This beer is opaque, dark, black. It fills any drinkware quickly, and like oil. At pour, a 3 inch, tense, dense, slow boil of foam appears, tan-brown and perpetually lingering. Smell-wise, there is much promise here. Familiar, metallic, astringent aromas bound forth, heavy hops and malt, very complex and balanced, leaning here towards Russian Imperial style in figgy, oaky, vanilla smokiness yet still aggressively hoppy. Taste is where it all goes down for me in this Pennsylvania beer, and not necessarily in a good way. The flavor, if you will, comes on very well, very strong, porter-esque and buildling, and then just kind of flops. Pine, hops, malt, and brazen, syrupy, molassesy, yeasty, worty tastes take center-stage here. Unfortunately, despite summoning all of these exciting notes, what came next to tongue and mind was a seriously unpleasant, out-of-control black pepper, and way over-roasted malt. Now, again, I like the olefactory elements of this beer, which pulled the taste up from a serious 0 to a 1.5, but where the smell promises, the taste under-performs. The alcohol scrambles and overwhelms to compensate and fails. The taste itself brings nothing to enjoy for me over the course of one of these 12 oz'ers. The flat, thin, sourness both introduces and gives way to a slick, pulpy, rind-y mouthfeel, with a bit of an elmer's glue problem of an after-presence.    Speaking of bottles, considering the notably low carbonation of this beer, I thought if poured into a nice new can-glass (maybe foolish), maybe it would mellow out towards something like a nitro feel? Nah, it just went flat :(.     By now you may have gathered that I didn't love this beer, and after a 4-pack, I didn't really have any beatific experiences to relate from or while drinking it. But look, just because I don't love it, doesn't mean I hate it. In fact I even like it, because I like all beer, but in this review's frame, I would not considerate to be among the pleasurably drinkable strong beers. Overall, this is not really a recommendable imperial stout, by me, at this point in time. Maybe tweak this one, Victory? Thanks for reading, and keep on, fellow stout/imperial stout lovers!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 No visible date. Grrrr. Nearly opaque black. Tan 1.5 inch bubbly, creamy head from a moderately agressive pour that recedes slowly, lumpily, leaving thick lacing, eventually becoming a thin collar. Overall, an excellent looking stout. Aroma is sweet fruits, a hint of chocolate, coffee, roastiness. Thick feel with little carbonation. Taste starts out with dark fruits, roasty malts, and transitions to a nicely balanced bitterness in the finish. It is true that the level of hops bittering is greater than would be the style standard, but it works very well in this big beer. Moderate booziness remains in the back of the mouth and the throat. This is a very tasty, wonderful imperial stout. Well balanced between the sweet dark fruits and roasty malt and hops bittering. Perhaps a bit more booze evident than you'd expect for 9.1% ABV, but nonetheless, highly recommended.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 poured this stout into a tulip and it poured a really dark black with chocolate colored foam. it smells more like a black ipa than a stout and you get hints of chocolate, cinnamon, with a little pine. the taste is bitter and it has a good feel and you taste the hops and chocolate. so overall I was expecting something less bitter, but its a good brew.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4 Poured 12oz bottle into snifter glass. 9.1% abv    Appearance- Pours a dark mahogany brown. Lofty and frothy light brown head that laces alot. Opaque.    Smell- Mildly toasted malt, cocoa, licorice.    Taste- A sweet slightly roasted malt builds into a burnt chocolate flavor. The licorice candy-like prescence is easily discerned, and lingers into the finish. Hop bitterness is also apparent, cutting its way through the rich malt and licorice notes. Mild burn from the abv    Mouthfeel- Heavy in body with active carbonation.    Overall- A nice stout, has a burn to it but is still complex. Intersting flavors going on. All of this makes it a good sipper.   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A: dark brown - virtually black; 1 finger dark tan head that receded to a thin collar; very nice lacing;    S: roasted grain, fresh wort, piney hops, and a bit of alcohol;    T: complex; smooth; alcohol is present, but appropriate; roasted grain and pine; mild bitterness on the finish;    M: medium to full bodied; moderate creamy carbonation; lightly dry finish;    O: really tasty;   
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3 | taste: 4 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 Very tasty and smooth. A keeper! 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 L: good looking beer. Dark, solid head, decent retention, some lacing  S: hoppy for an imperial stout, oatmeal, coffee, roasted malts.  T: in line with taste but less hop presence  M: solid, not as thick as I might expect with an imperial stout but still very solid  O: very good, not what I expected but solid.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 3.75 | overall: 3.75 Too much smoke for me- not overpowering, just too much. And a little too bitter. 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 **  10/13/2013  On tap at Blend Bar and bistro.    LOOK: Black pour, Creamy off white head.   AROMA: Nice toasted malt, coffee notes.   TASTE: barley, coffee, burnt toast.  FEEL : Very creamy.   **   
look: 4.25 | smell: 4.5 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3.5 The first time I tried this was at a tasting and I was not impressed. However, it was surrounded by 5-6 beer tastings on either end and I thought it wasn't a fair assessment. I was right.    Very dark/black in color; creamy tan head, mild roasty aroma, a little too much hop flavor and bitteness in a stout for my liking, which I believe is the weak link for this bottle. complex flavors, dark chocolate, coffee, malt; alcohol could be hidden slightly better, but overall a pretty good imperial stout   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is my favorite beer. Love the taste and the alcohol burn. I drink this almost every week. Never had a stout I like better despite trying several other that have higher ratings on this site.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.25 | overall: 3.5 Black in color. Off white head.   Smell is pine, chocolate. Burnt malts.   Taste is the same as the smell.   Feel is bitter. Semi dry. Heavy. Low carbonation.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours an opaque dark brown almost black like oil with khaki colored head. Roasted malts, chocolate, and some light coffee on the nose; follows onto the palate. Full bodied, smooth. Finishes with roast and cocoa.   
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 Definitely a black IPA rather than a stout. If being judged as a stout it fails miserably, buts it's a good black IPA. I'm confused, but the bottle clearly says Stout.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 3.75 | feel: 3.5 | overall: 4 12 oz. bottle hard-poured into a snifter. 4-pack    L - Jet black color. 1.5 finger white head that quickly dissolved. Lacing is just gripping onto the .    S - Thick licorice and dark chocolate. The dark cacao is very prevalent. Just by scent, you know this is a big beer.     T - Really dark chocolate with bit of alcohol on the finish. Almost like a licorice beer.     F - Medium-heavy in body, the alcohol sets this back to make this a slow-sipper. Big beer all the way    O - Awesome quality for the price tag. I got this on-sale for $8.99, which for an imperial stout is pretty good. Big, strong, and dark pretty much describes Storm King. I'll have to stash some of this for the winter months. Cheers!   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Storm King pours jet black with a slow forming brownish head. Not much lacing to speak of, bottles dated enjoy by sometime in 2020. Fresh still! Drunk from a snifter. A nice mix of roasty-ness and sweetness, but not overwhelmingly either. No alcohol presence whatsoever. It's a very solid imperial stout, quite tasty, but I wouldn't put it in the same league as some of my other favorites in the style (Expedition, Ten Fidy, Founders).   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 One of the darkest and roastiest regularly available imperial stouts around, and easily the hoppiest and most bitter. The combination of big, bitter hops and dark, dark roast coffee is really off the charts. I love it on the nose, with the licorice, rye bread, baker's chocolate, and dark fruit compliments. But on the tongue it's a bitter, cold-pressed coffee bomb. There are bitter chocolate and peaty notes, but it's really all about the bitter coffee and hops. Different but a little too bold.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3 | taste: 3.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3.25 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 Victory storm king    12 oz bottle served at cellar temperature into a tulip glass. Purchased while in the US as part of a 4 pack. Best before January 16, 2020.    Appearance - pours an ominous black coloured beer with a finger and a half of a beige frothy head. Modest head retention as after a few minutes a thin layer of foam remains. A thin curtain of lacing left behind.    Smell - chocolate, caramel and fruity citrus notes do innate at first. Some expressive coffee aromas a hint of molasses and vanilla come into play too. Booze is present on the nose.    Taste - a smooth and rich dark chocolate and coffee combination. Plenty of bitterness with just a slight citrus fruit accent. Long lasting bitterness. Some alcohol on the finish. Ashy charcoal flavours paper as the beer warms.    Mouthfeel - very smooth, velvet like texture and a pervasive creaminess that is delightful. Body is slightly chewy. Good carbonation. Slightly hot going down, I suppose this could be aged for a while still. Dry finish.    Overall - one of the better stouts I've had, storm king is decidedly aromatic and look great. The flavor profiles are what you've come to expect from a good stout, coffee, dark chocolate with notes of vanilla, although the lasting bitterness is very pronounced here. Definitely on a list of beers that you have to try once, simply for its excellent reputation and for the most part lives up to that rep. Glad I purchased the four pack, especially as winter approaches.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 12oz bottle in a tulip glass. The info on the bottle indicates 9.1% abv. The enjoy by date is 3/26/2020 - no problem.        Storm King pours dense and black with a 1f British tan colored head. It's opaque, nothing visible through the darkness. The head tapers to a film and leaves web and spot lacing.     It smells like strong black coffee, espresso-like. Roasted malts, chocolate, and molasses sweetness and even some floral hop aromas float around. Warm alcohol.    It tastes like roasted and flavored Italian espresso with some sweetness and hops. It's coffee and malt in overdrive.    Lots of body, some hop bitterness separate form the roast bitterness. Semi-sweet.    I'm enjoying this experimental brew.   
look: 4.5 | smell: 2.5 | taste: 2.5 | feel: 4.5 | overall: 3.25 Spicy bitter hops on par with a hoptimum. Really not what I was expecting or looking for in a stout. I can't get past the hops enough to enjoy the malts well anything for that matter. Very unique more like a black ipa. I love hops and love ipas just not when I'm craving malted milk creamy sweet stout. I plan to put them in the fridge in my veggie drawer where all the other unbalanced bottles go to age and try it again in a year or so see if the malts take over...   
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Ah, a classic that I remember from the time when I first started drinking craft beer. Here goes:    A: Beautiful. Pitch black with great head and lacing.    S: Whoa, tons of grassy, citrusy hops backed up by bitter burnt malt. Lots of coffee and dark chocolate. A real bitter mess.    T: Follows the nose. Tons of grassy hops that linger long after consumption. Initial taste of darkly-kilned malts, but these pass almost immediately and give way to the hops.    F: Alright, exactly like other Victory brews (little watery).    O: Good beer. A classic.   
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 L: Frothy head, black as hell, really nice lacing.  S: Sweet creamy, with little bits of roasty qualities  T: Good, a I personally think it is a little over hopped for a stout. Stouts already have a bitter of a bitterness to them from the roasted malt, and these 2 aspects sort of multiple and make the beer a little too hoppy. Sort of throws the beer out of sink because it is very creamy and rich, and not "spritey" like an IPA. Otherwise, there is a bit of sweetness and creaminess that is quite nice in this beer.  F: Smooth, creamy. Only complaint is the beer is really astrigent, which isn't as nice with a heavy beer like this.   O: Good beer, definately will drink again but its definately a sipper, not something I can toss back like water (like most beers). Heavy and astringent, though there is nice flavor here.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 3 | overall: 4 L: Pitch black and pours almost syrupy! Small lace ring at the top.  S: strong toasty malt and molasses  T: even stronger toasted malt and molasses with coffee and other dark fruits   F: Only weak point for me...Carbonation is a little weaker than it should be, slight syrup mouthfeel, and a bit watery    Overall: At this level, perfection is merely subjective. It's a top level Imperial Stout.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 pours black with slight ruby hints near the bottom, thick dark cream colored head as well.    smells like coffee, chocolate, and hops. different smell in that respect to other imperial stouts i've had. usually the hops are not as visible.    tastes like thick dark coffee with hints of chocolate and bitterness. hops are forward in this but it works, it's just different. very full taste, very good taste. it's great in the morning. i imagine this as a hoppy chocolate coffee milkshake!    very full mouth feel, thick beer (in a good way). leaves a bitter tinge at the end that lingers.    overall it's a very good beer, not my favorite of the imperial stouts / RIS' but still very good; it's up there for me. considering it's local to me, Downington/Philly is about an hour from me, I can easily get this year-round fresh. so for that it's great!    this has been in my cellar for a long while, decided to crack one  -very little head to this, jet black but a thin head  -smell is chocolate and light booze  -taste is dark chocolate with some bitterness   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 12oz bottle.    Looks good, very dark with 1.5 fingers of foamy, long lasting, tan head.     Smells dark and roasty, coffee and chocolate, with some citrus/floral hops intermingled.    Taste follows smell, but the abundant hops and dark malts both have seperate profiles of bitterness that combine to make the overall flavor a but more bitter than I expect from a stout. Still tasty though.    Medium bodied with just enough carbonation to prickle and no noticeable alcohol.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.25 | overall: 4.5 12 oz bottle poured into a pint glass. Enjoy by: 26 MAR 2020    L: Dark. Almost pitch black if it weren't for a slight red hue. Can't see through this beer at all. Poured around a 1 finger coffee and cream head which quickly dissipated.    S: Rich dark malt profile. Coffee, a little chocolate, and some toffee. This smells divine.    T: Dark roasted malts. Strong coffee flavor gives way to some malty sweetness and ends with some hoppy bitterness.    F: Smooth to drink. A little lighter on the mouth feel than I was expecting. Prepared myself for it to be a little more chewy. Coffee and bitterness linger around after a moderately dry finish. Very little to no alcohol burn for an Imperial Stout clocking in at 9.1% ABV.    O: I enjoyed this beer very much. I will be purchasing more to share, cellar, and enjoy immediately. If you like stouts, be sure to try this one out.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 4 | overall: 3 Served in a large snifter.     Appearance : Initially a brown pour from the bottle which turns into a dark chocolate colored body with 100% opacity. The head was almost gone by the time I sat down (which was about enough time to snap a picture and load it to Photobucket for WBAYDN; a 60 second procedure). It started out at about a finger high, which wasn't impressive to begin with. It has almost entirely dispersed across the top of the beer, and is even nonexistent in some places. Unfortunately I'll have to rate this just below the bar for par, normally a 4 for me.     Smell : Molasses and cookie dough. Burnt barley malts. Hint of hop leaf. Final note is scorched chocolate. The aroma overall is not really rich or decadent, but more funky and bizarre. Quite a few off-notes here.    Taste : Very roasted. The definition of roast in a stout. Coffee, torched chocolate, some hop oils, a pinch of tobacco, and a big finish of fresh coffee grounds. Set all of these flavors on fire, mix them together, and you have a good idea of Storm King. (edit : As it warms a bit, it becomes completely undrinkable. I'm pouring the rest of this one.) (second edit : had another one and it was burnt beyond drinking, dumped half of it. Adjusted scores accordingly.) 3rd trial : a bit better but mostly astringent with coffee and cocoa .    Feel : Fairly dense, mildly chewy, with a creaminess and zaps of carbonation to keep it lively.    Overall : This was not particularly enjoyable for me. The head on the beer disappeared quicker than the T-1000 regenerating from an injury. The aroma was not horrible, but was off in places. And the taste, while very big, was a bit too roasted and hoppy, taking away from the smoothness of an otherwise warming beer style. Once the beer had warmed a few degrees, a whole calvary of off-flavors surfaced and now it just tastes like fermented fruit and a mouthful of quarters soaked in motor oil.     Storm King needs some serious improvements to become even a decent choice for an Imperial Stout.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 A: Dark, black, opaque, 1/2 inch light brown head, great lacing    S: Coffee, pine hops, decent amount of nose    T: Coffee right upfront, bitter pine hops come in next, bitter resiny after taste    M: Smooth, velvety, medium feel    O: Good beer. I agree with a previous review that it is more of a black IPA. Strong hop presence but nice dark malt sweetness.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Definitely more black IPA than stout to my palate, this thing doubles down on a huge roasted malt presence with tons of bitter hops. It's a beast, but sometimes you can use a good kick in the pants.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 5 | smell: 3.25 | taste: 3.25 | feel: 4.75 | overall: 3.25 L:  -pours the darkest of brown with no light coming through and a medium to big,frothy,khaki head  S:  -plums,raisins,coffee,chocolate,molasses  T:  -chocolate,big coffee,grapefruit  -High hop bitterniss  F:  -low to medium carbonation  -full body  -faint alcohol warming  O:  I wished for some more complexity here.  Decent overall   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Flashback #184 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 L: Pours black with a rapidly receding tan foam collar that provides excellent lace. S: Has wine and malt aromas T: The flavors are malty, dark dried fruit, alcohol, creamy dark chocolate, light espresso, and finish with an espresso-chocolate bitterness. F: Creamy, chewy and soft on the palate. O: A very luscious and delicious Imperial Stout.   
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 "This does not taste like a roasty coffee laced stout" That's what coffee stouts are for. This is a great example of stout made exclusively of grain. You do taste roasted notes, like in coffee, but they draw out the best in dark grain for this one. I think its one of the best examples of American stouts with no added flavors, almost tastes like an Ethiopian stout too, chocolaty and coffee like, but not fake. I like coffee and chocolate stouts, but it takes skill to make a beer that has those same flavors just from grain.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 This does not taste like a roasty coffee laced stout. This is a hoppy IPA tasting beer. Not really what I want when I want a stout. If it said IPA well than okay. For an IPA its good. For a stout its bad.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
