look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Hazy dark brown, almost black, with lighter brown highlights. Topped by a creamy off white head with great retention and streaky lacing.  Smells dried sweet cherry, plum, fig, date, brown sugar, honey, toffee, toast, caramel, and hay. Rich, sweet, and spicy.  Tastes of dried sweet cherry, plum, fig, date, raisin, brown sugar, honey, molasses, toffee, toasted brown bread, ginger, and hay. Fairly sweet and caramelized throughout, with a moderately spicy and lightly dry finish.  Creamy and pillowy, medium-plus mouthfeel with effervescent carbonation.  A fantastic Belgian ale! One of my favorites.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured chilled bottle into tulip glass for tasting. No date on bottle  A-Nice 3 finger Khaki head, pours a very dark color with no forced lighting but when held up to lighting is ruby color with carbonation bubbles floating up the glass. Great lacing that never fades. Poured a little too much so ended up with some sediment but that was my fault.  S-Malty smell on the nose with a fruity woody aroma  T-Dark fruits with hints of raisins and cherries, malty with a bit of sweetness and a slight alcohol burn at the end  M-Bubbly on the tongue, wonderful carbonation and smooth and silky  O-Very complex beer that changes with every taste, yeast comes through the malt well and the yeast has obviously attenuated well due to the lack of sweetness and the dryness of the beer. Overall a great example of a monastic beer.   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 5 750 mL bottle. Pours a murky brown with a big khaki head. Smells of caramel, bread, and banana yeast aromas. Tastes very bready. Has a little sweetness, but less than I would have expected. Earthy and lightly spicy finish. High carbonation. I can’t believe I’ve never rated this. This style is remarkable. This beer is delicious. When someone tries to recreate it and misses the mark even a little bit, it’s practically undrinkable.   
look: 3.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 A lovely beer! Had it on tap. Clear dark brown nice short lived beige head with beautiful lacing. Smell of blackberries and red wine which carries over to the taste. Nutmeg and cinnamon. Really enjoyed it.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A - Deep hazy burgundy color with a massively thick and creamy toffee colored head and incredibly sticky lacing. Very inviting in appearance.    S - Dark fruity aroma: plums and raisins with faint spice, some slight yeast aroma, caramel malt, and some Belgian candy sugar. Nose is primarily plums and malt.    T - Dark fruit, toasted caramel malt, alcohol, raisins, plums, clove, bready, dark cherry. Some alcohol warming in the back of the throat.    M - Thick and full bodied being borderline chewy.    O - World class.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from 12oz bottle with not bottling date or freshness date into standard pint glass.     L: Ridiculous tan head, at least three fingers thick. Dark cloudy brown.     S: Raisins, boozey caramel, toffee, plums, apricots.     T: Rich flavors of dried apricots, plums, raisins with toffee malts and caramels. Nutmeg, peppery, boozy. Great for the holidays.     F: Medium body, smooth like velvet.     O: Just another home run by Chimay. Wonderful beer.    Update: 750ml bottle poured into Snifter. 2016 stamp on cork.     L: Deep deep garnet mahogany. Two finger fluffy beige head.     S: Nothing new there.     T: Nothing new here either, still wonderful.     F: Again, nothing new.     O: Still a killer beer.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 Pours a rich, dark brown caramel with a wonder 2 finger head. A slightly sweet caramel, slightly tart, with some hints of spice, apple, malts and breadiness. This ale is super smooth and rich, but has a wonderful carbonation that makes drinking it very dangerous, as it goes down easy and refreshing--but at 9ABV, that means you'll be feeling fine quickly. So, slow down and enjoy. The slightest bitterness at the end, but overall, well done. A classic Belgian Strong example....   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours a rich burnt plum color with a finger of foamy, dark-khaki head. Considering it was poured into a Chimay chalice, that's a lot of head. No lacing left behind. Mulled spices, Belgian yeast, plum, fig, and rolled malts give this beer a hearty aroma. While the aroma has a heavy malt base, it remains sweet and centered around the plum, fig, and spices. Flavor profile is smooth, opening with mulled spices, plum, and fig. Excellent decay of flavors as the flavor profile shows its Belgian side with a zip of Belgian yeast. Nice Belgian, bready finish. Mouth feel is smooth, with a slightly medium-thick consistency. It's easy to sip and savor, without filling up the stomach or palate too much. Overall, a well crafted beer with stand-up Belgian qualities. A pleasant sipper that refrains from being too bitter, and while it does have some malt body, it remains well within the realm of sweet drink-ability.     Served in a Chimay chalice.   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 **  03/19/2015    Bottle to goblet at Brick House. March Madness.  Appearance: dark brown   Aroma: Caramel  Taste: nice flavor. Spicy and sweet and everything neat.   FEEL: Chewy texture.     Awesome beer. Even better than i remembered which wad still Damn Good.    **   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours murky chestnut brown with 2.5 fingers of foamy, finely bubbled, tan, lasting head that leaves nice sheets & chunks of lacing. Aroma is dark roasted malt & toasted pumpernickel, fig, prune, raisins, banana, hard candy, molasses, toffee, brown sugar & faint coriander. Taste is raisins & other dark fruits of the nose, caramel/brown sugar, toasted dark bread, slight bite & bitterness in finish & semisweet aftertaste. Mouthfeel is medium to heavy bodied with high degree of carbonation, somewhat chewy & very peppery. Very nice.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured from a 12 oz bottle into a Chimay goblet.    L: Pours a cloudy dark mahogany color. Two fingers of foamy white head... falls quickly and leaves a haze at the top of the beer. Solid sticky lacing.    S: Caramel and dark sugars... spicy, with clove and vanilla.    T/F: Rich and complex... lots of Belgian candy sugars and dark fruits. Vanilla and spice coming from the Belgian yeasts. Very smooth and creamy. Slight hops at the finish to clean up the palate.    O: An all around treat. Great Belgian Dark Strong, and one of the beers that immediately comes to mind when I consider the style. Can't go wrong here.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured into a tulip from a bottle marked 2015.    Appearance a dark brown, quite cloudy with 1.5 fingers of fluffy light-tan head.    Fruity on the nose. I pick up dark fruit, cherries and a raisin sweetness.    The flavour is dominated by malt sweetness, raisins and cherries. Faint hints of vanilla and dark wood. Brings to mind a sweet Christmas cake.    Medium-to-full body, nice and smooth with enough carbonation that there's some crispness in there too. It makes for a good balance. The aftertaste is as boozy and warm as you'd expect from a 9% ABV beer, but it's masked by the lingering raisin and malt sweetness.    Overall I'd call it fruity, malty and a pleasure all around. Quite a lot going on in here and I look forward to the next time.   
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured into a snifter.    The appearance is a pretty hazy reddish-brown. Has good lacing that lingers well.    The aroma is dark fruit, raisins, cherry, and big malt sweetness. Also some fruity esters from the yeast.    The taste is raisins, dark fruit, cherries, big malt sweetness, and estery yeast notes.    The palate is medium plus with a nice lingering sweetness. The maltiness lingers pleasantly.    Overall this is a world class Belgian strong that I am happy to have finally tried.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 First time enjoying this well-known beauty with the blue label. Poured garnet with a massive head that required a lot of patience. Gigantic. It was poured in a Pilsner glass so you can imagine. Aroma of plump raisins, dark cherries, roasted malt, fruity esters. Taste is cherries, fruitcake, raisins, honeyed malt, caramel and some boozy heat that warms the palate. Great beer - still stands tall.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 11-18-16 - In Chimay, Belgium and enjoyed a couple of these on tap at The Poteaupré Inn at Espace Chimay, about a kilometer from The Abbey Scourmont. Of course poured into the classic Chimay glass with awesome aroma and dark color. Light caramel taste that complemented Le Grande Chimay Trappist grilled cheese sandwich. Such a memory with the wife, who had the Cinq Cents   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 The head on this is incredible - always so velvety and reminiscent of a nitro beer. Smell mixes the traditional belgian aromas with a lovely array of spices. Taste is best when at room temperature. Dark fruits come through in the taste with some spicy phenolic notes. Feel is largely remarkable for the warming finish that leaves you happy and warm inside. Overall a lovely belgian strong dark ale - really one of the best examples of the style.   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 It presents itself through an inviting coppery color. The smell, dried fruit at their best. This nose sells it to my soul. The taste is a very full fig and wine grape.  Outstanding world class work from the monks.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Dark brown colored and quite creamy on the top with perfect thickness. Bottle looked like wine bottle, with cork. It smelled a little bit fruity, a little bit nutty. Quite smooth and creamy feeling on swallow. Overall one of the best dark strong ale I ever had.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours coppery brown with a golden rim. Gloopy bubbles rise to the center of the glass as the head dissipates.    The aroma boasts toffee, wet brown sugar, butter, and fruit pudding with boozy raisins. There are some underlying autumnal spices which carry through to the tongue, but this is altogether more subdued and less complex than other, more ballsy quad-ish beers.   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 Ruddy brown pour. Lots of sediment at the bottom of the bottle. Floaties. Small 1/4" off white head. Dark fruit and cherry smell. Lots of alcohol.    So much alcohol. Dark fruit. Raisins, plums, the usual suspects. Its just a style I can't get that down with. Brown sugar in smaller supply. Caramel, burnt. Carbonation good. I dunno, there's just a bitter toffee, overripe spoiled dark fruit thing going with pronounced alcohol that always has me wondering how this got to be so almost universally loved.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 Purchased a corked and caged 750 ml bottle at Trader Joes for $12.99. Poured into a tall tulip. Dark mohagany with a huge soapy head that sticks around and leaves a nice lace coating on the glass. Aromas are very nice with dried stone fruit, dates, brown sugar. Taste has some fruit and brown sugar as well. Mouth feel is great...medium body, creamy, well carbed, easy drinking. Overall, this is a great Belgian Trappist.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Along with the Rochefort8, one of my favorite trappist beers in the market. While the R8 is a little more classier of the two, this one is like eating a delicious home cooked meal. Body is a tad thicker than the R8. A notch below in complexity but beautiful in its simplicity. I could drink more of this beer in one sitting than the R8. It is that smooth, balanced and gets better and better the more I drink it. Bless this beer   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Upon opening the bottle, a very strong malt smell followed by dried fruit, clove, and hint of banana. Taste same as the smell, strong malty taste with a lots of dried fruits, clove and hint of alcohol. Surprisingly smooth for a 9% abv. Pretty good carbonation too. A sweet, fruity and non bitter after taste. Lovely.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 A: Poured into a Chimay chalice to a deep brown with some mahogany highlights with a dense two finger dense head that retains well and leaves some lacing  S: Smells of dark fruits toasted malts, caramel and mulling spices.  T: Taste is caramel and toffee with some dark fruits and mulling spices. Swallow is caramel, more dark fruits, and spice  M: This beer has a full body with soft but adequate carbonation and a dry finish.  O: Overall this beer is a benchmark for the style. Great flavors and complexity keep this one enjoyable. This is a must try if you like Belgian Strong Dark Ales   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A classic poured from the 750 ml bottle in a snifter. This fine Belgian pours a   dark brownish mahogany, lightly cloudy, with a fantastic head of off white foam   that subsides to a thick ring, nice thick layer, and sports the signature lacing known   for the Chimay brands. Nose of astringent booze, raisins, apples, and light candy  sugars. Flavors lightly exceed the nose with raisin, apple, and pear notes touched by  brown sugars and awash in cola and sweet malts with a touch of bitterness from hops  and a nice light yeast note on the back with a touch of Belgian spice. Excellent mouth feel, tingly   and invigorating, lively carbonation, subtle dryness on the aftertaste.....awesome.   I must admit, that while it is available at many grocery stores it is always a treat to be able  to enjoy fantastic craft that is available in wide distribution.     Always a pleasure.    Their cheeses are fantastic as well by the way.    Cheers   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 This is one of the best Belgian Strong Dark Ale's I've ever had. I'd say it takes a close second to Gulden Draak, which is my #1 in this style. It's more carbonated than most, but that's not a bad thing. There isn't a lot on the nose; sweet malt, dark fruit. Taste is bready, sweet, slight molasses flavor, barely detectable hops. Mouthfeel is medium-full. It pours a thin white head that recedes quickly, minimal lacing. Overall this is one heck of a beer. Perfect for a cool early autumn evening outside.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 3.5 L - This one is all head, it pours a chestnut brown to form a dark chocolate black body, and upon first pour consists of only 10% body, the rest is head. After awhile that fades though and the beer is primed for drinking.     S - I'm actually not getting much on the nose for this one...maybe some freeze dried bananas, a little clove, some amaretto.     T - Flavor is punchy. Lots of cherry, dark wheat, following with peach, ash, and some metallic flavors.     F - Super creamy, nice carbonation to level it out. Dry finish.     Overall, it's not the knockout I thought it'd be. I'm not biased, I just write reviews on how i experience the beer. I think Chimay Blue is okay, but not legendary.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 I am very new to the Beer Advocate but I can say for sure that Chimay Grand Reserve blue is phenomenal I have yet to find a beer to top this! 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 The beer poors nice in a glass, it is fizzy and it has a good head, 1.5 fingers. It is a dark beer, clear, and it looks a clear dark red when hold to the light. It smells sweet , I got notes of nuts, its got a bit of a caramel smell to it. Nice hoppy smell, notes of coffee and chocolate. The taste is nice and warm, hop flavor, I taste a bit of a sweet,l. Nice balance of flavors, you can't taste it's a 9% apv(!!) beer. It's very smooth on the tongue, nice warm feel in the throat. The aftertaste is of nuts and chocolate.   Overall I would return to this beer, it is nice example of a dark Belgium beer, it proofs once again trappist beer is on the top of the league, these monks know how to brew beer.   It certainly is a nice beer to drink when serving a meal with fish, or to enjoy when relaxing, and relief some stress.   
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3.5 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 12oz bottle drawn into a pint glass is a deep dark brown with only a slight filmy random collection of yiny bubbles inside the glass-clinging off-white ring.  Figs, prunes, and raisin bread aromas distinguish themselves from the malt.  To that add wine grapes, roasted malt, and spice at the end (or is that tannin?).  Full, but not heavy, mouthfeel, creamy and almost wet on the finish.  This was really nice after my ceviche.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 So I'm nota huge fan of Belgian strong darks, more of a Belgian pale guy so take this with a grain of salt. This is definitely a good beer and top of the style in my opinion. Pours a deep brown color with a rich creamy head. Smells of fig and raisin bread. Taste of dark fruits, prunes, arisen and a bit of oak and port wine. Medium to heavy mouthfeel, juicy and a bit creamy.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Poured a 2012 into a tulip. Color was a beautiful dark brown with a cream color head with little retention. The aroma of malt, and molasses is quite prevalent with a subtle aroma of raisin. The taste is of prunes, malt and molasses with a subtle note of caramel on the back end especially as the beer warmed. In spite of it's higher ABV it does not come across as boozy. Overall a very good beer.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 5 Appearance: deep, deep dirty brown, almost like prune juice but not as thick and with more brown hues than prune juice. The head is beige and soapy, very thick, and retains a half-finger's width, leaving some spots on the glass.     The aroma is of honey-wheat brown bread. It's got honey sweetness, and a background of yeast and banana chips. Maybe some raisin. As the beer warms, the banana chip aroma becomes more pronounced. No alcohol on the aroma.     The taste is the same as the aroma. No alcohol. The bitterness is mild to none.    The mouthfeel is medium to heavy and carbonated.     The finish is somewhat dry.    Overall, this beer is more mild than, say, St. Bernardus Abt. 12, both in flavor and aroma, as well as alcohol level. Yet, it costs more in the areas in which I've seen both products. That's something to consider (and I mean that in a neutral way). Nonetheless, this is, hands-down, a world-class beer.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 I have been celaring this for a few years, my mouth is watering like a dog looking forward to a steak.  The cork made a huge stomp that made a mark at my ceiling. So far, so good.  Brown orangeish color with a huge beige head with great retention. It got darker later.  Nice malty and fruity aroma with notes of prunes, molasses, orange marmelade, coconut, vanilla, figos and mild Port wine. Brazilian “manjar de coco” would be a fair description for what predominates in the nose.  Very complex flavor with notes of prunes, molasses, peppery yeast, cloves, noble hops, burnt coconut, umami, toasted malts, cinnamon, apple puree, candi sugar, rose petals, a bit of banana and vineous fruits. I should stop looking for fruther notes. Finishes smoothly dry with a medium bitterness.  Bordering full body with velvety carbonation. I didin’t feel its 9% alcohol at this point.  Excellent Belgian Dark Strong Ale. This is surprisingly elegant, complex and fruity without being overly sweet.  This is a treaty and a big reference for the style and it should be forbidden to be drank too young.   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 2 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.25 | feel: 2.5 | overall: 3.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours - Deep dark brown with tiny tan head excellent lacing head lasts forever.    Smell - oak, plum, dark fruit, figs and dates.    Taste - Rich sweet plum, oak figs, sweet caramel.    Feel - Medium body excellent carbonation no alcohol presence at all.    Overall - An excellent beer, great smell taste and feel.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 The beer is hazy and dark brown in color. The foam is beige and will firmly. The foam has small to medium bubbles that hang around for a while. The foam leave direct track in the glass. Scents of some malt and dried fruit. Some floral and candied sugar with rum raisins. A little bitter orange and yeast with a little fruit cake. Very round in the aroma with a nice sweetness. The flavors are as scents. But with a little cocoa and a little caramel. There was a little lees. Is a real good balance in it all. Rich body. Moderate Carbonic. A little sweetness and a little small dry. Good roundness sitting on the palate just long.   
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 Delicious belgian dark with generous aromas, texture and mouthfeel. Sensational. One that definitely ages well or can be enjoyed fresh. 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 APPEARANCE: A very opaque mahogany. Finger + of tan creamy, foamy, long lasting head. Good level of carbonation when rocking the glass.  AROMA: Floral, candied sugar, rum raisin, yeasty/bready fruitcake.  TASTE: Everything I get from the aroma plus a nice bit of toffee.  FEEL: Full on carbonation, very dry, medium body.  OVERALL: A delicious glass of beer. Letting it warm over the hour, and the flavors intensify.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Chimay is the reason I drink craft beer. I was turned on to chimay about 20 years ago and it was very hard to find a beer as good until the last few years when craft beer has really become popular. The Grand Reserve has a bold strong flavor that keeps you coming back for more. It has a strong malt smell and pours dark with a good head. Their are many great beers around today but not many have been brewing as long as Chimay.   
look: 4.5 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
