look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Poured from a single serve bottle into a tulip...    Pours crystal clear orange with visible carbonation, a limited head, but good lacing. Solid but not spectacular.    The aromas are classic DIPA, although mellow. Grapefruit flesh and zest, mango/guava, floral notes, grass, and white pepper. The hops present with somewhat of an oily aroma.    This DIPA has a strong malt presence at the forefront, but good hop balance. I was expecting more of an uneven hop bomb and was pleasantly surprised by the delivery. The crackery malt seamlessly gives way to grapefruit, pineapple, resin, white pepper, and grass. The ABV is well hidden.    The mouthfeel is medium with a good crisp finish thanks to excellent carbonation.     Overall a solid DIPA.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 Look: Fairly Bright, Straw color, a little bit of haze from hop oils I am assuming.   Smell: Grapefruit Rind, Candied Bitter Orange, Evergreen very subtle, Slightly Lemony  Taste: Bitter at first, Grapefruit, Grapefruit Rind, Bitter Orange, faint lemon, then it changes, you still get all the citrus flavors but they have sweeter hint to them, then it fades, and most of what is left is Lemony clean citrus with a cereal malty- like flavor. It's a quintessential west coast IPA, which still in my book is the best style of IPA, Double IPA.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 L -- Nice golden hued brew with a two finger solid white head produced with moderate pour. Good retention and some lacing. Would be a 4.5, but there's some rather unsightly floaties that can be seen settled to the bottom of the bottles before being poured. Based on the other reviews, I'm not the only person to experience this, so I doubt it's due to issues on the retailer side.  S -- Lots of fruity and floral hops: pineapple, peach, mango, apricot, honey, and a hint of vanilla.   T -- Not as one-sided as initially thought. The hoppiness largely follows the nose, but the flavors are backed up by a sweet malty backbone that cuts through some of the IBUs, much in the way Dogfish Head's 90 Minute IPA does.   F -- Big and lasting. Not for the faint of heart.   O -- A great ale for people who like the tropical fruitiness that hops can impart. Had alongside Lawson's Sip of Sunshine and noticed many similarities between the two, especially in terms of aromas.    83/100   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4.25 L: Nice golden/burnt orange color, clear and bright. Head settles down into a thin film. Minimal lace  S: Nice aroma. Really fruity and sweet. Get hints of candied citrus fruit. Light hints of tropical fruits, mostly pineapple. Also notes of pine and pine resin. Malts are sweet and honey like  T: Great clean flavor. Surprisingly not that bitter, actually not all that different from a standard pale ale in that regard. Sweet fruit flavors dominate. Not much from the malt, somewhat cracker like and dry. No EtOH taste  F: Light body. very crisp. Carb on the med-high range. Bitterness only mildly astringent.   O: Nice beer, might be good for the summer since its refreshing and fruit flavors are great during the summer. Would definitely recommend this.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.25 | taste: 4 | feel: 4.25 | overall: 3.75 Look: Hop Stoopid pours a translucent straw color with a fingers worth of head, and just a few carbonation bubbles popping up.     Smell: Feint smells of grain, melon, and some form of citrus, maybe grapefruit.     Taste: Malts, earthy dank flavors, grapefruit, and other citrus fruits.     Feel: I'm noticing a sweetness throughout the presence of the beer, with a bitter dry finish occurring. The body of Hop Stoppid feels about medium, not overly syrupy, like I thought Waldo was. The feel, overall, is pretty decent.     Overall: This is a nice example of a west school double IPA, and is pretty tasty.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 L - Amber color to the beer. Had a thin, white head that dissipated after a few seconds. Leaves nice, white lacing.    S - Aroma of citrus and grass. It is not the most intense smelling beer, but I believe that is a positive aspect of it.    T - The front end of the beer follows the smell: Citrus is definitely in the spotlight, but the hops are there as well. As it moves from the front end to the back end, the hops definitely become more prevalent. Bitterness is present on the back end. Does not taste like 8% ABV, the alcohol fits with the flavor, which I enjoy.    F - I would say that the feeling is more on the watery side than the thick side. It does not feel like you have to chew through your beer. Toward the back end, it definitely does dry out the mouth a bit, which is great motivation to have another sip.    O - This was a quite enjoyable American Double IPA. The taste and feel did not overwhelm me with booziness, which is usually my complaint about the style. I feel like having multiple bottles of this beer in a row would not be a chore, but a treat. While I would not buy it every week to drink, it will definitely be one to come back to again in the future. Great beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Appearance - clear golden colour with white head    Smell - grassy, herbal, pine, grapefruit, mango    Taste - mango, grapefruit, pine, orange zest, herbs    Mouthfeel - medium bodied, medium carbonation, citrus upfront, bitterness in the back    Overall - nice IPA here, lives up to the reputation    Price Point - $1.99/12 oz   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from 12oz short bottle into Tulip glass. No bottle/freshness date.     L: Clear light amber, finger width off-white fluffy head with good retention. Great Lacing.     S: Clean malt background with a presence of citrus, pine and floral hops. Smells good!    T: Follows the nose very closely, bitterness is very present yet not overpowering. Well balanced between pine and citrus hops. Faint hints of floral hops in the background. Very delicious.     F: Light bodied, good carbonation, semi-dry finish. Very clean on the palate.     O: So far I haven''t been blown away by Lagunitas' beers. This still doesn't blow me away but it is a step in the right direction. Well done DIPA.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Nice color and head to this beer. I've passed on this many times when searching through the bomber area just because of the name. I never even looked to see who made the beer. I finally looked more and decided to give it a try. Scent is of sweet fruits and mild grapefruit citrus, very normal double IPA nose and really smells inviting. Really nice flavor of sweet grapefruit with additional fruitiness and hop bitterness. Wow this is pretty good. Says 102 ibu but it's well masked in the citrus finish and it hides the alcohol quite well. Medium body and fairly well carbonated. Cheers !   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 A nice example of what has become the prototypical West Coast (D)IPA, with pungent hops on the nose, predominantly earthy/herbal with lighter touches of citrus, all set against a clean malt base. There's some sweetness on this one, though it seems to come more from the alcohol (of which there is a light, but noticeable boozy bite) than the grain. Copper colored, thankfully not too much specialty malt, decent rim of foam that hangs on a bit. Not heavy feeling, but there is, instead, a rather pleasant smoothness to the body. Indeed, it made me think of something all the NEIPA lovers would like - a certain richness to it, albeit one that finishes out/cleans up well. Overall, a very pleasant brew and one any DIPA connoisseur will enjoy.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.25 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Brilliant clear orange, lovely foamy head, but full of yeast sediment. Smell is fruity, herbal, and dank. Nice citrusy bitterness throughout, sweet malty backbone, almost like candy orange and juicyfruit gum. Some earthy undertones. Fizzy and slick, moderate body.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.25 pours nice orange. clean pour with no floaties or haze. head gone quickly. nose seems to be resinous with floral notes and some ligjt fruit. dankness noted as well. mouthfeel us nice and slick with the right amount of carb. taste is orange zest with grapefruit. some floral in the middle with malt. finish is clean with no lingering bitterness. this was one of my favs back in the day when I first got into ipas. I used to think this was best beer in the world. well now like 8 years later I realize that's not true. im all about hazy new england ipas and this beer falls a little short. but still a very good beer at an awesome price. not the beer I used to remember. but after heady topper things usually change. glad they came out w sixers of this.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Pours a wonderful orange amber with a large head. Crystal clear (no haziness) but with a lot of floaties. Beautiful hoppy aroma with notes of apricot, citrus and dank. Flavor is definitely danky and very balanced. Medium to full body. A wonderful beer that I need to find more of.   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.75 Pours a bright amber. Aroma is sweet and floral, with citrus, pine, and yes, dankness. Big bold flavor that dances across the tip of the tongue before settling back for a long aftertaster Beady malts, earth, orange rind, grass, aggressive bitterness, some alcohol. This nothing less than a killer West Coast-style IPA, and it's great that it comes in 6 packs.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 12oz. bottle poured into fluted snifter.    Amber, a slight haze but mostly clear. Thick foamy big bubbled head pops itself out into floating islands and thin collar around the glass edge.    I smell resinous and earthy hops, hint of pine and weedy plants. Hint of sweetness and bread dough malts in the aroma as well.    Citrus zest, bitter orange rind, and herbal and resinous earthy hop flavor followed by a hint of pine. Malts come through as doughy with a caramel sweetness that balances everything together. A very smooth and easy drinking DIPA.    Moderate carbonation and hint more body than medium.    Nice and balanced brew that doesn't let the IBUS or late addition hops take over the malts.   
look: 4.25 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 12 oz. bottle    Pours slightly hazy amber-gold with a dense creamy white foam head. Smells like peach, mango, papaya, orange, grapefruit, pineapple, passionfruit, guava, bready caramel malts, with dank earthy herbal grass and spicy floral resinous pine. Tastes like peach, mango, papaya, orange, grapefruit, pineapple, passionfruit, guava, bready caramel malts, with dank earthy herbal grass and spicy floral resinous pine. Feels medium bodied, smooth and creamy with moderate low carbonation. Overall a real nice DIPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Hop Stoopid brewed by Lagunitas Brewing Company, with an ABV of 8.00% This brew pours out a deep golden amber color with a nice thick white head. There is a decent amount of lacing to this brew, it sticks to the side of the glass well. The smell is rich with hops bitterness, and earthly grains and malts. There is also a slight sweetness, to the smell of this brew. Now for the taste, it is bold with hops flavors , then it smooths out. There is also a nice amount of grains and malts. I really like the taste, of this brew. I can't get over how smooth this brew is, it is really hard to pick up on the 8.00% ABV in this brew. There is nothing overpowering about this brew at all, it has a super nice balance to it. The mouth feel of Hop Stoopid is Hops, Bold, Rich, and Smooth. Overall I'm giving this brew a 4.50 out of 5. I would definitely buy this brew again. Lagunitas Brewing Company, did a super nice job with this brew.   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 From a 12 oz. bottle. Dark straw to light amber appearance with a nice white two finger head. Smells of oily and dank pine with minor citrus notes. Sticky dank hops and semi-sweet bready malt are the two main flavor components. Finish is clean and persistent. Feel is what you'd expect from a West Coast DIPA - medium to medium heavy body and moderate carbonation. I passed over buying bombers of this because freshness always seemed to be an issue. Now that this is available in 6-packs it will be a staple in my fridge - this is a tasty DIPA that is priced right. Well done Lagunitas.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 L: Poured a golden-amber color with a decent amount of sediment floating around. Has a nice sticky head that reached the top of the glass and is leaving a nice lacing.    S: Very nice smell. Classic west coast style. Lots of bright hops in the nose. Fruity, juicy, and piney all at the same time.    T: Taste is close to on-par with the aroma. It's a little sweeter. Caramel sweetness, maybe a little honey, fruity, hoppy, and piney.    F: Very sticky. It's got a resinous quality to it, which is pretty common in west coast IPA's. Fresh and hoppy at the front, good body in the middle, and slightly boozy on the way down.    O: Very enjoyable beer. This stands up there to some of Lagunitas other IPA's pretty well. I think I enjoy Born Yesterday a good bit more because of the wet hopping, but this beer is solid as well.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Burnt gold with a uniform soft foam top.    Smell is super dank and pungent with a touch of apple cider vinegar I sometimes get in the Trillium yeast/hop cocktail, with sticky, damp pine cone and orange.    Taste is tangy orange, cannabis, grapefruit, faint bread, and that hint of apple cider vinegar.    Really soft and fluffy but clean and dry. A tasty treat for sure.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a golden copper color with a quarter inch head that dissipates into a sustained thin cover that sticks around. Smell is citrus, pine, and sweet malt which the taste follows with a medium mouthfeel. This is a classic that I am happy is in 12oz bottles now.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 Bought a six pack at The Keg in Clarksville IN, a great store. Poured into a pilsner glass.    Poured with a smallish head. Little lacing. Maybe I poured it too gently lol. But so pretty to look at, like apple juice.    Smells of pine, citrus, light earth, some floral. It's not POW in your face like a hop forward double, nice and balanced aroma.    Tastes like it smells. Light dank pine resin, citrus is there, light bread so there is some malt balance. Pine increases some with temperature. This is almost weird, but I don't know where the 102 IBU is. Now, that can be good or bad...Did you expect an in your face bitter hop bomb? Then it might be disappointing. Did you expect some wonderfully balanced IPA that was smooth in taste and encourged a session drink because it didn't overpower you? Then this is your ticket...and it is a scary ticket, because it REALLY hides the 8% ABV. You better take note of that first because as I said it encourages session drinking!     Feel is just perfect for me. Crisp, light carbonation, a light oil to the tongue. It's refreshing, too refreshing for 8% ABV. See how I keep coming back to that?    Overall: It is a clean, balanced IPA that hides the booze. So drinkable. Which I like. So many higher ABV IPA's overpower and fill you up, this one does not. Great beer for killing a sixer at home.   
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 Poured from a 22 ounce bottle. Orangish in color with a white frothy head that dissipated quickly. Citrusy and pine aroma with a little bit of a sweet and sour taste in addition to the aroma. The feel is a little thick but pleasant. Overall an okay beer.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Pours copper with a medium, white head that lasts A while with good lacing.    Smells of citrus, pine and grassy smells. Sweet malts more as it warms    Taste of sweet malts and nice balanced citrus and pine. As it warms more malt and pine hints of citrus. Medium body with lighter side of medium carbonation. No alcohol taste.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Drank this on many occasions, always poured out of a 22oz. Bottle. Very consistent, not heavy for a DIPA. Almost too floral at first sip, but you get used to it pretty quickly. Medium body, clean finish, worth a try if you haven't already had it.   
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Glad its in 6 packs now! 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 Poured from 22-ounce bottle into a stemless wine glass. Bottled three months before date sampled. Nice burst of pine resin and citrus zest upon opening. Very impressive in appearance, crystal-clear apple juice color with a fluffy white head and tons of lacing. Aromas and flavors of pine resin, citrus zest, and light bready malt. The hop character is somewhat subdued, with the malt sweetness providing some nice balance. The bitterness is there, but doesn't seem to be anywhere near the 102 IBU's claimed. Finish is clean, with a light bittersweet finish. Not the hop bomb I was expecting, but nicely balanced and very drinkable.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 Clear copper with light orange hue. Mediocre head quickly fades.     Flavor is better after warming for a while. Initially it was overly carbonated with a biting sensation.... the second half is more balanced, with citrus notes enhanced by the malt profile.     Good but not great.   
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Pours a crystal clear golden orange.    Aroma is bright citrus, bit pine, resin, slightly dank and a hint of tropical notes.    Flavor starts off with bittersweet grapefruit, sweet, juicy orange, hint of peach and then pine, resin, dankness. Lots going on. Bit of caramel and sweet bready malts.    Medium bodied, crisp, clean, slightly creamy mouthfeel and NO hint of the alcohol. Too easy to drink.    A classic West Coast DIPA at only $9.99 for a 6-pack!!! Deal of the century!!   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 Why be long-winded. The is a great IIPA. Great hop flavor and smell. Bang for buck world champ! 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 Smooth. Not as much bite as other double IPA's I have had recently. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.75 It just doesn't do it for me. The pour is a golden amber with a foam head that soon dissolves. The taste was piney but not piney enough. Abv is 8 but doesn't taste like it. It almost needed some extra kick to be considered hopped stoopid. Was expecting stronger hop flavor.   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Bomber into IPA glass. Pours clear, golden amber with1.5 finger head. Heavy lacing. Aroma is piney and dank. Taste when cold is a dank pine explosion with some residual booziness. As it warms, more balance is evident. Malty caramel notes balance the hops and booze. Much better warmer than ice cold. Mouthfeel is a little oily due to all of the hop resin but still nice. Overall, an excellent beer. Highly recommended.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bold and balanced. A good floral and citrusy character with a good caramel malt backbone. The high IBU is well disguised and gives it a good drinkability. A classic west coast DIPA   
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 App: Pours a clear amber with fluffy head as tall as you want on a hard pour. Head fades relatively quickly but lacing remains.  Smell: Not all that strong but a noticeable piney hop aroma.  Taste: The 102ABU on the bottle promises a hop forward taste which it has but it's not overpowering & a good malt balance keeps it from being too dry or bitter on the finish. Definitely some pine & floral, but also some fruit: tangerine, maybe mango/plum, lighter citrus/grapefruit.  Feel: Moderately full & milky smooth  Overall: A nice DIPA which rivals some of the best I've had. Definitely a great beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Very Underrated beer, this one is world class , solid piney fruity, refreshing ipa , bomber is $4 in my store and i grab one every time I go there to try new, has a taste of its own unlike almost all ipa's they mostly taste citrus and this one is unique !   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Good double IPA, but sampled after Stone’s RuinTen, and it comes in second by far. Dark golden ion color, thin foamy head, light lacing. Aroma is sweet, citrusy hops. Taste is bitter with a metallic tang. Finish is short, but lingers on the palate. Very good, but there are better out there.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 5 | taste: 3 | feel: 4.5 | overall: 3.75 had this beer for the 4th or 5th time now and it is safe for me to say i am no longer impressed by this one from lagunitas.  it still looks and smells great, but i am getting a taste that resembles more of a rye ipa than a regular double.  dont get me wrong its still a great beer but IMO the maximus from lagunitas is definitely a superior beer to this one.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 Neighbor brought over a hop stoopid....it poured a clear golden with white head that did not leave much lace. The scent is pine and sweet malt mix. The taste is a nice mix of sweet malt and pine bitterness. The Mouthfeel is fuller in body with good carbonation. Overall this is a solid beer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 5 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 L- pours a clear golden color with 2 fingers head on a partially aggressive pour.    S- pine, floral, grapefruit, citrus very strong smell. Smells amazing.    T- so well balanced. You get all of the delicious flavors you would want in an ipa and without a bitterness finish.   I would say that floral and citrus stand out the most.     F- mostly a dry finish with not much strong flavors left on the lips or tongue.    O- Great beer and at 3.99 here in oregon you just can't beat it. That will affect my overall score cause it's simply unbeatable at that price.   
look: 4 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Really liked this beer. Great look|Excellent Taste 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 Lagunitas Brewing 'Hop Stoopid Ale' @ 8.0% , served from a 650 ml bottle purchased for $8  A-pour is a light gold from the bottle to a clear gold in the glass with a smallish off-white head leaving a streaky lace along the pint  S-malty base with a touch of hops  T-big tasting beer , I like  MF-ok carbonation , full bodied  Ov-ok/good beer , not great  prost LampertLand   
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nice malt/pine combo. So much better than their standard offering which bores me. Should be a standard 6-pack! 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 06/11/2016 
