look: 4.5 | smell: 3.5 | taste: 3 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4.5 | overall: 4 If you like sweet and big - you'll love this beer. There is a mild fig mixed with whiskey aroma but beyond that it's very malty. It has a very creamy mouth feel with a ton of cherry caramel on the front end and a mellow sweet finish. There is very little hops in the beer. The alcohol is nicely hidden (much like many of the big beers that Lagunitas puts out) so be careful with this one - it drinks like an amber but will take you down like a Tripel. I almost think if they made this with a Belgium yeast it would taste very Belgium. It's a great beer for the style.   
look: 3.25 | smell: 4.25 | taste: 4.25 | feel: 3.5 | overall: 4.25 Poured at 50°F from a 12oz bottle (2015 release) into a snifter. Consumed on 28Feb16.  LOOK: Pours with a fingers worth of khaki foam that dissipates into a line within 45 seconds. Copper in color with a slight amount of cloudiness. Rising bubbles are medium in size and moderate in quantity. There is an abundance of small, grayish white particles floating throughout the beer. I'm not sure what they are. Lacing is thin and subtle.  SMELL: Strong aromas of molasses, tree nuts, plums, figs, and black cherries entangle with mild leather, caramel, sweet bread, and brown sugar aromas along with subtle hop aromas of pine, oranges, tangerines, and grapefruit.   TASTE: Strong molasses, fig, plum, and black cherry flavors first enter into to the palate. Mild hop flavors of orange, tangerine, and grapefruit immediately follow and bring balance to the sweetness. Mild caramel and brown sugar and subtle leather flavors further unveil the taste profile. Subtle flavors of tree nuts, vanilla (that wasn't in the aroma), piney hops, and bitter hops enter lastly as all previous flavors persist.  FEEL: Full-bodied and subtly carbonated. Goes down smooth and creamy. Finishes very dry. A mild and welcoming alcoholic warmth can be felt as it goes down the throat.  NOTE: A great beer for being one that is massed produced and distributed. This reminded me of an American Barleywine, without the intense hop flavors. Everything was nice a balanced here.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 Listed in the "1001 Beers To Taste Before You Die".    It was very hard for me to like this beer the first time I had it.  The hops grabbed ahold of my tongue and would not let go... in fact, I was worried I might not get my tastebuds back.  Determined not to buy this again, this wild stallion rears its head again in a 6 pack brought as a gift by a neighbor who we invited over for dinner.  Then, Brown Shugga' sits in my cellar for a year; thinking we might get along better if it has time to mellow.  I drank it last night and. speechless, could not write a review.  Nor could I finish it. Nor would I pour it down the drain out of respect to everyone who likes this beer.  So, I let it sit overnight in an uncovered tulip.  I had a sip first thing in the AM before I made my coffee.  Brown Shugga' was better... but still not good for me.  Moral of the story: mellowing with age is a relative thing.   
look: 2.75 | smell: 3 | taste: 2.5 | feel: 2.25 | overall: 2.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 UPDATE (12/2017): three year vertical: 2017, 2016, 2015 at D&P's Christmas Eve. All were good, however the older ones were the better ones: the aged versions were not as aggressive, were more complex, and were perhaps more creamy; some of the others agreed. This beer seems to age very well. Increasing Taste and Overall.    2nd one, 4 months old. 3rd one, 1/1/2017: damn good sweet, American strong ale or barleywine, whatever you want to call it.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 **11/23/2013  Appearance Is clear reddish brown; lasting white creamy head. Aroma Is hops caramel. Taste is hops, honey , caramel, charred wood, orange, cloves. A good sweet mix of hoppy and malty ale. Feel is creamy, light carbonation, thick finish.....good beer, but I don’t think I would want more than 1 in a Row. A nice choice for thanksgiving.  **  02/27/2016  I've had more than 1 in a row and it's fine.   **   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 what a great bargain Strong ale. drink it fresh or age it, either way one is in for a treat of caramel, malt, spiciness, tangerine hint, molasses. mouthfeel is very appropriate and makes the flavor linger.   
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 pours dark reddish transparent and clean. two finger head dissipates after few minutes. aromas of sweet candy and malt. medium body with mild carbonation. front palate of some biscut followed quickly by a sweet cherry taste and little malt sweetness quickly followed by some resinous hops maybe some orange rind in there and a slight alcohol tinge. this is a great beer in one of my favorite styles. alcohol is well hidden and sweetness is balanced out with plenty of good hops. I get this every year and will continue to do so.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 Pours a nice copper with a white head. Smells of caramel malts and hops. Wow, this beer has a nice taste! Sweet, fruity, complex, malty, orange marmalade, with a bitter finish. A fair amount of alcohol burn. Nice and full-bodied. A great, unique beer.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 On tap - was outstanding. Very few great American Strong Ales - this was one. 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 12 ounce bottle poured into tulip to celebrate my survival of another bike ride home on the icy sidewalks of Edmonton.    Pours a deep, slightly hazy copper-orange with half a finger of light khaki head that leaves under-construction city skyline lace as it recedes.    Smells of big caramel malt, stewed citrus fruit, tropical fruit, toast with brown sugar and a lot of perfumed, piney hops.    Tastes of spiced orange preserve, roasted caramel malt, raw brown sugar, raisin tarts and more bitter piney hops.    Feels big and sturdy. Full bodied with creamy and supportive carbonation. Finishes dry    Verdict: Highly recommended. It won't tickle your sweet tooth, though.   
look: 3.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 It's a brown sugar pale ale. It's different, but pretty ordinary at the same time. 
look: 3 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured from a 12oz. glass into a snifter.    A - Pours a deep amber, frothy off-white head.    S - Caramel, burnt sugar.    T - A big, complex malt profile comes right out the gate. Starting as a heavy, toasty caramel, the malt flavor becomes more layered and reminiscent of a doppelbock in its sweetness, toastiness, biscuit notes, and viscosity. An earthy, spicy, slightly berry-like hop character near the back end of the palate along with a subtle boozy bite. Finish is sweet, and surprisingly bitter.    M - Full-bodied, not too heavy for such a sweet beer.    O - Somewhere between a Winter Warmer, Doppelbock, and Barleywine, this is a thought-provoking, unique beer.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 DATE TASTED: January 30, 2016... GLASSWARE: Maudite snifter... OCCASION: helping Shan chop food for a new dish and preparing to show the boys The Desolation of Smaug... APPEARANCE: slightly opaque, sparsely bubbly amber orange brown body... the head is off-white, thick and chunky to begin... then it settles to an erratic, uneven heap of bubbles, soap and clouds--frankly, a surprise for a beer that sports a 9.8 % ABV... AROMA: a blast of raw sugray sweetness, coats the usual suspects in the hop bomb that Lagunitas lights--I sense Citra, the Columbus, the garlic of Summit... being a barleywine, the maltiness is a powerfully sweet, nondescript monolith of bread loaf... PALATE: heavy, slightly syrupy... active at the teeth and equally animated at the end... a force to be reckoned with... TASTE: dank, earthy, resinous and deeply infused with the sugary sweetness of cane; fewer floral notes of which to speak, and the malts solidify a forceful, meal-of-a-glass to experience... offers up a side dish of vegetable overtones, including prune and green bean... OVERALL: Having had--and enjoyed--the Sucks as a substitute, this presents an altogether heavier, sweeter, demanding version of its substitute--just what a barleywine should do...the overall drinking experience is sippable, stoic and contemplative...drinking into dinner,t the beer complimented a skillet comprised of chicken, potatoes, onions, mushrooms, brussel sprouts, and bacon... quite a victory in that consideration....   
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 2.75 | feel: 3.25 | overall: 2.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 3.75 L: brilliantly clear deep amber liquid, huge frothy tuft of amber-tinged creme-colored foam, sticking all over... looks lovely!    S: west coast barleywine hops and malt... hints of pine, black pepper, and mint, but full of spice, grapefruit, lemon/lime... little bit of cigarette ash... with a name 'Brown Shugga', I'd prefer to be smelling more of it    T: the hops combined with the up front booze make for a citrus eau de vie light grappa, or something... soft, brown malts lingering in the aftertaste as well as medicinal esters and fading, vaguely herbal bitterness... no bottle date, but this shows some age on the hops (and bready malt)... not much richness in the malt, so despite the smell suggesting something akin to Bigfoot, it's very much (late) hop forward and somewhat drier than expected    F: between the fossilizing hop resins, ostensible dextrins, and generous swells of ethanol, this is a majorly smooth     O: yeah, I wasn't a huge fan of this years ago (actually, this beer almost immediately turned me off to Lagunitas, for years) when I first tried it and time and experience hasn't made me appreciate it more... this is one of those west coast beers that's hopped out of balance for the sake of it and hasn't a distinct identity, despite the name 'Brown Shugga' on the label touting   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Caveat - just got done shoveling snow, so might be a bit of a pro-bold brew bias. So be it.  Clear copper color. Reasonable head with some lacing. Strong malt and hops nose. Taste is a pleasant assault of malt, brown sugar, and heavy. The sweetness and the bitterness work very well here. I really like this beer -- has me hoping for more snow so I can earn another couple. Bonus .25 for Lagunitas fun to read labels.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Lagunitas Brown Shugga has a medium, cream-colored head, a clear, bubbly, copper appearance, and a good amount of bubble streams. The aroma is bold, sweet, dank barley malt and hop resin (think brown bread crust and slightly rotted spinach). Taste is of sweet, strong malt and fairly bittern hop notes. Mouthfeel is medium, and Lagunitas Brown Shugga finishes puckering and strong, yet mellow.     RJT   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 Wow, hard for me to believe that it's 9.8% ABV. The smell is a dank citrus aroma, appearance is a rich golden complexion. You can definitely feel the brown cane sugar they used on the mouthfeel, nice and rather thick. Taste is hoppy, with citrus notes, but you cant mistake the brown cane sugar though. Finishes just like the taste. Overall, awesome beer for the season, would definitely try again, with care!   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a 12 OZ bottle into a pint glass. The appearance was a clear reddish-orange with a medium sized white head. The aroma was a sweet malt experience. The taste had a sweet malt and bread combination.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 3.5 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4.5 | smell: 3.75 | taste: 4.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4 Poured a very nice medium amber color with a finger of foam. This was a bit more bitter then I like but its definitely a full flavored beer. Didn't get much brown sugar but I enjoyed it none the less. Have a few more to get through. :-)   
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2.75 | smell: 2.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 2.5 | feel: 2.5 | overall: 2.75 GROSS! thought it would be good not at all. Didn't even finish my sample! 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 L - This beer pours a clear dark amber with a creamy white head and good lace.  S - Hints of citrus and pine. Also sweet caramel and brown sugar.  T - This is a unique beer. It starts off hoppy with grapefruit, pine, and lemon notes. After a few sips it gradually turns sweeter and sweeter. The strong hop front seems to lessen and a malty sweet brown sugar taste takes over.  F - This maybe a little on the thin side. It does have a nice dry finish.  O - This is an excellent amber ale. I've always been a fan of this beer. But, I like sweeter beers.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 2.5 | smell: 3 | taste: 3 | feel: 2.75 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Wow. An amazing beer. Way too easy to drink for a 10% ABV beer. In fact, it was so smooth I drank it much faster than I should have, and, along with the other beers I had, I felt it the next day. But it was worth it!    It's hard to compare this beer to others in the category because I've never had anything quite like it. It's so complex. Just when I thought I'd pinned down a flavor or note, I would detect something else. This is a slow, sipping beer like that of a barleywine or some stouts, especially those aged in bourbon barrels. Yet don't get me wrong: this beer isn't anything like a barleywine or a barrel ag d stout. Again, it's like nothing else I've enjoyed.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 3 | feel: 4 | overall: 3 Pretty color on the pour. Beautiful ruby. Grassy hop aroma. Rubbing alcohol, an astringent smell, orange juice. Taste, again grassy hop flavors. Bitter with an alcohol presence. A spicy heat to it. Overall, I am just not a big fan of the American strong ale category in general. This is no real exception to that. It's caught in between an iPa, a barley wine, and maybe a Scottish ale. All of which can be delicious. Their three way love child is not my fav though.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.25 Pours a beautiful amber/copper color with a frothy finger head.    Smell is extremely sweet and alcoholic.    Taste is quite hoppy which in it's own way accentuates the sugary taste - cloying flavor. This beer is much better at about 9-11 months when the hoppiness and sugary qualities have faded enough to reveal a more balanced malt profile. It becomes a solid barleywine with a hint of sweetness.    IMO excellent for cellaring   
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Beautiful beer. Clear amber-copper color with a thick and lasting tan head. Nice spicy malty aroma. Clean bitterness framed by the malt and some caramel/toffee. Gentle warming and does not feel like a big ABV beer.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 This went down way too easy for a strong ale! Poured dark brown, copper, with two fingers and great lacing out of a bottle. Aroma was not strong, but hinted at the sweetness to come. Taste was sweet malt with a nice brown sugar finish. Feel was smooth and easy, and you have no idea this is a 10% ABV. Dangerously good.   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 I'm rating this fifth beer from a sixer I purchased a while back, and at this point I've probably overthought this thing too much to review it without bias, but here goes, so chalk any vacillation up to pure ambivalence.    A mountain of tan froth stands atop this brown brew and dissolves slowly until only a few bubbles are left. Herbal hops to the front aroma-wise and a following of medium fruits and perfume. Notes of fruit and sugar are quickly overtaken by a wave of bitterness which is followed by a balancing caramel sweetness. Medium to heavy and the alcohol is barely noticed.    Brown Shugga' is all over the place, off the charts and static and fairly "normal" all at the same time. The dual nature of this beer will make it for some and break it for others. And while I can't pin it down stylistically, I can't really find any definite faults with it either.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Just picked this up at Beer Noggin ( http://www.beernoggin.com/ ) in Bronxville, NY while my mother-in-law was down visiting and we were out shopping for Christmas. The bottle attracted me enough to pick one up. Love the texture on the label. Nice brown coloring and smell of caramel, to me. "Beer Speaks. People Mumble" ABV is high at 9.8%, which is niiiiice! This would go really well with a heavy meal, like stew or something out of a crock pot. I look forward to having again one day.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 4 If you like beers with a high bitter factor this is for you. I was expect something totally different. I should have read the description. However I like this beer. It's definitely not a beer you drink after yard work or even one you simply chug. It's a beer to be appreciated. Take your time and enjoy the bitter and boozy notes.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 6-pack bottles    Look: caramel/amber, not as dark as I was expecting.  Smell:Floral, hoppy  Taste: Very bitter (didn't read the IBU until after purchase, my fault), not much brown sugar like I was expecting although it came through a little once my taste got a little numb to the bitterness. Higher ABV was not real noticeable.   Feel: Nothing special to note, good or bad.    Overall: I didn't really care for it. I'm not into the overly hopped beer trend and this one is very hop forward. I think I would have liked it if the bitterness was dialed back. I wouldn't have bought it had I seen the IBU rating prior to purchase, but the name threw me off. Was expecting more of a sweeter malty beer. Not so much.That being said, I did drink the whole 6 (over a few days). I'm sure I would have rated it higher if I was into the bitter beers.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3 
look: 4.25 | smell: 3.75 | taste: 3 | feel: 3.5 | overall: 3 Flavor is good and there is some fruitiness, but overall very bitter. That's not my things, but I can appreciate that it is a good beer. ABV is high but there wasn't too much of the boozy taste. It's a nice beer if you like the bitter.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 Pour a clear, amber color with a white head. Smell us very hop forward, citrus, tropical, and alcohol. The smell through me off, was expecting a brown ale by the name but more like a ipa. Taste very bitter, off balance. Bitter and sweetness with some fruity notes and then nasty bitterness to finish. Horrible finishing taste of a bad ipa, not like the other Lagunitas if tried. Has a nice carbonation, very thin. Overall I did not like, and wouldn't recommend or buy again. Maybe I was thrown off by the name expecting more a dark beer, just was not very good to me. The balance was just very off to me, too sweet and bitter combined not good. I have another bottle I'll keep and try again just incase my taste was off tonight.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.75 Look- Amber or burnt orange. A lasting, frothy head. Carbonation is visible. A good-looking brew.    Smell- Mainly a fruity hop character. Orange, tangerine, pineapple, tropical fruits. Not getting the brown sugar too much, but it's certainly a sweet aroma.    Taste/Feel- A bit disappointed here. Not a bad beer by any means but perhaps overly hopped. Does a "Brown Shugga" beer really need to be 51 IBU? It does more than balance here. In my opinion, it outshines. Growing on me a bit as I drink it, the more caramel, brown sugar notes becoming slightly more apparent, but hops are the real star here.    Glad I tried it, but probably would not seek this one out again.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 12 oz bottle marked 281 5 2 0735 1043 at 42 degrees into a snifter  Aroma of - flowers and some pine  Head large (Six cm, aggressive pour), light tan, frothy, diminishing to four mm ring and heaped partial layer  Lacing good – lacy curtains of tiny to medium bubbles  Body medium amber, clear  Flavor sweet, brown sugar, alcohol, some hoppiness in aftertaste; no diacetyl  Palate full, syrupy, soft carbonation    Appearance 4.25, Aroma 4, Flavor 4, Palate 4.25, Overall 4   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 2.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 Beautiful amber color with a large white head that sticks around for quite a long time. Great hops and grapefruit smell. Wow, what a great combination of grapefruit, citrus and hops. The hops and grapefruit hit upfront with a nice citrus finish. Nice full, smooth body. Great IPA all the way around. Great trade from Pieper34.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 pours out a deep caramel with a nice mocha head    I pick up banana and pineapple notes.    very big malt sweetness . a big beer with aggressive sweetness. caramel.    chewy, fruity finish.    for me, one is enough of this style in one sitting, but very tasty imo. nice treat.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 Heavy hitter 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 5 | feel: 4 | overall: 4.25 Wasn't sure what to expect, really. I've had the Lagunitas Sucks, which was a decent enough IPA. Now this is the "Sweet" version of the Brown Shugga...How many different incarnations of the same beer do you really need? Well, I haven't tried to the original Brown Shugga', sadly, but after this beer, I'm more than willing to give it a go.  A: Rather nice ruby/amber color. Surprising. For some reason I was expecting something more golden. Deeper and livelier than I had anticipated.  S: Hops front, which is misleading later on. However, I'm getting nice grapefruit and citrus right off the bat.  M: Full, to medium...which is a weird way to put it, I guess. It's more filling than I would have presumed. This beer is full of surprises!  T: Jeez. Blown away. There are dark fruit immediately. Plum, even a bit of dried apple. Sweet. Finish with a nice dry hoppiness alluded to in the aroma.   O: A sweeter beer than I was expecting, but with all the IPA running rampant in today's market, something a little sweeter doesn't go amiss. I thoroughly enjoyed this beer and would recommend it to anyone who likes something a little more complex--something a little sweeter than the average flight set.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 3.25 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours deep copper color with about a two inch off white head, good lacing head stays around for awhile.  Smell sweet piney nose fruity citrus notes  taste is a little surprising little citrus and orange peel up front slightly sweet just enough hoppy flavor little tang on the back end.  Feel is very smooth clean easy drinking.  Overall a very good beer i enjoyed drinking very much.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
