look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 33cl bottle, 7m old.    Very light straw, extremely clear. Foam is weak, disappears completely, no lace.    Nose is grain, not a strong aroma, but it is exactly as a well-made pils ought to smell like. Very little hops, though. Diacetyl notes.    Taste has even clearer diacetyl mixing with the subdued element of grain. And an understated crispness and edge, presumably from rice. Pleasant, smooth mouthfeel. No hop taste either in terms of aroma or bitterness, which is the main shortcoming... the crispness is the only element bringing any contrast to the smoothness.     In summary, a flawlessly executed subdued hopless version of pils/pilsner..Very well done for what it is trying to achieve. Unjustly over-vilified in my opinion. The diacetyl is not 'corn', maize does not provide much taste at all, and afaik Budweiser does not even have it. Use of rice is no more to sneer at than the Bohemian and German use of it in a very similar fashion at the end of 19th century. Adjunct process is a cornerstone of witbier, why would it be a crime here? A lot of craft beer is poorly balanced and inconsistent and shows little skill. Whether this style is very exciting is another matter, but you cannot fault the execution, as there is very little to hide behind. I suggest trying to make a flawless light lager of your own.   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.75 | overall: 1.5 I can't believe I used to drink this beer almost 100% of the time back before I discovered craft. This is probably my least favorite AAL. Drinks like a light beer. Watery with no real flavors.   
look: 2 | smell: 2 | taste: 1.75 | feel: 2 | overall: 2 If you can get past the rice water taste this is a good beer served cold. I think PBR is just a little better but has more corn after taste . Overall not the best offering from ANB but not the worst. A 6 pack of tall boys gets the job done on game day.   
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 2 | smell: 1 | taste: 2 | feel: 3 | overall: 2 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 L: It's a good thing this is heavily carbonated or I would've thought somebody pissed in my glass.  A: Smells like corn.  T: Tastes like the liquid that's in a can of corn.  F: Thin, watery liquid, heavily carbonated.  O: I believe Bud was the first beer I ever had about 45 years ago. I thought it was bad then, it's even worse now.   
look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3 12oz can bb 10/4/17 poured into a shaker pint at fridge temp 5% ABV. The beer pours bright and light straw in color. The head is white and lasts about 3 minutes before receding to an island of tiny bubbles. There is a hint of beer smell in the aroma. The taste is semisweet malt and then a semisweet aftertaste that hangs out for a minute. Mouthfeel is thin bodied, very carbonated and dry. Overall, good. I'm surprised, I expected this to be terrible even though it used to be my favorite. This is a good AAL. No off flavors or defects to my taste.   
look: 3.5 | smell: 2.5 | taste: 3 | feel: 3.25 | overall: 3 I got into craft beer early, so I skipped on most of the big beers. Thought I'd try them so I could see what all the (anti-)hype was about. Today, it's Bud. 25 ounce tallboy with the "America" theme, poured into a large glass tankard.    Look: Clear, yellowish-gold. An aggressive pour gives three fingers of foamy head, that slowly dissipates to a thin ring. Not much in the way of lacing; any foam generated from swirling quickly slides down the glass, leaving no trace of its presence.    Smell: Very faint smell of ethanol and white bread, maybe a little corn. Not too strong, not too pleasant, but not offensive either.    Taste: It doesn't taste bad, per se, but it's very mild. The primary flavor is corn. Candy corn, to be exact, due to the sweetness of the malt. No strong hops flavor or bitterness. The hops are definitely present, keeping the sweetness in check, but not really standing out. Vaguely grassy aftertaste. Drinkable, refreshing, but a little bland.    Mouthfeel: The body is a bit thin and the carbonation is rather strong. It's very much like Perrier, and goes down smooth, making it easy to chug down.    Overall: As I said earlier, it doesn't really taste bad, it's just very simple and mild. The 5% ABV makes it a decent choice for a cheap buzz, if that's what you're looking for, as it drinks quickly. I probably won't buy any more, but if a friend handed me one at a barbecue, I wouldn't turn them down. I am, however, now very interested in tasting Bud Light, as I can't imagine something tasting too much lighter than this.   
look: 2 | smell: 2 | taste: 2.5 | feel: 1 | overall: 2.5 Its a budweiser thats about it. 
look: 1.75 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2 Horse swill. 
look: 2.75 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3 
look: 1.75 | smell: 2.5 | taste: 3 | feel: 2.25 | overall: 3 
look: 2.5 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2 Gold in color with brilliant clarity. There's a fingernail of off white around the rim. I really tried but if there was any aroma it was of faint corn, but I might have imagined that. I'm tasting faintly corn flavored watery lager. The mouth is very thin and watery.   
look: 3 | smell: 2 | taste: 2.5 | feel: 3.25 | overall: 2.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.25 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 Screwed up when submitting my review, so rewriting this from memory:    Very pale golden color, brilliantly clear, pours a white head with limited retention.    A slightly sweet/grainy aroma, maybe a hint of corn initially. No hops    Flavor is like the aroma initially, but balances out by midmouth with a hint of a muted earthy hop flavor. Finishes very neutral and clean.    Low-med body, med-high carbonation.    I know my review will be way above average. Do I think Budweiser is a great beer? No. Do I think it does a good job of being a clean adjunct lager? yes. I've told people in the past if they amped up the bitterness and noble hop flavor it might be pretty decent. Maybe I'm wrong.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 2.5 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 1.5 British import from 33cl bottle.  Light yellow, barely any foam, no lacing, no smell.  First sip feels light, with no lager texture and taste whatsoever. At least doesn't taste like dishwasher fluid.  This is barely a beer, quite confused by the "King of Beers" title.   
look: 3 | smell: 2 | taste: 3 | feel: 2 | overall: 2.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 1.75 | smell: 1.5 | taste: 1.75 | feel: 1.5 | overall: 1.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 1.5 | smell: 1 | taste: 1 | feel: 2 | overall: 1.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.5 
look: 3 | smell: 2.5 | taste: 2 | feel: 1.75 | overall: 2.25 
look: 2.5 | smell: 2.75 | taste: 3 | feel: 3 | overall: 2.75 It looks pretty damn awful. No head and no lacing. Like carbonated piss. But honestly, the taste isn't as absolutely horrid as most BA's would argue. That being said, it's not very good either.   
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Boooo this beer 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75 I had three Buds tonight. The most ever, but was at an event where this was the best choice (the event was fun otherwise!). Okay, it isn't a great beer, but it is not awful, just boring.   
look: 2.25 | smell: 2.5 | taste: 1.75 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 2 | taste: 2.25 | feel: 2 | overall: 2 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 Just an average rice based mass produced lager. 
look: 2.75 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 3 Add a 1/2 point to each category when consumed on Independence Day, Memorial Day, or Labor Day. 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 2 | smell: 1 | taste: 1 | feel: 1 | overall: 1.25 A pathetic, sugary general "beer," which clearly owes its popularity to mind-boggling feats of marketing and the American penchant for thoughtless tradition. The uninteresting taste, smell, and average lager yellowness reflect its compromising nature as a typical adjunct: Just a careless, slap-shod combination of ingredients blended to be as unremarkable as possible, and, of course, save the brewer on overhead.    Absolutely awful, a quality which is compounded by the fact that the company insists on marketing this swill as a "Macrobrew," deliberately advertising its nature as a corporate, mass-produced, underwhelming and unimaginative product, as though spitting in the face of actual quality were some sort of virtue. With any luck, future generations will, through the free market, erase this garbage from the face of the earth.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 Light body, pale, fizzy macro-brew lager.  Low bitterness, thin malts.  Moderate alcohol.   Less flavor, more adjunct cereal grains (rice, corn). 
look: 2.5 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 Poured into a half pint glass: color is clearer than 95% of all beers, hard to call it straw, maybe watered down straw; head presents deep after an agropour but then dissipates immediately to nothing but scant bubbles on the top.    Smell is grain, dirt, unpleasant malt/rice sweetness.    Taste is similar - neutral grain, unpleasant sweetness from cereal adjuncts, dirt/metallic qualities.    Mouthfeel is harsh, overcarbonated, super drying.    Overall, this beer seems to taste worse when you spend time to try and review it. just a huge lack of character and depth, and of the most harshly carbonated beers.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 2.75 | smell: 2 | taste: 1.25 | feel: 1.75 | overall: 2.25 Overall, very disappointing. All my life I looked at this stuff like it must be the nectar of God. My dad drank it, my uncles, cousins, and even Peyton Manning. When I finally was old enough to try this I was totally disappointed.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3 | smell: 3.5 | taste: 2.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 2.75 | taste: 2.5 | feel: 3 | overall: 2.75 Pours a pale straw gold, totally transparent, very effervescent.     Smells of sweet grain. Taste follows suit. Pretty neutral, no hop character, a little rice    Highly carbonated, smooth and crisp.    For what it is, it's solid.   
look: 5 | smell: 2 | taste: 2.5 | feel: 4 | overall: 3 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 2.25 | smell: 2 | taste: 2 | feel: 1.75 | overall: 2 Pours a straw yellow with a white head. Smells of malts and some metallic scents. Tastes of bready sweet malts, rice, and metal. Medium body and medium carbonation, overall it's not a very good beer but it's drinkable.   
look: 2 | smell: 2 | taste: 2.75 | feel: 2 | overall: 2.5 Pale ultra clear yellow with quickly dissipating head. Very faint lemon smell. No lacing. Watery carbonated mouthfeel. Very faint hops. Very faint malt sweetness. There are better tasting, and cheaper American adjunct lagers out there than this. But OK for what it is.   
look: 3 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 2.75 | taste: 2.5 | feel: 2.25 | overall: 3 
look: 2 | smell: 2.5 | taste: 2.75 | feel: 2 | overall: 2.25 Look: Clear, straw yellow body, finger wide white head that seems to dissipate. Carbonation present. Very weak lacing.    Smell: Slight sweetness, though not as much as when I had Foster's. Very little alcohol aroma.    Taste: Slight sweetness that comes up as the first thing I taste. May have to do with the use of rice since it has more sugar than wheat. Hops are rather weak. Not good if you want to have a good, well-balanced lager.    Feel: Clean, smooth, though quickly disappears.    Overall: Very mediocre beer, though this is a potential contender to some other AALs. It's not bad, but it could be better.   
look: 1.5 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 1.75 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 2.5 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 Not as bad as I thought it would be. Drink it. 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1 | smell: 1.25 | taste: 1.5 | feel: 1.5 | overall: 1.5 Backlog. 12 oz bottle. Aroma of rice and blandness. Pours no head, no lacing. Pale gold in appearance. Tastes highly carbonated, somewhat sweet, extremely bland. Every time I’ve "sessioned" this beer in my younger days, it’s given me the nastiest headache. No other beer does this. Is it the formaldehyde (aka embalming fluid) they put in it as a preservative?   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.75 Re-reviewing after about six years. Found a rare FRESH fifteen pack for a meager $9.49 plus tax and deposit at the Monroe Sunoco.    Look - Crystal Clear golden hue with a large, bone white frothy white head and ample carbonation to back things up. Leaves a fair level of stick upon a finished pint.    Smell - Now let me be very clear. i've been doing this for a long time and I've drank thousands of cans of budweiser. You can tell the difference between a fresh can or bottle and an old can or bottle. There's a high level of clove with a slight banana ( believe it or not! ). The usual adjunct suspects stay minimal.    Taste - Almost completely follows the nose with that banana aspect turned up a bit. Of course the adjuncts are present but they are supposed to be.    Feel - Still a tad rough regardless of how fresh the brew is with a cold cutting carbonation. Swallows rather moderate and the taste doesn't linger.    Overall - Believe it or not this stuff isn't the spawn of Satan you're led on to believe it is. I see at least one new member a week bashing this for brownie points. Is it a record breaking world class triple ipa with haze reminiscent of snoop dogg's house? No. But, if you can buy it FRESH, you've got a cheap, moderately tasty poundable can of beer that may only hurt your head the next day. Quit bashing just because it's Budweiser, you look like an idiot.   
look: 2.25 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.25 
look: 1.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2 
look: 1.75 | smell: 2.5 | taste: 2 | feel: 2.25 | overall: 2.25 
look: 2 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2 
look: 3.5 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 1.75 "King of Beers"?? No thanks. In all honesty, I drank this swill as a young adult, before I realized that there were thousands of superior beers available. Now, if I have no choice but to drink it, it tastes like Fruit Loops, with it's sweet malted barley. If you're on this sight, you're probably familiar with Budweiser. You probably are also passionate about beer, and you probably feel the same way. The one thing I will say for them, is that they are very consistant in their flavoring. If you want the gut, and not the respect, grab a Bud!   
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 
look: 2 | smell: 1.5 | taste: 2.5 | feel: 3.25 | overall: 2.5 For...science?     Pours a clear, pale, yellow color with a hint of a white head that faded away within about thirty seconds. Smells of, well, it does smell and honestly not very good. Malt, okay, floral notes, okay, moldy hay, not so okay. Taste is initially sweet, even a little bitterness, lasts about a few seconds and disappears leaving a faint metallic flavor. Crisp and light body. Overall, eh, drinkable. Not something I'd want to buy for myself, but would I turn it down at a party? Nah, I'd drink it.   
look: 2.5 | smell: 1.5 | taste: 2.75 | feel: 2 | overall: 2 Haven't had one in 15-20 years. For science! Cheers! ;)     Pours light, clear yellow, as if it was 1/2 water/1/2 ("normal")beer. Quickly-dissipating white head, with a light ring of lacing.    Aroma? Unfortunately, yes. This is what turns me off AALs. It gets a 1.5 because it's not as strong as it could be, & therefore better than some. It consists of malt, wet straw, & some floral? sweetness. Overall it smells like a milder version of the morning after the night before.[Additional note : as I burp half way through this, I'm getting the original aroma, magnified. Ugh.]    The taste is better than I remember it, and at least tolerable. Light, bready malt, and a light touch of bitterness on the finish. Reminiscent of some pils & helles, that I've had recently, but the ghost of them. What flavor is there quickly fades, inviting another sip. (The secret to their success? ;) )    Feel is thin/watery/oily, with very fine,smooth carbonation, and (unfortunately) leaves a rubbed-with-wet-cardboard sensation on the tongue. (Again, demanding another sip. ; ) )     Overall, not particularly good, but not completely horrible either. I can see how people could get used to drinking it.    Additional note : 10 minutes later, I'm tasting it again, wondering if I should give that a separate rating. : P   
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 Better than bud light but still weak af.    Several other macro adjuncts I'd rather have over this.. 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 1.5 | smell: 1.25 | taste: 1.25 | feel: 1.25 | overall: 1.25 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.5 | smell: 1.75 | taste: 2.25 | feel: 1 | overall: 2 Look: Straw colour (3 SRM), 1 inch head dissipating, very high carbonation, very slight lacing    Smell: Iniatially grass with some corn sweetness, very little of what's there and very little else    Taste: Very akin to the nose, grass with a corn sweetness, very slight malt toastiness (or maybe biscuit, it's hard to distinguish)    Feel: high carbonation but very thin and watery, easy to pound if you want to burp a lot.    Overall: I paid AUD$12 with a coupon and I would not pay more. It is easy to chug for a party etc. but the high carbonation would turn me to better cheaper Australian lagers (VB or Tooheys both being easier to drink, with more flavour)   
look: 2.75 | smell: 2.25 | taste: 2.75 | feel: 3 | overall: 2.5 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 1.25 | taste: 1.5 | feel: 1 | overall: 1.5 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 
look: 1.25 | smell: 1 | taste: 1.25 | feel: 1 | overall: 1.25 
look: 1 | smell: 1 | taste: 1.25 | feel: 1.25 | overall: 1 
look: 2.5 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 2.5 | smell: 2.25 | taste: 2.5 | feel: 3 | overall: 2.5 
look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.75 
look: 2.75 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3 No matter what the people say, I need to say at least a few good words about this beer. Well, actually not about the beer itself but perhaps about the way people should look at it.  This beer should not be compared to any craft beers, but should be appreciated for the way it should be drank. It is a clearly brewed, American adjunct lager that should be drank ice cold at the end of a hot summer day for refreshment. For this purpose it is excellent. A clear, light and refreshing drink. In this quality it is great. As a beer, however... well, it depends on what we consider as one.   
look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.25 | overall: 2.25 
look: 2.25 | smell: 2.25 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 2 | smell: 1.75 | taste: 1.75 | feel: 1.5 | overall: 2 
look: 3 | smell: 2.5 | taste: 2.25 | feel: 2 | overall: 2 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3 Budweiser is truly the King of (College) Beer(s). It pours a slightly less pale yellow than its light counterpart, and tastes as if there's half beer half water (as opposed to probably 1/3 beer, 2/3 water for bud light). It has very minimal flavor, is overcarbonated, but is actually very smooth going down. This is the beer you drink when you're planning on pounding 12+ to get blackout, without sacrificing the super-low ABVs and cardboard taste of light beers. At a modest 5%, Budweiser will get the job done, but it won't be a great experience, that's for sure.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 4.25 | feel: 4.5 | overall: 4 Overall easy to drink, but the flavor is average 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Continuing my taste test of sub par beer beverages, I arrive at Budweiser today. Never actually tasted it before, believe it or not. Anyway, here I go.  Pew! The nose is really stinky. Not a good experience. Okay, here is the pour....carbonated, as these fluffy drinks usually are...with an ugly colour. Okay, how is the taste?   Oh, man, this is awful! How is it even allowed to be printed on the can that this garbage "produces a taste, a smoothness and drinkability you will find in no other beer at any price"? How is making a statement like that legal? It is also not world renowned and definitely not the king of beers. If you can't prove something, you shouldn't be allowed to market it for profit.   Someone here said that this is classic lager. This is most certainly not that. Not even in the same ballpark. Try some real lager and you'll know what I mean. This is classic rip-off. A bland (no hops, hardly any barley, some rice), poor excuse of a beer (beer?) of any style.   
look: 1.25 | smell: 1 | taste: 2 | feel: 1.75 | overall: 2 
look: 2 | smell: 1 | taste: 1 | feel: 3 | overall: 2 After getting hooked on craft beer, Budweiser is no match. It tastes very watered down and is not flavorful whatsoever. If you're looking for an easy drink and not an experience, Bud is for you.   
look: 2.25 | smell: 2.25 | taste: 2.5 | feel: 2.5 | overall: 2.5 Good old Bud. Let's be honest...no one buys this beer as a delicacy. It is the drink you remember your dad pulling out of the cooler at barbecues. By no means is it incredible, bursting with flavor, or interesting in any way, but it's american and it's cheap.    Other than at a baseball game or handed to me free of charge, I doubt I'd buy this beer.   
look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 3.75 | smell: 1.5 | taste: 1.25 | feel: 1.5 | overall: 1.25 I have given this beer a lot of chances and it has never been able to stick with me. Aroma is a classic lager, light hops, easy barley, a tiny bit of citrus. But the taste is very different. I feel that Budweiser is too fruity and it ruins the taste of the beer. Also, none of the sips are consistent with other sips. Others may like this beer, but it is not for me.   
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.25 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5 
look: 2.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 Oh come on. The score for the King of Beers on here is criminally low. Compared to the other American cheapo beers, this one is head and shoulders above Miller, Coors, and PBR type stuff. Watch the YouTube videos where Europeans try American beers. They tell you the same thing: as far as mass produced inexpensive American beers go, this one is as close to royalty as the average Murican is ever gonna get.   
look: 4 | smell: 1 | taste: 1.25 | feel: 1.5 | overall: 1.25 I am giving this beer a very low rating, obviously its not actually meant to be good, more of a homogenous beer flavoured beverage. That said i enjoy those big cold cans you get at the baseball, beer is a lot about context.   
look: 3 | smell: 1.5 | taste: 1.25 | feel: 1.5 | overall: 2.75 Budweiser is a comparatively cheap beer with light taste. It has a brilliant yellow color, fresh grain smell, and grain taste. Not a great beer, but it's okay to drink.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Appearance - Golden-yellow  Taste - Smooth, sweet, Mild   Smell - mild   Overall - I like this beer, it is mild and smooth and easy to drink. 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Light yellow golden color. Fresh corn and grain smell. Crisp, water, light taste. 
look: 3 | smell: 2 | taste: 3 | feel: 2 | overall: 2.5 Classic pilsner. Simple taste. Cheap. America. 
look: 3 | smell: 3 | taste: 3 | feel: 2.25 | overall: 2.75 
look: 3.75 | smell: 2.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Being a college student, I am not too picky when it comes to cheap beer. I personally like Budweiser since it is very light and doesn't make me feel heavy or bloated after drinking it.   
look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Budweiser is like the McD's of beer. Its relatively cheap, a consistent product, and fairly satisfying for a simple lager. This is no gourmet burger..its a Big Mac. So just enjoy it for what it is..some easy drinking suds. Goes great with food. Nothing like an ice cold Bud on a hot summer day with some bbq. I prefer this classic recipe over bud light, miller lite, corona, or coors any day.   
look: 3 | smell: 2.75 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 Solid beer out of the bottle. Always consistent. You can drink alot without ever getting sick or bloated. Delicious simple, clean, refreshing taste if served ice cold. Way better than most American and import macros.   
look: 3 | smell: 2 | taste: 3.5 | feel: 3 | overall: 3.5 Budweiser is not my favorite beer. It has a clear yellow color, smells like fresh grains, and tastes like grain also. It is a beer that I will drink, but not my drink of choice.   
look: 3.25 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 
look: 2 | smell: 2 | taste: 3.25 | feel: 2.5 | overall: 2.75 
look: 4.5 | smell: 4 | taste: 3 | feel: 3 | overall: 3.5 Budweiser. Overall a beer I will drink if I am will friends in the day but when it comes to treating myself this is not the beer I would choose. This beer is good for having a few with friends but not a craft beer.   
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 2.75 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3.25 Look: Clear, pale yellow with a healthy lace that dissipates at a modest pace. Smell: Corn, fresh, grains. Taste: Crisp and sweet; carbonated with limited bitterness. Not very strong, or if you prefer, lacks a punch or kick some may like. Nothing stands out in particular but overall just a nice 'go to' beer to watch the game, do some chores or set up the BBQ with. *I've revised my rating slightly upwards Aug. 2018.   
look: 3 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 2 | smell: 2.25 | taste: 2.25 | feel: 2 | overall: 2 Pours pale yellow with quickly vanishing white head that appear think but then diapers. Smells like an overly watered down American pilsner. Tastes lacking and awful. Beer for the masses.   
look: 3.25 | smell: 2.75 | taste: 1.25 | feel: 1 | overall: 1 
look: 3.5 | smell: 2 | taste: 2 | feel: 2.25 | overall: 2.25 Aroma and flavor is malts/rice, mostly smooth and an easy finish. Kind of easy to forget I'm drinking it, but not bad as far as drinkablility, passable.   
look: 3 | smell: 1.5 | taste: 1.25 | feel: 1 | overall: 1.25 
look: 2.25 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.25 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.75 Look- Classic yellow corn color of with lots of carbonation bubbles  Smell- Smell of a classic domestic beer with hints of grain  Taste- Crisp taste with hint of grain  Overall- What you would expect out of a domestic full beer.   
look: 4 | smell: 3 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 1 | smell: 1 | taste: 1 | feel: 2 | overall: 1 No. 
look: 2.5 | smell: 2 | taste: 2.75 | feel: 2.75 | overall: 2.75 Tastes watered down and cheap 
look: 2.5 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3 This beer is not bad at all I don't care what anyone says about it. Its great, its classic.   The look of it doesn't impress too much. Just like any other cheap corn beer it has a light yellow color to it. Nothing special there. The smell is actually ok, though. Slightly hoppy/corn/sweet smell for me. It tastes pretty good too. Better than Miller High Life which surprises me because that use to be my main cheap beer to go to all the time. It feels great going down, even when it's warm. Overall this beer is pretty good for the price. I've personally been missing out this whole time.   
look: 2.25 | smell: 2.5 | taste: 2.5 | feel: 1.75 | overall: 2.25 
look: 2.75 | smell: 3 | taste: 3.75 | feel: 4.25 | overall: 4.75 Look - Poured into a mug, clear pale straw in color with a thin head that quickly dissolved. Lots of carbonation.    Smell - Vaguely sweet grain, mostly rice. "watery"    Tate - Crisp and grainy body, very very faint woodiness. Little sweetness. Dry aftertaste with next to no bitterness.    Feel - Light body, loads of carbonation, very dry.     Overall - Strange enough I enjoy this out of the bottle more than poured into a mug. One of my favorite examples of the style.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Great beer, smooth sailing once the cap pops off. 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3 | overall: 3.75 I see this is where all the guys who dont get laid hang out! I created an account just to tell most of you that you are f'ing GEEKS! 
look: 3.75 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.5 It's a yellow/gold color. The taste and smell is light, and didn't have too much of a flavor. It is a pretty decent beer, 
look: 3.5 | smell: 1 | taste: 2.5 | feel: 2 | overall: 2.5 This beer was golden in color, a medium color. The taste was light, and didn't have too much of a flavor. The smell was very faint and the foam was minimum when drinking out of the bottle. It was an OK beer, good for a cheap beer you might need but wouldn't highly recommend!   
