look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 L: Pours out a ruddy amber color that looks a bit darker in the glass. Clear, with plenty of rising carbonation, topped by a big, pillowy beige head with near-perfect retention, and tons of lacing.    S: Aggressive piney hops; pine resin, earth, some herbaceous spices like clove and fennel. Backed by a massive malt backbone that is equal parts sweet and roasty. There's a sugar, caramel/toffee candy side, and then an acrid, baking cocoa and black coffee side.    T: The sweetness hits you upfront. You get lots of a caramel and toffee, which then transitions down the roasty side of malt spectrum. You get dark chocolate and dark roast coffee then. As soon as the roast hits you, so do the hops, bringing earthiness, massive pine, and clove/fennel. The malts disappear completely into a dry finish, bringing an aftertaste that is exceedingly bitter, just lingering forever of intense hoppiness. The pine sap, earth, clove/fennel, and even coffee roast lingers forever on your palate, punishing you for many long minutes until the next sip.    F: Medium-bodied, well-carbonated, full and smooth on the palate with gratuitous amounts of malt sugars and absurd hop oils.    O: Not quite an IPA, not quite a barleywine, not quite an amber ale, this unique beer still stands for what it is: an ARROGANT BASTARD ale. Not for the faint of heart or palate.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Big, big malt and a generous hop finish. Pretty nicely balanced and does a good job of accommodating 7.2% alcohol. Drinkable, but not for the faint of heart either.    Pours the colour of dark tea with a reddish hue. Hazy. Moderate head settles to a long lived full film and gives up a steady run of spidery lace throughout. Lots of malt up front. Burned toffee, dark fruit. Sweetness is immediately offset by a pretty substantial dose of bitter and drying hops. The difference between the front end and the back end of the brew is striking. Lingering fruit. Yup, lots of alcohol, but not at all boozy, so prepare to have this sneak up on you.    Tasty, but not for the faint of heart. This is a beer with a rather big presence.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.5 Delicious, hard hitting ale. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottle pour into 2/3 pint glass.    Lovely boozy, malty, chocolatey, fruity awesomeness. This is a hard hitting sipper of a beer. There really is nothing not to like. It is pretty rich stuff though so one is enough for me.    Cheers!   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Large 1 pt 6 oz bottle. Pours a deep reddish brown with medium head. Smells like burnt fruit and molasses. Taste is malt with burnt fruit, molasses and caramel with hints of citrus and pine, almost IPA-like with stronger hops and some hints of a heavier English brown ale. Very smooth aftertaste, bitter but not overpowering. This went down well with a salty hot pretzel. Definitely lives up to the hype.   
look: 3 | smell: 5 | taste: 3.5 | feel: 5 | overall: 3.75 It said i wouldn't like it on the bottle. But i found it quite nice. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 I just keep on buying this stuff so it must be good. It tastes like every beer ever made mixed together. I only buy one at a time. I don't want another, just that first one. It's strong and heavy and not for everybody, but worth a try because if your like me, it will be one of your favorites.   
look: 2 | smell: 1 | taste: 1 | feel: 3 | overall: 1 This beer tastes like a bad home brew. Unbalanced, overly bitter, and nasty tasting in general. Just because you throw a bunch of ingredients into a beer doesn't make it good. I like hoppy beers, but there are too many bittering hops here. The burnt hop aroma is unappealing. If there is anything wrong with the American craft beer industry, this is it.   
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3 | taste: 4 | feel: 4.5 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 4 Something's changed? This sample was a 16oz can purchased as a single in Kenosha, WI, within the drinkable period since canning. What the smell portends as its customarily solid, Redwood-like IPA loses its resonance almost immediately and unleashes instant cottonmouth. Better as it warms, but astringency prevails. The feel, follows suit. Perhaps not a good can, but almost certainly not as good a beer as when it flew under the Stone banner and was bottled. As a Midwest-based Stone fan who also recently enjoyed a 12-sampler featuring Ruination, IPA, and Citrusy Wit, and one who previously ranked this beer as among his top 5 overall, I am disappointed and would need a great pour at a bar to convince me to try this version again.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 pours very dark brownish red with nice pillow t top head. lots of floaties in this so im assuming this is old. date confirms as I chk it. nose is some candy sweetness abd some nutty scents in there. taste is bready malt and biscut followed by a nice hop prescence of earty tones and some caramel mixed in there. finish is bitter and somewhat dry. mouthfeel is adequate for the style. overall I always like this beer but after numerous double bastard quaffings this falls much behind its bigger brother. while all the flavors are there they are more subtle than the double and to me not as satisfying. this is a good intro into strong ales and reccomend for those wanting to become worthy.   
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4 After paying to have an inanimate can chastise me, I don't regret the purchase. Pours deep red as the blood of countless enemies slain since this beverage first placed beclawed toe upon this earth. Smells is huge amounts of dark berry, rasp and black and the like, with a little bit of that oatmealy grist scent like walking by a brewery's mash tun early in the morning. Tastes like pepper and bread crust, the exact mouthful I would hope for when drinking a beer that claims to stand atop the peak of Ale Mountain. With an ABV that won't ruin the familiar craft beer drinker, I could see myself having more than one of these. Well done, you snarky, egotistical pint, you.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Can poured into a Stone Brewing Co pint glass    A: Pours rich mahogany reddish brown with a creamy khaki head that settles to a firm layer and leaves some thick lacing.    S: Toasty, nutty, bready, a little toffee sweetness, with a little grapefruit and pine.    T: Toasted malt, a bit nutty, sourdough, hops come in strong, lots of grapefruit zest and pith, pine, peppery, hints of dark fruit, and a touch of toffee sweetness.    M: A bit on the heavier end of medium body, moderate carbonation.    O: An absolute monster of a beer that I've had countless times over the years, but somehow never reviewed until now. Pretty much my standard for American Strong Ales.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4 | feel: 4.25 | overall: 4.25 Deep, ruby-hued with a thick, light brown head that lasts. Aromas of dark breads, caramel, honey, and figs. Assertive bitterness upfront that leads to a bittersweet and slightly fruity, malty finish. The hop bitterness certainly makes itself known throughout the sip. Nice body with moderate carbonation. Overall, a classic, and rightfully so.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Brown colored pour, this one amped up the malt. Aroma drops lots of crystal malt and Chinook hops.     Taste is like a Bigfoot Ale light, its that big brawny brown hop monster. Definitely obliterates any fizzy yellow beers in its path. It kind of defies classification. Its definitely hopped like a double ipa, but the malt bill is somewhere between imperial brown ale/porter/barleywine. Its real malty, real hoppy, ain't no skimpin on ingredients here.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 New pizza place 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Good balance between malt and hops. Very bitter, spicy, citrusy. You also have some dark fruits and nuts. Toffee, some pine. It's bold. It's like a crazy hoppy doppelbock and it's quite drinkable, i could drink this all day   
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 It's hard to believe, after over 7 years on this site, I never reviewed this beer. Poured from a 16 oz. can. Has a dark chestnut color with ruby highlights and a 1/2 inch head. Smell is mild, malts, light hops. Taste is malts, hops, pepper, dark fruits, light alcohol, not nearly as bitter as I expected. Feels medium bodied in the mouth and overall is a good beer, but it didn't live up to the hype.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 2.75 | smell: 3.25 | taste: 3 | feel: 4.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 2 | taste: 2.5 | feel: 4 | overall: 3 L - Dark brownish, similar to a coke  S - hops  T - Bitter, hoppy, orange rind  F - Like they are all about hops  O - Not a bad beer but intensely hoppy, not exactly my cup of tea as i find this overpowers the beers other elements. Do like the blurb on the side. It is in fact an aggressive beer.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Keg, Small Bar, Bristol - Pours clear ruby red with a small tanned head. Smell - brown sugar, dark fruits, molasses. Taste - sweet, dark fruits, light citrus notes, strong surprising bitter finish. Many thanks to the person who bought this for me, strong solid old ale.   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 CAN (from Stone Berlin)  Bright chestnut with piles of creamy ecru foam. 4  Caramel snaps, chocolate-covered cherries, faint orange oil. 3.75  Toffee and candied apricot, some toast crust, maybe a speck of prune, then orange rind, resin, pine forest floor and a touch of honeysuckle with a scorching linger. 4  Salty, chewy, almost medium. 4    Jun 10 packaging date; four weeks in the can, so no excuses for hops fading - just seems like scant aroma additions to begin with. But, Lord, are there bittering additions. This lands firmly in the early 2000s “bitter is better” school of hop bombs; it actually comes across way hotter than the ABV because your taste buds are hyper-sensitized. It settles into itself, and reveals darker malt notes - a huge Premium Bitter or a less juicy American Amber, maybe - though in avoiding being overly sweet (a touch of chocolate rather than a ton of crystal?), it actually comes out a bit thin. Lagunitas does this kind of thing, but are a whole lot more fun with it. Still all about the naked IBUs, which just come across today as… unrefined.     A Gatling gun: deadly and dated. 4   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Too popular and available to go into too much detail about it. Suffice to say a strong brown ale, pours with a nice head. Taste is bitter (but not too) from hops that quickly turns into a caramel-y dark-fruity malty ale. Feel is less earthy/piney than their IPAs but has all the nuances of taste. I get citrus in among the malt, bitter, dry sweet/bitter aftertaste. Chewy feel, booze just enough to let you know to treat it with respect.   
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 Look: Pretty, brown ale look. Didn't get a head on it or anything but zero care about that.   Nose: Malty. Not seriously getting any strong hop aroma. Reminds me of a brown ale.   Taste: Super bitter. Yet, not bitter like an IPA, it's more complex. You can pick out almost porter like dark malts and dried fruit in between the harsh bitterness.   Mouth: The hops linger on the tongue. I can't really get anything else from here.    Overall: This beer was a top 10 favorite of my fathers', and I was very excited to try the beer based on that alone. After seeing the brewery post "unworthy wednesdays" where they posted quotes of people who said AB was "too hoppy", I had to try it. Being an experienced IPA drinker, the bitterness wasn't a problem for me at all. Rather, the balance between the complex malt and chinook hops was welcoming. This would pair well with some fish tacos!   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 From XXXII. In english pint glass. After dinner. Malty, reminding me english ales, with a strong herbal bitterness that remains after the sip and give a moreish feeling. Hints of dark fruits    6 Jun 2017. In Ikea's pint glass. From Bierkraft. Watching House of Cards 1x02. Very strongly bitter but without fruityness. Somen cramel and raisins in the flavor, but above all dry, astringent and alcoholic.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 2 | feel: 1.5 | overall: 2 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 Poured from a 64oz Growler into Classic German Pilsner Glass. Pours a very nice copper/ reddish amber color. Nice tan head that leaves plenty of lacing. Taste is a good mix of hoppy/malt with a bit of peppery. Definitely notice the ABV in this brew. Overall, though this is a truly great beer.   
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 650ml bottle poured into a sniffer.    Clear reddish brown hue with very thick creamy and velvety tan head, the head has exceptional retention and just slowly subsides to everlasting foamy crown while yields plenty of refined yet sticky lacing along the glass-side.    Caramel, vanilla, roasted coffee bean, toasted dark bread, chocolate, sugar, faint honey, some fresh fruitiness , overall the aroma is complex with many layers yet not too sharp and quite aromatic.    Start with fruitiness that is reminiscent of dark fruits and citrus, roasted and toasted profiles reminding of burnt wood, smoky, coffee, and chocolate thereafter exhibit bringing a dryness and astringency for complexity sake. Hops also lend a touch of peppery in the middle where same time malts provide a big caramelized sweetness and breadiness to keep the tempo of flavor in balance. Persistent bitterness from hops dwells at the end also lingering as a long tail of pleasant aftertaste along with a toasted and roasted traits that come back to together dominate with hops at the ultimate point.    The body is medium with silky smooth mouthfeel and lively crisp carbonation sweeping through the palate, very dry finish.    This beer is aggressive, arrogant, complex, no compromise, yet very tasty and hard to resist. Am I worthy? I don’t know but the beer itself is more than worthy.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 Pretty meh for the style. I really prefer the Lagunitas version of an American strong Ale in the form of an Investigation Shut Down. I think that the hops have been muted, and the malt is killed. Stone seems to think this is the next best thing to sliced bread according to their description on the can, but I cannot agree. Although the biggest redeeming quality is 6 twelve oz cans for under $13, the flavor and overall enjoyability is lacking. Probably wouldn't purchase again. I am looking for so much more with this one!   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Dark mahogany beer, with little head living as a thin layer throughout the drinking. The aroma is rich but not extremely assertive. Caramel, malts, vanilla with some lingering spiciness. The taste is immediately dry and earthy with a long finish. Very pleasant lively carbonation. Good beer!   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 Poured from the iconic gargoyle bottle into a tulip, this beer is a deep brown with a reddish hue. The head was ample - at least a couple fingers - tan color and persistent until well after the last swallow. Great cling to the glass. This is a visually appealing beer on all accounts - beauty in a glass.    Aroma - maybe I expected more, but it seemed a bit weak. Vaguely citrus/resin, sweet and bread-like, brown sugar leaning toward molasses.    The taste is the "ah ha" moment. Starts off pretty sweet with the malt dominating, then a smooth transition to a hoppy character followed by a retrained yet ample kick of bitter. The taste washes over the tongue in a continuum. I get some grapefruit peel, and an almost cedar-like resin quality that washes over the malt sweetness. Maybe a little nutty flavor chips in. As it warmed, the beer became a little more flat for me - the profile sort of mellowed out and the flavors seemed more muted. Maybe let it get a bit too warm though.    Feel - creamy, dry, a bit sticky on the lips. Carbonation moderate, medium bodied. Not a palate shredder.    The beer is beautiful to look at, I felt a slight letdown with the smell, but the taste is so interesting in how it evolves. Nothing dominates, the different flavors take turns - hard to describe, but there is definitely an initial, middle, and late taste to this beer with no arguments - just substitution. The bitter lingers a bit, but that just invites me back for another round of sweetness on the sip. I guess it has to be called something, so an American String Ale is as good as anything - certainly broad enough to capture what's going down with the beer.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Poured from a 16oz tallboy can into a tulip glass. Color is dark brown, like a cola. Thick, off-white foamy head several fingers thick. Aroma is heavy on the malt. Taste is bitter, a little hops leading right into a heavy dose of malt flavor. Finish is dry and bitter, lingers for a bit at first but as you work your way through it doesn't seem to stay too long. Overall a nice ale that seems to well deserve it's reputation as one of the better ales out there.   
look: 4 | smell: 3.5 | taste: 4.75 | feel: 5 | overall: 4.5 Poured from a 22 oz bottle into a glass. Bottled on 03/03/16. Simply outstanding!    What else can you say about Arrogant Bastard? It's a beer I always come back to because it's delicious every time. Looks good, smells good, you'd step over your own mother just to get one....     If you see this on the shelf, buy it. You will not be disappointed.   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.5 Solid, solid stuff, not near as menacing as they'd lead you to believe, instead this in the hoppy [darker] red [IPA]. Nose of dark malt, almost a hint of chocolate, some earthy hops too, not a huge presence of dry hopping or anything. Palate is a nice mix of bitter earthy + grapefruit hops alongside some sweetened malt, really pleasing bitterness levels, maybe a little astringent but not necessarily to its detriment. I dunno, this is one of those brews that just work, and its continued to place in the craft beer pantheon, now 20 years running, is deserved indeed.   
look: 4.75 | smell: 5 | taste: 5 | feel: 4 | overall: 4.75 Poured from 24 oz bottle into standard nonic pint glass, Pours a beautiful brown with slight amber streaks with a really nice foamy tan head.   Smell is a wonderful mix of strong hops and malt, a perfect balance.  Taste is just as good as the smell, with a strong hop at the beginning with a nice tasty malt middle and a small bitter dry finish. Absolutely wonderful.  Mouthfeel can be a little bit soapy but other than that it goes down smooth. You can kinda feel the booze with some sips if you leave it in your mouth a little longer.  Overall, This is definitely one of the best beers I've had so far. It's worthy of the hype, and I will have this again.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Fascinating complex beer. Beautiful brown, darker than an English brown. Light off white head. Subtle smell with earthy undertones. The taste has a really cool maple syrup finish and the hops is relatively subtle.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 22oz bottle served cold into a tulip. Enjoy By 4/14/16, so I'm a little late to this party, but fairly certain that this will still be good. This is one of those American classics... a beer that has been around for a long while (in craft terms anyway) and while others may have surpassed it, it is still brilliant and a beer that every advocate should venture a try.    Appearance - Dark and ominous, a muddy brown color is poured with mahogany and red highlights depending on the light. A small half finger of yellowy-tan head, which recedes fairly quickly leaving a little puff of film on top. Did I mention hazy?    Smell - This is well... different. Some fairly potent hop presence, although more of the earthy and pine resin variety, but there's also a floral component too. On the malt side, the grain is hidden and there's a little booze but i'm also picking up molasses, making this sort of like a hoppy-doppelbock but an ale instead of lager. Hence the American Strong Ale classification.    Taste - Initially quite bitter with and earthy and grapefruit rind type of flavor, just plain bitter. Some middling sweetness momentarily than a rush of booze kicks in. This definitely feels like a stronger beer. Finishes with a little black coffee and more earthy bitterness. Interesting and not quite my pint of beer, but unique in that I can't say I've had anything quite like this. Leather possibly?    Mouthfeel - Carbonation is modest, body is reasonably light all things considered with just enough stickiness to make it interesting. I like it a lot.    Overall - Arrogant Bastard Ale lives up to its reputation as one fine tasty beer, that's got a few things going on that don't normally seem to work (molasses and earthy hops), but they come together to form a unique beer that is quite enjoyable. Would love to procure a fresher sample for comparative purposes, but if it's this good after 4 months, it certainly has eared it's reputation. A must-try for any beer advocate.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 Aroma: malt, caramel, plum, raisin, sweet, bread, spice. Surprisingly subdued.  Taste: Very nice caramel and bread. Substantial but not overpowering bitterness. Earthy, rich, and bitter. Taste is much more powerful than aroma suggests.  Appearance: Dark brown with an epic head.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 5 | taste: 4 | feel: 3 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 1 | feel: 1 | overall: 1 OMG - did I hate this beer. I found it bitter and very unappealing. Never again! 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Based solely on the hype surrounding this beer and its name, I was prepared to be disappointed. Much to my surprise I actually enjoyed this brew, impressive given its price of five bucks for a bomber.    Look: This is a pretty beer. Dark red with hints of amber around the edges, and a respectable tan head.    Smell: Like a slightly sweet rye bread. Misleading given how much flavor it has.    Taste: Grain and malt come in first, followed eventually by a bittersweet finish. More complicated than I have come to expect from many ales.    Feel: Starts out smooth, goes grainy in the middle, finishes smooth.    Overall: I really enjoyed this beer. It's a tasty and affordable brew available in most places with a beer store.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 5 
look: 4.5 | smell: 3 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 2.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Lots, lots, and lots of head. Less crushed velour chrysler, more cadillac cimarron cheap leather. Tasty and trashy. The title and stuff on the back is yuppie b.s. Cheap beer rules.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Pours a dark amber with small off white slightly yellowish head. The aroma is of strong grapefruit. Super hoppy like nothing else I have had before with a very mellow & soft powdered sugary sweetness in the background. Very full palate and long lasting bitterness just the way I like it. This is the perfect balance of being super hopped up and not overpoweringly sweet like other imperial IPAs & barley wines tend to be. A+   
