look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 (2019)    A: Pours a light copper-orange when held to the light. Has a quickly dissipating white foam head.     S: The honey actually comes through a little bit, along with a faint floral aroma.     T: Overall, the taste is a balanced mixture of the quintessential west-coast floral/pine hop profile and a dollop of honey. I like the addition of honey, as it provides a unique alternative to the "malt backbone" that other DIPAs have. In particular, the flavors I get on this beer are sweet grapefruit, pinecone, honey, orange pith, and a dank oily hop presence.     M: I'd say this is on the heavier side, but with enough carbonation to balance things out. It's obviously not stout-like.     O: Wonderful beer. To me, Hopslam's flavor has a story: it's a beer that once was a typical west-coast DIPA, lost in the sea of millions of the same style. But then, somehow, it got bit by a radioactive bee and turned into a super honey-infused west-coast DIPA that saved the city.   
look: 5 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 3.75 Poured into a can glass.    Maybe it’s the hype but generally I don’t score highly rated IPAs too well. This beer is honey colored with a thick soapy cream colored cap that leaves sheets of lacing.     Aroma hinges on dank hops with a woody bite.     The taste is subtly sweet with added honey, sharp bitterness and wood drive the finish.    The mouthfeel is dry and woody.    Overall, I would be hard pressed to pay $18 for another six pack of this.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 A nice hoppy yet balanced DIPA. with some of the sweetness from the honey providing some nice support to the malts to counteract the bitterness upfront. A little bit boozier than I would like but you can't argue that this is a good beer.   
look: 4.5 | smell: 3.5 | taste: 2.75 | feel: 2.75 | overall: 3 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 What a surprise to find Hopslam sitting at my new beer store, on the floor, cases stacked! This beer looks like a regular lager but has a beautiful head. It smells divine. It doesn't have the malt some DIPA's do so it doesn't have the sweet aroma but the hops make it a good smeller. The honey plays a great hidden role in this beer The head fades and the lacing is great. The taste is good and the alcohol is acceptable.  I can't tell I'm drinking a 10 percenter , so smooth, delicious and satisfying. But you'll take notice after two of these bad-boys, if it takes that long. A great beer overall that uses honey to sweeten it as opposed to malts. Worth trying for sure and a nice change for DIPAs. Fresh canned 1/15/19 poured into a Spiegelau glass.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Bottle picked up back east. Nice looking pour, inviting. Smooth, slick, slippery, resinous hops, ABV hides well, but watch out. Sticky finish, excellent DIPA   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 I’ve drank this beer numerous times, but it’s not until I try a fresh can from across the country that I feel the need to rate this beer. Here is my best shot.  Look: pours smooth amber orange with a nice head yet still quite clear. Little to no Haze.  Smell: Pungent smell of citrus, pine, earthy, and resinous hops in what seems to be mostly flavor. Not the sharp clean scent of a dry hop, but rather a plethera of hops covering a strong honey malt smell.  Taste: Strong, bitter, and in your face. To those that may feel this is a turn off, trust me, this is not. This is a high gravity beer, so expecting anything “light and breezy” would just be a novice mistake. This beer has been hopped in a wild and Cluster f***ed of a manner to balance the dry honey base and full carmel malty body.   Feel: In all, the beer lathers the palate with warm, carmely honey notes, and yet the string of a complex bitterness. The high abv definitely lingers, but for a beer this big that is a moot point.    Overall, definitely my favorite beer from Bell’s. Coming from Michigan, I am uber critical of beers, but I am glad to see that the high demand from across the country has still proven to the success of this beauty!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 3.75 | overall: 4.5 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Pours yellow with decent head. Leaves a remarkable amount of lacing down through the glass, making it obvious where the glass emptied down to on each sip. Smell is citrus and floral notes, and honey. Taste is similar but hops come through more clearly. Feel is a touch dry, but this seems to be balanced a bit by the honey. Still, the dryness lingers. Overall, solid beer, nothing less than I’d expect from Bell’s. Not quite worth the hype, maybe, but a good beer.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Very good DIPA. I am certainly impressed. That said, I've had better for the price. Not my favorite that I have tried, but I would put it at #4, under Hoptimum, Double Jack, and Unfiltered Enjoy By. Probably the mildest in flavor of those.    L: Transparent orange body with a bit of haze. Tons of head, tons of carbonation, and sticky lacing. Looks as expected.    A: Definitely a lot of Simcoe. Papaya, passion fruit, pineapple, orange and lemon lead, with some plum and raspberry in the middle, and pine and grapefruit for the finish. This smells very West Coast, surprisingly. A bit of malt comes through with a funk very similar to BO and some honey.    T: Super drinkable for the abv. Holy crap this is impressively tasty. Honey is an extremely important part of this beer, and it fits like a man in a tailored suit. The tropical fruit is balanced at first by a strong white pepper note, then the sweetness from the honey flares up, then the pine and grapefruit bitterness sets in, taking it to a smooth, but strongly herbal finish, fitting to the style.    F: Damn. Just enough body, and yet super crisp.     O: This is the best brew I've had from Bell's yet. Super flavorful, but not too wild. At $20 a six-pack, however, I don't see myself buying very many of these in the near future.   
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3 | overall: 3.75 One could immediately tell that Hopslam was meant to be a quality beer- the taste and aroma is there- but unfortunately, I think Bell let the 10% alcohol content interfere with the taste. The beer's profile yields a little "bite" that becomes distracting as the brew is consumed. A little more smoothness would push this beer into the 4.1-4.3 range.   
look: 4 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.25 I know that this is a really highly though of IPA but I have to be honest, to me after trying it several times it feels like it's overrated due to the once a year release schedule. I have had IPA's I really much prefer and this one has a tail end of tastes that just do not work for my palette.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 A new favorite. The 10% alcohol is hidden behind a complex and beautiful array of hops, citrus, and honey.    Very interesting and arguably my perfect beer.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 My 400th rating and what a deserving brew. Golden and hazy with a slight receeding white head. Stoney and sweet nose that isn’t as prominent as I would have thought. Much more malty and alcohol tinted than I would have thought with medium bitterness but pretty decent. Thinner with ample carbonation. I give this props for the 10% but Imperials have moved past this in terms of flavor, nose and look for sure.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Appearance:  Amber-gold, hazy. Good amount of carbonation. Thick, off-white head.     Aroma:  Fresh bright hops, citrus, mandarin, pineapple, some sweetness from the malt.    Taste/Finish/Body:  Hop bitterness up front, citrus, mandarin, pineapple, a little resin and pine. Solid malt backbone, a little caramel. Finish is bitter, yet very crisp. Medium-light bodied, juicy, slight dryness, smooth.    Overall:  It's a world class Double IPA!   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Beautiful deep rose gold color with white cap.    Aroma of fresh floral hops with a decided citrus bent, I get mostly grapefruit. There is an underlying slightly sweet something that may be malt, or honey, or both.    Flavor on entry is hop forward with a surge that jumps out and lands with both feet on the palate. There is a firm bitterness that quickly builds larger all the way into the aftertaste where it features prominently. I searched for sweetness but didn't really notice any except in the back of the palate where it moderated the hops somewhat.    Full texture with balancing carbonation.    Altogether an interesting brew that plays a wide range of flavor notes from low to high in a fairly well integrated and complex fashion. More bitter than I would choose for a food paring but like I say, interesting.   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Although this doesn’t scream HOPS, it still has good flavor and good balance. The honey is a nice touch and helps smooth out the alcohol of the double ipa. I don’t think I ever tried this beer at its peak hype, but I’m always looking to try it out every year.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Courtesy pour from Justin at Industry Public House! Nicely balanced all around for all IPA. Definitely a good one for a warm day... Our any day for that matter!   
look: 4.5 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 The real deal. A beautiful Amber with a razor thin head belied a deep bitter with pine nuts and grapefruit hints, not overly citrusy but an excellent blend. The alcohol was hidden but hope stood out. Hop heads should go for this bad boy.    Pintglass on tap at a skibar. Didn't pair well with KBBQ but amazing.   
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 Certainly very enjoyable beer here. This is a west coast ipa through and through. The hops are leafy and earthy, with a nice burn. The mouthfeel is terrific, super creamy. Very good.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Fresh-smelling citrus, tropical-perhaps pineapple, with a touch of pine. Hazy golden amber with a tall slightly off-white thick head, that fades slowly with plenty of lacing. Smooth initial taste, plenty there providing a body under the hops - perhaps the honey?, citrus, middle is a bit bitter, with a strongly bitter finish and aftertaste. Very well balanced with plenty of malt supporting the hops and very slightly sweet from the honey. Moderately thick mouth feel. Bitter with a moderation from the malts and honey in the finish, eventually transitioning to a bitter lingering aftertaste. An excellent "old school" DIPA with the extra smoothing and sweetness added by the honey. Well worth the reputation and the price.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 Poured from a can into a pub glass    Pours a pleasingly-hazy nearly-amber with an excellent pillowy head and fine retention, particularly for the ABV.    The aromas are strong and not at all muddled--juicy grapefruit, honey, and floral notes all take turns pleasing the nose.    The flavors are equally nuanced and enjoyable, although there is just a hint of "burn" from the booze that is a little heavy, even for the double-IPA style.    The mouthfeel is excellent. Slick and crisp all at once, with plenty of body, but no extra weight.    Overall, an excellent double IPA, although just a little to much boozy burn keeps this out of five-star territory.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 Maybe my rating makes no sense (all 4.25 with a 4.50 overall), but this is such a damn consistently good beer. Very old-school, though, for what that's worth.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 4.25 | overall: 3.5 **  02/08/18    Can to snifter...can dated 01.15.18.    Look: clear, dark yellow color, creamy white head with great retention.  AROMA: floral hops, wood, the lighter side of pine.   TASTE: upfront, the honey sweetens the bitter resinous piney hop flavor, but the finish is a bit rougher as the sweetness fades.   FEEL: super thick and creamy for an IPA. Smooth sipping. The best attribute.    Glad I finally tried this. Well crafted and unique, but not my style.    **  **   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 5 | overall: 4.25 Pours a reeeeally pretty clear dark gold, nicw thick foamy head that dissipates after a few minutes but covers the glass with sticky lacing. Smells pineapplely with some pear and green apple, i barely detect the honey but its there. Taste was a lil mehh for me as there wasn't much to make it stand out from many others. Really well balanced but there's no explanation point anywhere that brings the hype. Grapefruit and pine, but not too bitter or astringent, not too sweet either which i find a problem with a lot of dipas. No honey taste for me. Mouthfeel was spot on though, you knew you were drinking a hefty beer on abv but still extremely smooth and perfect balance between crisp and sticky. Overall great beer but will probably be the last hopslam i buy, way too pricey. Price analogy: If two hearted and hopslam were in school, two hearted would be the kid that put their time in studying but went to the bar every night, got laid and still got an A; hopslam lived in the library 24/7 and got an A+... id rather chill with two-hearted.   
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Canned 1/16/18  12 oz. can poured into a snifter     Clear dark gold in the glass with a dense white foam cap leaving lots of lacing.    The moderately strong nose is a highlight. It has a nice juicy hop aroma with a full pineapple-pear cocktail note that goes the distance.    The taste doesn't have as much of the juice but is balanced and very smooth. The alcohol is apparent but doesn't seem to detract from the overall taste. Some sweetness is layered in with the hop bitterness but I'm not picking out any honey in particular. The finish is rather clean with a small zesty aftertaste.    The body is to the light side of medium and I find the carbonation to be in the same neighborhood.    Damn good brew! I would say recommended but I think the word is already out on this one.   
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Strong but smooth finish. A tad sweet 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 This beer is drinking swell this year. 1/2 finger of head in a pint glass, tight bubbles of foam around the edges. The beer smells wonderful. This has always been a particular strength of Hopslam. Smells like pineapple. Taste is a little more bitter than would be ideal, big pineapple on the back palate. Hop bite is real. Don't expect your wife or girlfriend who drinks fruited Berliners to enjoy more than a nip of this Light to slightly above light feel. Not a problem for the style.    Very noticeable lacing on the glass. Plenty carbonated.    It's been very popular for the last 5 years or so to put the knock on this beer and to complain about how it's become dated and doesn't hold it's own against the current crop of haze/juice bombs. This may be true to a certain extent but like way too many things these days, it's mostly predatory anti-hype. Hopslam is still an excellent double IPA, well worth picking up once a year.    Very pricey though, I do agree with this. Enjoy.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Great golden look with large foamy head. Nose is a bit light but great tropical aroma. Delicious balanced taste. Citrus and hops with the honey keeping the bitterness in check. Wonderful DIPA.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 I've purchased this beer yesterday, it was canned on January 18th. It's a well balanced beer, the foam head is very similar to two hearted ale and the honey addition give's it a good bittersweet felling at the end of every sip.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 One of the most overrated and over-hyped beers of all time. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 Really enjoy this year’s more than last year’s. But who can say (given that it was just available yesterday in Savannah) ? #thefresherthebetter 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Simply put, the best beer on the planet 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Flavor profile is quite similar to many DIPAs out there. The touch of honey matched the beer very well though and didn't come through too strongly. 
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 This is an exceptional IPA! I have never experienced the smell or the taste of any other IPA, compared to this one to date! You will not be disappointed!   
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 1/16/18 canning, arrived in South Carolina around 1/25    Clear ochre, one cm head, full curtain of lacing, carbonation covering the surface of the glass.  Grapefruit, apricot, tangerine, a little yeast aroma.  Subtle citrus, soft pine, I get the honey, not sweet, but muting the hop bittering, along with the malt.  Very full and smooth, full persistent carbonation, dry finish, no alcohol burn.  Always a consistent delicious DIPA, flavors a bit thin compared to my favorites, but I'm good for a few sixpacks every year.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 2018 batch. Excellent! Brewed with honey, but not overly sweet. Leaves a really nice, kind-of-a-sticky-sweet aftertaste under the back of the tongue. I don't like overly sweet, or fruity brews. This did not disappoint. Drink straight outta the can. If I could actually find my snifter I would've used that. You will not be disappointed. Grab some while it's available.   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Just a really really good double IPA. Strong grapefruit flavor, piney aroma 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 A nice smooth but strong IPA w/loads of hoppy flavors - wish it was not just seasonal. 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 Had this last year but not as fresh-I got this years MUCH fresher at 8 days old. Amazing citrus/malt aroma. You can tell it's a 10% beer-def a little boozy even for a DIPA. One of the few DIPAs' I've had that 'blooms' nicely as you get to the bottom with no skunk at all. Another winner from Bells.   
look: 4.75 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 I assumed this beer was overhyped but I was wrong. Let me start this by saying I do NOT like IPAs and do I did not expect to like this. Pour is a really nice light golden color with a good head that recedes but lingers throughout. Honestly the smell is my least favorite part of this beer because it reminds me of straight up pine. But the taste... man it is delicious. And to reiterate, I really, really do not like IPAs or even most light beers, but this stuff is exceptional. It’s the perfect balance of bitter and sweet. The hops are definitely really prominent but it’s also got a really smooth, sweet wave that’s predominately honey with a bit of that pine scent coming through. I would never guess this is a 10% beer either, which only adds to the overall greatness. It feels great in the mouth, light and smooth and easy to drink.     Overall, really exceptional beer that I didn’t think I would like. I was fortunate enough to load up on it this time around, I’m going to try to save it but it’ll be hard not to drink it all right away.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 A bit let down from this. I don’t see this being a borderline world-class brew. Although it is very well balanced, Hopslam is missing something for me.     Still enjoyable. A brew that I will look to get my hands on in a lacking craft beer scene in South Dakota.    Revisited:    3/1/18. Delicious.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Canned 1/9/18; drank 1/26/18 @ the Yarchives.     See-through dark orange appearance; champagne bubbles throughout.     A violent pour yielded a HUGE white head; strong, frothy lace.     Honey, caramel & pine notes in the nose.     Medium thick, sticky mouthfeel.     Pine & honey flavors up front; carmel & mild booze heat notes on the finish.     Clashing & cloying, this is bold but not very good. I've had my last.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Beautiful golden-amber color with a nice inch or so of foam after pouring it into a pint-glass... I have had it on draft and from a can both recently, and it is just delicious... Beautiful hop aroma and taste, but oh-so-smooth with that malty backbone... Love it!   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pour from a can into a pint glass. Amber color with fluffy white head that held on. Nice lacing. Excellent hop bitterness and strong notes of honey. Really enjoyed this one.   
look: 4.75 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Very enjoyable DIPA!! I love DIPAs and this deserves a high rating! I have crystal Spiegelau IPA glasses, but will leave the details to others much more qualified. ;-)  The shelf life is only 3 months. According to the brewer, it is still good after 3 months, but should no longer go by the name "Hopslam", since the taste will change.   I bought a case since this is allocated to stores in the area, and hard to come by. There will be no worry of it requiring a name change. All will be consumed within the next 2 weeks!  Canned 1/17/18.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Looking at this honey makes me think about hazy shit being like the millennial girls not knowing how to dress like a woman. It sure don’t smell as fresh as the new ones, but it comes heavy with the dried cutie mandarin bubble gum smacking. Honey get a little funky and bitter by the end, but that’s okay. That’s what got you started.   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Good head, creamy, 3 finger. Body is a gold amber with a strong dark orange mid body. Smell is of hops, pine, maple, floral, as well as tropical fruits such as pineapple, peach and even some serious sweet notes. Its hard to pinpoint these sweet notes of taste due to my virgin IPA tongue of only two years, but this one is giving off a strong essence of sweet. The strong booziness is there, but not as recognizable as you would surmise. The taste is definitely similar to the taste in exception to the sweetness. Fantastic IPA for its first round, would buy again most def and definitely deserves a second or even third try. Cheers!   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Its living off it's reputation    Still a fine beer, however it has been passed as beer has evolved in this Golden age. This beer is thin, unbalanced, and short on flavor compared to other beers that are currently in top 200. It's good but its relying on a built up reputation over time.   
look: 5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Pours a slightly clear but mostly hazy honey gold with a small white head. Smells of hops, citrus, and malt. Tastes of very bitter hops, a light sweetness, some malt, citrus zest, and lots of pine. Medium-heavy sticky body with medium-light carbonation. Overall a very tasty DIPA but kind of overhyped.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
