look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a huge head, super airy and frothy with a highly cratered surface, tannish color with a light orange tint, the lacing forms very long streaks that stick powerfully. The liquid is a mildly hazy dark orange color which is full to the rims, minimal visible bubbles. The nose is stuffed with sweet citrus — tangerine, orange, pink grapefruit and then loads of cocoa, malted milk balls, toffee and scone, bitter tea leaf, tar, the pineapple, guava, nectarine fruit scents are think without becoming monotonous. In the mouth it’s full-bodied, heavy enough that the creaminess doesn’t smooth out the mouth feel. Spicy with peppercorn and pine notes, here that muscular grapefruit, tangerine citrus sweetness acts as a calming agent. The florality itself seems mostly citrus blossom. Some cocoa and sweet grains to breakfast breads type of appeal. Not very herbaceous nor grassy at all. The carbonation lends a consistent fine prickle. Ends with full flavor vibrancy and a gentle landing.   
look: 4.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Poured from bottle into becker. Cloudy reddish amber pour with little aroma. Medium low head. Strong bitter hops consistency with pine sap and papaya flavors. Overall pretty good beer.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.25 | overall: 3.75 Large fluffy white head atop a vibrant amber orange.    Smell is slightly dank, with orange, biscuit, lemon candy, and an earthy quality.    Dreadnaught is super bitter and dry, but a really tasty, hardcore and dank West Coast meets Midwest IPA. I get tangelo, grapefruit pith, and faint pine.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 This was way more malt heavy than expecting. Definitely boozy. Good citrus, pineapple, and mango flavor. Sweet malt aroma as well. The flavor was really sweet and a weird mouthfeel with the sweet flavor but bitter finish. It's juicy as well, I would like a little drier with the bitterness   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 So far, I've been lucky enough to score a few Three Floyds beers from traders, and been slightly-underwhelmed by two of them. This third one, if nothing else, is certainly the most interesting of the group, though I'm sad I let it get away from me and it's been sitting in the cellar maybe a month or so longer than it should have.   It pours with plenty of thick, foamy head and crystal clear amber coloring in the body.    If they're going for a tropical fruity, juicy IIPA, they nailed it on the nose...literally. It smells like pineapple juice, with some hints of apricot and mango. A bit of resinous hoppy smell off to the side, but fruit is the main contender here for attention.    The taste is something else entirely. Much drier and more resinous than the smell would have you believe. I get a bit of dry cider, substantial bitter hops, and a minimal malty backbone, but it smoothes out as the glass sits out a bit, losing bitterness and developing more interesting flavors. In short, this beer is not interested in balance. The texture is chewy and thick, the bitterness lingers, and the booze is strong but smooth.    I would definitely try this again fresh. I want to see if all those fruity hop aromas make it into the flavor on a fresh batch. Maybe someday...   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bomber bottle 11/5/15    Semi, to mostly transparent deep gold. Combonation of soapy and foamy head is so almost tan it is so off white. Decent lacing.     Aroma is very citrusy and piney. Sweeter fruits with some significant doughy malts and alcohol.     Lots of peach/apricot, mango, a touch of orange, and some bitter pine resin. Lip smacking. The bitterness continues to take over the flavors. A tad boozy. Dry finish. Carbonation is on the lower end, but the mouthfeel is excellentl. Very creamy for the appearance suggests.     A wonderful imperial, but not up there with APW for me.   
look: 3.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 3.75 | feel: 5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 L - pours minimal white head with an amber hue  S - huge hop hit, lemon, citrus, pine, etc  T - apple juice, citrus fruit, pine, excellent finish, crisp, refreshing for a double IPA, booze is masked better than any other double to date  F - medium - low carb for a double, nice change  O - excellent double IPA, really enjoy the taste but a few other categories lack for the hype surrounding it   
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 0,3L pour in a tulip on tap. Couldn't take notes at the time, so this one's from memory of an hour ago. Beautiful honey-orange color, with a hop-forward nose with hints of citrus and sugar. Palate is balanced - dry hops, some citrus, pine, and malt sweetness. Mouthfeel is substantial. Overall, this beer didn't blow me away. It has a lot of hype to live up to, so perhaps that's not ultimately surprising. This is, undeniably, an excellent DIPA, but among the best of the best? I'm not sure I'd go that far.   
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 I am going to echo the reviewer below me and start by saying "wow." This is a truly amazing IPA, maybe the best I have tried so far. It's definitely hoppy, but the happiness is not dominating. Rather the citrus and other fruit flavors come through loud and clear. It's almost like a sweeter version of Pliny. Just an absolutely fantastic beer   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Wow. This is good. The only real gripe I have is the smell seems a bit dominated by alcohol. The taste is pure bliss tho. Citrus and tropical fruits and a caramely sweetness is like a IPA version of a fruit cake. Did NOT disappoint.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 I was fortunate to try Zombie Dust and Dreadnaught on the same day and neither dissapointed. Dreadnaught turns out to be my favorite Three Floyds Beer. One of my favorite Big IPAs out there. Wow. I'm impressed.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 A very good imperial IPA. Balanced dank and bitter. 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 Pours a rather tumultuous and hazy light orange with a single finger white head that quickly dissipates leaving some spotty lacing.   The aroma is tropical and sweet candied fruit, mango and pineapple and orange and maybe some crazy Minute Maid concoction of exotic fruits.  So damn tasty. Big frui flavor that follow the nose followed by massive sweetness.   Mouthfeel is medium and almost sticky. Just fucking great. Wish I had another bottle.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Starts with a strongly hop sided but malty blast , then the hops win for few seconds and the balance changes so slightly. The taste lingers and rich earthy flavored notes come out.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a nice golden / light Amber color. Has a citrusy sweet aroma. Flavor is citrus with a touch of pine. The finish is a balanced malt that is slightly sweet. A great IPA overall and very easy to drinK   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 5 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottled on August 3, 2015 and picked up at Whole Foods Gold Coast. Had been wanting to try this one for a long time. Huge citrus flavor and tremendously soft mouthfeel. Excellent.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 Wow this is probably my favorite 3 Floyds offering, which is saying a lot. Everything they make is delicious, but this one really hit home for me. TONS of hoppy fruity notes on the nose with perfect mouthfeel and great balance. I expected it to be really bitter, but it had the perfect amount of tongue bite with a little backend sweetness.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured into a tulip glass.    L: Poured a dark golden color with about a finger of white head that eventually disappeared. A bit darker than I expected for an IPA that was under a month old.    S: The smell yield straight grapefruit at first with a bit of pine coming through in the background. 3 Floyds hops their beers so much that I can't really smell much of anything other than hops. What I do smell is very pleasant though.    T: The taste, per usual follows the nose pretty well. Huge grapefruit notes, which is indeed different from the new school IPAs that have been taking over the world lately. There is a hint of pine with some of the malt in the background. This is pretty damn good. I've had better, but what I'm having now is definitely great.    F: The fact that this is 9.5% is mindblowing. Not a tinge of alcohol to speak of. It is medium bodied, with a moderate level of carbonation. Overall definitely an easy beer to drink.    Overall: This is a really nice beer. 3 Floyds is obviously highly regarded in the world of beer and with beers like this I can definitely see why. The grapefruit notes are very strong and the pine plays well with the malt in the background. I've only have 2 beers from 3 Floyds (this and ZD) and both have been top notch. I can't wait to try more from 3F!   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 2.5 | taste: 3.25 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 Not as good as Permanent Funeral or Zombie Dust, but fairly close. Honestly, Dreadnaught is a little bit unbalanced leaning towards the bitter side of an IPA that I am personally not a fan of. To each his own. The fresher the better   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Bottled 8-3-15    I might have waited too long to give this a try... It was tasty, but just didn't quite live up to the expectations that I had for it. Good beer and certainly worth a try, but I like some of the other 3F's APA/IPA offerings better. Prost!   
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 3 | feel: 3 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 Serious hops and strong malt flavor the aftertaste lasts two days 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Yields an amber, sunny clear color, with a solid, fluffy white head.    Smells of ripe red fruits, featuring apple, peach and blood orange, well accentuated by lime rind. Exhibits a resinous sweetness, blending outstandingly well into the beers dough malts. Hoppy fruitiness defines the nose most pleasantly, together with a toffee sweetness on top of it.    Has a lower carbonation, showcasing a powerful mixture of distinct hops and sweet, well pronounced malts, offering the palate up to an extreme, huge but focused IIPA.    Begins with a very soft, aqueous note, bringing riper fruits from the nose to the palate, effectively balanced by bready, slightly earthen malts, which then turn suddenly honey glazed sweet. The prominent malt backbone defines how the hops evolve on the palate from that point on, pointing out features of ripe red apples, mango, water melon pulp and lemon coated peach, still accentuated by a dry earthiness. During the finish, the beer looses its slick sweetness, in favor of a pungent, leafy lemon dryness, pumped up by a bubbly carbonation. Hoppiness reaches its peak at that stage, numbing the tongue for a short glance, returning its initial aqueous characteristic with a well pronounced, long lasting lemon dryness to it.    This is an extreme, and extremely well build, beer. While it inherits typical double ipa features of a resinous sweetness, its tropical hoppiness lurks underneath, waiting just for the right moment to take over the lead. Both ingredients not only blend flawlessly together, but feature an amazing clean, powerful flavor profile on their own.   
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pour: light amber with a two finger head that quickly dissapated and left a nice white lace on the glass    Smell: heavy hop spice with citrus notes    Taste: sweet citrus and malt up front with hops taking over in the mid, followed by a light malt sweetness at the end.    Overall: suprising, with the heavy hop smell up front i was expecting a kick your mouth ipa, quite refreshing and enjoyable.   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 oured cold into a tulip glass. Bottled on 8/3/15, 9 days old.  Look = 4.5 Pours a clear golden orange color with 4 fingers of thick, frothy just off white head. Incredible retention and lace, like most of 3 floyd’s DIPAs.  Aroma = 4.5 Strong hop notes dominate. Citrus and tropical fruity notes, mild pine and orange rind with a thick sweet toffee and bready malt backbone.  Taste = 4.25 Tropical fruit flavors lead the way complimented with light citrus notes and a hint of pine. All lays on top of a sweet malt backbone of toffee and bready character. Really only a pretty minor bitterness in the finish.  Feel = 4.5 Full bodied with medium to high carbonation; some fizziness, syrupy and mild resin feel.  Drinkability = 4.0 It’s a big DIPA but the mild bitterness makes it pretty drinkable.  Overall = 4.3625 Another great DIPA from FFF, really solid in all categories.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 Solid pale ale. A bit boozy but great flavor. Sweet aftertaste. All three Floyds should be proud. 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 One of my favorite big IPAs. A clear, orange-gold color. Big citrus aroma. Similar big citrus flavor as well as a little malty sweetness to provide a nice balance. Extremely smooth and clean.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 I will always try any limited or unusual 3 Floyds IPA I can find, and this one is a perfect example of why. Fruity, fresh tasting, and surprisingly light-feeling for its ABV, Dreadnaught is a world-class DIPA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 3.25 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
