look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 12 Oz bottle poured into glass  Look - very dark almost black as expected. Medium foam head slowly fades, some excellent glass lacing  Smell - Mocha, lots of chocolate and coffee. A bit of caramel and grain.  Taste - Very bitter chocolate and hops. Creamy coffee and oats. Slight metallic flavor like cherries. It has a full profile, I personally don't think it goes down easy because it is filling. Carbonation is medium. A bit of alcohol warmth. I would like even more coffee flavor.    Overall, it's very good, bold flavor stout. It really is a great morning brew and i would like to try it a few more times to get a consistent idea of what it is. Grade is an A   
look: 4 | smell: 4 | taste: 3 | feel: 3.5 | overall: 3.25 I really missed the "baby breakfast stout" Looks jet black,Smells like Sumatran coffee,chocolate, vanilla, fresh dough,hops. Taste is outstanding; again chocolate, coffee,vanilla ,anise,toffee? Feels super smooth. I am assuming that their is oats in the mash. Oats give it that super creamy luscious feel. Overall this still rocks! Revision: 1/15/2019 Not sure why I waited until last year to review? To get to the point in my opinion both KBS and baby Breakfast stout have been compromised. They were like the restaurant that opened with stellar reviews and gourmet food. They made there millions and now we are left with this in it's place. Not nearly as luxurious chocolate feel, what happened to the decadent creamy coffee? Overall I think their marketing technique sucks. Great,they now have a home in the Caribbean and we are left with this mediocre beer-   
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 This is one of the best Chocolate/Coffee stouts you can get, and it's created with oatmeal as well. Sumatra and Kona are the best coffees and the flavor is amazing. Well worth it, this stout is as good as many others priced much higher. Enjoy!   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 This beer is jet black. Awesome tan head. Great looks, great smell, better taste. Lots of chocolate smells and taste. Great coffe smell and taste without being bitter. This beer is excellent.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 2017 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a pitch black coloration with a medium, frothy head. Smells of roasted malts and coffee, with a strong dark chocolate aroma and just a hint of spiceyness: nutmeg, cinnamon, coming through as well, Taste follows the nose, with a very nice balance of roasted malt, coffee and dark, bitter chocolate. There's also a certain earthy note and mild spiceyness to this that is reminiscent of nutmeg/cinnamon. Finishes with a strong bitterness for the style. Smooth mouthfeel with a medium body and carbonation. Honestly, I think this is great, but not amazing. Very nice balance, but not that complex. Also, mouthfeel/body, while not bad, could be a little thicker. I definitely prefer Narwhal.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.5 | feel: 3.75 | overall: 3.25 Coffee forward beer that is good but not great. And I’m used to greatness from founders when it comes to their stouts. 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 poured from the tap of my kegerator into a porter/stout glass    A - 2 fingers medium/dark tan over a body of pitch black; laces the glass in nice rings    S - lots of chocolate, coffee, roasted malts, suggestion of dark fruits    T - chocolate, rich black coffee, hint of dark fruitiness    M - thick full body, medium carbonation    O - I'm glad I bought this by the keg!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Look  Founders sure craft some of the best "looking" delicacies  in the micro-market, and this one left no room for dissapointment.  One of the most opaque stouts I have seen, with a rich burgundy red  head to boot, which had dissipated within minutes, leaving behind a  ebony jewel. A truly bold example, and a textbook stout aesthectic.    Smell  Chocolate! Creamy, succulent, mouth-watering cocoa hit me immediately, followed  by coffee, some nutmeg, oats, concluding with a roasted hoppiness. Truth  be told, it is the most dynamic smelling stout I have tried! Aeration brought the  coffee front and center, revieling what seemed that of dark fruits (blackberries,   black cherries, etc.)    Taste  My goodness, we have a winner! This stout is remarkable! A frighteningly dynamic  pallet hits you with haste; the most outstanding flavors being chocolate and roasted coffee,  with almost the consistency of cappuccino. Slight aeration within the mouth dug up overtones of  blackberries, honey, and nutmeg, which was a wonderful surprise. With a pallete as varied as this,  the breakfast stout could please just about anyone. Given its ABV rating, the taste of alcohol was far   down on my list.    Feel  Incredible, and thick! An amalgamtion of creams and soups - almost as rich as steamed machiato. No alcohol burn  at all, going down easily. The warmth of this stout is strong, sitting heavily in the stomach. It was   a comforting experience making it perfect for the bitterness of January.    Overall  Founders has yet to deter my interest, although this stout sticks out with such tenacity. I have  yet to try a stout as exciting and open ended as this. Well done, Michigan!   
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 An exceptional stout, the flavor is balanced, and the chocolate and coffee jump right out, with just the right amount mealyness in the background. The first half of the beer is a solid 5 in every category. The only reason I dropped the overall to a 4.25 is because the second half starts to become a bit overbearing in terms of sweetness and heavyness. Not a beer I could drink back to back but still an exceptional beer   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Its yummy and dark. I like my beers yummy and dark and this damn beer is just that...yummy and dark 
look: 5 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 A meal by its self! 
look: 4 | smell: 3.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 1 | feel: 1 | overall: 2 I am sorry, but this tastes like syrupy mocha liqueur mixed with 20% ale to me. I despise any kind of liqueur. I had high hopes for this, but I can't even taste any more of it. Drain pour.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Dark, the Coffee and chocolate jump out, mildly sweet. ABV is a bit high. Still an excellent stout. 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 Nope. Not for me. Just too mealy. I prefer their Backwoods Bastard to this, which is boozy but at least tastes like it is supposed to be. While I always drink stouts rather warm, I even tried a 2nd one of these cooler to give it another shot but it just doesn't do it for me.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 1.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 Breakfast YUM! This beer pours a dark mahogany brown with a light brown head that dissipates quickly to a ring around glass until finished. Almost no lacing. Full, lasting, head and thick lacing would boost the score higher, but personally I place 80% of my opinion on taste, and this tastes great Tastes of chocolate and coffee, and the finish is moist, alcohol with a hint of bitterness, but not overbearing. Mouthfeel is medium bodied with moderate carbonation. Aftertaste is gone quickly and leaves no lingering bitterness which is really nice. There is way less bitterness than the 60 IBU would indicate. The ABV is 8.30% which is pretty high. The beer doesn't taste that alcoholic, but you definitely feel that alcohol after a glass. (Well, at least I do). Overall a great beer, with my only wish being a lesser price than the $12 I had to pay for a 4-pack. Founders makes a great, beer, though, and they deserve every penny.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 4.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Draft at the Industry. Dark brown, milky , tight creamy beige head. Curtains of lacing. Aroma is chocolate and roast grains, coffee. Taste is more chocolate, mildly sweet, dark chocolate bitterness. Slick and sweet. Just wonderful.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Pours black like night and death had a baby. A full inch and a half head of carmely brown. Dark chocolate flavor with a little bitterness, a touch of coffee but not overwhelming. For something that I can pick up in my area almost any time, this thick rich treat is awesome.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 1st time on this one and may feel differently w a 2nd btl. Bought it and Sumatra Mtn at the same time. I find this lacking in flavor and mouthfeel compared to the Sumatra.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Poured into a tall clear glass. Has a dark reddish brown color, almost the appearance of cola. Thick fluffy tan head on top about the size of a thumb.    I smell a strong scent of roasted coffee beans, toffee, molasses, vanilla, dark chocolate, and oats.     The taste has a strong espresso composition. Oddly I taste black olives but it's welcoming. Along with that, there are notes of molasses, vanilla, raisins, prunes, roasted nuts, and dark chocolate. Altogether pretty bitter, but excellent. Feel delicately creamy.    A great treat.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4 Extremely thick and dark stout. Low carbonation and viscous mouthfeel. Coffee and chocolatey taste is strong. Calorie count is not bad for something with this ABV (approx. 250 kcal) and the caffeine content is supposedly 5-10% of a cup of coffee. A bit pricey but definitely a great stout for a treat.   
look: 4.25 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 I love this beer. Looks, smells awesome. Tastes great, just the right amount of sweetness and coffee. The warmer this beer is the better. Probably my favorite stout.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 It seem quite silly, in my opinion, to drink this beer cold. I had one at fridge temp yesterday and I was profoundly disappointed. I have basically been saving the experience of trying this beer for later in my life since two years ago. Trying it for a second time now at room temperature and it is considerably more complex and balanced, but idk, just not blown away. I think I'd like KBS or CBS much more.    L: Incredibly dark. Just a trace of reddish cola color can be noted at the edges of the body when held to light, but it's as dark as espresso. A thin film of cappuccino foam lingers on top, and leaves sticky waves of lacing on the glass.    S: Roast coffee, espresso, black olives, dark chocolate, coffee, molasses, toffee, prunes, raisins, vanilla, milk, oatmeal, cloves, and coffee. The coffee don't quit. It's a fantastic aroma, but if you wish to appreciate it, I hope you like coffee.    T: Salty as hell. Oddly enough, there is just an edge of oatmeal flavor right before the anticipatedly huge coffee note, which dances around the vanilla, dark chocolate, molasses, toffee, dried fruit, and black olives, all the way to the finish. It ends in almost entirely plain charcoal with a touch of unsweetened chocolate and coffee acidity. Alcohol is difficult to make out in all of that. If it was flat, you could easily mistake it for a mildly sweetened cold brew. Btw, when cold, the only detectable flavors are the chocolate, coffee and olives.    F: Super drinkable. Nice thickness. To my taste, it could be just a smidge thicker and more syrupy, but that's probably exactly how KBS is.    O: This brew reminds me very much of my first ever Russian Imperial Stout, Old Rasputin by North Coast. A touch less salty and with much more coffee flavor, it is also a delectable offering, but not one that I see as superior at all. If anything, I think I prefer Old Rasputin. In my honest opinion, BCBS, Narwhal, Victory at Sea, and even Founders' own porter all blow this out of the water. I'm still eager to try the barrel-aged editions, but thus far, I don't see what all the hype is about.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 My favorite stout to keep on hand. Strong coffee aroma and thick, rich taste. 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Great coffee flavored stout with notes of chocolate and oates. For me, this one really blurs the line between drinking coffee too late and beer too early.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Smells sweet. Looks dark like molasses going in the glass. I'm getting notes in the mouth that make me think of coffee and raisins for the most part, maybe a hint of roastiness and nuts. Kind of sweet and not overly harsh like some other stouts I've had lately...quite drinkable. Even my girlfriend that usually turns her nose up at beer likes it. A winner.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Would not drink a beer this heavy all the time, but my first sample was surprisingly pleasing. 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 3.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 Coffee. Coffee coffee coffee coffee. Super dark, fairly bitter, dark creamy head. Tastes good, but it's not what I'm interested in for a beer. But if I want a coffee I'll have a breakfast stout.   
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 The beer shows a beautiful black clear color... hazelnut colored foam whom creates a low and fine hat not so persistent... aroma ash, cocoa, black dried fruit, coffee... same thing when you drink this very well balanced beer, clean, pleasant mouthfeel. Great   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Stout pours opaque black with two inch that glides down glass. Aroma of roasted malt and coffee. Sweet malt balanced with roasted malt and coffee flavor, and maybe some hopes to balance. Smooth finish, Medium to heavy bodied and goes great with heavy dishes (had it with Roast beef). At 8.3% ABV, one won't make your brain numb which to me is a plus. A terrific strong stout!   
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 3.75 | feel: 2.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 355 mL bottle from an LCBO 4-pack; best before July 8 2018 and served barely chilled. First 'had' in 2015, though I've re-sampled it roughly a half-dozen times since then. Needless to say, It's long overdue for a review.    This jet black stout comes equipped with a quarter-inch of frothy, tan-coloured head that fades away within 90 seconds; the only significant remnants are a tight, creamy collar and some foamy patches of bubbles floating upon the surface. Smells quite rich and rather sweet - I'm getting subtle notes of prune and date underneath a torrent of roasted malt goodness. Dark chocolate, treacle and toffee are more prominent than notes of earthy coffee grounds; there are also minor aspects of ethanol, vanilla, coffee cake and herbal licorice.    Seriously yummy stuff - there's an array of competing flavours, but that's fine by me because they melt together perfectly. Flavours of dark chocolate, cocoa powder and oatmeal sweetness come through at first, along with some molasses and caramelized malts. This is followed closely by fruity hints of fig and date - an important inclusion, because we all know that fruit is a vital component of any balanced breakfast. The coffee grounds start to kick in towards the back end, offering up an earthy bitterness as well as a pleasant roasted quality that will bring a smile to the face of any coffee addict. Coffee and chocolate both linger into the aftertaste, almost completely masking the alcohol content. If I didn't need to drive to work in the morning, I think I would actually be tempted to substitute this for my usual 8 AM java. In the vicinity of full-bodied, with light carbonation that meekly nudges the surfaces of the palate, to little effect - feels silky-smooth and soft in the mouth. I can't think of any other imperial stouts I've tried that went down the hatch with such sublime ease.    Final Grade: 4.38, a superlative A grade. Founders Breakfast Stout lives up to its hype. This is an excellent imperial stout with deep, complex, well-integrated flavour combinations - yet it's also one that I could drink on the regular. Ontario BAs should probably buy this one in bulk while it's still available - there really aren't any genuinely comparable alternatives (domestic or otherwise) at the LCBO right now.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This beer is my jam, definitely a solid beer, and can be drank anytime of the year. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 This beer has a dark thick look with a frothy Carmel colored head. It smells and tastes like a bold rich coffee with sweet sugar undertones. The feels like drinking a cold sweet coffee with a touch of mocha. Over all one of mt top five all time beers. If you love coffee as I do and love beer this is the perfect beverage.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 4.75 | overall: 3.75 Beautiful coffee head that dissipates quickly. Nice roasty mocha notes. Awesome creamy mouthfeel, but a touch burnt on the taste. Yada yada yada, so I can get credit for a review.   
look: 4 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 2.5 | taste: 4.5 | feel: 3 | overall: 4.25 Look: Not quite a Guinness dark, but certainly reminiscent of dark chocolate with a tannish head that lingers evenly over the surface.    Smell: For such a complex flavor the smell is very light. Some sharp sweet tones with a very subtle under tone of chocolate and oats.    Taste: This beer is probably my new second favorite under the locally brewed West O CocO stout for its bold and incredibly rich taste alone. The oats, coffee and dark chocolate mix perfectly giving it a balance between sweet and bitter without being over powering. There's even a whisper of hopps in the mix, but for those who dislike IPAs or overly bitter tastes this may not be a good beer to test the waters with. The after taste is, on its own, a unique feature and reminds me of biting into a piece of a Dove dark chocolate bar or taking a sip of Zak Wilde's Death Wish coffee.    Feel: The feel is heavier than your typical milk/cream stouts, but not like chugging a bottle of maple syrup.    Overall: This beer is fantastic and pairs well with a bowl of actual oatmeal or toast; however, light weights be ware of the 8.3% ABV and save this brew for after work. With the balance of sweet and bitter, roasty oats and dark chocolate, with just a touch of hopps and latte, this brew is more than likely not for the beginner stout connoisseur, but can easily become a favorite, and coffee drinkers are sure to love this stout. Another tasty beer from my northern neighbors in Michigan.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 This is one of my favorite stouts! You really cant go wrong if this is on tap anywhere! I often like to try other stouts these days that are not so well known... smaller breweries in general. This is never bad anywhere and anytime!   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 3.25 | overall: 3.75 Opaque, black body with small khaki head. Minimal lacing.     It’s definitely thick, with carbonation that is somewhat aggressive. Flavors are chocolate and chocolate with some espresso notes intermingled. Hops are well hidden, as is, unfortunately, malt.     It is very good, but the lack of notable malts is disappointing; the malt is why I love stouts. Still a good beer overall though.   
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Serving: Bottle  Best before: Aug-7-2018      A:  Pours pitch black with a couple fingers of tight tan head that eventually all but disappears. Ok retention; speckled lacing. (4.25)    S:  Rich, thick coffee aromas mixed with baker's chocolate, Roasted walnuts, leather, Brown sugar, red fruits and vanilla. (4.5)    T:  Follows the nose. Coffee with a light cocoa aromatic quality to the finish, some oaty sweetness, some nuttiness.  (4.5)    M:  Full body with a velvet feel, a heft to the body medium carbonation and a lingering alcohol/roasty finish. (4.5)    O:  A very, very nice stout.  Just really does exactly what it says it will and what you hope it will. Looks nice enough and from there on out is great. A cohesive aroma-flavor package of coffee, oatmeal with brown sugar and cinnamon, chocolate and a bitter roast bite to finish.   Fabulous. I really wish I could get this one regularly. (4.5)   
look: 3.5 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3.25 12/7/17: 12 ounce pour into nonic at Monk's Pub. Dark black pour, thin minimal tan head. Minimal faint chocolate and coffee aroma. Chocolate taste, bread, hint of coffee. Neutral balance. Thin texture dry, smooth drinking. good offering by Founders.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4 | overall: 5 My absolute favorite stout. Main reason I kept exploring craft beers. I was intrigued by what else is out there. Perfect start. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 September 2015 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Absolutely Delicious... Black... Coffee... Aromatic... Smooth Palate Pleaser... 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Had this at our local taproom. Pours a nice black color. First aroma is a strong coffee forward with a nutty malt finish. Flavor is like drinking a malty Starbucks coffee. A little on the sweet side but very delicious and smooth. They may even go down a little to smooth so be warned.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.75 | overall: 4.25 Another one that I ticked years ago but have never reviewed. From bottle to nonic pint glass. Pour is a rich cola color with a few fingers of mocha head. Aroma is lots of roasted coffee notes with dark chocolate and bread and earthy notes. Flavor is straight coffee with bitter dark chocolate bites. Rich and full. No boozy burn. Ridiculously Smooth and semi full feel. A meal in a bottle.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
