look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Copper and pumpkin orange body; thick, creamy head. Good pumpkin and pumpkin pie spice aroma; delicate sense of cereal grains. Light malt flavor at first with a quickly developing pumpkin pie filling taste; ever so slight twinge of alcohol. Medium-heavy body.    A nicely balanced, not too pumpkin-y pumpkin ale that delivers both an ale and pumpkin experience in a decent package.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 A: golden orange to amber    S: pumpkin spices. Hops    T: spices. Cloves. All spice. Ginger. Hops. Burnt sugar    F: crisp bite    O: nice offering for the style   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 2.75 | feel: 2.5 | overall: 3 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 3.25 | overall: 3.5 Kinda weird how a pumpkin beer can be one of your more 'normal' beers but that is the nature of the beast when dealing with DFH.     Color of the beer is not indicative of pumpkin, doesn't have orange, its golden like normal beer. Aroma does kick pumpkin down, and some hops. It works.    Taste again is a meld of pumpkin and C hops, it works, it not only works, this is one of the better pumpkin beers out there. After 12oz, I'm good, but that is pretty much a record for this style of beer. Hides the alcohol decently in the mouthfeel, the pie aspect (brown sugar, cinnamon) is not overdone. Impressive.   
look: 3.25 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 3.25 | feel: 4 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 12 oz bottle. Pours a golden amber with very little carbonation. Aromas strong of pumpkins and malty sweetness. The pumpkin flavor isn’t too strong has a nice semi-dry finish.Good pumpkin beer   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.25 Poured from 12oz bottle into a tulip glass.     Look is a light amber color with practically no head.     Lots of spicing right on the nose. Cinnamon and nutmeg with a nice malt balance.    Taste doesn't hold up to aroma. Kinda astringent with spices comes off unbalanced.     Picked this up for 99cents worth it at that price.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Love it!! 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4.25 Bottled on 09/04/2008. Consumed 02/14/2016. 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is the pumpkin beer I judge all others against. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Poured from a bottle into a glass.    LOOKS very light to be described as a brown ale. A light peach/orange hue. Tea like. A fair amount of sediment in the bottle, yet pours clear. Virtually headless.  SMELLS of clove, allspice, and sugar.  TASTES like spices, then some dark dried fruits. Ends in biscuity malts and caramelized pumpkin meat. No overly sweet.  MOUTHFEEL is sparkly, medium bodied, slightly slick.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Good Pumpkin Ale...had on draft 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Pours a pleasant bright amber with scant white head. Smells pleasantly of pumpkin, molasses, malts and related spices. Taste is well balanced, sweet malts forward, hint of pumpkin spice (without being overpowering) transitioning to a astringent, clean finish. Light to medium bodied, moderate carbonation.  Overall, this is a subtle, well balanced beer. It hints at pumpkin and highlights the best qualities, without being weighed down by the cloying spices that pervade this genre. I don’t particularly like pumpkin beers – but this is a solid, subtle offering that I wouldn’t turn down at a party – good stuff.   
look: 5 | smell: 4 | taste: 3.5 | feel: 5 | overall: 3.75 Not much pumpkin or spice flavors 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 A more crisp, effervescent take on the style with the spices all there but lighter than you'd expect, bringing a light bit of pumpkin flavor in a surprisingly drinkable take.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 2 | taste: 1.75 | feel: 3.5 | overall: 2.75 Metallic flavor on the back end. I haven't had a lot of seasonal pumpkins bit this one is not my fave. 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 5 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pours a golden-orange copper color with small head and not much lacing. Aroma is subtle pumpkin pie and just the right amount of malt and spice. The taste matches the aroma, it's really well done in terms of the balance and amount of pumpkin/spice. Often times the downfall of pumpkin beer for me is too much spice, so this one is very enjoyable. Medium carbonation and refreshing, mouthfeel trails off with spicy malt.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 A - Orange-red body, mostly translucent but hazy. Slight white head, a bit of lacing, but not much.    S - Mildly sour note, pumpkin spices of allspice and cinnamon, a hint of sweetness.    T - Brightly full of spice and squash flesh. Honey notes. Slightly sour.    M - A good bit of carbonation. Very bright, and fairly light.    O - One of the better pumpkin beers out there. Tasty.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 2.5 | feel: 3 | overall: 2.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 Color is medium orange  Smells of malt and pumpkin pie spice - spice is subtle.  Taste is combination of sweet/spice with some vegetal notes from the pumpkin. Clean finish.   Ample carbonation and highly drinkable.  Overall: the best pumpkin beer I had this year and the only one I bothered to get again.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 For me, this is a wonderful beer for the fall holiday season. Not as strong as Pumking or a few other pumpkin ales I know. This is smooth and something you can enjoy with a desert but for me this is begging to be drank with thanksgiving dinner. I'm not sure why, maybe just my palate. In all, I really enjoy this beer. Beautiful color, proper aromas that aren't too overwhelming and a taste that leaves a smile on your face. I'm glad I finally got around to having this.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 My second favorite pumpkin beer. A good mix of pumpkin spice and pumpkin pie taste with a good all round beer as a foundation. Subtle and pleasant, this a great pumpkin beer. Less adventurous than what I would expect from dogfish but in a good way!   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 L- a darker shade of brownish orange, with quite a small head that dissipates quickly and leaves a few spots of residual bubbles after only a minute.  S- getting the pumpkin and spices up front, exactly what you would expect for the style. smells somewhat sweet, maybe the brown sugar.  T- very well balanced, with all the flavors working well together. malt, and cinnamon, pumpkin, and a slight alcohol taste.  F- medium feel, with low to medium carbonation.  O- personally im a fan of pumpkin beers and im glad I tried this one. traded a friend a terrapin pumpkin fest for this one. I believe this is my first year trying this beer and I will look to buy it again next year   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 I got this in a mystery bag from Trader Joe's that was given to us as a gift from a friend. Poured from the bottle into a clean tulip glass.    Look: Gorgeous deep golden orange color, perfect color for a pumpkin beer. Clear with a small amount of suspended particles. Very little head, which quickly dissipated. No lacing at all.    Smell: Smells like pumpkin pie or pumpkin bread. Pumpkin and spices are present without being overstated. Notes of cinnamon, raisin, alcohol. Not much hop aroma.    Taste: The pumpkin flavor comes through much more in the taste than the smell. A little more of the alcohol, and some hop bitterness come through to balance the sweetness and malt. I like that the pumpkin flavor is still subtle.    Feel: Medium body, lots of small bubbles, a noticeable astringency from the alcohol.    Overall: Awesome for a pumpkin beer, I would drink this outside the month of October.   
look: 3.25 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3 | taste: 1 | feel: 1.5 | overall: 1.5 
look: 3 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.5 Not bad. Sort of watery clear with little head retention. OK pumpkin like flavor. I really enjoy pumpkin beer/ale/porter. This falls a bit short. Drinkable, yes. Overpriced 4 pack of mediocre pumpkin brew. I had much higher expectations considering this is Dogfish's fame making beer. (Awards and TV show to boot. I can't get over the watery texture and clearness. I want to rate the 2017 punkin ale which is much better.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.5 Look: hazy Amber.     Smell: I had a difficult time pinpointing the spices in the smell so I asked my wife. She said it smelled like the floor of a frat house. I had 2 concerns. First I somewhat agreed. Second what the hell was she doing on the floor of a frat house.     Taste: frat house floor    Feel: insufficient, insecure    Overall: ?   
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Best pumpkin ale I've had. I had a few before (Sam Adams and Blue Moon come to mind) but none can hold a candle to this one. Great smell n clean finish. Solid all around n from my trip to South Carolina.   
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Pours a clear deep amber color with a finger width foamy head. Head retention is decent as is lacing. Has a light pumpkin spice aroma with some cinnamon and nutmeg. Has a nice smooth texture with some sweet maltiness up front and some spicy nutmeg and cinnamon on the end. Medium bodied with high carbonation. Decent pumpkin beer but not the best I have had by far.   
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3 | feel: 3 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Does Dogfish do any wrong?? I think not! This pumpkin ale is another winner in their long catalog. A: reddish gold tint, head is non existent. S: really nice, you get the cinnamon and brown sugar more than the pumpkin. T: awesome, slightly sweet, plenty of pumpkin but well balanced with those fall flavors. F: the alcohol is very well hidden. O: another winner from Dogfish.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.5 Great overall appearance, I personally like pumpkin ales to finish a little sweeter than this one does 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 2.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.5 Pours a semi-clear medium amber. Below normal head volume, poor lacing, normal retention.    Very light nose with hints of cinnamon and nutmeg.    Medium body with a somewhat creamy texture. Superb carbonation with a nice effervescent middle and a prickly finish.     The flavor profile is good, but lacks intensity and complexity. Balance is outstanding. It begins with a light blended spice flavor that tails off into pumpkin past the middle. The middle brings a light spicy bitterness and a balancing biscuit. The finish is a slow fade with mostly cinnamon notes.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 $0.85 single from Winter Haven ABC. Great, full-bodied ale with enough pumpkin so you can taste it without overpowering spice flavors. definitely my favorite pumpkin beer this season...   
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 With a bold honey color, it has a nice combination of dark, dried versions of apricots, peaches and other non-raisin dried fruits, and roasty, biscuit bread malts that weave within the balanced hops. As the low carbonation smooths out the balanced taste, the fantastically pronounced aftertaste rounds it all out. There is a VERY slight amount of cinnamon and there are no pumpkins in sight, but it is very close to the Alley Cat from Lost Coast Brewing Company. How about renaming this beer the Alley Dog? XD   
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 2.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 Pours a clear, copper color. 1/3 inch head of an off-white color. Slight retention and didn't lacing. Smells of sweet malt, slight pumpkin, slight alcohol, spices, and slight pale malt. Fits the style of a Pumpkin Ale. Mouth feel is smooth and crisp, with an average carbonation level. Tastes of spices, sweet malt, slight pumpkin, hint of alcohol, and a hint of pale malt. Overall, poor appearance, decent aroma, decent body, and good blend.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75 Not enjoyable! couldn't even drink it! Was so disappointed! Thought this would be a good one! 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3 Another one from Ted.  This was poured into a nonic pint glass.  The appearance was a moderately hazy almost burnt orange color with a light transparency rising up to feed a quickly dissipating head. Fizzled and no lacing slid anywhere, hmm...wondering.  I wonder no longer...  The smell had some light pumpkin hitting what seemed like a cream ale sort of base. Pie-like crustiness leads in and subtly combines with some vanilla.  The taste was mainly sweet through the pumpkin, vanilla and pie-like crustiness of the cream ale features. A pumpkin flavored aftertaste runs in and leads in a sticky finish.  The mouthfeel sat about light bodied with an okay sessionability about it. Carbonation runs pretty nice as a pumpkin ale.  Overall, well, honestly, its okay, but nothing over the top either, its mainly a lighter version of pumking. Eh, nice to try but was kinda hoping for better.   
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 2.5 | smell: 2.75 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 This was a hard beer to sell for us and we had it on the same time as weyerbachers imperial pumpkin (which was no competition). It was much lighter and not nearly as spiced as Weyerbachers. To me, this beer lacked anything to stick out in my mind for next year.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Enjoyed in Vegas. 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Poured from the 12 oz bottle into a snifter glass.  Pours a ruddy but light amber. Minimal head.  Aromas are nice, a touch sweet.  Flavor is complex, soft and not a spice bomb.  Mouthfeel was good.  An elegant and round pumpkin ale.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3 | taste: 3.75 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.5 | smell: 3 | taste: 4.5 | feel: 3.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 Man super bready smell on this. Big loaf of Pumpkin Pie. I couldn't resist since it is the pumpkin time of year. Poured into a Duvel chalice which is inappropriate I'm sure. Tastes pretty good but... it's pumpkin ya know. Hard to imagine a 5 star pumpkin ale.   
look: 3.25 | smell: 3 | taste: 3 | feel: 3.25 | overall: 3.25 Wasn't overly impressed ...first pumpkin beer I've tried 
look: 2.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Poured from a 12oz bottle (the 12th batch of 2015, according to the code) into a pint glass.  LOOK: Pours with a half finger's worth of white foam that dies into a line after 20 seconds. Gold in color. Rising bubbles are medium in size and so scarce, that I can count them as they rise. Lacing is thin and subtle.  SMELL:Strong aromas of brown sugar entangle with mild aromas of pumpkin and nutmeg and subtle aromas of cinnamon.   TASTE: This is a full on, simultaneous assault of all the flavors: strong pumpkin and nutmeg flavors with mild flavors of cinnamon and brown sugar and subtle caramel flavors (these are a pleasant addition that weren't detected in the smell). As the flavors begin to fade, cinnamon sticks around leaving a nice aftertaste.  FEEL: Somewhere between medium-bodied and full-bodied. There is a moderate amount of carbonation. This goes down somewhat smooth and ends with a thirst-quenching finish. The spices from the brew tickle the tongue.  NOTE: Why haven't I tried this before?!   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2.5 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 2 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 3 | taste: 1 | feel: 1 | overall: 1 Dogfish Head Pumkin Ale 7% ABV. A medium dark orange color with a amber hue. Has a clear body with a hint of fog. Not a whole lot of head from the pour in fact next to none. The aroma is difficult to point out, but I would compare it to some of the sours I've had, like a light sour beer scent. No pumpkin but maybe allspice or cinnamon posible . The pumpkin is coming through very discreetly, but it does not shine with cinnamon and nutmeg arriving on the scene fast and furiously. I have tried a number of Pumkin ales now and for me this one rates towards the bottom with a D- and yes thats not giving a shit what other reviews might say. I don't care about other reviews and won't let them sway my outlook   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 2.5 | overall: 3 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 San Francisco, CA - 12 oz. bottle poured into a pint glass 
look: 3.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 3.25 | overall: 4 From a pint, the 2015    L: Really nice. A clear, dark burnt orange with a lot of carbonation streaming up. A solid two-finger off-white head that dissipates a little quickly but is still pretty good looking.    S: Smells more like an standard ale than a pumpkin ale tbh. Not too much pumpkin but you can make out the spices.    T: The spices come through really nice. The cinnamon, the allspice and the nutmeg really pop. It's very light with only a slight hint of hops and a nice malt hit towards the end. A subtle but sweet pumpkin presence throughout. You wouldn't guess the abv was as high as 7% drinking this. Really good.    F: Light but not thin, with a decent amount of carbonation.    O: A really solid beer, one of my favorites in the Pumpkin Spice category. Sessionable and tasty, just another reason to look forward to fall.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
