look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 This is one deluxe beer. Lots going on, but works well together. Definitely a sipper. Grape, vanilla and cooking spice in the nose. The taste is well balanced between the oak and bittering hops. Finishes with a bourbon booziness. Well done. FYI the one I tasted had aged a year (very well I might add) so much of the real floral hops and the beer as a whole may have mellowed.   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.25 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Look: Copper orange: Not much head. Noticeable lacing.    Smell: Citrus, pine.    Taste: Nice malt backbone upfront, with booze and bitterness  kicking in at the midpoint and close respectively.    Feel: Full.    Overall: Basically a beefed-up slightly boozier Dogfish Head 90. What's  not to like?   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 5 | feel: 3.75 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 3.75 | feel: 4.5 | overall: 4.25 Pours a beautiful deep burnt orange color, with a one finger tan head that retains nicely.  Smells of mild citrus and piney hops, plenty of vanilla notes, earth.  Starts quite sweet, caramel, then a little pine notes, followed by a hint of oak, with a nice lingering earthy hop finish.  Mouthfeel is thick, quite sticky, and coats the mouth for awhile.  Overall, lovely, a lot less happy than I thought, sweet, and sticky, truly a hybrid of a stout and an imperial ipa.   
look: 3.5 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 Maybe as I age, my capacity for extreme beers reduces.  All this alcohol and hops !  I know this is what this brewery like to do, so no criticism.  But for my palate, extreme is hard to balance.  I'll try it again with spicy food so why I understand this has such a rave.    On the list of "1001 Beers". You decide if it deserves to be there. I'm getting too old to enjoy extreme.   
look: 3 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 Copper with minimal head. A thin ring of bubbles hangs around, and there is some sticky lacing.    Despite being half aged IPA, the young IPA contributes a great deal. Burton still manages to maintain classic IPA characteristics, with even some tropical hop notes on the nose.    After a bit I also get a hint of grape, and I would say the oak is apparent, but there is a sweeter quality to it, closer to cherrywood.    Still, the age is apparent, with some super bitter bite here and there.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 Great IPA again from dogfish. They masked the high alcohol content very well. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 5 One of my favorite beers. Just one and you have a good buzz. Nice and strong, but still tastes like beer. Overall perfect :) 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Oaky malty bitter hoppy nice. 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 NIce and murky somewhat cloudy look with a minimal head. Rather distinct smell. Very robust and a bit floral. Great balance between the citrus hops and slight oak backing. Highly enjoyed this beer.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 Bit too sweet 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Dated 1/11/14. Pours a murky, deep amber with minimal khaki head. Nose is malty sweet, with a hint of vanilla oak and a finish of candied citrus - smells much more like a barleywine than an IPA. Hops come through on tasting, with bitter citrus up front and an oaky sweetness on the finish. Unique and delicious. Carbonation is pleasantly assertive at the ABV and age. Overall, a really solid and different take on an IPA.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Poured 12oz bottle into snifter. Dark orange with a nice off white 2.5 finger head with fair retention. Fades slowly and leaves a nice collar and webbed lacing on glass. This smells like an sweeter IPA with some oak, bitter citrus, pine along with sweet baked bread and caramel malt. The aroma is pleasant. First and foremost I get a quick, sweet taste of caramel and vanilla, with some oak notes. The bitter hops move in, with grapefruit and some pine most dominant. The barrel is faint but noticeable. Medium body with a slick, oily feel. There is definitely a bitter quality from the hops and oak that leaves a dry feeling on the finish. A pretty good oak aged IPA.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Pours deep orange copper color decent off white head some lacing    Smell oak and bitter citrus notes some grapefruit.    Taste good balance between the bitter citrus and the oak flavor.    Feel fairly smooth medium body     Overall a decent beer nothing amazing.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Definitely a unique beer, this one blurs the lines between the styles - reminded me of a barleywine at some points and a DIPA at others. I didn't realize until reading the outline that this is a blend of two ales but it makes a lot of sense. You sort of get a different feel from each sip here, and this is a sipper being so high in ABV. I get a lot of malt and fruit on the front end, sort of like a fruity breakfast drink you might have growing up. Overall very good but it is a beer that took me some time to get my taste buds around.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from a bottle into a tulip.    L: Pours a hazy golden amber color. 2 fingers of creamy off-white head. Great lacing and retention.    S: Caramel and toffee. Citrusy hops.    T/F: This is a big beer... malty up front with notes of caramel and toffee. Gives way to a floral citrus hop profile. Alcohol is present but not nearly as boozy as it should be. Warming and slightly spicy with notes of Vanilla. Creamy and sticky on the mouthfeel.    O: I really like this barrel aged IPA/Old Ale mix. Great compliment of flavors... complex, delicious, and a real treat. Almost tastes like an american barleywine. Another winner from Dogfish Head.   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 5 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Very nice, bready, buttery taste. I must admit I love this, just not for an everyday beer. Also a caramel taste 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 Sweet malt nose with yeast overlay. Grapefruit and raisin. Thick head with long legs. Deep Amber color, cloudy. 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Bought at a local craft beer store in Jing An Shanghai China.     A: The beer is a pure hazy orange color with a 2 finger thick off-white head.    S: Citrusy with hints of floral hops. Hidden hops in here all over the place. Each sip revels a new classic hop note.    T: Heavy on the booze and hop - this beer has a sweet citrus taste up front followed by a dry kick to the face with lots of sap and grapefruit and some other citrus peel.    F: Full bodied with a bit of thickness in the feeling.    Overall: Nice beer - not sure if it lives up to the hype it receives. Nt a legendary beer but not bad at all either. In fact it's very drinkable, if a bit predictable.   
look: 4.25 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Look: Pours a very nice deep orange-amber, about a two-finger off-white foam head with great lacing and a film covering the top throughout.    Aroma: Citrus hops come through along with the slightly sweet and bready malts. There is definitely an oaky overtone that comes off as a bit musty, but it fits in really well.    Taste: Oakiness is more at the forefront of the taste, bready malts and citrus come through as well; nice and juicy.     Feel: This is an incredibly easy drinking 10% brew and it's really a unique offering. The two beers blend together extremely well and the way the citrus, hoppy IPA compliments the oaky old ale is excellent. I liked this beer a lot more than I had anticipated, glad I picked it up.   
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Bottled on 1 July but not poured until 3 Dec. Color is a dark amber, cloudy with a solid head. A very interesting ale. We can pick up the hops in the aroma and the oak in the taste. The English ale tempers what would be a stand-up Imperial IPA. A very tasty combination and Dogfish Head pulls off something most others could only aspire to. I'd watch out for this one, the high ABV sneaks up on you. Savor it with a light snack -- a nice sharp cheddar, a hard-boiled egg and bread would be about right. We have to go to Wisconsin for Dogfish Head; it's not sold in MN. It's a happy bonus on top of our periodic New Glarus beer runs to nearby Prescott, WI.   
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Vanilla and oak. Way smoother beer than I anticipated 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This is an oak aged Ipa done right. Balanced hops, fruit, oak and easily drinkable for a 10% beer. Ages well. 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 12oz with pry-off cap bottled on 07/01/2015. Poured into a snifter.    Appearance: Pours a clear, deep amber with a puffy 2 finger head.    Smell: Bright citrus hops and fresh baked bread with warm toffee    Taste: Juicy hops with oak, vanilla, and caramel, bread malt. Hops up front and a 180 into malt and oak in the finish. Like two beers in one.    Mouthfeel: Full body and satisfying    Overall: A fine example of an IPA being aged. The oak will cover any lost hop aroma. The hop punch of a 90 minute up front quickly develops into the vanilla of american oak into an incredible finish just begging for another sip.   
look: 4 | smell: 4.5 | taste: 4 | feel: 3.5 | overall: 4.25 12oz bottle. 9/2/15 bottle date (72 days old). Appearance: Deep golden orange, clear, with a moderate off white foam head. Nice lacing down the glass. Aroma: Pungent tropical fruit aromas (pineapple, mango, orange) with strong resin and a bit of green apple. Taste: Rich malt sweetness with some breadiness and caramel. Quickly rolls into a bold but balanced bitterness and hop flavors or resin, grass, pineapple, and grapefruit. Leaves a dry tartness. Mouthfeel: Medium body with a low to moderate bitterness. Alcohol warmth is there but well hidden considering the strength. Finish: Dry, sticky resin on the tongue with long lingering bitterness and touch of bready malt. Overall: Really nice complex aroma. Malt character similar to other IIPAs, and the bitterness balances well considering it’s strength. Very drinkable for a beer of this s   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 Look - deep copper. Hazy opaque    Smell – Wow. I was skeptical but the balance between the oak, hop, and malt is amazing. Really a dynamic aroma. I can’t wait to taste it.    Taste - taste is true to smell. Very complex but the flavors blend beautifully together. The oak stands out but does dominate the palette. the hop bitterness follows the oak and keeps the oak controlled. But the malt smooths everything out and pulls everything together. I’m not a huge fan of malt forward IPAs but they are brilliantly used here.    Fee – great carbonation / great body. A big boy.    Overall. Not a go to IPA by any means. This is one you need to enjoy once in a while. But it is a treat and a good break from the “typical” ipa. Well done DFH.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 Purchased at Champagne's $10.00 or so for a 4pk. Served at 4deg C in a draught glass    A- Opens well and pours a 2" high whitish, brownish head that lasts forever. Never made it to film out ever during the bottle    S- Oodles of oak and hops. Touch musty which I like    T- Very complex. Great hops. Wood is in your face on this one. Almost like staves were thrown in. Tremendous amount of heat though. The malt is there in spades and the sugar not too high. At least this one is not sickly sweet like so many other heavy IPA's out there.    M- Creamy a lot of heat.    O- Nice brew. Glad I have 4 but will not buy again. So many other ones out there to try but it is worth the $2.50/ea all the way    Food Pairing    This very good brew went very well with....... Cheese board with various pallet breakers like hot jelly, cured meats, honey and something a touch salty- I like oysters on the half shell to totally spin things around.     Enjoy!   
look: 4.5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Burton Baton by Dogfish Head Brewery is a Double/Imperial IPA. Its froth is close to medium on the side of light on a scale of light/medium/thick. Its body is about the same on a similar scale. Its smell is refreshing and sort of sweetish. The color is of a slightly darker than usual effervescent amber.    The taste of Burton Baton is sort of unique. According to the brewer this is a sort of whiskey-esque Double, in that it is a combination of "new" brew and "old" brew, with the old brew being aged in barrels. I've got to say that this adds quite a sweet and mellow taste to the beer. It's as though the usual hoppy flavor is sort of veiled by this perhaps semi-smoky or sort of woody sweetness that gives it a really unique sort of scarf-taste over the hoppy taste if you will. The aftertaste still has the sort of characteristic hop taste, but it is somewhat sweetened by that same woodiness. The aftertaste sits nicely on the tongue as a sort of mellow spice.    Overall I would say this is a great beer. I really like the way that Dogfish Head tried something different here, and it makes for a great, very savory yet mellow, hoppy beer. Overall a great brew.    As a side note, it leads me to wonder perhaps as to the "original" flavor of the Double IPA, and if perhaps this sort of creative approach to modern Double IPA's suggests the original Double/Imperial taste per se.    I've heard conflicting stories as to the origin of this type of beer. One suggests that this Imperial title relates to the beer having been sent to the far reaches of the British empire, namely India and hence its extra hoppiness was good for preservation's sake per se. Another suggests that this same preservation was needed in the 14-17 hundreds and was requested by the Russian big-wigs per se from English brewers, and that the double hoppiness was both to their liking, and also amiable to the long voyage that such a journey may have been in those days(St. Petersburg on the East Coast of Russia was founded in 1700 or so according to Wiki, hence a beer voyage in those earlier days would have presumably involved both a land and sea voyage to Moscow).     Either way, original IPA's were probably in a sense barrel aged aswell. Hence perhaps this beer is a sort of more 'original" Double/Imperial than it might seem. Either way a great beer, the aged quality just makes it more sweet, tasty and mellow. A great beer with a different dimension than most other Imperials/Doubles.    The brewer's advisory to "hoard" it seems like a good suggestion.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 I paired this one with a bowl of hot chili and it was not a disappointment. You can definitely smell the woody oak notes in addition to the sweet malts and light floral hop notes before you dive in. When you do jump in there is really good sweetness up front, almost fruity. The bite from the hops comes about mid sip and helps to clear the palate. Some whiskey-like dryness on the finish. Another great one from Dogfish Head.   
look: 4.5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4 12 oz. bottle poured into tulip. Drank with sharp cheddar, blue cheese, salami, and pretzels.     L - red-amber color with a two-finger head. Lacing is gripping the glass and glides down very slow.     S - sweet fruit and vanilla notes. alcohol is prevalent, but not too noticeable. Interesting smell for a DIPA    T - The wood really stands out through the whole swig. Citrusy bitter hops but the vanilla-wood taste really smooths it out.     F - it is 10 ABV, but you can hardly tell. Light in body, but really smooth and easy to drink    O - Smooth-ness best describes this DIPA. The barrel-aging is a great addition to this beer, and it is year round! You can get a barrel-aged beer anytime you want. Dogfish Head did it again with this beer, so lucky to have them around. Cheers!   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours a dark orange almost Amber with a head that fizzles quickly.  Smell is vanilla fruit,peach and some others I can't quite put my finger on, and sweet malt.  Taste follows the smell very sweet with malty sweetness vanilla and fruitiness coming through. Slight hoppy bitterness but it doesn't overwhelm. Great beer.  The mouth feel is full, I would want to get a little more booziness on the finish but it was still very enjoyable.  Great beer, will definitely pick it up again.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Earthy, woody, sweet, bourbon like alcoholy smell. Sweet taste of vanilla, oak and molasses for me. Some fruity esters in the there likely from the yeast. Overall im glad I tried this, and surprised if found it. A very nice change of pace. Would I stock up on it. No. But I would have a bottle now and then or cellar one. At 10% that's all you need. Would love to drink one on a cold night around the campfire.   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Another interesting take on a well traveled style from Dogfish Head, this time for the imperial IPA. This drinks much more like the old ale thread than the hoppy double IPA it is blended with. Pours a very hazy dark copper, kind of like the color of honey. Head is worth admiring as you take in the bouquet.     Woody oak character is pronounced, though the bottle I had was not a recent bottling and so the hop bite likely as muted with age. Very smooth to drink, got some vanilla in the flavor and a beautiful caramel sweetness that was mouth coating. A single 12 oz bottle is perfect for sharing with another person, but it is restrained enough to drink in its entirety despite clocking in at a hefty 10% ABV. This is worth seeking out and cellaring for the right occasion.   
look: 3 | smell: 3 | taste: 3.75 | feel: 4.5 | overall: 3.5 Hazy look. Smells sweet, bit o hops, bit o rubbing alcohol. Tastes pretty good. Kinda barley wine-ish taste. You get the oak. Overall. Nice to try. Not something I'll pick up again.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Look: An enormous, tightly-beaded, cream-colored head rests atop a hazy body of a deep honey color.     Smell: Fresh sprigs of mint hit the nostril along with a hint of vanilla and a handful of earth. It's a delicious scent that's both fresh and musky. A spritz of peach juice tops it off, while the smallest burst of bourbon smokes at the bottom, coasting across additional under-layers of pale malt and ripe cherry.     Taste: The malty backbone is sweet and complex, with flavors of multigrain cereal, rich caramel, condensed milk, and maple syrup. A savory, unexpected bite of bacon sprinkled with brown sugar provides interesting balance along with a taste of tart nectarine. While the sugary residue remains in the aftertaste, it gets pulled together by a medium-light bitterness.     Mouthfeel: High carbonation makes this heavy flavor profile unusually refreshing, while the medium-full body feels just right. Alcohol warming is not present, but is not missed either, as there is plenty of else going on.     Overall: I have to state once more how remarkably refreshing this beer is in spite of its complex collection of dark, flavors. Light and dark, sprightly and deep, this artful beer is an ace at mixing separate sides of the spectrum.   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 As you can see from my rating, I like everything about this beer. Mouth feel, taste, look. I find it to be the beer that has no peer. It has a maltiness like a strong brown ale, but a hoppiness like the very best IPA. The oak flavoring is effective and makes is a world-class ale in my opinion. I compare it to Oaked Arrogant Bastard, but I find Burton to be smoother, maltier and sweeter and less bitter, though Burton is slightly boozier at 10% ABV. I would put this in the "one to have if you are having only one" category. Two of these might put you down. Share with a friend. Ages well. I've had a few tucked away, and Burton gets even smoother with age. It is not a beer for every occasion, but when called upon, it never fails to deliver.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottled 07/01/15.    Deeper copper color (SRM 4-7ish). Fairly fluffy cap which dissipates to moderate retention. Fairly hazy. Technically unusual for style but looks very nice regardless.    Smells strongly and primarily of hops with a bit of oak towards the end. Hop aromas are more of the floral, spicy, and pine nature as opposed to citrus — in fact, don't really detect any citrus at all.    Taste is great. There is a distinctive nuance of oak towards the end as advertised which makes a huge difference. Otherwise, floral, spicy, and oddly, more of a citrus flavor whereas the aroma is more piney. Seems rather complex/layered, quite a bit going on.    Feel is maybe a bit to the aggressive side, but very favorable. Absurdly easy to drink for ABV.    Overall I wish I had tried this brew much earlier, however don't know that I would've appreciated it as much without trying numerous other IPAs/DIPAs prior. Absolutely love that the oak is actually present and not just a marketing gimmick — I would probably drink it even without the oak aging on the regular. Good stuff.   
