look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 3 | feel: 3 | overall: 3.5 Fresh bottle, poured.   S: Very good, signature Lagunitas hoppy aroma, a little fruity (mango, orange), a little herbal and slightly dank, and a little piney too.   T: It smelled so good but the smell didn't transfer through in the taste for me. More bitter than what I prefer but not bad.  O: I love Waldos, Lil Sumpin Sumpin, Lil Sumpin Extra, and Hop Stoopid but the plain IPA just didn't do much for me. It wasn't bad but I've gotten spoiled on the big flavor of the others mentioned.   
look: 3 | smell: 1.5 | taste: 1.75 | feel: 3 | overall: 2 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 The appearance was a red/golden body that yields a half finger white head that lasts for about thirty seconds. No carbonation is seen rising. Some spotty light foamy lacing is seen trickling around the sides of the glass. The smell had some malts in front of the hops and comes out very strong. There is some caramel that comes out as the beer warms. The taste was pretty much the same with a nice added sweetness, very much impressed. On the palate, it sat about at a medium, sessionable, balanced wet/dry aftertaste and finish. Overall, this is a good IPA, however, with the malts coming out as strong as they do.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 A draft poured light amber, clear with head that faded in minutes. Fresh orange hop scent. Very inviting. IPA biterness with a dry finish. Light on the carbonation.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 5 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 Nice IPA, moderate head, pours clear. Light citrusy aroma. Pleasant mouthfeel and after taste. Priced right too. Good "go to" choice. Will buy again. 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 Its a pretty good one for one of those big commercial brews that you can get everywhere, not particulalrly exciting but always a solid beer. Ticks all the IPA boxes for aroma, malt, butter finish, without ever really knocking them out of the park.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 5 | taste: 5 | feel: 4 | overall: 5 I'm partial to IPAs so compared to Sam Adams IPA, Lagunitas takes it by a wide margin! 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 A very basic IPA. Tastes of citrus, bready malts, hops. Good entry beer into this style. Good to session. Enjoyed from bottle with no date. Also a good beer to have at your sports bar if they have it on tap.   
look: 3.25 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3 
look: 3.75 | smell: 2.5 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 5/13/17 (Las Vegas, NV) 12 Oz Bottle, no pour. Citrus, hops and pine aroma. Aroma of flowers and biscuit. Solid bitter hops, pleasantly offset by the citrus taste. Solid carbonation, nice feel. Overall good offering!   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Color is amber. Head is an thin blanket with nice lacing. Nose is a nice balance of malt and hops- hops are tropical, citrus, and light pine; medium intensity Palate is quite bitter citrus and pine needles leading into more spicy tropical mid palate finally in a mildly bitter candied citrus finish; medium plus intensity Pros lacing, refreshing, some complexity, crisp refreshing finish, lots of hop character some initial bitterness but easy drinking overall. Con aroma is muted, short palate experience. 90/100.   
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 This is a common but solid IPA that I think is pretty good and quite drinkable.    Look: golden hue, decent head with lacing    Aroma: moderate citrus and pine, perhaps wheaty aroma    Taste: It's bisquit/wheat, grapefruit, orange, and pine, mild, but good.    Feel: Light and crisp   
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Had this in Yokohama first about a year ago, now came across again in Vienna, AT and had to sample it once more to give it a fair review under proper circumstances. I have updated its score now.  Still looks nice, this time I immediately appreciate its fruitiness in the nose, smells tropical, hints of mango rather than citrus. Then the taste is really nice because it is almost like a pale ale with more intensity - in the manner of "less is more." Actually it does work the same way as a PA too, starts out smooth and mild and then bitterness prevails slightly in the end. 6% ABV goes totally unnoticed.   I might want to say it is in the same vein as Sierra Nevada PA - which equals classic.   All in all, I enjoyed and appreciated this beer much more than the first time, perhaps due to my experience in the meanwhile with West Coast ales and IPAs - should I say I might have grown up to this beer?   It was well worth trying it again!   
look: 2 | smell: 3 | taste: 2 | feel: 1 | overall: 1.25 Color of apple juice with layer of foam Fragrant to overripe apple, so it also tastes wrangy that dominates the wateryness that wrangle probably comes from the infamous yeast   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 2.75 | feel: 2.25 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 From Untappd 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 2.75 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Pours a pale gold with an off white head that hangs around and leaves a nice trail of lace.     Smell is big citrus and floral hops with a slight hit of biscuity malt in the back.     This is a very solid IPA. There are some out there with more to offer, but walking around New Orleans checking places with a limited selection, I was stoked to find this.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 From an undated 12oz bottle. Pours orange with a half finger of bubbles. Floral hop and malt smell. Medium feel with some resin. Citrus flavors with a bitter finish. Good example of the style.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Mouthful of citrus and flowers...in a good way. Solid IPA. I've outgrown it, but if the choices are limited at the bar/liquor store, you know exactly what you're getting.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Classic IPA. I have enjoyed this beer many times but finally getting around to review. Probably my first intro to IPA and started me down this path where I am writing beer reviews. Tonight I had a pint of this fine beer on tap at Ulysses restaurant in Wilmington Delaware. Very enjoyable with dinner. Gold color and beautiful smell and wonderful taste. A little fruit but nice malt flavor. When in doubt this is an easy choice for me. Love it.   
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 4.25 I think this is a good entry level IPA. Pours between an amber and gold with a white/light yellow head. Aroma is fairly weak in terms of hop presence - some citrus and floral aromas struggle to get through some biscuity malts. Taste is a bit more pronounced - citrus and flowers. Feel is medium; medium carbonation. Overall, definitely not as good as the first time I've had it. Once you have time to explore you'll find that this is a very good IPA, just not great. Hop Stoopid is a world apart from this.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 2.25 | overall: 3.25 
look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Noted this comment on an earlier rating: "You had this beer. Write a review." Challenge accepted!  Decanted from a 12 oz bottle into a tulip pint glass; no production information.  A: Clear golden to light copper color with impressively foamy one inch head and significant Belgian lacing.  S: Citrus to pitted fruit nose, honey aromas.  T: Malts very much secondary to distinctly grapefruit/citrus flavor which is nicely balanced with the bitterness of earlier hopping.  M: Medium bodied with lively effervescence.  O: Nicely constructed, contemporary American IPA. Would drink, serve, gift.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 No other IPA is needed 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours a very clear orange color with about two fingers of white head. Smells sweet, primarily of malts with some floral notes. Tastes of caramel, biscuit, and some pine. A little bitterness, particularly towards the end. Medium-light body. Aftertaste fades quickly away. Overall, it's nice, easy drinking. Nothing to seek out but a nice drinking IPA.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 12oz bottle into Nonic Pint  Brewed 348 day of 2016 about 3 months old  L- pours a clear amber, with fluffy off-white head, lacing as the beer goes down  S- sweet notes from the malt, stone fruit  T- smooth malty notes, followed by stone fruits such as peaches and apricot, with a piney bitter finish  F- perfect for quaffing, light-bodied, low carbonation, and the perfect mouth-drying bitterness on the finish  Overall, being honest this might just be the best regular IPA I've ever had, amazing balance, super drinkable, and great tasting.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.25 Gold-amber with a large. fluffy light meringue head.    Smell is lemon, orange, grapefruit, grass and wheat.    Taste is toasty caramel, grapefruit, orange, biscuit, cat, rug, pine, and wood.    Pretty bitter, but crisp. Light yet substantial. Semi-dry.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 An old friend. I've always enjoyed this IPA. It's been there for most of my beer drinking days. Slightly hazy. Golden orange with a foamy head. Streak lacing. Aroma is light fruit and caramel malt. Citrus notes and pine in the flavor. Juicy and resinous, well balanced with the caramel malt. A touch of sweetness to it, yet just the right amount of hops bitterness. A nice beer for any occasion.   
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 I picked up a six pack of a Lagunita's IPA at Meijers. I've had this beer before, but for some reason I've never review it and it's time to give it a proper review, so lets see how it goes. 2017 Vintage. Poured from a brown 12oz bottle into an IPA glass.     A- The label looks ok, it's pretty plain and simple and it isn't too eye catching. It poured a nice amber orange color tat took on more of a darker orange color when held to the light with a little over two fingers worth of bubbly off white head that died down to a thin ring that stayed till the end and it left some patchy lacing behind. This is a pretty nice looking beer, I have no complaints.     S- The aroma starts off with a higher amount of medium sweetness with the hops being the first to show up and they impart a mixture of fruity, lightly floral, light green hops and light soapy hops with some citrus rings and stone fruit aromas seeming to show up the most. Up next comes a little bit of doughy yeast that leads into the malts which impart some pale malt, caramel malt, bready, light bread crust and sweet malt like aromas. This beer has a pretty nice aroma. but it's a little on the sweet side for the style.     T- The taste seems to be similar to the taste and it starts off with a higher amount of medium sweetness with the hops still being the first to show up and they impart all the same aspects that they did in the aroma, but time it's more balanced and it's followed by just a little bit of doughy yeast. Up next comes the malts which show up just a little less than they did in the aroma, but they impart all the same malty aspects and they are a little less sweet this time. ON the finish there's a medium amount of bitterness with a hoppy and slightly malty aftertaste. This is pretty nice tasting beer, it's not as sweet in the aroma and it has just enough balance.     M- Fairly smooth, a little crisp, slightly creamy, medium bodied with a slightly higher amount of medium carbonation. The mouthfeel is pretty nice and it works well with this beer.     Overall I thought this was a pretty nice beer and it's a solid example of the style, it's pretty true to style and I thought the hop profile was nice and it had just enough balance to it. This beer had nice drinkability, I could drink a couple of them without getting bored. What I like the most about this beer is drinkability, it's pretty nice for an IPA. What I like the least about this beer is the sweetness in the aroma, it's a little dominating. I would buy this beer again and I would recommend it to anyone looking for a solid IPA. All in all I liked this beer and I think it's a nice IPA and I feel like the hop profile isn't full west coast because it doesn't have that dank and resinous bit, but I like that and it makes a little unique. It's not a favorite Lagunitas beer and it's a nice example of the style. Good job guys, this is a nice IPA, keep it up.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Served on tap into a large snifter. Color brilliant amber with a ton of lace. Very fruity in the nose, with raisin, candy scents. Equally fruity in the taste with with grapefruit, orange and a slick, full mouth feel with a strong alcohol finish. Great IPA - Lagunitas is a solid West Coast go-to.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Good and smooth... 
look: 2 | smell: 2 | taste: 1.25 | feel: 1.25 | overall: 1.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 L - Poured from bottle, Crystal lear autumn gold with white foamy head. Good amount of lacing.  S - Fresh flowers, pine, orange peel.  T - Less hop flavor than the aroma, more malt forward with an earthy, grassy, slightly bitter citrus after taste.  F - lighter to medium body, not hard to gulp down at all.  O - solid IPA. Much less agressive than many being put out today but a solid one noetheless. IPAs should have bottle dates on them though. I tend to not buy hoppy beers if they don't, but my wife bought this six pack.    Edit: after finishing a bottle I realize the bottle date is hidden on the bottle nack in black ink. Looks like this one is from 1/20/17 so less than a month old.   
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours golden clear, with a white head. Smells of hoppy pine. Taste is the same. Mouthfeel is balanced and light. Overall, not too bitter for an IPA. Would make a good entry beer for craft and style.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3 | taste: 4 | feel: 4 | overall: 4 Nice color on this one, foam died down fairly quickly (not my favorite trait), and a beautiful golden color.    Smell is not overpowering, taste is well-rounded, but skews towards "more drinkable." I think this might be the perfect kind of IPA for someone who wants to enjoy an IPA on a hot summer night. It won't leave you feeling down.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 4.25 | overall: 3.25 pours a clear amber/orange, smell is your standard resinous hops. actually tastes very light for an IPA: somewhat hoppy (old school hops, not fruity ones), very light crackery malt, decent carbonation.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This is my favorite offering from Lagunitas brewery. I have tried many others from them and thought they were on the bitter side. Many would disagree but I lean towards the less hoppy of the craft beers and this one is the perfect balance for me. It is very good indeed !   
look: 3.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 3.25 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 32 oz. growler filled at Whole Foods, Houston (Waugh St.)    L: crystal clear gold ... clarity is stunning; pushes up creamy thick head of white/offwhite foam that's very sticky; not much lacing and only a thin collar and skimpy skin, but still a handsome beer    S: loads of sweet citrus fruit, grapefruit; as it warms, cilantro, orange peel; halfway into the glass the malt oozes sweetness, cotton-candy sweet tempered by a bit of bitter grapefruit; candied orange    T: BITTER ... wow ... bitter/bittersweet grapefruit and cilantro and something else green ... hops for days; as the palate adjusts, a big chunk of malt sweetness begins to balance things; the mix of bitter hops and sweet malt offers a clean grapefruit, sweet candied orange and mango flavor; aftertaste has an earthy dirt-hop flavor    F: slickery ... ale soft and slick, plenty of carbonation but it's filled out by a decent weight from the malt, which also seems to soften it; the carbonation doesn't fill it out but offers a nice prick at the end of a swallow, right on the end of the tongue, and it makes for a near-perfect quaff    O: what the American IPA is all about; this must be fresh (this Whole Foods has a great track record of bringing in the freshest stuff) for it is popping with hop flavor, and when the malt flavor kicks in it's a great mix of sweet and bitter flavors; the big grapefruit notes are a personal favorite; seems very simple and overly bitter off the first sip, but as you get into the glass the complexity is nice   
look: 3.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 Pours a clear light copper color with a fresh 1 finger head. notes of citrus and pine on the nose . Taste is citrus forward with a large malt finish . mouthfeel was crisp slight bitterness wiyh a sweet malt finish. Not one i buy often like the Dogtown better as a PA, then this IPA.   
look: 3.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 4.25 | taste: 4.5 | feel: 3.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3 Big fan of most Lagunitas beer, but this one just does not do it for me. Almost tastes like an ipa lager.....kind of hoppy but not really, taste is not bad but nothing that just screams flavor. Had on tap the other day at a work function (at a bar with a iffy selection) head to head against Moon Man and the Moon Man kicked its ass. Overall though not a huge deal for me...alot of Lagunitas bombers i think are some of the best values in beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 12 ounce bottle into a tulip    A: Pours a clear dark amber orange with an off white full creamy head, lots of carbonation, decent amount of lacing, and some head retention.    A: Piney, citrus, hint of sweet malty toffee and caramel, citrus like grapefruit peel, aromas are subtle.    T: Hit of pine, then some grapefruit peel, moderate amount of bitterness, touch of malt on the end with a dry grapefruit peel note lingering in the finish. The bitterness does become more noticeable as the beer warms.    M: Light bodied with a lot of carbonation and a dry finish.    O: A solid IPA, was expecting a bit more. There is no date on the bottle or packaging so I'm not sure if this beer is fresh or old.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4.5 | overall: 3.5 Look: Crystal clear, dark gold body with a nearly pure white head which starts out as an opaque film, but quickly melts into a smattering of bubbles.     Smell: A light mix of floral and citrus hops creates a nice orange blossom perfume. It is somewhat disrupted, however, by an out of place pils malt aroma.     Taste: While the crisp hop bitterness is IPA-Worthy, the hop flavor is disappointingly light. A tinge of citrus pushes through with limited success. Nothing off-putting here, however, and thecstrange maltiness in the aroma is absent in the taste.     Mouthfeel: Medium-light bodied, but with a suggestion of creaminess in the finish. A refreshing balance of dryness and juiciness is perfectly complemented by medium carbonation.     Overall: No flaws, but no excitement. Had the bitterness been higher, the lack of flavor could have been overlooked more easily, but this beer seems to play a practical joke on unrequited taste buds. The excellent mouthfeel is wasted on this snoozer.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.5 ok ipa 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 Very good IPA. Citrusy, somewhat sweet, tons of bitter hops. Not my favorite Lagunitas offering but it is definitely a treat and I would buy it again.   
look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5 Shared by Jon. Nothing to write home about. Cardboard taste. 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Poured from 12oz can with no freshness or bottle date into standard pint glass.     L: Honey amber, finger width white head recedes into thin layer.     S: Citrus, floral, herbal and piney hop aroma. Fresh baked bread from the malt section.     T: Wickedly complex, this shifts between all the hop flavors until it mellows out from the sweetness of the malt. Hops linger on long after the last sip.     F: Light bodied, crisp and refreshing.     O: Another solid IPA and another solid beer from Lagunitas.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
