look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 If I'm reading the date on the can correctly this should be a very fresh one but the aroma and taste do not suggest that this is the case. So either this is a fresh can that has been exposed to extreme conditions or the labeling format is misleading and ambiguous. This beer looks nice with a clear amber appearance and with a nice two finger head that does not last for long however. The nose is fairly malty, with some piney hops to provide some balance. The taste is also malty, with some bitterness late on. Some caramel and toasty notes but as far as hops are concerned it's just bitterness they contribute.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 2.5 | feel: 3 | overall: 2.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 5 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 Nice orange tinged see through beer with lots of carbonation bubbles and an off white head. Classic IPA sweet citrus and pine scent with a slight malt back. A bit less fruity than your 2017 IPA, this one has a good mix of hops and malt. The feel of this beer is pretty darn good. Smooth and creamy with lingering piney bitterness on the tongue.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 3.5 | feel: 3.75 | overall: 3.75 Very good smell, like grapefruit and orange peel, tastes just like grapefruit, pretty bitter, if I had to drink an IPA would defeat merely drink this but not really into iPas so probably won't drink it again.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 My favorite widely available beer. Just great taste, body and drinkability. 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 5 | taste: 3.75 | feel: 4.75 | overall: 4.5 Very good for what it is. I'm not into IPAs that much, nor fruit beer, but this was decent.   I'm much more into stouts, porters etc 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 One of the best IPAs I've ever had 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 This IPA has a nice citrusy note to it with a slight caramel bite at the finish. This is a great summer evening IPA and pairs well with all bbq-type food.   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Perfect balance of citrus and hop taste. Apricot, and orange notes in the palate along with robust IPA hoppy depth. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Poured into a chalice: color is straw gold, a slight dense quality, not hazy just not clear - pretty spot on for an ipa. Head is brighter off white with fine to medium sized bubbles, head presents 1/2 inch thick and lingers very well.     Smell is citrus rind, dominant, then light clean pale malt.    Taste has slightly more maltiness, citrus/grapefruit/earth like hoppiness pervades. Just well constructed, simple but hoppy flavor.     Mouthfeel is moderate, with good carbonation, great bitterness, and just enough sweet balance.    Overall a very good IPA - simple, hoppy, bitter, no extraneous flavors.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 My personal gold standard of a finely balanced IPA, as long as its on tap. Great aroma noting grapefruit and some lemon oil. the citrus flavor stays on point throughout and finishes very well. Makes me miss the days of sitting at the pub in Hawaii and enjoying a couple pints.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Updated review - I must have gotten a bad/old batch initially. My local grocery store got in some fresh cans - wow. probably close to perfect ! Well balanced, well crafted IPA - probably the best "grocery store" (or any store) IPA out there!    Sorry for the bad initial review - Sculpin has become my go to IPA   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Ballast Point Brewing (San Diego, CA) Sculpin IPA  What does an IPA taste like? This!  I have long been intrigued by this beer that sells for $13 (or more) a 6 pack. From start to finish (nose to after taste) this beer is impressive.  Unfortunately, at its price point, I may never drink it again. The only reason I am trying it is that it was in the Ballast Point "Sextant Collection" variety 12-pack.  7.0% ABV, 70 IBU.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.75 | overall: 3.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 22oz Bomber poured into tulip glass,Appearance is Hazy Apricot,with pillowy thick head good retention.Nose is mango,apricot,and pine.Taste follows the nose with a nice hop bite and lingering grapefruit pith mid palate.overall a classic west coast ipa that is a model for the style.this brew from a renowned san diego brewer is not to be missed.Highly Recommended   
look: 4 | smell: 4.5 | taste: 5 | feel: 4.25 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This was poured into a nonic pint. The appearance was a hazy burnt orange to slightly bronzed brown color. There’s a nice looking big white foamy two finger head that dissipated to a rocky level for a sustainable moment but eventually dissipated to a fine lacing sticking and sliding at the same time. The smell had a nice sticky sweet grapefruit, light lemon and pine running over some light caramel malt. The taste was sweet and bitter with a fairly decent sweet piney to lemon bitterness over my taste buds. On the palate, this one sat about a medium on the body with a fairly decent sessionability about it. I would say this was fairly sessionable. The carbonation was good for the style and for me. There’s a nice bitterness running over my tongue in a proper AIPA sort of way. Overall, wow, this was a great AIPA that I could bang again. It came across in every good AIPA sort of way and has a good sessionability about it that could definitely go with it’s respected food.   
look: 2.5 | smell: 4 | taste: 4 | feel: 2 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Poured golden in color with a decent head and lacing. Nice hoppy notes with a hit of citrus and floral. The taste was very good, very balanced hops to citrus with a mellowness to this beer. Got a lot of dryness on the finish with a burst of lemon/orange. This is a solid beer all around, medium bodied.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 From the growler, it pours a solid amber with a nice head. Some lacing as you enjoy it. Pine and grapefruit in the nose. The mouth gets a nice modest bitterness that follows the nose. Nice!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3 | taste: 2.5 | feel: 4 | overall: 2.5 Look- Poured from a can, copper in color, slight haze, a thin cap of creamy white head, no lacing.  Aroma - Fresh grapefruit, lemon, some pine, grass.  Taste - Like the aroma, sharp grapefruit, bitter pine, grassy, caustic, thin crackery malt with a vague sweetness.   Feel - Medium bodied, very carbonated, crisp.    Overall - Just another IPA in an endless sea of IPA's. Nothing stands out, nothing makes it any different.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 idk what I'm doing but this stuff is good. 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 A very solid entry in the IPA category but I much prefer the Grapefruit Sculpin, see review to follow. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 best ipa ever 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 Serving: 12 oz can (date code "17067") poured into a Spiegelau IPA glass.    Appearance: Clear, bright gold with a tall, foamy heady of white bubbles and thick, sudsy lace.    Smell: Pine needles and sap, grapefruit zest; peaches, apricots and mangos.    Taste: Fruity and juicy: plenty of ruby grapefruit, peaches and tropical fruit. Dank pine resin and herbal bitterness cut through the fruit notes for a clean, dry finish.    Mouthfeel: Medium body, slightly oily feel and moderate carbonation. Just a hint of alcoholic heat as it loses its chill.    Overall: Quintessential juicy IPA with plenty of citrus and tropical fruit notes, but still enough balance and bitterness - solid, drinkable IPA.   
look: 4.5 | smell: 4.25 | taste: 3 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Great IPA. Very drinkable, smooth, crisp. Delicious! 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Solid baseline IPA. Plenty of pine and hop, not too punishing of a finish. Doesn't hold up to the likes of Maine Beer Co, Treehouse, Trillium, Other Half etc... however, a solid beer that's very easy to get your hands on both on tap and in bottles around Boston.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Good good good! From tap at their Long Beach location. 
look: 4 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 First of all, the beer looks spectacular in the glass with a dark gold look and nice head that holds well as you drink. The best thing about the drink is by far the flavor hints of pine yet has some sweetness to it. It doesn't have a strong scent to it. Not as bitter as its brothers to the north being Washington and Oregon IPA's but most definitely is a wonderful beer.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 This is my go to IPA. Heavy pine notes, crisp finish. I ofter like to buy IPAs from the store that other people swear by (usually east coasters), and then I come back to this one and remember how good it is. When trying other IPAs from Whole Foods, etc, I'm disappointed more ofter than not, not because the beers I'm trying are bad, but just because I've become spoiled by how solid of a beer Sculpin is.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 3.5 | feel: 4 | overall: 3.25 Strongly aromatic with pine and citrus, pleasant in the front of the palate echoing the aroma, but it gets more unpleasant towards the back. Very bitter in the back of the throat with too much unpleasant linger. I understand this is a classic IPA staple but it is not my kind of IPA. I desire more malt and balance. Still, I admit that I need to revisit it in depth and it may grow on me.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Being in the top 250 I expected a lot more. Not that it isn't great, it really is a delicious IPA and I would buy it again. It's just that I've had many other IPAs that aren't in the top 250 which have impressed me far more than this one. Easy to drink compared to other IPAs with plenty of citrus and hops, smells and looks great, and in my opinion would be a good starting IPA for newer beer drinkers.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 17040 printed on the bottom of the bottle.  12 oz. bottle poured into a nonoic style pint glass.    This beer looks great with a 2 plus finger, soft and fluffy, almost white, lasting head resting over a crystal clear, golden amber body. It has a decent nose with pineapple and citrus notes. In the mouth it has the same citrus flavors with a decent malt presence, moderate hop bitterness and finishes dry with some lingering bitterness. With the medium carbonation and light body it is pretty smooth and easy to drink.    I think this is a great IPA that seems to pale in comparison to the new order of IPA's. I would drink this again but will most likely go with local options that haven't had to be shipped across the country. Though I am glad to have finally tried it.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 You know, I've had this several times over a couple years and am just now rating it. I like it. There's nothing wrong with it. But in a market that includes IPA's that have become inventive and diverse in their flavors, this is kind of bland. Not unpleasant. Just not impressive and unique. But that's ok. Sometimes you want a higher ABV, non session IPA that is dry with medium to low hops (for an IPA), no floral or fruit or any other notes, and a super clean (again for an IPA), slightly dry finish. After normalizing your palate to IPA's, you'll probably find Sculpin to be good but unchalenging and palatable to drink over an extended period of time, as long as you don't fall down. I personally use Grapefruit Sculpin as my benchmark against which to measure citrus infused IPA's, but that's a different beer, different story. This isn't a shot across the bow of Ballast Point which I think produces some amazing brews, especially The Commodore, particularly the holiday version. Ok, now I'm just ranting.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 Foamy head. Strong aromas and notes of hops, as you would expect. However, the hop taste is balanced by some malt and yeast character, so it’s not an IPA that punches you in the mouth, and is surprisingly smooth. Floral, tropical fruit notes. Dry finish with the faintest hints of citrus. Cool artwork on the label...ugly fish but a great beer. Pairs nicely with fish tacos.   
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3 | taste: 4.25 | feel: 3 | overall: 4 Drinkable; but, 97? No way. There are a hundred better IPAs out there. But, even at number 101, it's quite drinkable. What a country! I'm old. Trust me; we've come a long way.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 This beer is as tasty as the wicked-looking sculpin on its label is hideous. Mellow, bitter, and sweetish without any tang of alcohol at 7.0%. Bursting with flavor, will drink again.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 Not sure what the hype is surrounding this beer. Would not be a beer I would seek out again. In fact, I've yet to find a beer in their collection that I've enjoyed. Not sure if it's the marketing that's gotten them the hype, but this beer doesn't do it for me.     The pour was probably the best thing about this beer, though nothing stood out as memorable. Copper in tone with some haze & a decent head. The nose was strong on citra, but lacking any depth or complexity. It didn't get much better from there. A malty IPA with a piney finish and little bite that is characteristic of a west coast IPA. Decent mouth feel, a touch on the dry side which I actually prefer. Overall, an unimpressive beer in an overall unimpressive line up. Not sure how/why this makes the BA250.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 355 ml bottle poured into a snifter. Light amber, clear. Small, white and frothy head. Slowly diminishing to a small crown. Decent lacing. Strong hop aroma. Resin upfront, later very citrusy some tropical fruits. Flavor shows very high hop bitterness. In a mouth-feel has a medium body, Is quite oily, smooth with an average carbonation. Long lasting dry finish, lingering but not harsh. Fantastic American IPA. Bit of warm alcohol in a finish.   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 3.5 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.25 This to me is the IPA breed standard. Not theven best IPA and not the worst. This is the beer by which I judge all other IPAs. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 3.25 | overall: 4.5 
