look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 The last of the first 3 impressions, and the one that cemented IPA over Imperial Stout for my overall preference. Stone and Bells are my faves, until I discover a brewery I think is better. My tastes are pretty set after a decade, but change could happen.   
Keelin 
xungmound98 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Delicious and smooth. It smells like chocolatey, roasty goodness with some mocha. I wish I could wear this as perfume. The taste matches the aroma, plus great hoppy flavor and bitterness. This is a wonderful, good looking brew that I could drink every day (if not for the price; haven't seen this bomber under 10 dollars around here!), my only complaint is the slight aftertaste. It's a bit astringent and aspirin like, more so than other IPAs/APAs I've had. Still, pretty amazing!   
stonefan55 
charlie0198274 
Steve78 
ThePaleRider 
three_bags_full 
stomioka 
erushing 
look: 5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.25 
brock125 
rfoltz53 
Dan269605 
bnelson997 
Jaycakes 
Shortys8 
DoctorEvil65 
Lizzie8148 
zacgadams 
ale_addin 
ferralferrets 
Brewtuber 
This pours a very dark brown/black color with a foamy light brown head. The aroma is rich and hoppy. The flavor is rich and bold with deep robust tone but still very hoppy. This finishes with an oak after taste and leaves a lingering bitterness. Very well made for the style.   
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
BrewRy 
mdlb44 
zak333 
sdlhy 
JDean439 
ManBearPat 
Pours like a thin darkness. A little licorice on the front end. Reminds me a big kid candy. Thumbs up. 
DCH 
Rich13p 
WasupBeerQueen 
ed_loves_ipa 
adolphn5 
jroof1 
DCHritz 
chillwave22 
NHSTEVE 
Blazer22 
Bogdawg 
Austinmschauer 
Tuckersmth 
macesq 
A unique beer unlike anything I've had before. Truly remarkable flavors. Like the bottle implies, you'll hate this if you havent' had an ample sampling of beer over the years, and you may still.   Deep, complex and intricate flavors abound. To bring out some of the complexities in an enticing manner and to truly savor the finish this beer offers, enjoy with a cigar.   
look: 4.25 | smell: 4.25 | taste: 2.5 | feel: 4 | overall: 3.25 Look- Look is exactly what i was expecting from the Oxymoron that is the Black India Pale ale, i expected it to be black with a mocha colored head and thats exactly what it is.     Smell- Smell is insane, imagine you took a super fresh draft guinness and set it on the table then right next to it put a cup of fresh hops and smelled them both at the same time through separate nostrils and thats what you will get with this with a hot scent of liquor in the back.     Taste- Let down, flavors clash wayyyy to hard, it trys to be a stout without a heavy body so you get that chocolate and char taste but then you get extreme bitterness from the hops because its trying to be an Imperial IPA at the same time and they do not flow smoothly o your taste buds, leaves an off flavor in your mouth that thankfully dosnt stick around its very similar to that skunk gross flavor that HopStoopid provides.     Feel- Mouthfeel is great once you get over the fact it taste like complete crap. Fully body feel like a lighter stout but still feels like an IPA mouth.     Overall i won't i wasn't too happy with the beer, i won't ever buy it again nor will i recommend it to anyone who is interested in trying a BIPA. spent 9.99 on a bomber and drank maybe 4 ounces of it before i dumped it all   
DougAppleby 
wesley777 
neil2me 
chasmandocharles 
BreweryRun 
bandito1200s 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
lillitnn92 
Fabriciocvel 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Appearance: It has a nice dark brown color to it. It has a nice creamy beige head that dies down slowly and leaves beautiful lacing.    Smell: The aromas definitely give out hints of roasted malts, some coffee, bitter pine resins, some caramel, floral hops and light citrus.     Taste: Like the aromas, it has some roasted malts, light coffee, some toasty/caramelly notes, bitter pine resins, light floral hops and faint citrus.     Mouthfeel: It has a low carbonation with a nice overall balance and feel.    Drinkability: It's a very smooth drinkable beer accompanied by good flavors and aromas. I'm not a huge fan of the style to begin with but I must say that this one is quite enjoyable.     Serving type: bottle   
pkkosmatka 
Sebas 
KShophead 
csrbv 
yspiff 
SLOTHLIFE 
a77cj7 
msumike89 
htdoerge 
HowlingTurkey 
Techichi 
MurrayMumbles 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 3.75 Pours a pitch black color that's actually a little thinner looking than I am used to. It has a big 3 finger brown head that lingers for a bit before lacing the hell out of my snifter. First smell is fairly hoppy. PIne notes mostly. There are some muted roasty notes in the background. It's pretty muted. First sip is quite similar to the nose. Piney hops. Roasted malt. Some subtle coffee notes in the background. A little char bitterness finished the brew off. There is a pretty clean finish with a low bitterness. It's very drinkable and the alcohol is hidden well. Not one I'd seek out again but that's moreso the fact I don't love the style.   
Rule870 
cfadams17 
Psupunk 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.25 
dripa8 
Halluxone 
harryhops 
stwok21 
intangible 
GTJayG 
newbeeraday 
Cdubs9 
HunterSBeerson 
SayBoom 
DannyBuckets 
olradetbalder 
ItsPhipps 
Bang! Love it! Black IPA. Drinks like a stout. Piney hops with roasted malts? Smooth with a hidden bite back that is darn near unnoticeable. Almost chewy if an IPA could be called chewy. Subtle hints of citrus fruit. 12 oz bottle.   
Hetlegioen512 
Fox82791 
Juno_Malone 
David_Menendez 
corywalston 
zier 
Rich and dark like a porter or stout.    Subtle hops, very drinkable and delicious 
Mac_McNelis 
ChronoZaga 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
williahd 
ripperltj 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 A: deep brown; 1 finger light brown head that receded to a thick collar; very nice lacing;    S: really well balanced; tropical fruit hoppiness with roasted grain in the background;    T: balanced with piney hops and roasted grains; bitterness builds from mid-palate through the long finish;    M: medium bodied; moderate carbonation;    O: as good as it is, I remember it having more hops in the taste and I miss that;   
ejohnson654 
1Sundown2C 
trevordglenn 
Steinberger 
Ardeer 
hophead81 
DennisDullea 
josh_dewey 
jricharc 
ROGUE16 
Dark, sweet, vanilla notes, chocolate flavor, spices (chicory?), balanced and smooth with a somewhat peaty and toasted malt finish that reminds one of a hearty stout. 8.6/10 not spectacular and doesn't remind one of an IPA, where are the hops?   
RavenForBeer 
BPMeyer27 
Brewben_James321 
AllanPatchin1016 
thomasarose 
Beer_faerie 
Jdra 
Mshea805 
jayhop23 
PrendUnVerreDeBiere 
ppavlick 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured into a snifter from a bomber. Review from 4/14/14.    Color is black with a thin tan head. Lots of lacing.  Aroma is grassy hops with caramel sweetness.  Flavor is intense piney hops on the palate that mellows to allow some deep roasted coffee to show through. Finish is mildly bitter with a malty aftertaste.  Medium to full body with moderate carbonation. Smooth mouthfeel.    Overall, an excellent example of this style of beer. Definitely in the top tier.   
TheNightwatchman 
TheyCallMeYukon 
AnHeroicHippo 
MilesRaymond 
AFDerek 
SurlyZach 
sheenisgod 
mamaraza 
BradColeman 
Buttstallion 
Wallyburger 
cfrobrew 
HopsAholic79 
pheelingIt 
If you think you would like to try a variety of Black IPAs, don't try this one first... it will ruin the genre because you won't find another like it. One of the most enjoyable beers I've ever had.   
GRFounder 
Bikeage_ 
WeizenGuy 
Fellysmarts 
Leschber 
LakersGotRings 
mayxday 
Stillyman11 
Khaack 
mmilyko 
SpasmWaiter 
ADKbeerguy 
kevinmaher 
bundy462 
bitter and did not enjoy the flavor. 
jandadeboer 
Angling_and_brewing 
alostplot 
griffey123 
DesertRunnerIPA 
jweik 
Norseman 
Slizy22 
metmorg 
DoubleH 
Mrchato 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 I am getting into black IPA's, actually, I have been for a while bu this is the first time I have reviewed one.     Appearance: Black, but not totally light free, there is some light that escapes, looks very much like a porter. Not totally black and absorbs light like a Imperial stout, but from a distance you might think that it was.    Aroma: Some hops, burned malts, some caramel sweetness, but nothing like a stout. This is an animal all of its own.    Taste: Hops, bitterness, like a bitter dark chocolate, but definitely like an IPA, but with some charred malts incorporated. It is what you would expect to taste if you blended a pale ale or mild IPA with a light stout or porter. I am intrigued by this combination.    Overall: I like this style of beer, its not better than any of the other ones I have had, but its not really worse. They all are around the same in quality, at least the ones that I have tried. This one is worth seeking out. I have a 4 pack of Founders Dark Penance I am looking forward to trying, I am interested in seeing how this compares.   
Gkruszewski 
Pinioned 
erkrause 
primaldiscord 
Dsimenson 
GangOf1 
jnowak 
mschrei 
rgirl 
DanforthPewter 
Cafu912 
nhirsch04 
603to843 
joev16 
BeerBobH 
Coconuts 
moshea 
OARiise 
GWeeks 
Shnanign 
maddog1495 
moutai703 
Fordknox 
carlmoberg 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
Josh_951 
McBraniel 
uwmgdman 
genomorgan 
APH 
raulazzer 
razorsdescent 
lovethebelgians 
yancot 
5byfive 
PJKSR02 
WallingBrew 
cuvtcuv 
Hopzilla_MN 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Dark brown pour, nearly black. Can really taste and smell the hops. Strong, bitter, dark beer- but drinkable, not too filling. Another solid stone beer, great black IPA   
hoppyishappy 
jdciencia 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 I like black IPAs and Stone's offerings so I knew I wouldn't be disappointed.     A - Nice rich black color. Off white colored head with fine bubbles and light lacing.    S - Tons of citrusy, hoppy goodness and then some roasty aroma.     T - Great NW hops that provides a ton of flavor coating the palate. There is a sweet roasty character that compliments the hops very well. There is a strong bitterness from both the hops and the roasted malt but there is a sweet malty character that helps balance.   .   M - Moderate mouth-feel. Moderate carbonation. The mouth-feel allows the flavors to be savored and the carb helps the hops pop.    Overall, this is an amazing black IPA. Definitely a beer that I could drink often. I wouldn't want more than a couple at a time due to the tremendous flavor impact and bitterness but it is a tasty brew.     Glass- Snifter   
Jenebauer 
Kraty1 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
DMc8ride 
Escoerick 
hockeyfighter19 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
Candledswans 
Rave 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Certainly digging this beer... Solid right across the board.. Taste is right.. Look is always cool beans with Stone.. The smell has a nice hoppy Porter type smell.. Loving it.. Stone brewery never disappoints...   
bsling 
dheldman 
Nuclearx 
Dogstickfetch 
zstrue 
iL0VEbeer 
gregcordle 
RochefortChris 
Guinnesswasmyfirstlove 
cursive7 
Go4aBrew 
kmos27 
Trooper92292 
TubaManJack 
bvlaminck 
MDM 
BabaBeer 
Stephen_Woods 
Devil_Doc 
GMorgan 
Lane_in_ID 
Theniz 
t2grogan 
irongator 
sjrodriguez 
Godsmaq 
Hootie159 
mccrackrlm 
Feelin_Tipsy 
qcghost 
hambone 
Chucker17 
Fillossofher 
AndreasDif 
bobbycabeza 
InsaneBeerLover 
embass 
Joshu1976 
PirateCraft 
greenspointexas 
MaxPowers 
voljaire 
KG710 
KerryCummins1977 
Jhuntpt 
Keely_Kennedy 
ryanjtravis 
Ihadbeer 
JasonL02 
HipHopAnonymous 
mpg2384 
Sam-VW 
Esmitab 
Los1324 
mike_dawson 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 L: probably the best looking beer I've ever seen, beautifully dark with a nice creamy head and nice bubbles   S:smells like an ipa with a hint of chocolate   T: a unique blend of 2 of my favorite beers, an ipa with a slight chocolate and maybe a hind of almond flavors. It has a strong hoppiness with noticeable citrus notes. A power fullbodied flavor of hops citrus and chocolate, possibly my favorite beer I've ever had  F:leaves a nice hoops flavor on your mouth that leave you asking for more  O: poured into a glass from a 1 pint 6 fl Oz single serve big boy bottle. Was excited to try this and it way exceeded my expectations a top notch brew.   
Murphymrsi 
oldmankoch 
Bmftbl8 
Cbakexo 
Taologic 
William72797 
Johnroby 
AMCimpi 
allenm8 
sunsjammer 
booga73 
Santosizer 
TheRealtor 
TheBigBoy 
hunterjames 
WhoDatMatt 
Highbury09 
Frankverschuere 
dustincook 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured into a pint glass.    Appearance: Pitch black with a thick tan head and a ton of lacing.    Smell: Pine, roasted malt, hops.     Taste: Very hoppy with burnt malts     Mouthfeel: Smooth, medium body.    Overall: Great beer, smooth, delicious, ton of hops.   
3ricks 
JackieAnton 
petewheeler 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured into a Dogfish Spiegelau glass. Bottleneck says Enjoy By 12/05/14.    A- Pours a 99% opaque black color with a 1/2 inch dark tan head that retains well before becoming a thick ring around the edge of the glass and a half sheet of surface foam. Drippy, semi-resilient lacing.    S- Hops, booze and dark roasted malt. The hops are grassy and the booze plays off the malt sweetness to create a brown sugar/caramel quality.    T- All the elements come together in a big wave of semi-astringent aggression where it's all happening so fast you can't pin down which tastes are which. There's some coffee that's cut off by the hop bitterness that's interrupted by the sweetness from the malt that's abruptly diverted by the alcohol. All this chaos comes to an end once the palate acclimates and everything starts to make sense. The hop flavors start to work in harmony with the coffee and char notes that once seemed to be random. The booze bite goes away and the sweetness acts as a mediator between everything else to present the profile's complexity as a whole. Remarkable.    M- Somewhat creamy and quite viscous with a bit of a tingle from the hops and medium carbonation. Fullish body.    O- Though I feel like this beer is better realized and a bit smoother on draft, the bottled version certainly does it justice. An unforgiving Black IPA that is the prototype for all other Black IPAs.   
Resuin 
Damageman 
Meyers1023 
ColdWaffles 
shoegueuze 
Ppuech 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Black mahogany color with a one finger head with medium retention.  Bold aroma with strong pine notes, voracious yeast and earth.  Intense Flavor with notes of tea bags, pine, toasted malts, licorice, coffee, grapefruit, concentrated lemon and charcoal.  Very dry aftertaste with an eternal lasting bitterness.  Light to medium body with mild carbonation.  Alcohol of 8.7% is superbly well hidden.  Intense Black IPA, a hop juice with lots of pine notes. For hop heads and illuminated only.  Ap.3,5 Ar.3,75 Sab.4,25 Sens.4 Cj.4,25   
Jaymello 
RRC03 
jharris0624 
steve2tb 
Poured from a bottle into a snifter at around 45°F    Appearance (4.25): Black with a two finger tan head    Smell (4.25): pine and fruity hops prominent with undertones of caramel and roasted malts    Taste (4.25): Hops upfront that fades into slight roasted malts    Mouthfeel(4.25): Silky medium body with substantial bitterness    Overall (4.25): Id rather have an IPA or a stout, but as far as Black IPAs go, this has to be one of the benchmarks. My favorite in the style so far. One part hops and one part roasted malts. Good stuff!   
Washuffizi98 
McBAINx 
look: 5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.75 
erwityk 
Recondopf 
brocktune 
theschmooz 
jhartley 
Matt411 
dnetnil 
tally 
tbunting75 
bzzpop 
Newport_beerguy 
RBCBrams17 
A: Dark, black oil color. Thick, light khaki head. Crystally lacing    S: Very earthy, wood, slight fruit hops and slight grassiness. I actually smell a little toasted marshmallow as I keep drinking it.    T: Very mellow, subdued and earthy. Smooth and not has heavy as you would expect. Just a faint bitterness to let you know that the hops are there.     M: Not thick, not light, just right. Little carbonation with chalky finish    O: Awesome, awesome beer. Black IPAs are always a hit or miss for me and this is right on. Would definitely drink again and it's probably my favorite bottled Stone Brewery beer.     Update: Just tried this beer with steak, blue cheese and soy sauce and it tasted amazing. This beer goes perfect with really savory food.   
Ebrill 
Appearance: An opaque, ebony brew with a smooth tan head that melts quickly due to the high alcohol content, but still leaves lacing on the glass. 2/3    Aroma: Refreshing C-hops mix surprisingly well with roasty coffee notes from the malt. Some tropical fruit aromas add additional brightness and complexity. 12/12    Taste: Roasted, almost smoky malt leads to well brewed coffee flavors that mix nicely with a heavy sigh of citrus, earth, and pine. Almost reminiscent of a rauchbier, as the smoky flavors give way to some uniquely savory tastes. 19/20    Mouthfeel: Medium body leads the way to a dry finish, thanks to a medium dose of carbonation. Slight chewiness brings additional depth to the flavor, while typical IPA bitterness reminds us that the beer is ultimately "true to style." 5/5    Overall: A unique, delicious, well-crafted IPA that balances black smokiness with bright hops. There definitely exists the notion that by calling upon unquestionable expertise, this beer achieves the nearly unthinkable. Absolutely incredible. 9/10    TOTAL: 47/50   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Black IPAs are one of my favorite beer creations. The creativity of balancing roasted malty goodness and hops that complement these flavor produces amazing beers. Stone's Black IPA is a great example of a complex amazing beer. The taste is well balanced of malt sweetness and hop bitterness with an acidic middle taste of mild balsamic vinegar.   
Johnny_cage 
Jamstone714 
Aeroscorp 
aprdck 
LaLaSnite 
BeerNDoggerel 
gelasin 
chefbigjon 
Very good but be warned, very strong and in your face. One of the stronger Black IPA Beers I've ever had but outstanding. 
Hophazzard 
EnthusedAboutBeer 
The-Hoptometrist 
Christopherchurch 
Cooper 
EliRix 
Wrex68 
Renegawam 
Remr 
MattWhoElse187 
IPA_Weather 
Omegaf0x 
A - About 2 fingers of light khaki head. Great lacing and retention. Deep black body.    S - Floral hops and sweet malt with a touch of orange.     T - Floral hops, roasted malt, more floral hops and sweet orange. Very little bitterness.    M - Full bodied with medium-low carbonation. Easy drinking for the high abv.    O - I expected a lot more roasted malt and bitterness considering the style, but it was a great beer nonetheless. I'm thinking that the bottle I had was past its prime as far as intense hoppiness, but for some reason a lot of great hop flavors stuck around. Flavor profile reminded me of Terry's Chocolate Orange.   
Malone47 
dtm426 
jds16 
So I had this (7 years old) side by side with Stone's 10th Anniversary (8 years old). Not bad, practically a barleywine-but I'm just gonna come out and say it. It could have used another year of age.    Tasted like a cross between a barleywine and an IPA, and, at this point, I would have preferred if it just went full IPA.    Muddy, brown color. Not flat, astonishingly.   
Pours black with some deep amber highlights. One inch head that clings to the glass quite well. Definite hop presence in the aroma, slight citrus, and roasted coffee. Taste has a pretty strong vanilla component blending nicely with pine and citrus hop. Great black IPA, its nice to see this style picking up some momentum!   
dcerdman 
very tasty. Hoppy front with strong backbone. Great Balance. No overt alcohol taste even tho it's 8.70 ABV. Came in a very reasonably priced variety case way here on the east coast. Happy with this one   
Really enjoyable black IPA. Sets the bar high for others. 
Mgraupner26 
boevez07 
Jakeonaplane 
dannykperkins 
yamcarts 
Mbennett 
tykechandler 
BigDiesel 
CarlosRuizsChauffeur 
kevkize 
Jstonerock24 
I am not an IPA fan by nature - I gravitate towards the 'Dark Side.' This is the Skywalker of IPAs. Bringing the malty darkness akin to a Sith Lord with the tremendous zest of a good Jedi IPA... OK - done with the StarWars analogies. A very good IPA for us stout fans.   
Shaughnkelly12 
LutherBrau 
Kevin72 
Dr_Fox 
hartyboy 
GarrettFM 
JeffONeal 
numbers 
ironchefkook 
RedAleMan 
bigox420 
ChrisCBeets 
John56Crown 
jaramilr 
Flip_Smash 
Gdirt 
JohnofUpton 
Nat1975 
aclisb 
Bubbawilly88 
teamwiggum 
SlightlyGrey 
ChrisinRI 
Piojo24 
KMitch 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
ShadyRigglesbee 
Chilly_E 
Thothamon 
Lmr02011 
malfunxion 
JC95ISU 
straightlambic 
craft_is_king 
autopropulse 
pxc13 
AHOTLE 
BeerDudeAbides 
hugod 
nicholasblack 
Vogt52 
JPZ 
Albowski69 
hypno 
Timotheus1 
diamondlie 
mynewbeers 
dt_gbpackersfan 
naDOOFUS 
djchrismac 
First BA review in a few years! Dark ruby when held to the light with big sheets of thick lacing. Great aromas from this one, malty and dark roasted notes, slightly sweet and subtle vanilla. Soft on the pallet with a nice hop texture, finishing with a lasting dryness till the next sip. Very balanced BIPA, lending itself to the the hoppy side of the range. The strong ABV is controlled and not overpowering, but shows on the finish. I really like this offering from Stone and see it as one to judge others.   
Big_Dave 
Pat_McWilliams 
Pearlstreetbrewingco 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
Dshiznit321 
IvanJ126 
Glanzman 
Mattyneg 
AleHunter805 
bcaputo99 
ubenumber2 
Stone Brewing Co.  Sublimely Self-Righteous Black IPA  “Enjoy By” date of 10/20/2014 printed on bottle  Date Reviewed: September 7th, 2014  Glass of Choice: IPA Glass  12 fluid ounce bottle    Eyes: A dense tan head collapsed and left a good amount of sticky lacing. Dark brown body… coffee coloured would best describe this body as it had a translucent brown glow around the edges of the glass.     Nose: The hops hit the nose hard: primarily floral with minor herbal traces. Very subtle presence of toasted malts… subtle may be too generous of a description here.     Taste: An explosion of floral and herbal hop flavours hit the tongue right off the bat. A weak backbone of toasted grains and coffee made up the malts. The brewers over at Stone nailed the balance here… just the right amount of warm, toasty malts to showcase a very fresh and heavy hop flavour. Medium-bodied. Moderate-heavy carbonation.    Overall: Excellent black IPA. A real treat for hop-heads.   
markmo 
jamesaharvey 
TequilaVoodoo 
JoelP63 
TripelMark 
RanchHand 
CalebR1 
kotzbauerm 
Sir_Gourlami 
Pacioli1445 
zaptone 
GameOfBeers 
Yambag1783 
Farnswurth 
nbutzier 
MaryW 
krossoverking 
lloydboss 
BigJohnShow 
Proterra 
Rootscipio 
broadway848 
rafletch 
Justintrigue 
thgreatrandini 
Fabiand 
MikeRusso 
KYIPAfreak 
Iparedman 
6thstreetbrewpub 
Crimtor 
ImagenSeinfeld 
musicbeer7 
bongobeer 
mr_chuxxx 
jaredkc889 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 I really am not a fan of black IPA's but this is one of the best it seems. The appearance was nice being very dark brown and a tan head that lasts a bit. The smell is full of hops but not much else it would seem. The taste though was very different. Starting out with a lot of floral notes in the beginning gave way to a semi sweet malt finish that I found very refreshing. Would highly recommend.   
TheBrewmaster85 
Skiefer 
Dwreck 
LukeGude 
agilmour11 
MikesnoHSL 
Ajmorriso1 
Jack_Frost79 
Jartw19 
Geobus 
Varno 
JCGriffin 
OHbeernerd 
bareju 
sharkboy 
andrewsbeers 
Dillinger 
Ngntjp 
DrBier 
jeremy3311 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Amazing, must try beer. Best black IPA ever.     A: The head capped the beer and lasted for an hour as I let it come to cellar temp.  Bold, black body, creamy thick head like a stout.     S: Hops forward, but crazy original salt & sweet malts in the background. Prominent pine, charcoal, summer hay, herbs.     T: Earthier, but follows the smell profile. Deeply complex. Kind of like a strong ale or Belgian in the sweet malt backbone, but with more charcoal and chalk.     MF: Good body, then chalk-like crispness, dry finish.    Amazing beer, starts more amazing than it finishes. Compares well with Arrogant Bastard, which stands as an all-time fave.   
jwerner23 
Nate139 
osubeav2003 
dbauer78 
Thefrap 
jlb85 
johnsonsf8878 
RichJamz 
MrBryson 
VRH 
APBT91 
Drewvel 
shortbus126 
TempeBeerMan 
ptat 
ramblinwreck101 
kushon1212 
Mikewooten 
f_raud 
sw000p 
Hellokmac 
woodchipper 
thing1 
Shafaegalo 
BrandonZp5 
Rybarra 
fosters9 
joegard 
sgregory 
csoult 
Westyn 
BKotch 
dradair 
NorCalAussie 
BelJen 
trdtercel92 
jscheuf 
timoteo833 
rlphilli 
nneighb33 
SSS 
seanheilingoetter 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 12oz bottle from Stone variety pack, poured into pint glass. Enjoy by 10/02/14.     Black body with reddish hints when held up against a light. Small tan colored head, well carbonated, and good lacing.     Faint sweetness on the nose.    Taste was very nice, sweet with only a very faint bitterness. Roasted malts come out at the end. (Similar pattern to Arrogant Bastard) Mouth was around medium.     I personally do not really understand Black Ales/IPA's, seems to me there are always much better options on either the IPA or stout side. This one seems to favor the stout side. Taste seem to improve as the ale warmed up toward room temperature. Overall, an enjoyable drink.   
atlbravsrno1 
Hopaholic 
thefluker 
alexsergio 
kinmundy77 
98green 
G_Est 
MIchael_D_Larkin 
nawset 
BarrelAgedG 
aoampm 
mjw3180 
B-Smack 
girafarig 
GeoChase90 
vancean2 
Hawtlabba 
MisterGone 
Guy_Costigan 
Ashinpaugh 
DamienI 
Chuffbomb 
woopigscotty 
John_Beeryman 
JakeTheDuck 
curlybird 
Drumtgot 
GreenEggsHam1 
MitsuDjentleman 
Smileitsfreetobehappy 
Stagga_Lee 
PastorMeat 
Syncro-Vox 
Beastcpa 
fuzzbalz 
jcallover34 
Nitty703 
gehlbach 
Pug 
Howlader 
ZBR101 
s0nsh1n3 
SteveB3014 
BcOneSeven 
BuschLeagueOC 
NateSharpless 
ChiT0wn1924 
blueinTX 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 This has to be the best black IPA on the planet. Great dark appearance! The smell of roasted malts is phenomenal. Characteristically over hopped like many Stone beers but the Taste is a perfect blend of malt and hops. This could be my favorite Stone beer, and they have a lot of great ones!   
Histic 
PBRmeasap1980 
CMOrak 
look: 4.25 | smell: 4.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 Purchased a variety pack in Bridgeville, PA.    Pours very dark, but not pitch black. The lightest beer that is called "black" I've ever seen.    First smell is of your everyday ipa. Nothing out of the ordinary. Hoppy/Citrus, blah blah blah.    I have to be honest I am not very found of this beer. I like Stone Brewery, I guess my expectations were too high. Piney, grapefruit, but just too bitter for me.    Mouthfeel. I don't know, a little watery to me. Just not very fond of it. I taste no alcohol.    Overall, I wouldn't purchase this as a case or a 6 pack. It was fine for a variety pack. Too much bitter after taste, and not enough flavor and poor mouthfeel.   
Supplysidejesus 
Mlinden71 
snowmg 
drbenderdo 
rudabegga9 
jimmygord 
pat_usher 
Walkerjgt 
Voja 
KnowYourCraft 
LukeK 
Faroveryonder 
batt6343 
sjmad23 
matthewallen 
cdog707yo 
ericmakara 
zombiebeergut 
nebuchadnezzer 
MiWolfman 
blindprophet17 
