look: 3 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.5 A classic and unique beer that has a rich history. Great for just having a light beverage with a lot of character at the end of a long day. Always handy to have around the kitchen as well, as it is a great cooking beer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 L -- amber with a thick, tan head. Moderate lacing  S -- mild. Fruity lager  T -- caramel, brown butter, hops, slightly metallic finish (likely due to fermentation in copper vats)  F -- full bodied with a light mouthfeel, especially given the intense flavors  O -- it really *feels* like you're drinking America's oldest craft beer    82/100   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 3.5 | taste: 3.75 | feel: 3 | overall: 3.5 A beer that's named as a homage to past times where 19th century steel and cotton mill workers lined up for miles after their fifteen hour workdays to drink locally concocted beer. These breweries of a bygone era utilized pipes to transfer simmering hot wort from the kettle to a fermentation tank which resulted in steam rising to the ceiling thus giving the beer its nickname. With a light yet subtly heavy taste, this beer is great for many pedestrians making their first steps out from the pavement of watery piss onto the highway of quality beer. Whenever I pass through San Francisco I make it my mission to visit this brewery for a couple or several beer flights before hitting the road again. And really the ability to drink relatively large amounts of this tasty beer while staying cognizant enough to drive and text a friend where I had just been is one of the many great qualities of this beverage.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Unlike a lot of micros it isn’t an explosion of 1 single thing. I'm not loving the current fad of making beers that are a citrus-y explosion (can we cram even more hops into a glass of beer -- If I wanted grapefruit, I'd buy grapefruit juice, not beer).     Poured into a Pilsner glass, for me the immediate aroma is very yeasty – similar to the water/yeast mixture when I’m making home-made pizza dough. That quickly fades but it still smells nice without being overpowering. I find it to be very flavourful – almost bread-like. The hops and malt are almost perfectly balanced. Carbonation feels very light in the mouth. The bubbles are small but there are a lot of them. The carbonation leaves a mild sting in the mouth. Overall a delicious, satisfying beer.     I loved Anchor Steam when I first discovered it back in the early 90's. And today it's the brand I buy most of the time. It's nicely balanced and I respect that they're a smaller company and they just keep doing their thing without bending to any new "fad" in brewing. No disrespect to the IPAs and Double IPAs and whatnot, but those kinds of beer just aren't my thing. Anchor Steam is a "work horse" kind of beer. For what I'm looking for in a go-to beer, Anchor Steam is just about perfect.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Amber bronze in color with a finger of dense off-white heady. Bready aroma. Slight sweetness to the taste from the same bready malts, with just a hint of very muted banana, and moderate hop bitterness. Medium bodied mouthfeel with good carbonation. Almost like an amber Oktoberfest. This beer's a classic for a reason. Always happy to have this one.   
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 From a 335ml bottle, pours a hazey burnt Amber colour with a good off white coloured head.  Aroma caramel, toffee, nutty, biscuit.  Taste woody, caramel, nutty, toffee, malty.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 The OG microbrew. Had to try it after watching Michael Jackson on youtube. Pours a dark amber color with a thin lacing. Tastes like a more malt dominant pale ale. Not too shabby.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 I drink this and I'm at a loss for words, it's that good. It's like the guru of brewing lagers came to San Francisco and this was his gift to the world. Great, great lager. Not good. Great.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 I remember my parents drinking this on occasion when I was a kid (80's). I recall drinking it in my late teens as well, although at that time I drank for the sole purpose of getting drunk and never really payed much attention to taste. This being on the slightly more expensive end of the spectrum here I've passed it over alot in my adulthood. However I've recently picked it up a few times and im glad I did.    Alot of people say its got a unique taste.. but I think every beer worth its salt fits that category. This is simply a well balanced lager, perhaps on the heavier side (as lagers go) but that isn't rare among craft lagers. I suppose the brewing process does give it a slightly more fruity; ale like quality. Very slight however. It actually strikes me as a more raw Boston Lager if that makes any sense.    All that being said, its an excellent beer and is exactly the type of beer I enjoy. A full flavored, balanced lager, with subtleties and character. Highly recommended.   
look: 3.75 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 4.5 | smell: 2.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 L: Slightly hazy amber color, one finger white head, superb lacing, lots of carbonation.    S: Smoked booze.    T: Slightly smokey, malty.    F: Light bodied, not much going on. Lots of burping due to high carbonation.    O: OK beer but nothing worthwhile.   
look: 3.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Pours a clear crisp amber color. Thin spotty white head disappears rather quickly. Lack of almost any head is disappointing.     Smell is nutty and bready. Fresh baked dark bread aromas come through. Simple, but very nice.    Taste has flavors of bread, nuts, slight hoppy bitterness on the finish, but ever so mild. Mild sweetness throughout reminiscent of maple syrup. Very nice flavor profile, simple yet very well done.    Feel has medium carbonation, light, and drinkable.    Overall I am really impressed with this beer. Its just a simple lager, but its very drinkable and tasty. Nice example of the California Common a style that Anchor pioneered.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 12 oz. bottle    Pours burnt amber orange with a dense creamy off-white foam head. Smells like sweet roasty dark caramel malts, bready toffee grain, toasted nutty biscuits, some orange citrus, mild apple and pear, with herbal earthy floral grass and pine. Tastes like dark caramelized orange citrus, dark toffee bread, toasted nutty biscuity malts, mild apple and pear, with herbal earthy floral grass and bitter pine. Feels medium bodied, creamy and smooth with low carbonation. Overall a real nice and classic California steam beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Alas, the legendary Anchor Steam Beer is available in New Brunswick!     A- Pours a clear Coppery Amber colour topped by a fluffy white 2 finger head.     S- Bread, sweet malt, and a bit of a rum-like overtone.     T- dry grain, sweet malt, and a slight bitter finish. Well balanced yet enough hop bite to keep things interesting.     M- Medium Body and moderate carbonation.     O- Top notch beer that provides a great flavour and drinkability. Nothing complex here, just a rock-solid brew.   
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3.5 Not a bad lager. Flavor is a tad bitter, but not like an IPA. Color is a light amber, next to no head at all, so no foam to drink through. An ok beer, not bad, but not great. Had in a 20oz pilsner glass.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Very well balanced malt, caramel, hops. Somewhat rare for me to enjoy a beer like this w/ lower carbonation and served a little warmer than usual. I've drank this delight for years and I'm always a little disappointed not to find it on tap... If you like Sam Adams Boston Lager, you'll probably love this.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 Poured from a 12 oz can into a pint glass.    L: Pours a clear golden/copper color, with minimal head and lacing. Good carbonation.    S: Not much aroma. A little bread and some malt.    T: Well balanced malt and grain flavors, with some sweet and some bitterness, but didn't notice much of a hop presence.    F: Feels light and crisp, and a little astringent at the end.    O: I really like this as a good alternative to more aggressive IPAs. It has a unique flavor, and goes down easy. At 4.9% ABV it makes for a good summer BBQ beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Look: light clear Amber.  Smell: not a lot going on but pleasant enough. Some malt and a bit of hops.  Taste: much like the nose. A pleasant well made brew, nothing fancy.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 Served cold from 355ml bottle into nonic shape American pint glass.    L) Deep amber colour to copper. Clear. Lots of bubbles. Fluffy head has definite yellow tinge.    S) Dry malty smell, hints of fruitiness. Definite sweetness in there.    T) Dry, slightly bitter taste, malt is there but the hops bitterness is more prevalent than I remember from having this previously.    F) Easy drinking with mild carbonation and a pleasant slight bitterness on the aftertaste, nothing overwhelming.    O) Tasty Vienna-type lager.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 2 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 Had on tap at Swan Oyster Depot in San Francisco. This seems like a good everyday kinda lager that I'd drink if I lived in the bay area. Sort of a clear amber look to it, a crisp aroma to it, with malts and some light hops. Tastes similarly crisp, with nutty and caramel notes and more bitterness to it than I expected. Feel was pretty carbonated, with probably contributed to the crispness I was getting. Overall this beer went great with the Dungeness crab I was eating. Would drink again if I'm ever back in San Francisco.   
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Serving: Bottle  Served: 23 June 2016    Appearance: Had this one straight from the bottle since I couldn't get a glass without looking like a douche. Nonetheless, I really admire Anchor's classic branding, unique bottle shape, and good bottle cap design. Love these little California stubbies.    Smell: Soft, somewhat sweet malt notes. Standard sort of 'beery' smell. Some perceptible herbal and peppery hoppiness.    Taste: Really smooth and pleasant, especially on a hot summer day after working in the yard for 10 hours. Definitely more bitter than many other craft lagers, which was great to see. Nice herbal hop flavors without being hoppy, really. A well balanced flavor that is definitely more on the lager side of things than the ale side (there's some of that bready crispness).    Mouthfeel: Crisp, medium-low body, and high carbonation. Very drinkable and refreshing.    Overall: Perhaps one of the best summer beers out there and one that I'll certainly be adding to my rotation. Definitely recommended, especially for cookouts, BBQs, and outdoor summer meet ups. Will re-review this one when I'm able to pour it.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2 | smell: 2 | taste: 1.75 | feel: 2 | overall: 2.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 First look is a amber color with a nice milky head after pour. Has a smell malt and sweet hops. Taste is very nice, you can taste the hops upon sipping but not a lot of bite, and a smooth finish overall. This is a very enjoyable beer to drink any time of year, it was full on flavor and very easy drinking, always a go to beer for sure.   
look: 4 | smell: 3.25 | taste: 4 | feel: 3.5 | overall: 3.75 BA is down so I don't have any predisposition from other reviews or abv, ibu etc..dark golden/Amber pour with a soapy head two finger. Smells like a Hefeweizen but not as sweet smelling. Strawberry, cherry, although I just washed my hands in my wife's fancy soap, so these whiffs may be from that..Taste is pretty malty, not bitter. Unique for sure. Stings the tongue the carbonation does. Overall I like it. If there weren't a million other beers to try I'd do this again.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 3 | overall: 4.25 
look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 San Fran 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 3 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 My first tasting of this style. Poured into a Nonic pint. Poured a clear Amber with a moderate head with little lacing. A pleasant aroma of malt was quite prominent. On the palate there was light carbonation and a pleasant hopiness without being overly bitter (I'm not a fan of hop forward beers such as IPA's or bitterness). While it didn't blow me away it was thoroughly enjoyable.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 Burnt, bitter, delicious 
look: 2.5 | smell: 4 | taste: 4.25 | feel: 3.25 | overall: 3.5 Pours a clear golden-amber with a very decent head. This Anchor Steam beer has a crisp and refreshing overall feel, there are light hops flavors (without undue bitterness) and some caramel flavors. Overall, this could be drunk all night long. Nice, but nothing stand-out special.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4.25 Anchor Steam Beer Draft on Long Island, New York, mid-may 2016.    Very traditional amber lager style brew. There is little in the flavor to hint at the higher temperature fermentation.     My old friends and I discovered Anchor Steam in the early 70's when distribution was extended to San Diego. I seem to remember a sharp hop- or fermentation-related aftertaste that I enjoyed then. That might have been before the brewing process was "perfected", but I have good memories of that brew's character.   
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 First time trying this one. Pours a nice, clear amber. Medium head, slight lacing. Nice flavor wave as the earthy toasty malt flavor rolls across the front of your tongue, then tweaks the side and finally a slight hop burst at the back. Balanced, satisfying beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 2.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 4.75 | overall: 4.25 like big cheeseburgers and good french fries this is a great staple summer winter fall spring, good for fishing good for kungfu shaw brother enter the 36th chambers marathon pretty stellar mouthiness on this it's the best thing about the beer allows you to really dig your shovel into those dirty malt flavors while that sun shiny hops burns your neck red   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 Don't know what to think of this one... 
look: 3 | smell: 2 | taste: 3 | feel: 2 | overall: 2.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Really refreshing beer with a strong malt base. Way better than your average lager. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 3.75 | smell: 2.75 | taste: 4 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.75 | taste: 3.25 | feel: 2.25 | overall: 2.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.5 Silky smooth body with a noticeable bitterness and sweet grain aroma & flavor. So enjoyable. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Pours a clear, but dark amber. Medium-sized beige foamy head, with fair retention and lacing left behind. Round biscuit malts, with a bit of dark fruits form a smooth, malty opening. Taste follows suite with smooth, biscuit malt notes, dark fruits, and a twinge of pine hop bitterness. Pine hop notes really sit on the tongue after the finish of the beer. Mouth feel is smooth, and medium-thin. Overall, a good beer, but it seems more like a brown ale with a hoppy after taste.    Served in a 12oz snifter.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Pours a copper color with a creamy/soapy off white head and not a lot of carbonation.    Smells of white bread and malts. More of just a clean beer smell with no adjuncts.    Taste was a touch of caramel sweet malts and just a touch of hops toward the back.    Mouth feel was a refreshing drink of cold beer with a nice crisp finish.    Glad I tried this one! It is a good beer and I can tell that some work went into the crafting of this one. It does seem a bit expensive for just a beer type of beer but it really was worth the try.   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottle poured into glass stein.  A-Gorgeous translucent amber with 2 finger head which dissipated quick, little lacing.  S-Mildly roasted malt, slight floral & sweet fruit, as it warmed a distinct banana note appeared.  T-Slightly sweet mildly roasted malt with a hint of charcoal but not in a bad way, almost like  toasted marshmallow. At once followed by a big wonderful hop bitter that endures. Some banana notes  appear as it warms. It's quite complex!   M-Big creamy body that really surprised me. Nicely carbonated.  O-I'd never even heard of this beer before but I intend to have it again, very good! I was expecting  it to be like a lager but it's more like an awesome pale ale with super mouthfeel.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Clear amber with two fingers of slightly off white head. Moderate lace noted as the level drops.  Smell is toasted bread malt with a bit of herbal hops.  Taste is toasted bread malt with a good herbal or grassy hop to balanced.  Mouthfeel is close to medium with ample carbonation. Finish is lightly dry with a touch of lingering bitterness.  Overall a well balanced pleasant beer that is so readily available that I think it taken for granted. The date code indicates this is right at two months old which is quite fresh. There is now a timeline mini history lesson under the bottle cap.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 2.75 | taste: 3.75 | feel: 4.5 | overall: 3.75 
look: 3 | smell: 3 | taste: 2 | feel: 2.5 | overall: 2.25 Nice color, good smell, bitter taste, acrid feel on tongue. just not my style of beer. A lot seem to like bitter beer, so this my be for you.  Wouldn't get again   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 3.75 | feel: 3.25 | overall: 3.75 On draft at Ron's Corner Tavern 
look: 4 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4 
look: 5 | smell: 3.5 | taste: 4.5 | feel: 3 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Poured from a 12 ounce bottle into a Shaker pint glass, there is no "best by" date that I can find.    APPEARANCE: pours a clear amber color with less than one-finger off-white head that quickly dissipated until a thin, broken layer of small bubbles remained, there is some lacing on the glass, medium carbonation.    SMELL: sweet caramel and toasted bread.    TASTE: the taste follows the nose, initially sweet caramel and toasted bread then an earthy hop profile, this is a malt forward beer, very much like an amber.    PALATE: medium body and carbonation.    OVERALL: this is a good beer, nothing special but solid, I prefer more hops and less malt but this is a good malt forward beer, I would recommend to anyone who enjoys the style but personally would not seek this one out again.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Drops substantial clarity into a light amber liquid, forms a nice 1/2" head, uniform lace, after deft retention. Aroma was kicking that cool lager/ale hybrid yeast fruitiness.     More of that yeast driven flavor, its light, there is a mild carbonation and hop kick to it. Sweetness dialed in. Always enjoyable when on tap at Pizza Barn in Fallon, NV.   
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 2 | smell: 1.5 | taste: 1.75 | feel: 1.75 | overall: 2 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 04/01/2016 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.5 Serving: 12 oz bottle poured into a 7 oz Libbey Gibraltar glass.    Appearance: Clear, bright copper with a lively head of off white bubbles. Chunky lace and a bubbly froth crown the glass.    Smell: Tightly balanced toasty grains, lightly fruity esters, and earthy hops.    Taste: Restrained biscuit and toasty malt, hints of caramel, slight fruit and citrus; earth, tea leaves and grassy hops. A piercing, almost astringent bitterness keeps everything in check without dominating. Closes dry and crisp.    Mouthfeel: Medium body, very creamy feel and refreshing carbonation.    Overall: Balanced and refreshing while full of flavor and character; a longstanding standard.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 I've had this one the first time in San Francisco a while ago and bought it in Europe a couple times afterwards, not easy to find here. A solid head, golden color and complex flavors leaving a dry finish. A very good brew.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Michael Jackson the beer hunter got it right when he rated this 4 out of 4 stars (World Classic) decades ago. Absolutely a classic and a unique beer. Defines "session" beer. Perfect at 4.9% for a long night. Beautiful bronze amber color, plenty of hops, though not an IPA, the Northern Brewers really feature well in this beer. A great intermediate transition beer for someone coming through the ranks of craft beer drinking in terms of hop hit. I remember my wife drinking these quite a bit after moving on from low hopped bears like Newcastle and then finally liking IPAs after these. Nutty, bready, some fruit with some of the dryness, sweetness of some lagers, some of the tartness of an ale it truly stands on it's own in style. 5s across for a world classic like this.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 A much more solid beer than I expected. I was ready for a dated and boring beer but it was surprisingly complex and enjoyable. Looks very nice, a transparent orange-ish amber with a bright white head about two fingers. The head lingers and leaves good lacing throughout the glass. Smells sweet, like lagers often do. A pretty subtle scent to it, but there's hints of caramely malts and some faint hop aroma. Taste is actually pretty layered. Starts out sweet and malty, with caramel breadiness and hints of things like licorice and raisins. As the beer travels across the palate, some floral hop flavors and subtle bitterness develops, finishing with a crisp and somewhat dry feel. Flavors are clean and bright. Feel is smooth and creamy. This is a great beer to dissect the subtleties of or to just drink casually.   
look: 4 | smell: 2.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 2.5 | smell: 2.25 | taste: 2.75 | feel: 2.5 | overall: 2.75 
look: 2.5 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Bought from Don Quiojte  Amber golden color  Medium carbonation  Medium mouth feel  Smooth, malt crisp taste   Overall a great beer. Wish it was cheaper, but I will still drink more of it.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4.25 12 ounce bottle poured to wine glass (no bottled on nor drink byn5D3 marking on bottle  Appearance: Amber with medium off white head, minimal lacing  Aroma: Malty  Taste: Bitter, very good follow through  Mouthfeel: creamy, a bit over carbonated  Overall: Very good beer  Drank: March 8, 2016   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 3.75 
