look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Finally getting around to reviewing this beauty. So many in depth reviews on here that I’ll keep it brief. It’s amazing how the brewers can coax out such a depth of flavors without the use of barrels or a long list of adjuncts. Unbelievable.     Bottle aged two years in appropriate conditions, still within BB date. Dark amber, brownish pour with a sumptuous head that lingers all day.    Aroma is dried, earthy fruit - fig, date, raisin, plum - with sweet undertones of freshly baked bread sprinkled with brown sugar. Mouth watering.    Taste is spot on - fig, dates, brown bread, plum, raisin, caramel, brown sugar. Wow. True depth of character.    Thick, chewy, heavy on the palate. Warmth not heat from the ABV. World class sipper. Vanguard of the style.   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 330cl bottle. 5/2/21 bb date. Appearance: Cloudy dark brown with a touch of amber and a low lying offwhite head. Aroma: Toasted bread crust, brown sugar and a light raisin and plum Taste: Starts with a spiced, rich malt sweetness, some pear esters, then bread crusts and apple pop up on the swallow with a fairly high bitterness for the style Mouthfeel: Light to medium bodied with a pleasant carbonation and a slowly warming alcohol Finish: Retronasal apple and pear aromas are strong on top of a lingering toasted maltiness. Overall: Incredibly smooth and easy drinking, with the complexity of a world class quad. Multi layered malt complexity and fruity Belgian esters, with a brisk carbonation that keeps it lively without being syrupy. High alcohol comes across as a pleasant warming and not harsh. Great beer   
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 91,5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Dark, dried fruits, crazy balanced, alcohol is really hidden. I want to take a bath in this in beer. 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 L: Dark amber color, two finger beige head, nice lacing, light carbonation.    S: Belgian yeast, oak, alcohol.    T: Classic Belgian taste, oak, alcohol.    F: Overly carbonated, not very drinkable.    O: Good beer but nothing even remotely close to Westvleteren 12.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Pours a dark nutty brown with two fingers of khaki head on top in a chalice. Head retention is world class, but no lacing is left behind. Aroma is dark, roasted, nutty, bready malts with berries, yeast spice, and clove adding to the complexity. Flavor profile is bready, nutty, toasty malts. Clove, yeast spice, and berries. Wonderful complexity without being difficult to approach. Mouth feel is medium-thick, with a pleasant velvety texture. Overall, a wonderful quadruple ale that provides world class complexity in an extremely approachable fashion. It's delicious through and through, providing a wonderful experience. Not a whiff of the 10% ABV shows up in the aroma or flavor profile.     Served in a Belgian chalice from a 375mL bottle.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 750mL bottle. I believe the date reads 1/3/20. So guessing this one was brewed at the beginning of 2015 making it about 2.5 years old.    Pours a very dark amber-brown color. Just slightly hazy. Large 2 finger head with great retention, infact the foam sticks around until the last sip. Thick lacing.    Smells of belgian yeast, malts, spices, and a hint of dark fruit.    Taste is loads of Belgian yeast and malts, some spices, very bready and full bodied.    Feel is very heavy and smooth. Good carbonation. Decent alcohol warming    Overall a delicious beer. A great example of the style. Strongly recommend.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 12 oz bottle poured into a Teku. Not sure of the bottle date.    Pours a dark and murky amber color. Finger head with good amount of carbonation. Some visible sediment at the bottom.    Smell is huge on the plum and dark fruit! Some nice spice in there also.    Taste is much of the same. A caramel and grape combined with plum and almost a licorice spice to it. A lovely malt flavor to it also. More dark fruits and even some apple is detectable. Lovely.    Feel is typical of a world class quad. Drinks like a meal and is a sipping beer.     Overall an incredible offering right here! Can't believe I've waited so long to try this. One of the best Quads I've had thus far and truly a world class beer.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Poured into tall pint and pours dark caramel. A ton of collar throughout the pourings and it maintains it well. A classic malt nose. I don't smell the subtleties suggested in other reviews but maybe I will be the end. At a whopping 10% alcohol, beware, cause ya can't tell! Exceptionally smooth with a really fine balance of bittersweet. Tons of efferversance throughout so a great taste start to finish. bottle says you are drinking deep from life's pleasures....well I don't want this day to end ;-)   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 Fresh from a bottle import to Whole Foods. Pours a good dark deep brown, but not a lot of head. Solid malty aroma. Little lacing. Nose is heady. But the taste is complex and old world. Buy it if you can find it.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 4.5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 I plead guilty that I'm a quad guy. This quad is awesome. Rich, complex, balanced. Too many calories per bottle to pound down many brews unless your weight isn't a problem. I could drink this all the time. Malty, caramel, sweet, toffee, and a boozy finish. Beeee...uuuuuu...ti....ful.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Chewy complex beer, fairly sweet with dark fruits, caramel, toffee, maple syrup. 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 There is not much that I can add to the body of reviews about this particular beer but to say that it is one of the single best quads readily available on the American Market is an understatement.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 Look: deep and dark brown, touch of cloudiness from yeast    Smell: sweet fruit, breadiness/yeast, boozy    Taste: I'm getting noticeable hints of rum, alcohol is noticeable but not at all excessive for how big of a beer this is. Also taste of fruits and yeast, sweetness.     Feel: good feel, reasonably carbonated, it works for the beer.     Overall: this is a very good beer, not the best Belgian I've ever had but it's still a treat. Very smooth and easy to drink for the abv, I'll purchase again.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Appearance: Dark brown in color with a creamy generous tan head that demonstrates very good retention.    Smell: Rich, malty aroma with some semi sweet chocolate.    Taste: Full-bodied, smooth and creamy mouthfeel. Rich and malty with some cocoa sweetness. Pick up some raisin flavor and a hint of molasses..  F: Finishes dry with a the 10% ABV adding some alcohol warmth.   
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 4 | taste: 5 | feel: 5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.5 Packed with enough flavors and aromas to push this into fine-wine territory. Velvety, creamy mouthfeel with an almost burning alcohol presence that detracts a little from the spicy, fruity flavors. Dessert in a glass. The best Belgian beer I've had to date     93/100    EDIT (5/28/18):    Had on tap at Six Degrees North in Edinburgh. Raspberries up the wazoo, both in aromas and flavors, this time around. Love it. Less fluffiness in the mouthfeel, but that's ok    EDIT(10/25/18):  Finally trying this side by side Rochefort 10. Appearances are roughly the same, with marginally better head retention and lacing on the Rochefort 10. As noted last time, raspberry dominates the aromas, with some doughy maltiness and fruity yeast ester. Flavors of banana bread, caramel, fig, prune, raspberry, currant, and dusty earthiness. Killer silky mouthfeel. Overall I think this inches out Rochefort 10 thanks to its subtle complexity and balance   
look: 4 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 This is a tremendous Belgian. Looks beautiful in the St. Bernardus goblet. I have only had out of the tap. It's so smooth and balanced. 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Nice balance; great carmel and chocolate taste. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 3 | overall: 4 
look: 4 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Such a smooth, dark, rich quad! Honestly the first beer I've ever wanted a second glass of. It is low on bitterness, and has a plum/fig flavor. 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 This was poured into a chalice. The appearance was a dark brown close to black color with a slim finger’s worth of head that quickly dissipated. There wasn’t much lacing. The smell had some sweet dark fruits - fig, raisin, prune with a light touch of warming cocoa. Light breadiness with some Belgian spices round it out. Light sweet apple comes in nicely. The taste was moderately sweet with the breadiness gracing in and around the previously mentioned flavors. Gentle sweet to spicy aftertaste slides into the finish. That "deep throatiness" I normally get seems to be contained a bit, really nice. On the palate, this one sits about a medium on the body in the front of my tongue but seems to get that "heavier" feel as it runs to the back of my tongue. Still good. Carbonation runs at a nice pace. Overall, now this is a Quad. I’d most likely say, the quad of quads, uh...hell yeah, definitely would have again.   
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 Tasted alongside the Westvleteren XII, of which this is supposedly a derivative.     L - dark brown, raisiny; creamy off-white head that dissipates quickly  S & T - raising yeasty wholewheat breaddough; raisins; honey on toast  F - not as boozy as the XII; creamy, smooth    O - this seems to be an slightly less 'full'-flavored version of the Westie 12, trading the punch-in-the-face fullness of flavors for a more harmoniously balanced brew. It's less boozy, and despite the ABV, almost sessionable in how easily drinkable it is. Solid brew, but I personally preferred the Westvleteren.    I do recommend this one.   
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3 | smell: 3.25 | taste: 3 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 A deep red with massive head and thick complex lacing.     Flavors are burnt pearl sugar, alcohol astringency, sweet malts and more sugar. There is some faint hops in the background, and they accentuate the otherwise demure carbonation.     Pretty good.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 5 Best beer I've ever had. 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Aromas of dark chocolate. Very bready and yeasty, with touches of molasses and dark fruit. Has the rich carbonation i come to love with quads. Its "world class" rating is much deserved. 10% abv is really easy drinking   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Very good, but it almost felt like too much 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Dark body with a light and fluffy head. A boozy smell mixed with spice and dark fruit. Leaves a spotty mess all over the glass from the lacing. 10% ABV but goes down wonderfully smooth. One of my favorites for sure~   
look: 4.25 | smell: 4.75 | taste: 4 | feel: 4.5 | overall: 4.25 Dark brown but looks a bit clearer than some other trappist beers I've tried, with a small foamy head that dissipates quickly. Aroma is complex and wonderfully enticing: Molasses, dark ripe berries and cherries, vanilla, cocoa, nutmeg, cinnamon, and a bit of sweet oaky bourbon come to mind. Taste follows the aromas with emphasis on the sweet aspects and the addition of a bit of astringency, and some bitterness and alcohol spice on the finish. Overall: Incredibly layered and drinkable, although I don't feel that it hides the alcohol as well as others contend.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Brouwerij St. Bernardus NV St. Bernardus Abt 12, 10% ABV, 22 IBU. Pours medium viscosity an dark copper, with a huge off-white persistent head. Nose is malt and slight fruit, taste follows, with a moderate bitter close. Some alcohol taste. Mouthfeel is excellent, overall excellent.   
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3.75 In fairness, I am not a big belgian fan but my boss got this for xmas. It was darker than I expected and frankly was one of hte best belgian beers I've had   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 So--I cannot believe I haven't formally rated this brew after all this time--poured from a single-serve bottle into a tulip.    Pours a two-finger head that quickly dissipates. The lacing is fine throughout, though somewhat underwhelming. The color and appearance is otherwise spot-on for a Quad--garnet hued and hazy bordering on cloudy.     The nose is vinous and supple, with unique fruit components for the style. Berry and dried fruit are welcome and expected components, but there is a clear grape and citrus component as well. Unique and crisp to the nose.    The taste is quintessential Belgian abbey ale. Sweet fruity malts, with a strong dark fruit component, balanced by tart cherry and wine notes. And then the yeast---oh damn, the yeast. It's just perfect. I give up. You have to try it.    The mouthfeel is, i a word--balance. Thick, viscous and vinous in its initial presentation, but like other offerings from this brewer, it is just carbonated and boozy enough to keep things remarkably light for such a heavy ABV. (Have I mentioned yet that you won't notice it's 10% ABV?).     This brew stacks up quite well to the other heavy-hitters of the trappist fare. Highly recommended.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a cola color with thick head and sticky lacing. Smells very nice, getting notes of bread, banana, floral, wheat, and sugary malt. The taste is nice, some spicy notes up front with a good mix of dark fruit and some minor flowery taste and wheat. A lot of malty flavors in this one with a good alcohol bite. Overall a nice beer, a little more on the spicy side for me but a good beer.   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 **  04/14/17    LOOK: muddy dark brown with a reddish hue. Big white head.  AROMA: spice, yeast, allspice, wine, bread, brown sugar.  TASTE: fruitcake (allspice, cinnamon, raisin, black cherry, bread yeast).   FEEL: chewy, medium carbonation.    Very nice belgian; in league with Rochefort 10, Chimay Blue. Can't believe it took me so long to try this as it is readily available.    **   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Brown in color with excellent clarity. There's a fingernail of brown forming about the size of a quarter in the middle of the chalice. The aroma is of dark caramelized malt, chestnuts, and fig. The taste is full of sweet dark malt, chestnuts, pumpernickel bread, and other sweet bready malt. The mouth is moderately chewy, dry, and warm with alcohol. World class.   
look: 4.75 | smell: 4.25 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 GREAT! 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Thick, yeasty Belgian. The bomber bottle (1pint and 9.4 ozs) showed 11% ABV. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 4 The beer is a dark brown with a very slight have. It has good carbonation and a bubbly white head that thinned out. I do get a minor boozey smell. The beer has the aroma of those typical malts found in Belgian style beers as well as dark fruits as well as a caramel like aroma. I can taste the booze more than I can smell it. I get a very strong taste of the dark fruits with a hint of sweetness and roasted malts. A nice feel of carbonation in the mouthfeel a little thin.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours dark brown, cola like with one finger off white bubbly head.   Aroma has yeast, malt, sweet bread, plums, walnuts.   Taste is yeast, sweet malt, bread, walnuts, a little metallic, good thick mouth feel, peppers in the finish.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 A - Murky burgundy-brown body, semi-transparent, with a very thin light tan head, which fades quickly out to a thin rim at the glass edge, and mild lacing.    S - Plum, raisins, tea, toffee and dark bread, banana and bubble gum, over a persistent boozy alcohol hit.    T - Follows the nose, opening with bubble gum and banana, moving to baked apple and toffee notes, dark fruits, bread pudding, and a slightly acidic bite, with black tea elements, in the close.    M - Surprisingly supple, a bit of alcohol warmth, some carbonation on the tongue, and a very mild drying in the close. Very easy to drink.    O - This is a beer that deserves all the recognition. Full and tasty, a big beer that does not burden, not even sticky. All that you can hope for from a Quad. Lovely.   
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 Bottled: Delicious. Dark amber , clear. Huge creamy foam. High Sweet caramel prunes raisins flavor. Spicy. Nice dry finish.     Have just tried it on tap it is much tastier. Velvety. plenty of prunes, very sweet with semi dry semi sweet aftertaste   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 At 10% ABV, what should have tasted boozy was far from it, and making this extras special is that this great brew is my 350th review on Beeradvocate. I'm so glad this one marks this milestone for me...    Picked this up at a bar in Pasadena and I was so happy my son had picked it for me. It showed up as a beautifully dark beer, with frothy head and lacing that stuck to the glass all way down. The smell was fruity, without be a fruit beer, malty without being overpowering, and a light touch of hops just to let you know there was more to this beer once you would bring it to your lips. And at 10%, it did not have that distinctive tang to the nose that comes with the high alcohol content. Mouthfeel was smooth, medium-bodied and dangerously drinkable. Though there was definitely a booziness to the taste, it wasn't overpowering as other high-alcohol beers provide - it was a perfect blend of fruity taste and booze that makes me with now I had had a second one.     As far as German beers go, this might not be the best I've had, but it's pretty damn close.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 11.2 oz. bottle    Pours hazy maroon red with a dense creamy khaki colored foam head. Smells like ripe plums, grapes, banana, apples, pears, black cherry, fig, dates, rich caramel, toffee, molasses, brown sugar, toasted bready malt, some chocolate, spice, with floral earthy herbal grass. Tastes like rich caramel, toffee, molasses, brown sugar, toasted bready malts, chocolate, spice, ripe plums, grapes, banana, apples, pears, black cherry, fig, dates, with floral earthy herbal grass. Feels bubbly and effervescent, creamy and smooth with moderate carbonation. Overall a really nice quadrupel.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
