look: 4 | smell: 2.5 | taste: 2.25 | feel: 2.25 | overall: 2.25 It has a nice rich amber color which is most likely the result of artificial coloring. It produced a nice head. The favor was lighter than I expected and the hops were equally light. Overall the taste and drinking experience was comparable to Heineken. Not bad, but I hoped for better. I want to try the new Yuengling Pils.   
look: 3 | smell: 2.75 | taste: 3.25 | feel: 2.5 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 2 | taste: 3 | feel: 3.25 | overall: 3 
look: 3.25 | smell: 2 | taste: 3.75 | feel: 3.5 | overall: 3 The American Lager. What can i really add that hasn't already been said. Quite simply the best cheap beer in America. It is incredibly drinkable. But not for the micro brew crowd. Drink it from a glass for the real experience. Pours a dark amber with a one finger white head. First taste is strong malt and very sweet. Nice hop balance through the finish. Worth every dime.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 2.5 | feel: 3.5 | overall: 3.25 Copper colored beer with a white head that fades quickly and leaves only a stray speck and glob of lacing behind. The aroma smells like apple juice and tobacco with some malty sweetness. The taste is a little malty with grain and hint of apple cider vinegar. There is a sweet, acidic and mildly bitter aftertaste. There is decent carbonation but a light mouthfeel. It is okay but I wouldn't really seek this out.   
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 3 | smell: 3 | taste: 2.5 | feel: 3.25 | overall: 2.75 
look: 4.25 | smell: 2.5 | taste: 4.75 | feel: 4.25 | overall: 5 The myth, the legend, the beer. Yuengling is, in my opinion, probably the greatest American beer ever made.     From the bottle and from the can, the aroma can be a bit harsh. Somewhat skunky (thanks green bottle), crackery and with a metallic tinge from the can. However, thankfully, the taste doesn't quite follow the nose. When drank straight from the bottle, it's more crackery and ever so slightly skunky at times, but the malts and hops still come through a bit. From the can, it gets a bit better, still slightly harsh, but the skunkyness is subdued, and the malts and hops shine through better.     This beer really shines when poured into a glass, however, as I suppose you would expect.   If poured well, the beer leaves a really nice fluffy and effervescent head that actually has really, really good retention. Lacing is decent, more so than most any other beers in this price range. Impressive, really. As far as color goes, it looks good enough for me; a beautiful amber-red hue, decently clear but not completely transparent. It looks beautiful in my old Falstaff glass.     The aroma when poured into a glass is very much subdued, but perhaps for the better. It smells somewhat caramel-like, slightly malty.    When taking a sip, the mouthfeel is perfect for me. Perhaps a bit watery for some, but hey, it's a lager. To me the upside is that it feels very creamy when paired with the flavor.    Speaking of which, the flavor follows the nose but brings more. Caramel-like malts bring a slight toasty character with them, which works rather well, as well as a bit of a crackery note, maybe a slight Munich malt kind of flavor. Overall very German tasting. A slight dank Germanic hop note takes a very subtle back seat, but that's a good place for it. As the beer warms a bit however, it really starts to impress me. A very bready malt aftertaste takes over, very caramelly, and suddenly this starts to taste like a watered down Oktoberfest. I really can't complain about that.     Overall, for me, this is THE go-to perfect session beer. If this was sold in my state, I would buy a case of it every time I go beer shopping. However, since it isn't, every time I'm in the distribution area, I buy a case or several to take home with me. I'm proud to say my family and friends are all Yuengling lovers and we have several cases in our basements to enjoy. Ein Prosit to America's greatest beer.   
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 1.5 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 2.5 | taste: 2.75 | feel: 3 | overall: 2.75 
look: 4.75 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 I'm sorry for the 4.75, it's gonna make people so mad. I've had over 275 beers, including 25 lagers. This is just the standard by which I judge. It's world class taste, feel, and look, Imo. There are lots of great ones, and this medium bodied, beautiful red/brown, perfectly balanced lager is the best, imo.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3 
look: 4.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 This is the beer that got me started drinking craft beer. While it doesn't wow me like it once did, it is still my go to American lager when I want something light and easy drinking. Compared to most American macro lagers, this one has some actual flavor. Notes of caramel and a very slight roastiness are present along with some corn adjunct. It's a very clean beer with no off flavors, but nothing that will blow you away either. Just an easy drinking American lager.   
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 2 | overall: 3.25 
look: 2 | smell: 3 | taste: 3.25 | feel: 2.75 | overall: 3 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 Great intense flavor of MALT, a little heavy under and behind the tongue but the aroma is full of Hops and Caramel. Not a bad beer to drink with a nice slice of New York Style Pizza. The fats and oils from the pizza cheese blend very well with this Lager!   
look: 3.75 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 2.75 Pours a dark copper color with a lace of head. Smell has some adjunct aromas, but kinda malty. Not much flavor, no bitterness, a little dry. Overall a bland Amber Lager.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 Scent of sweet malt , beery. Sort of nothing flavor of slightly sweet biscuit malt. Well carbonated and light. Inoffensive I guess. Sorta ok. I remember back in the 90's when you would ask for a lager around the Philly area, this is the beer the bartender produced.   
look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 2 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.5 | smell: 3.5 | taste: 4 | feel: 3 | overall: 3.75 The beer pours a small one inch head into a glass. It smells like caramel and like an old barrel. It tastes like oak and a bit like sweet berries with kind of a heavy alcoholic flavor near the end. I really enjoy this beer it is my favorite cheap beer, other mass produced American beers really don't live up to Yuengling considering there about the same price.   
look: 3 | smell: 2.25 | taste: 2.5 | feel: 2.75 | overall: 2.25 Look - Had on draft, clear light amber in color, a thin ring of foamy white head, no lacing.  Aroma - Minerals, grainy, corn syrup, metallic.  Taste - Thin malt, slight biscuit, simple syrup, corn grits, sweeter than I remember, metallic, finishes quick and clean.  Feel - Light body, well carbonated, slightly dry.    Overall - Below average.   
look: 3.75 | smell: 3.75 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 2.5 | feel: 2.5 | overall: 2.75 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 Always a cheap favorite. 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 I don't see what the fuss is over this. It's new to this area and right now a novelty , but it's still not too impressive in my opinion. This is an almost okay to me. It should NOT be priced higher than other American adjunct beers for the quality I taste.   
look: 4 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3 Looks good - caramel. Smell is nice not off putting but a little non descript. Taste is somewhat macro lager with some caramel malt added. Ok. Mouthfeel is good. Very smooth and pleasant. At one time I thought this was the best beer in the world. What it is is a good serviceable beer. You could do worse.   
look: 2.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 Not a fan of the green bottles. Once transferred to my yeti it doesn't matter, and stays cold longer! Overall an enjoyable beer. Finally started selling in my area which is a plus!   
look: 3.25 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 2.5 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 Love the dark clear color, almost like weak coffee in color. The smell is like a Belgian beer and taste just like one as well. Not much follow up on the aftertaste. This is a good beer.   
look: 4 | smell: 4 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 This is the first foray for many an 18-22 yo NE American. The first beer that isn't completely watered down, and that you can have with food (my college circle called this our "sandwich and beer" beer).    Its not a world champion mountain mover but it is very very good for what it is. In the realm of mass produced lager, its a 5 but ratings need to be consistent.    If you're down on cash and want a good tasting brew, yeung-dawgs are where its at.   
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.25 POurs a dark orange with 1 finger head. Super clear. Aroma, lemon, a little yeasty, little pepper, a little grassy. Taste-bready, sweet, caramelly, toasty, a little grassy hop. Mouthfeel, medium carbonated. Overall- I like the taste alright. I do feel like I could find any octoberfest style beer still on the shelf from last year and have a similar to better overall time.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.5 Poured from a 12 oz bottle,into a Cigar City pint glass.    Fluffy off white head that stands 1 finger tall with low retention and sticky lacing.Amber / copper colored body with very good clarity.Heavy amount of carbonation.    On the nose I get mostly caramel malts,and earthy pine hops.Really not much else to speak of.Maybe a little bit of metallic notes.    The palate follows the nose with caramel malts up front,and some pine and citrus hops on the back end balanced by sweet malts.    The mouth feel is thin and watery,but not watered down.There is a good amount of oxidation on the tongue from the carbonation.Smooth easy finish.    My father loves this one,it really isn't bad for being a mass produced beer.A good alternative if you can't afford the expensive craft beers,or they aren't available.Not bad but nit earth shattering either...Solid Lager.   
look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 For macro lager it doesn't get any better , there are actually some decent grain and hop flavors for what it is ..    If a place doesn't have craft brew or I'm just being cheap yuengling is one of my go to macros.   
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 3 On tap:  Pours a nice amber, clear, with a sheet-lace producing thin white head.    Nose is light grain, mildly sweet, with an equal amount of spicy bitterness.    Taste is similar to nose, fairly smooth, medium light. An amber beer maltiness without tons of flavor, lightly spicy bitterness is refreshing for a staple beer.   
look: 2.75 | smell: 2.5 | taste: 3 | feel: 3 | overall: 2.75 
look: 3.5 | smell: 1.5 | taste: 2.25 | feel: 2.25 | overall: 2.25 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 From the can, it pours amber with a modest head. The head lasts a bit and leaves lacing. Some hops and bread in the nose. The breadiness comes through in the mouth. Nice American lager!   
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 2.75 | smell: 2 | taste: 3.75 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3 | smell: 3 | taste: 4 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 2.5 | taste: 3 | feel: 2 | overall: 2.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Pretty cheap but "get the job done" kind of beer. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 3.75 | feel: 2.75 | overall: 3 
look: 3 | smell: 3.5 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 One of the oldest continuously brewed beers in America. This beer has been brewed since 1829 for a reason. It pours a lovely clear amber color with a small head has a wonderful smell and taste. I live west of the Mississippi so I have to have someone going east to get this for me and I NEVER miss the chance. One of the best beers in America.   
look: 2.75 | smell: 2.75 | taste: 4 | feel: 4 | overall: 3.75 Doesn't quite pour the deepest shade of amber, and I could have sworn it used to be darker, but it has been a while. It's more of a brownish gold, almost like that murky pond water or something. Other than that, it pours with a nice frothy head like you'd expect from a lager, with excellent retention. The aroma is dominated by a caramel sweetness, and the smell of bread dough, with hints of corn and maybe some biscuity notes. The taste follows the nose, but there's actually a lot more flavor than I anticipated. Relatively huge sweetness, bready goodness, and a subtle hit of hop flavor just to let you know it's there. The body is perfect for the style, crisp smooth, and refreshing. Overall, this is my favorite AAL. It may not punch you in the taste buds with flavor like a double IPA, but that's not the point. This is a lager, and for what it is, it's one of the best out there.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Love this beer. This is my go to beer any day of the week. Easy to drink and is served mostly anywhere on the east coast. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5 Yuengling Traditional Lager. I am finally rating this beer, but in reality I've been drinking it for several years (5) as I have lived on the east coast since I was 18. This beer has been drank by me at barracks parties, mid-range and low range restaurants and bars, house parties, grilling and smoking, get-togethers, holidays, ball games, and everything in between. It fits in everywhere like a Budweiser would, so onto the rating:   Look: poured from a bottle into a   Pint glass. It pours a medium copper-amber color with a foamy white head, which can be about a finger tall if poured at a 45° angle, then slowly leveled out. Head renention is longer than a Miller, Bud or Coors (light or regular). Usually at a restauraunt or bar the glass comes back with a thin film of bubbles left from the head. Still, a good looking beer, can, bottle or draft. Leaves some lacing on the glass. This beer looks like a lager.   Smell: smells sweet. A hint of hop and sweet malts, but not overpowering. Tiny hint of floral type smell. Again, mostly smells like a standard lager beer (not like the big 3).   Taste: this is where it gets a little funny. On draft, this beer is wonderful, absolutely great. In a bottle, most of the time almost as good as draft, but sometimes (if you get an older pack/case), it can be a little skunked, but not like a Stella or a Heineken (which are not even in the same class as this beer), though I have not had a skunked case or pack of Yuenglings in the past year or 2. In a can (mini-mini-keg), it is always the same, a pretty good brew. So, up front there is a bit of hop bitterness, but not overpowering at all like a Boston Lager by Sam Adams. The hop is IMMEDIATELY followed by a fairly strong sweet malt. It finishes with a slight malt aftertaste. Sometimes it tastes a little like a bit of tea and beer mixed together, not in a bad way though.   Feel: medium carbonation, feels let watery than most "lager beers(i.e., Bud and Coors)." The mouthfeel feels exactly the way you'd expect a lager to feel. Light-medium bodies with medium carbonation. It's a solid beer.   Overall. This beer is my go-to beer when I'm in the states on the east coast. A ton of restauraunts consider this beer to be domestic, which is awesome because I can think of 5 places that sell it for $1 at happy hour or buy one get one free at happy hour. Almost every resauraunt I've had a beer at sell this for $2.50-$3.50, where Budweiser or Miller or Coors would be $2.50-3.50. Only a few places up-sell this beer over the big 3, which is awesome as it's quality is far superior. 80% of the time I order a beer here in Florida, it's a Yuengling because I love lagers, good beer and inexpensive beers. You can get this beer for $9 a pitcher... Not bad. This beer has a good, standard lager taste (in a good way), a good look, a pleasant smell and a whole lotta drinkability. If I could only have 10-12 beers in my life, this one stays because it is a great example of and American Lager.   
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Yuengling, from America's oldest brewery, is a very solid beer. A fairly simple lager, its flavor is well balanced but with a malty finish. On tap, this is one of the smoothest and most refreshing beers I've had. Doesn't seem to do quite as well from a bottle, and a little better out of the can than bottle in my experience, but overall a great year-round session beer to keep it simple. Technically a big craft brewery, Yuengling's flagship brew stands up swimmingly against the big names.    Fun fact: Yuengling was forced to go into the ice cream business during prohibition, and they still make that too, though I don't know that it pairs well with the beer!   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 Got two 24 oz cans as part of a deal for 4$. The look is a dark brown/amber color which is pretty satisfying to look at. Not a strong smell but I like it so its a 3.5. The taste is pretty solid for a cheap beer that is mass produced, really can not complain given what your paying. Feels pretty smooth for a lager, doesn't seems as filling as say a Sam Adams Boston Lager. Can drink these babies all night. Solid beer for the price.   
look: 2.75 | smell: 3 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.25 Nice Amber color smells a note of floral essence over a malty smell taste a very crisp malty noted bubblyish yet rather watery very much so a floral note on the ass end of the light saltiness of it overall my preferred big name brand American lager but ill take a Guinness stout over it any day   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3.25 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3 | taste: 3.5 | feel: 4.5 | overall: 4 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 Smell is not overpowering, with corn and hops mostly. Taste is smooth, with hops, grass, and corn the strongest, and from start to finish. Beer finishes clean, very easy to drink and is not overly carbonated. Yuengling is a good beer compared to all the macro brew beers ( Budweiser, Coors, Miller) and has a much better taste than any variety of those beers. This beer is also easy to drink, and recommended for any time someone would seek out a macro brew, like cutting the grass, enjoying a hot summer day, etc.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 A very solid mass produced lager, more flavor than most. Taste and smells is malty and bready. Taste has a very mild hop presence and caramel notes. Well carbonated, crisp and refreshing, goes down easy. Slightly funky after taste is the only real negative.   
look: 2.25 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2.25 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 2.25 | taste: 2 | feel: 4 | overall: 2.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75 For a mass produced beer, not a bad beer. Better tasting than Bud or Miller and a definite golden color that defines this beers. Look, smell, taste and feel closer to Sam Adams than most mass produced.   
look: 3 | smell: 3.25 | taste: 1.5 | feel: 1.5 | overall: 2.25 This beer is the worst amber lager I've ever tried. It has very little flavour and what it has tastes musky, so it doesn't even have the iconic crisp taste of a lager. Of the cheap, commercial beers, this is a little bit better, but I still poured out the last half of the pint. I don't think I would reject this if handed to me, but I would never buy one again.   
look: 3.25 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 Excellent for lighter beer. Like this beer when breaking from craft every so often. 
look: 3 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 2.75 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 12 oz. bottle poured into pilsener    L: bronze ... as much brown as red in it, giving it a dark gold hue; pushes up a thick head of tan foam; lots of activity in the glass, hundreds of bubbles flying up the column and creating a thick skin and 1/4-inch or more collar; some sticking and lacing, enough that I'm tempted to call this perfect ... it's a gorgeous beer    S: sour grain, sweet malt ... a little lemon peel; dates ... some kind of dried fruit but not overly dark    T: apricot with a slightly buttery finish ... loads of malt flavor, perhaps a little toasted malt; some bitter earthiness lingers in the background, but the hop bite is very minimal    F: lots of carbonation, but the head/skin of foam that you have to drink through softens it a bit; it's a mouth-filling lightweight    O: fantastic brew, plenty of taste, very easy drinking; I'd drink a lot of this if it were in my area ... reminds me of a good Vienna lager with the hop bite sucked out of it   
look: 2.25 | smell: 2.25 | taste: 2.25 | feel: 2.25 | overall: 2 
look: 2.5 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 I get a bit nostalgic when I drink Yuengling. Takes me back to my PA roots and it's one of the first beers - lagers I drank. I compare all other lagers to this one, as its an American classic. Pours a little bubbly and settles with a smaller head and little to no lacing. Bright amber-gold color with a reddish hue depending on the lighting. Standard lager aroma slightly hoppy, but mostly malty and the taste follows suit with a sweeter finish. Growing up as a young adult, this is what I thought all lagers should feel like, medium body, not heavy. Easily drinkable lager and refreshing too. BTW, I would not call for a Natl boycott of this lager jut because Mr. Yuengling happens to endorse a certain Presidential candidate. That's extreme.   
look: 4 | smell: 3 | taste: 2.75 | feel: 3 | overall: 2.75 This is a decent beer; what can I say? There's a hint of metal in its taste, and its smell is not very distinctive. Still, it does have character for a mainstream beer.  I would definitely drink it if I got caught in one places where only a lager seems to be available.  I'm starting to sweat just thinking about it.   
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 2.25 | smell: 2 | taste: 1.25 | feel: 2 | overall: 1.5 
look: 3 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.75 Presentation: 12 oz bottle poured into a pint glass.    Look: Hazy reddish amber, one finger head that rapidly disappears.    Smell: Faint aroma but nothing really stands out.    Taste: Good balance slight bitterness on the swallow.    Feel: Thin-ish with noticeable carbonation.    Overall: A great beer for when you just want to down a six pack.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 I know I've written notes on this beer before; I just haven't typed them up. So here are some brief impressions from a 24 fl oz can (my first time experiencing Yuengling was on-draught), but a full review will follow in future. Cost was $2.25 at a Brooklyn bodega.    Pours a clear clean gold body and a frothy off-white head. ~6cm of foam takes ~10 minutes to fully recede, leaving no lacing.    Aroma has a subtle toasted malt undertone and a classic clean lager yeast strain. Vague fruit accents the bready amber malt aroma nicely. Not your typical budget lager, Yuengling's aroma promises a brew with body and flavour - not just watery pilsner malts. Aromatic intensity is average. As it comes to temperature, I get some slight spiciness - perhaps from Saaz or just from the yeast.    The taste doesn't quite deliver on the aroma, and the beer is a bit thinner than the aroma suggested, but it does have a surprising amount of body for a budget lager as well as decent complexity of flavour, replete with a subtle spiciness, some faint herbal hop notes, and an amber and pilsner malt backbone. A bit too slick and smooth on the palate, never taking time to let its flavours sink in, but it's not egregiously overcarbonated like many beers at this budget tier nor is it syrupy and thick like the malt liquors it tends to sit adjacent to on store shelves.    Overall, I find it balanced albeit shallow and simple, though a step or two above its macroproducing competition. I'll easily destroy the 24 fl oz can, and this is the kind of beer I'd be happy to order by the pitcher whilst devouring buffalo wings or cheap pizza with friends. It won't dazzle discerning drinkers, but it has its place as a casual brew that's priced right and offers more flavour and body than comparable alternatives. A crowd pleasing inoffensive beer that makes for a good go-to at bars and eateries with an otherwise limited selection.    C (2.90) / AVERAGE    ***  2016.11.03 impression on-draught @ a bar in Brooklyn.    Refreshing, perfectly medium-bodied, smooth, wet, coating, and adequately soft.    Drinkable enjoyable fare with no overt faults. A likable lager fit for pairing with pizza or a casual burger-and-fries type meal. Solid dependable fare.    C+ / ABOVE AVERAGE    ***  Reviewed from notes taken in February 2016 (the review I referred to above). Served on-draught at John's of Bleecker Pizza in New York, NY. Paired with pizza (obviously).    Served in a pilsner glass.    HEAD: 1 figner's worth of head. White in colour. Fluffy, foamy, and of average thickness with some decent creaminess to it. Retention is great: 7-8 minutes.    Leaves no lacing as it recedes. Could be softer in appearance and could have a better overall consistency.    BODY: Clear vibrant copper-amber. Clean, lacking any visible yeast/lees particulate within.     Looks solid for the amber lager style. Not unique or special in appearance, but well within style conventions.    AROMA: Caramalt, pale malt, 2-row, faint toastiness, clean lager yeast (no esters), perfect attenuation, moderate sweetness. A kiss of butter (though not diacetyl inasmuch as I can discern). Not too grainy. Has nice floral hop aromatics.     No alcohol or off-notes are detectable.    Aroma is of moderate intensity.    TASTE: A bit too sweet, but it's got a subtle faint toastiness that helps curb that. Plenty of caramalt, pale malt and amber malt throughout. Slight buttery flavour.     Floral hop profile comes off generic and inadequate (especially in terms of lending hop bitterness to balance out the malt sweetness). Imbalanced but nevertheless enjoyable.     Average depth, duration, and intensity of flavour. Not real subtle or intricate.    TEXTURE: Smooth, wet, medium-bodied, moderately thick, overcarbonated but crisp. Annoylingly buttery. Clean. Refreshing.    Suits the taste nicely enough, but it doesn't accentuate specific flavours or elevate the beer as a whole.     OVERALL: Highly drinkable but also forgettable. I'm glad this classic alternative to bigger macrobrew brands exists, but its amber leanings aren't committed to enough and it does have some balance issues. Ultimately above average and a great beer for casual drinking or pairing with pizza/wings/nachos.    C+ / ABOVE AVERAGE      OVERALL:   
