look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Allowed to attain a temp of 55 to 60 Degrees. Poured with a thick dark tan head. no light from my 500 lumen E2D Surefire could penetrate the Stout goblet. Pronounced coffee notes, roasted malts. not boozy. Smooth body. Great flavors.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 One of my favorite beers. Bottle poured into a snifter.    The appearance is thick and black with a compact 1 finger mocha head that lasted well. Alcohol is barely noticeable and it goes down smooth.    The aroma is very vibrant with chocolate, vanilla, dark fruit and roasted malts. Some alcohol spice starts to creep in at this point.    The taste as you would expect follows the nose with chocolate, vanilla, dark fruits, and a nice bready malt sweetness.     This is such an excellent beer that has stayed very consistent. Can't wait to try a barrel aged version of Speedway.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Look - dark mahogany body with beige head    Smell - roasted coffee, chocolate, roasted malts, caramel    Taste - much like the nose, chocolate, roasted malts, caramel, coffee, hint of booze    Mouthfeel - medium bodied, medium carbonation, roasted flavor upfront from the malts/coffee, low amount of sweetness frim the chocolate, roasted malts in the finish, slight hint of booze - this beer is smooth for the ABV    Overall - this is a really good example of an Imperial Stout, good balance of flavor and the booze is present yet restrained. My only gripe with this beer is the price point - too high to drink on a regular basis.    Price Point - $7.99/16 oz can   
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This beer pours dark with a deep tan head. It smells like rich coffee and tastes like dark chocolate, managing to be both delectably sweet and powerfully bitter at the same time. Another paradox: it's both creamy and carbonated, the bubbles clashing with the smooth consistency in a surprising and impressive manner.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Bottle, aged 1 year and a half. The bottle serves a black liquid with a quite big brown head. Aromas are coffee, brown sugar, caramel, roasted malt, chocolate. Amazing taste, the complexity of this liquid is Wow! Medium sweetness, roasted malt , chocolate, with a nice coffee presence, it is very good, the alcohol content isn't a problem at all, we barely feel it. Creamy, full body. One of the best Imperial Stout you can find out there!   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured out of a fairly fresh 16oz can bought at Coastal Wine in Branford. Super thick and inky black, small head. You can tell just by appearance this is one boozy brew. Illustrious aroma that has tons of malt, roast, coffee, chocolate, and toffee but somehow hides the ethanol burn that typically defines higher ABV beers. Flavor is a sledgehammer of dark malt, all the descriptions from the aroma come in over the tongue. Very espresso like but with a good amount of sweetness, too. Silky smooth feel and heavy body leaves you feeling quite satiated about 2/3s of the way through. It's definitely a sipping beer. Bought another can to hang onto for next winter. See you in 10 months!   
look: 4.5 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 Very dark beer with a minimal brown head. Aroma is weak for a bigger stout. Faint smells of coffee but, compared to other stouts not very provocative. Tastes fantastic. Low carbonation, a fully body, and smooth to a slight bitter finish.    Really tastes like I expect a great stout to taste. It doesn't mask flaws with strange flavors or overpower you with the flavor of the month. Just a quality beer with staying power.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Everything a stout should be. Pours dark brown/black with a medium brown head and some lacing towards the top of the glass. Aroma is the weakest part of this brew - dark chocolate with slight hints of espresso and dark fruits. Taste is more coffee than chocolate with vanilla and some dark fruits. I felt that the light carbonation worked perfect. A bit silkier and this would have gotten a solid 5. Overall, if the coffee aromas came through a bit more, this really would have been a knock out of the park for me. Still though, an excellent stout. I'd love to have this aged in bourbon barrels or with any sort of a twist Alesmith throws on this. Also would be interesting to age for a year or 2.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 This is just a fantastic beer and I'm having a hard time thinking of a better coffee Stout that isn't barrel aged.    Look: pitch black with a nice tan head that came up about two fingers and yielded some excellent lacing.    Smell: Very pungent roasted coffee and chocolate on the nose.    Taste: The ABV is just so well hidden, just lots of coffee, toasty chocolate, bit I'm vanilla and maybe fig(?) throughout, and what disntinctly reminds me if cold brew coffee in the finish.    Feel: creamy and full without ever feeling overbearing. Some heavy dark beers are very easy to take your time with because​ of how hefty they are but this one begs you to take that next sip.    Overall: If you see it and you like stouts, buy it. Hell, buy two!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Look: dark black pour with a 1/4 inch light brown head. It was poured into an 8 oz sniffer.  Smell: sweet caramel/vanilla and a bitter coffee scent  Taste: vanilla, a rosary coffee flavor, as well as a slight boozy heat.   Mouth feel: full bodied beer, with light carbonation and a smooth taste despite the abv.  Overall: a very drinkable beer that is very delicious. Definitely a beer that I will seek out again.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.5 16 oz. can poured at 50° into a tulip. Canned roughly 2.5 months ago.    Pitch black with a finger of rock solid reddish-brown head. I can see my reflection. Appears slightly viscous in the glass.    Nose is chocolate, coffee, maple syrup, earth, wood, vague barrel characteristics even though it's not BBA. Suggestions of peppermint and holiday spice.    The taste is where things take a left turn, unfortunately. Right from the jump there's an almost mouth-enveloping sweetness that borders on too much. Chocolate and coffee are there, but they're all but ruled out by caramel-y sugar, which caught me off guard. Oddly addicting to a point but not really my cup of tea. More red fruit and caramel than mocha.     Full-bodied, but ultimately not in a good way. It's like a sugar cube dissolving on your tongue.     Is it this particular can, or am I just not jivin' with this? Awesome look and smell, but a let down from there.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This stout pours a pitch black color with a medium foamy off white head. The smell is very malt heavy with roasted grains, coffee, dark chocolate, and burnt sugar notes. The taste is similar with all the flavors coming out in abundance, but the coffee and roasted grains are especially prominent. The body is very heavy. The finish is extremely smooth and there is really no trace of alcohol, which is a bit surprising in a 12% beer. This is a dangerously drinkable imperial stout for sure. This isn’t that complex, but the flavors are amazingly on point and it’s just a really well done example of the style. A classic imperial stout in my opinion.   
look: 4 | smell: 4 | taste: 5 | feel: 4 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 2.5 | feel: 2.75 | overall: 2.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Tasted in snifter from draft at O'Toole's on April 7, 2017. Look is black with a thick dark tan head and little lacing. Smell and taste is coffee and dark chocolate with roasted and caramel malt flavors. Feel is full in body with a clean, crisp finish.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 From a can dated 1/27/17    L: Pitch black with a good amount of creamy light tan head that lasts awhile.  S: Coffee and lots of it. Followed with some caramel and malt smell.  T: Coffee but with something sweet, no bitter aftertaste like other coffee stouts.   F: Medium bodied feel with light carbonation, very smooth.   O: Really solid coffee stout, like this one a lot. Guess I am going to have to pony up for the big bottle to see the difference between the 2.   
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Picked up from Total Wine & More in Woodland Hills, CA. Poured from a 1 Pint can into a Smuttynose Stout glass.    Look: Pours a jet black with a small head of tan foam. Consistent lacing that dissipates slowly.  Smell: Very evident coffee notes that fades and is replaced with an awesome bitter but sweet chocolate balance. Even getting initial hints of black cherry.  Taste: Bitter cacao nibs, coffee, toasty malts in the finish. Slight breadiness throughout that really enhances the strong chocolate malt and coffee.  Feel: Awesome mouthfeel, and with a smooth but heavy body, really the only indicator of the fact that this beer rings in at 12% ABV. Sticky, very low carbonation, incredibly smooth.    Overall, this beer is incredible. I'd heard nothing but good things and I knew it was a must have. For me this stands tall with North Coast's Old Rasputin but with that more prevalent chocolate that I feel was the only thing I could critique about Rasputin. I'd be curious to see if there were any profile differences when poured from Alesmith's bottled Speedway Stout.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Despite what is stated on the packaging, I strongly suggest drinking this at ~62 degrees.     L -- This is the darkest beer I have ever had the pleasure of consuming. 1,000 lumens (roughly the power of a car headlamp) passed through the glass reveals... nothing. Nada. Absolutely no light passed through the pitch blackness that is this brew. 2-finger tan head produced with moderate pour. Great retention and moderate lacing.   S -- Coffee, well-roasted barley malts, bittersweet chocolate, fruity yeast esters, molasses, caramel, toffee, and vanilla  T -- A perfect balance between a molasses/caramel/toffee sweetness and intense flavors of espresso, dark chocolate, and a rich earthiness. Tastes like a well-made coffee ice cream that's been melted and turned into a 12% ABV beer.   F -- Thick, chewy, and velvety, yet immensely drinkable thanks to the perfect levels of carbonation and sweetness.   O -- From start to finish, this is hands down the best stout I've had. Blows Breakfast Stout, Old Rasputin, etc. out of the water. In Massachusetts, though, it's pretty damn pricey at ~$9 for a 16 oz. can.    91/100    EDIT (11/13/17):  Still blown away by the soft, thick mouthfeel on this. It does indeed taste like a melted coffee ice cream   
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 Can dated 02-01-17 into pint glass. Pours a thick, viscous, inky black with a minuscule medium-tan head. Initial impression is sweetened coffee, molasses, dark chocolate, caramel, and roasted malts. Mouthfeel is thick and chewy. Carbonation is very light. Finish is more of the same, with a noticeable alcohol afterburn.   This could easily be a recipe for a sticky, cloying, syrupy mess, but it never approaches that. Alesmith has somehow produced an almost perfect balance of complementary flavors that play extremely well together.   I have a second can that's going to be cellared for a year or so. Looking forward to sampling that one!   
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Bottled on 12/15/15.    Poured straight down into the glass there's almost no head. Almost pitch black with the exception of the dark brown tinge near the top when held to light.     Smells like coffee and malt mostly.     Given that this bottle is over a year old, the taste is definitely different, but only in a subtle way. The strong coffee flavor from the original fresh Speedway is more subdued in this older bottle, and the roasted malt comes out more. As it warms there's a lot of sweet chocolate and brown sugar, among other similar flavors.     On the palate it seems the same as the fresh bottle: thick and chewy, but not completely syrupy.     Overall, I like the year-old bottle, but surprisingly not as much as the fresh. The coffee and chocolate have slightly faded (not much, though). Despite this, it's still a wonderful beer that's well worth buying and experimenting with aging.   
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 This was fantastic. One of the best Imperial Stouts I have tried. 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Black body with coffee head. Aroma of coffee, cocoa, booze, grass. Tastes of cocoa, coffee, booze, hazelnut, grass, earth. Thick body with medium carbonation.   
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 2.5 | feel: 4.5 | overall: 4 Very dark thick looking much like dirty motor oil with a nice smell of coffee and dark fruits and a hint of booze. Tastes like coffee and raisons with a very boozy finish almost like a world wide stout but with less abv which brought this down for me as I was expecting a more predominantly coffee flavor as opposed to a strong alcoholic malt flavor. Has a heavy full bodied mouth feel and very smooth with slight carbonation. Overall this is still a decent stout but very boozy.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 A 750ml foiled bottle with no clear bottled on or best before date. Poured into a snifter glass.    Appearance: Black in colour with a just over one finger tanned head that had good retention and left great lacing.    Aroma: Roasty malts, dark chocolate, coffee, caramel with hints of vanilla and dark fruit.    Taste: Follows the aroma with roasted malts, dark chocolate, caramel, toffee, vanilla, coffee and dark fruits.    Mouthfeel: Creamy, velvety and smooth. Full bodied with light carbonation and light warming alcohol booze.    Overall: A very nice classic Imperial Stout. Very easy to drink with its nice coffee and chocolate flavours.   
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Pours like motor oil, light khaki head that dissipates quickly  Smells strongly of dark fruit, cherry, coffee  Lovely coffee forward taste that tames the sweetness  Near perfect mouthfeel  As a disclaimer, I started with BAVSS -might have set the bar at the moon   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Pours an opaque dark color, pretty much motor oil black, but with a shade of brown. Nice mocha head rises quickly in a billowing creamy foam. It retains decently and leaves some lacing.  In the nose there are some characteristic imperial stout aromas such as roasted malts, cofee, cocoa and burnt dark caramel. There are also hints of dark fruit and cherry. Being that there is such a high ABV, the presence of bourbon is unsurprising, neither understated, nor boozy.  In the mouth it is rich, robust and full of complexity. The creamy and smooth mouthfeel brings about a fudge like and caramel sweetness. Yet there is so much more. There are alcohol soaked dark fruit, blackberry and cherries that add a note of tartness. As I drink on, the sweetness gives way to an increasingly roasty, bitter espresso roast, and charred malt that lingers. The finish also becomes increasingly dry and bitter. A mixture of bourbon sweetness and spice adds yet another element. The alcohol warms but doesn't overwhelm.  Big bodied and vinuous, definitely a sipper, yet easy to drink at the same time. Delightful and decadent. A real treat!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 Had this one over a year ago from a bottle and absolutely loved it. Looking forward to having another go. This time in a can dated 31Jan2017. Didn't right a review that time so here goes.    Pours like motor oil. Black and opaque with a small amount of head. The aromas are caramel, boozy and faint chocolate. Roasted malts, caramel and sweetness with alcohol warmth on the finish. Feels creamy and viscous over the tongue. Overall a great beer. Not tasting a lot of the coffee. Perhaps the coffee notes fade with age? (This review is 21Jan2018.) Really enjoying how the flavours linger on the palate long after each sip. Beautiful sipper to share and discuss with friends.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 bottled in January of 2016  it's been sitting in my fridge forever    pours oil black with a dark creamy head, looks amazing actually    smell is sexy as hell. tons of coffee, smells super fresh tbh    taste is strong, not boozy strong but coffee and heavy malt strong. big flavor and feel here. yet the body is velvety and smooth    pretty damn good. clearly a BIG beer at 12% but also the bottle is fucking massive. i'm only a few beers in (2 Nugget Nectars) and this beer might be my night ender   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 Poured from 16oz into Spiegelau Stout glass. Canned on January 24th 2017.     L: Deep dark black. Finger width tan head with good retention. Spotted lacing.     S: Rich coffee, wood smoke, sherry, booze.     T: Wow. I was expecting an overwhelming alcohol bite as this is very fresh but its very smooth. Lots of coffee and chocolate, hints of wood smoke and sherry, very tasty.     F: Medium-Full body, decent carbonation. Super super smooth.     O: This is an absolutely delicious beer.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Bought at Total Wine, Fredericksburg. Pours super dark brown, probably black from the growler. Small brownish head. Chocolate, malt and coffee in the nose. The mouth is assaulted by the roasted malt, toffee, etc. Killer!   
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 I picked up a bottle of this to share with a buddy of mine who, like me, is a huge dark beer fan. I've been wanting to try this one for a while now and finally got the chance to do so.    This beer pours a pitch black, opaque hue which results in not being to make note of the carbonation level present. he head is a khaki color and creamy in appearance, dissipating to a thin lacing with a neck that is retained. 4.25/5 The aroma is exactly what I expected with dark chocolate, vanilla, dark roasted malt, a touch of coffee, and a dark fruity sweetness all coming out in concert together. The aroma is heavily balanced toward the malt with no noticeable ho profile. There is a touch of booziness on the nose, but it is not overwhelming by any means, and it really goes to show just how strong this aroma is. 4.25/5 The flavor is every bit as awesome as the aroma with toffee and dark chocolate leading the way, transitioning into a dark roasted malt with a touch of espresso as well as vanilla. A bit of earthy grain, hay, tobacco, and hay notes come out in the middle but a dark fruitiness quickly envelopes them. There is light bitterness on the back end as well as a bit of booziness, but nothing overwhelming and neither linger after swallowing. 4.5/5 This is a very full bodied beer and a very heavy one at that with a light carbonation tickle on the front end that quickly subsides to a full mouth coating and creamy mouthfeel that really wets everything down nicely. There is really no dryness to speak of and no lingering dryness. 4.25/5 This is really an awesome imperial stout that brings out its flavors wonderfully well. Needless to say, my buddy and I thoroughly enjoyed this beer and will be returning to buy another one in the near future. 4.25/5   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is probably still my favorite beer. Bottled on 5/12/2014 and poured into a snifter.    The appearance is pitch black with a super compact 1 finger mocha head that lasted well. Alcohol legs on the glass as well.    The aroma is huge with chocolate, vanilla, dark fruit, a bready malt sweetness and roasted malts. Some alcohol spice creeps up as well.    The taste follows the nose with chocolate, vanilla, dark fruits, and a big bready malt sweetness. Also a slightly subdued roast comes through afterwards.    The palate is full with a viscous creamy finish that lingers rediculously long. So substantial. Has just enough heat that lingers slightly.    This is such an amazing beer that has held up wonderfully. I am happy that I have a couple more aging. Hopefully I can try the barrel aged version eventually.   
look: 4.75 | smell: 4.75 | taste: 4 | feel: 4 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 4.25 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Poured from 750 mL bottle into snifter.  A: Pours an extremely dark brown with nice 1/2 inch dark mocha head with good retention.  S: Can start to smell this from a couple feet away. Bittersweet chocolate, medium roast coffee with cream, sweet tobacco, leather, molasses, and a hint of dark honey.  T: Wow! Chocolatey goodness combined with medium-dark roast coffee. Perfect harmony between those two notes. Caramel, cream, sweet tobacco, molasses, dark honey, and a hint of leather.  M: Medium-heavy body (drinking a tad lighter than ABV). Super smooth and creamy feel. Darkly sweet with mild bitterness throughout. Mildly sticky. Lingers and matures nicely on the palate too.  D: Was expecting an outstanding brew...and definitely got it. The chocolate and coffee interplay in this beer is phenomenal.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Let me get this straight. This one is the best stout in the world. 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 750ml bottle from 2014, bought from Brewdog.com (£15.25):  Great stuff from AleSmith again here & a beer that was every bit as good as I'd hope for going in; it was definitely worth the wait in cracking this bottle open. The beer was kicked off by a lot of darker, roasted malts & coffee flavours but it was also a touch sweeter than expected thanks to the sugars & chocolate, but also the darker fruits & vanilla that featured too. The beer was quite rich & complex with good carbonation & only a little of the 12% abv. showing nearer the end of the nose & taste, something that helped the beer down very easily. The beer was very much a moreish offering with some dry touches nearer the end & some subtle darker fruits coming through to keep things interesting at times.; I really enjoyed drinking this one & it seemed to go down slightly better than the Vietnamese Coffee edition that I tried on-tap last year; an excellent beer that you definitely need to try, it's one that I'll be on the hunt for again now.   
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 This one was incredible,, super thick appearance with a brownish foam just like the one I love in stouts. The perfect amount of coffee and an incredible flavor. Loved it.   
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Extra dank. Extra dark. Top end Stout. Really enjoyed. 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
