look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Pours a dark boozy black.     Smells of bourbon vanilla dark fruit.     Taste is bourbon, dark fruit boozy and coffee    Very delicious beer. Worth the hype!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 One of the best examples of my favorite style 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 3.5 | overall: 4.25 Finally, I got my hands on one of these bastards, damn is it good...    Many times for me these hyped beers end up being a anticlimactic experience - where others describe an almost divine experience, my palate ends up being sadly unimpressed. Well, not the case here. Though it wasn't entirely impressive going into the glass, once it settled, it was something to behold. The brew has a dark caramel color, very dark, with tan head that keeps around and light amount of lacing. The smell was almost perfect, almost, as you are assailed with roasted malts, the strong boozy scent of bourbon, and chocolate, definitely some chocolate notes in there. The mouthfeel is carbonated, but not heavily, it is certainly full-bodied, and has a strong astringent quality on the tongue. Quite possibly this is the my least favorite aspect of the brew. The taste is truly special - bourbon, chocolate notes, the roasted malts - everything that I smelled I tasted as well, a big plus in my book.     So what I experienced was certainly up to the hype - this is certainly a bastard of a beer.   
look: 4.25 | smell: 3.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 3.25 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 Pours dark brown / reddish with small tan head.   Aroma has oak, dried dark fruits, raisins, plums, sherry,   Taste is oak, dried dark fruits, sweet, bitter cocoa.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Touch of sweet and delicious full flavor 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 It is a good founders, not my favorite founders, and not my favorite bourbon beer, but solid. It has a great lack of aftertaste. Taste is better as it goes along.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours a very dark and hazy amber color with a 1/2 finger head. Head retention is minimal. Lacing is good. Aroma of toffee, bourbon and dark fruits. Taste is excellent! I get bourbon, some dark fruits, sweet malts and toffee. Actually very smooth and well blended. Medium bodied with moderate carbonation. Slightly warming.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 Pours a dark ruby/brown.   Smell is sweet toffee and bourbon.   Taste is sweet malt, raisin and dark fruit.   Bourbon finish.   Mouthfeel is not too thick.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 2016 version, poured in March 2017. Bottle is 6 months old.    Deep reddish-brown with a short-lived head.     Nose is earthy raisin and wood with hints of dark chocolate and toffee.    The taste follows. Scotch Ales aren't typically my thing, nor are beers that overdo the barrel character. This is pretty restrained though, particularly for an 11% ABV beer. Scotch, wood, and dark fruit. Suggestions of anise, caramel, and dark chocolate.     Mouthfeel is medium. An initial zip of carbonation tapers into a smooth finish.     Overall, do you like Scotch Ales? This is definitely a good one. Just not my go-to flavor profile or style. Becomes a touch astringent as it approaches room temperature.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 Just what a Scottish Ale should be. 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 2.75 | taste: 2 | feel: 4.25 | overall: 2.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 The 2016 iteration of this barrel-aged Scotch Ale is a great-looking beer: a large, pebbly peach/tan head sits atop an effervescent, deep-brown beer, leaving excellent lacing in the form of dense sheets and thick bands. The nose is big and heady: bourbon and more modest coconutty oak lactones over a fairly rich, light-complected caramel character that shows a bit of butterscotch at the top; significant alcohol overtones ride atop everything else. Up front, the palate is darkish, slightly bitter caramel with hints of bourbon; mid-palate the malt character becomes darker yet as a semi-sweet chocolate character joins the caramel. The bourbon and coconut notes are much more subtle than on the nose, acting more as accents than as the center of attention. Significant alcohol overtones keep the malt well in check, preventing the beer from coming across as the least bit sweet. The finish is a good hit of caramel and booze, and is quite warming; the linger is a lasting modest oaky bitterness that has a slight solvent-like tang. Retrogustative olfaction is redolent of bourbon, and is quite boozy. Mouthfeel is commensurate with the medium body, and is slightly warming; the texture is medium-creamy, slightly slick, and slightly peppery from the somewhat restrained carbonation. (12 oz bottle, 142 days after pkg)   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Look: Backwoods pours a murky mid brown, with a light khaki head that quickly becomes a ring.     Smell: Oak, malt, and with a swirl some of the bourbon comes out and coconut. Very nice.     Taste: The oak, bourbon, molasses, brown sugar, a lot of great barrel character     Feel: Medium bodied, Backwoods is pretty sweet, and has just the slightest bitterness show on the finish.     Overall: My bottle is two and a half years old, and considering the age, the barrel character is enormous. A wonderful beer worth seeking out.   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 355 ml bottle, Beautiful Beers, Bury St. Edmunds - Pours dark brown with small tanned foamy head. Medium carbonation. Aroma - dark stoned fruits, molasses, whisky notes, spice notes. Tasty - roasted malts - molasses, lovely sweet caramel in the background, light bitter finish with a little alcoholic warmth. Lovely sweet lingering high ABV ale. A true BA belter.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 3.75 | feel: 3.5 | overall: 4 L: reddish brown with small light tan head.   S: first note is caramel followed by oak. Light bourbon and maybe dried cherries. Also some chocolate at the end.   T: toffee and caramel followed by sweet fruit and oak. Very little bourbon.   F: thinner than I expected with a little oak lingering feel.   O: really good but not great. As someone who loves bourbon, I think it's a little too hidden. Would still buy again based on the overall solid flavor and easy drinkablilty.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 2016 Release, bottled 09/22/16, 11.2% ABV: it pours dark chestnut brown color with a thick 2 finger tan head that was full of tiny bubbles, fading slowly and leaving very good spotty lacing and a foamy ring around the edge of the glass.    Smells of toffee, caramel, roasted grains, light bourbon, woody notes, oak barrels, dark fruit, cocoa, hints of vanilla and coconut, and a wave of sweet malty aromas. The malty dominance brings out brown sugar, wheat bread, syrup and spent mash, then finishing off with some more bourbon. The bourbon is soft and mixes well, it reminds me of a well aged KBS or Bourbon County Stout.    Tastes sweet and malty up front with toasted grains that seem rum soaked, followed by vanilla, toasted oak, bourbon, brown sugar, toffee, dark fruit, raisins, maple syrup, tea leaf, mild piney hops, sticks and/or earthy notes, wood and cocoa powder. The flavor lacks any smoked grains and appear supplemented by the bourbon barrel accents. Really, really complex and tasty even though it deviates from a traditional Scotch Ale / Wee Heavy.    Mouthfeel is very smooth yet thick with texture while seeming thin as it slides down easy, even with the light burn from the booze, the evident ABV and mild carbonation. It's dominated by malty bread components with recurring caramel, oak, bourbon and sweet fruity flavors. Overall a fine beer that was dynamic and quite enjoyable.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 2016 release    Pours dark (brown with red highlights) but not opaque. Not much head retention, but excellent sticky lacing.    The aroma is somewhat unbalanced with very strong bourbon and vanilla at the very fore, with only a hint of malt and peat in the background.     The flavor follows its nose in both good and bad ways. There is a good balance of malts and hops (a touch at the end) but the bourbon, vanilla, and ethanol is pretty prevalent.     The flavor is big, the body is not. Like many barrel aged offerings I've tried lately, this one is a little thin. However, the carbonation is excellent and helps keep what is otherwise a sweet beer from getting cloying.    Overall this is fine, but if I want a good off-beat wee-heavy I will stick with Founders's other "Bastard." The bourbon is just a bit too strong on this one. I'm wondering if this one is just too young. I'm going to tuck a couple of bottles away and try them to see if the bourbon notes will mellow.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 3.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 I have chosen to pour this wee heavy into a mug, instead of another glassware that wouldn't fit. And I don't own any proper Founders glass anyway. Best by 04/06/17...    Backwoods bastard is pretty heavy, as puts the label 'Extra Strong Beer' (11,1%)..Oh, 'bière extra forte' it's even in french. We appreciate it, but I guess this translation is more aimed at the québécois, because we normally don't get this in France.    This has a brownish color, taste bourbon, brown sugar, milk.. this is definitely a very complex brew and I don't have the knowledge or palate to detect every aroma. I've been milking this for an hour now, still do as I write this. You don't chug a beer like that uh?    Overall, an excellent wee heavy which is a style I don't remember ever trying, and I have proudly added another major American brewery to my 'bucket list'. Still looking forward to try new ones... Cheers!   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 I poured a 2014 into a tulip glass while watching a movie. It was over 2 years old and had aged beautifully. Dark amberish with a decent head. It smelled like raisins and figs with a sweetness that said "try me". It was very smooth with the perfect amount of heat and enough of the bourbon to give that taste that I love without overpowering the great scotch ale that it is. I loved it.   
look: 4.25 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Pours deep Brown. Short, thick, short-lived tan head.    Smells caramel malt, vanilla, bourbon, light nut.    Taste caramel and vanilla. Also strong Bourbon and hints of smoke and dark fruit. Finish is semi-sweet with vanilla, malty linger with a touch of bitter. High side of full-bodied. Creamy medium carbonation.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured into a MacAndrew's thistle glass. Pours a slightly hazy, dark brown-amber with a thin light khaki head with good retention and lacing. Aroma of deep caramel malt, dates and figs, hint of plums, bourbon. Flavor follows with caramel malt, toffee, dates, figs, dried plums, bourbon and a touch of oak and peat. Medium bodied with good creaminess, nice mouth feel. It's clear why this has a good reputation. All the classic flavors of a scotch ale with a good bourbon overtone. Well balanced with integrated flavors. Many good scotch ales have a little astringency in the finish; that is absent here, very smooth from start to finish. I see why Founders has such a following. Glad to see them in the West Coast. I will get this one again.   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Ahhh, the annual meet and greet with the Bastard. How could I forget the boisterous rambunctiousness that ensues when you egress from your hiding spot?     Looks like cola, tastes like a libation suitable for the gods.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 A 355ml bottle with a best by date of 6th April 2017. Poured into a snifter glass.    Appearance: A clear deep amber brown colour with a one finger tanned head that had decent retention and left nice spotty lacing.    Aroma: Caramel, toffee, vanilla, oak, bourbon and booze with perhaps a hint of sweet dark fruit.    Taste: It’s what you expect from the aroma with sweet melted caramel, toffee, vanilla, raisins, oak and bourbon with a light nuttiness on the finish.    Mouthfeel: Creamy, full bodied with low carbonation. Alcohol is well hidden yet there is a nice lasting alcohol warmth.    Overall: Just great! A really nice sipper with wonderful aromas and great taste.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 4.75 | taste: 4.25 | feel: 5 | overall: 4.75 As the first Founder's beer I've had,  Lest I say my hopes were high.  And as soon as I heard this one came in,  Obviously it was a beer I had to buy.     First, the nose, huge notes of bourbon,  Butterscotch, caramel, and malt  Earthy, beautiful tones of spice   This beer is without a fault.     And the flavor- oh, the flavor!  So much barrel and balanced still   Sweet fruit, anise, and some heat  I wish my cup was always fill.    I've had a lot of barrel aged beers,  Hundreds of them, at least  This one here is the perfect combo  Of malt and hops and yeast.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 2014 Bottle, buddy of mine shared with me on New Year's     Look: Deep amber/brown, light tan head  Smell: Intense caramel notes, of course bourbon as well  Taste: Holding on to this beer does amazing things for the flavors. Lucky my buddy wanted to share this one. Sweet caramel, little bit of toffee, with a perfect bourbon finish that definitely smoothed out as the years have passed  Feel: perfect for a beer of this alcohol content. Smooth and velvety.   Overall: One of my favorite beers, and age only made it better, in my opinion. If you can find an aged version on tap or in bottles, go and get it, you will not regret it.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 OMG. Seriously. This is the best barrel-aged beer I've ever tasted. I'd give some details, but bursitis in both shoulders makes even this micro-review/rave difficult. Maybe I'll have another for pain relief? Twist my arm ...   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.75 Definitely one to have to either finish the night or to enjoy with a friend. I'm going to store a 2015 and a 2016 to compare and contrast 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 Best scotch ale I've ever had. Absolutely delicious. 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 I got this Scotch Ale via a beer trade, and I thought it was great.    Look: very dark brown, with a one inch bubbly mocca colored head.    Aroma: Wonderful bourbon aroma, some smokiness, maybe caramel.    Taste: taste of bourbon, but not too much, just right, raisins, vanilla, a bit smoky, caramel, very delicious.    Feel: It’s full bodied, creamy and smooth.   
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 This is where it's at for me. I picked up a $4 single on a whim, and I was totally blown away. I hadn't been drinking as much beer in the past several years, but this was a game changer. It sent me on a path to seek out more and more different craft beers and really get back into it. The only thing slightly negative about it for me is that it can be a little too intense. I can only handle one bottle in a sitting, and it needs to be a looong sitting to avoid feeling wasted.    It looks amazing poured out, but I enjoy it straight from the bottle too, because I don't get that powerful eye watering effect of breathing into the glass on accident or the non-beer-drinkin' hubby's comments on the smell filling up the room. Another benefit of drinking from the bottle is looking at the label. You look straight into his eyes every time you need a reminder that you do not eff with the Backwoods Bastard and you do not eff around with this beer.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 From the growler, it pours a clear reddish brown with a moderate head. The nose gets the bourbon, smoke and roasted malts. The mouth gets a bit of alcohol along with the molasses and smoke, Careful drinking, but good!   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Shared bottles from 2014 and 2016.  L: Color of a dirty copper penny with a beige head.   2016 has a bigger head but both receded quickly.    A: Malts, molasses, dark fruits, smoke and obviously bourbon.  I thought the bourbon aromas were more pronounced in the 2014 edition.    T: Overall both of these were sweet with molasses and toffee flavors. A nice warming effect from the Barrel aging.     M: I thought the 2014 version was smoother and creamier, but I have no complaints about 2016.    O: One of my favorite beers. I preference the 2014 edition because the bourbon notes were more subdued. Either, or, this is one terrific beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Scotch Ale/Wee Heavy one of my favorite styles, Founders one of my favorite New World brewers, plus oak bourbon barrel aged all adds up to a world class top 10 brew for me.  Would love to age this for a few years, but never seem to be able to resist opening it up.  Can't recommend this enough.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 2016 edition  Poured into a tulip...Pours a dark brown/mahogany with a 2 finger tan head that lingers awhile. Leaves minute lacing.    Aroma is of scotch, barrel notes, malt, caramel.    Taste is amazing follows the aroma with a boozyness upfront of scotch then fades into slight smoke, vanilla barrel notes mid swallow. Finishes with a nice scotch boozy heat.    Mouth feel is thick viscous, creamy, full. You know your drinking something substantial.   One of the best.   
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 3.25 | smell: 4 | taste: 4.25 | feel: 3.25 | overall: 4.25 2016 release, bottled September 22nd, 2016; poured from a 12oz bottle into my Gordon thistle:    Deep carmine body, clear with a faint surface slick. Sticky legs, but next to no lacing.    Bourbon in the nose - potent with hints of stone fruit and sweet malt, but the base beer is largely overwhelmed by the bourbon aromatics (tobacco, vanilla, leather, candy-corn, etc.).    Flavor follows the nose with greater intensity of both the bourbon (including a flourish of alcohol) and the malt (chewy and rich without being cloying or grainy). Low bitterness, and no obvious hop contribution flavor-wise. Faintly smokey medium-dry finish with successive waves of melanoidins and stone fruit with a hint of sherry-aged single malt. More spirit than barrel throughout.    Rich yet somehow thin mouth-feel; carbonation could be a bit higher maybe.    Very excited to have this available locally, though the price is becoming prohibitive ($4.50/12oz), and while the bourbon contributes very good flavor, it doesn't necessarily elevate the style.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 Pours a clear, dark brown, with about a half finger of off white head that dissipated slowly. Smell is bourbon, caramel, and peaty scotch, they are light and not overpowering. Taste is delicious. Smoke, bourbon, oak, vanilla, and caramel. Feel is good, medium-heavy body, silky smooth. No overpowering lingering flavor. Outstanding beer overall, wish the smell was a little stronger but oh man, otherwise this is a great beer and a must have.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 L -- Dark brown head. Make sure to aerate heavily -- produces a two finger head if properly poured. Minimal lacing   S -- Scotch whisky, molasses, malts, raisins, figs   T -- Same as it smells, plus maple syrup, bourbon, and burnt caramel.   F -- Potent.   O -- Worth the money. Very rustic, medieval feel    89/100   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 3.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3 
look: 3.75 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Bottled October 2016, enjoyed December 8th of the same year. Poured from a 12oz bottle into a large snifter. Pours a deep, dark, just short of opaque mahogany with a finger-thick off-white, beige head that dissipated at somewhat slowly and left a little bit of lacing. Carbonation is evident on the sides of the glass when swirled and held up to the light. Smell is big bold caramel, bourbon, molasses, and a touch of spice. Taste follows suit, but of course, more pronounced. Marshmallowy combo of malts and Bourbon is killer and, like the Dirty Bastard, the touch of caramelly sweetness and the loving hop bite, work like a dream together. The feel is full bodied and relatively thick with a carbonation that is lively, but not overly so. Overall, I absolutely love this beer and can't wait to see what age will do for it. Can't recommend this highly enough. Layers of complexity, flavors from across the spectrum, and not too ridiculous a price, either. For me, I'd call it perfect.   
look: 3 | smell: 3.75 | taste: 3.75 | feel: 3 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 Look: maple syrup color with perfect amount carbonation   Smell: definitely getting a scotch and bourbon, vanilla burnt rasins  Taste: smooth scotch and bourbon are very pronounced throughout but easy to drink.  Feel: for me this is a great beer definitely enjoy this style scotch and bourbon blended well  Overall: this beer is a great example of the wee heavy style to date one of my favorite founders beers   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 Look: pretty minimal tan head. Dark, dark brown, but not completely opaque.    Smell: very potent alcohol scent backed up with smoky sweet, almost raisin-y tones.    Taste: fantastic. That sweet smoky flavor hits first but there are after tones of malts and chocolate.    Feel: smooth. Perfect amount of carbonation.    Overall: one of the best beers I've had in a while and another gem from Founders. Definitely pick it up if you see it.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
