look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 1.5 | smell: 3 | taste: 1 | feel: 1 | overall: 1 Known fruity hops (citra), further sweet and dry dry aftertaste, does not taste the most artificial and weakly no hop aroma and no layer at all,never again   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Crisp and flavorful, a definite go to beer. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 5 | overall: 3.75 Look - Pours golden in color, slight haze, two fingers of white head, a few spots of lacing.  Aroma - Pine sap, honey, a bit of weed but it isn't 420 blaze it levels of dank.  Taste - Pink grapefruit, sugar, a resinous pine note. Malt is light and crackery. Sweeter towards the finish with an oily pine sap flavor that I've grown to enjoy from Lagunitas' beers.  Feel - Medium bodied, fine bubbles, creamy but finishes refreshing and dry. Alcohol well hidden. Incredibly drinkable, which is typical from this brewery.    Overall - I'm really more of a malt guy. I tend to gravitate more towards barleywines, brown ales and Belgians, but I can enjoy a beer like this. Good hop flavor but has some malt to back it up.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours a bright honey color. Lots of citrus and pine. This beer has a great mix of wheat along with the hints of honey and grapefruit. The taste and feel reminds me more of an IPA. Strongly carbonated beer with a light white head.    = A real winner here. I normally don't indulge in wheat ales but this brew is distinct and can pass for a great IPA. One of the best wheat ales I've ever had.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 From Untappd 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 -Pours a nice clear amber with a thick white head  -pine on the nose with a citrus/orange hint  -bright and crisp. pine comes through in the taste, found that it finished rich and complex with just a slight citrus "bite"  -very full, rich feel to it  -one of my favorite beers ... but I confess to being a bit of a "homer" when it comes to NorCal beers   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 12 oz. bottle  no date but it's fresh  clear amber and a nice white head  good lacing as I empty  notes of pine, floral  good balance and not bitter.  I like the mouthfeel because it's chewy, but clean  alcohol doesn't hit until the third one !  so be careful.enjoy   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Wow, wasn't expecting that at all. Very good; gets even better as you drink it. Has a sweetish kick but yet doesn't let the sweet overpower the ale. Holycow did just one get me buzzing.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 I really dislike hefeweizens, and wheat beers generally. Something in that style has to be as mainstream as a Blue Moon or a Shock Top for it to not be a drain pour.     So I can't believe I like this beer. I like it a lot. It has all the bitterness of a good Cali IPA, with a good bready balance, and none of that ick that ruins most wheat beers that people tell me are supposed to be "refreshing."    Well this is refreshing--and delicious.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 3.5 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.5 Look: gold with a thin white head  Smell: Floral, citrus, and pine  Taste: floral, citrus at first, then a hint of wheat at the end  Feel: high carbonation, medium body   Overall: I find this beer more like an ipa due to the amount of hops, that being said if it was categorized as an ipa I would have liked it more. Would I buy again? Yes, I have bought this before.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Look - clear and golden with a white head, great retention, and pretty lacing.  Smell - crisp hops in the form of citrus and pine along with caramel malts and faint yeast notes.  Taste - rich hoppy flavors are strongest, similar to the nose, but there's also a sweet malty backbone that rounds it out. It finishes dry with yeast notes lingering in the aftertaste.   Feel - high carbonation, medium body, and smooth finish.   
look: 4 | smell: 1.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 This is the first real craft beer I've tried, and I was very impressed by it's quality and relative affordability.  The look is just plain awesome, with a golden color and creamy 1.5 finger head.  You can smell the alcohol, but you also get floral scents; a lot of citrus notes, not very off putting.  The taste is extraordinarily citrusy and bitter, but not too harsh, grapefruit is what I can pick out the most, subtle maltiness in the flavor. Is rather hop forward for a wheat beer (not a bad thing), and very vibrant on the palate  The feel is also like drinking grapefruit juice, although a lot smoother. Not harsh by any means, but you can feel the bitterness on the back end. Very refreshing to drink.  This was by dar rhe hoppiest beer iv tried. For a wheat ale, it drinks a lot like an IPA with its hop fowardness, which again, isn't a bad thing. This was a very refreshing beer to drink, especially at a barbecue! I'm kinda mad that I only had 2 beers out if the 6 pack I bought, but that's what beer is for, right? To enjoy with good company during fun times! Glad I had this for my first real craft beer.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 3 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a golden yellow with an average head. Smell is bitter citrus. Taste is the same. Mouthfeel is light and easy to drink. Overall, perfect for a hot day.   
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 1.75 | smell: 1.75 | taste: 1.75 | feel: 1.75 | overall: 1.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 3 | smell: 2.75 | taste: 3.5 | feel: 4 | overall: 4 One of the first Lagunitas I've tried, and let me say it was quite amazing. While I always had my eye on it while shopping for a good opener, I finally got the right chance to buy it. It was only a sixer, and I paid a decent $12 for it with taxes and everything; well worth the money I'd say. It poured beautifully, I truly do not like drinking out of a bottle if I can avoid I will. It caught me buy surprise but it was perfect, i wasn't expecting it to hit the spot the way it did. I didn't pair it with anything, I had it with a few buddies, and I'll have to say it's one of the beers I will be buying for occasions from here on out.   
look: 3.5 | smell: 3 | taste: 4.25 | feel: 3 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 Pours like hazy liquid gold with interminable head. Lacing becomes an eternal fixture. Smells sweet with hints of hay, like dropped candy in a petting zoo. Not bad overall, though I'm not convinced it lives up to its reputation.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Mostly clear with a golden amber color. Bubbly head with solid retention and lacing. Aroma is fruit and citrus with some bread malt. The flavor is similar. Sweet, bread malt characteristics. Hops is floral, tropical fruit and grapefruit. Bitter aftertaste that lingers on the palate. A good beer overall.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pale, translucent yellow. Smells of wheat, yeast, orange, and a hint of berry. Taste is driven by piney hops upfront, followed by a nice, slick, malt finish. Overall, a strong, well-balanced beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Another fine pale ale from lagunitas..    Big malt background to balance,out any amount of hops they want to add..    My favorite so far is still their day time session ale but this could replace it easily and has more abv.    Lagunitas knows how to brew an ipa/apa/pale ale   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nice hoppy hoppy ale..not too bitter and great aftertaste. Smooth and piney. Living close to Chicago ..which is the eastern coast brewery for Lagunitas...We get this oh so fresh!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4.25 Lagunitas Lil Sumpin Sumpin is a nicely balanced IPA. It has a nice clear hue and developed a decent head when poured into a tulip glass. The aroma is nice with hints of apricot/citrus and it finishes very clean. Feel is great, although the beer needs a rather vigorous pour to develop a nice head.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 A drinkable hoppy ale, with a well balanced profile.    Foam quickly dissipates, and the first taste semi-sweet, citrusy, only slightly bitter, and very drinkable.    It is a fairly strong beer, but doesn't taste so. You have to watch out with this one.   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 This is an ideal beer for someone who likes wheat and fruit undertones in beer. Pours with a nice dusky amber color, raises a good head. Scent is a little sour, possibly the only off putting attribute of this beer. Taste is wonderful, with hints of peach and apple; good mouth feel, but not thick. Easy to drink.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 I poured it into a ceramic mug (all ive got at college) Beautiful orange yellow amber type color. Head was small, off white, size of head probably reduced by the container and my cruddy wash job.   Smells fruity, pineapple maybe, citrus with a hoppy smell at the very end.     Taste is sweet initially with a kind of hoppy bite to it, the sweetness persists for a while, becoming really nice in the middle of my swallow before giving in to hop bitterness in the aftertaste. The sweetness might put some people off but it seems well balanced to me, and definitely doesn't give away the alcohol content. Do yourself a favor and stock up on this one, I have had a craving for it for months. Overall maybe the best ipa I have had so far.   
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Look: 4.75  A beautiful gold color and very clear. A 2-finger head was generated from a 12oz bottle pour. Decent head retention. A nice and vigorous bubbling continues on.     Smell: 4.25  A pungent citrus and pine aroma. A slight caramel/malty sweetness as well. It is quite sweet and tart smelling.    Taste: 4.75  A nice hoppy bite at first. The bitterness lingers even though sweet malt and toffee wedges in. It has a bit of a smoky flavor when the hops and malt back off. It is quite savory and buttery tasting.    Feel: 4.5  Medium bodied. Quite bubbly and interesting on the tongue.    Overall: 4.5  This is a great IPA from Laguanitas (yet another). I would most definitely buy a 6 pack of this (or any package). Bought as a single in a mixed 6.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.25 Too hoppy 
look: 4 | smell: 3.5 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Clear Amber tap pour with a thin foam cap. Aroma is muted. Lacing is prominent on draughts. Flavors include bright fruit notes ( pineapple melon) and some pine hop. Bitterness is moderate. Finish is smooth. I suspect that may be the wheat assist. - very accessible.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 A signature Lagunitas brew into a pint glass:    L: A straw yellow body with 4 fingers of big bubbly white head that dissipates moderately quickly, leaving strong clumpy lacing that lingers on the glass. Nice.    S: Pear, apricot and cantaloupe with a tangy undertone of pineapple, blood orange and passion fruit, ending in black peppery spicy notes.    T: Sour initially, with apricot and pineapple building into blood orange, grapefruit, tangerine, cloves, pepper, and bitter pine for a finish. Very hop-forward.    F: Creamy, smooth, delicious. Exactly what I hope for from beer.    O: Fantastic IPA. Perhaps the greatest ever brewed on such a large scale.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.75 | feel: 3.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 A great wheat IPA that was recommended by the beer store guy. Was looking for Deschutes Fresh Squeezed but they were out. They recommended Sumpin' Sumpin' as having some citrus and good balance wheat IPA, and boy they were right. Plus its a Chicago beer and I love the Windy City. Middle of the road amber clear color, smell is a mix of hops, wheat, citrus, smooth going down and a little bitter finish. A nice alternative to Fresh Squeezed. I would definitely recommend it as a regular beer to have in your fridge, your friends will be impressed.   
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 Poured from a bottle into a pilsner glass. Dark amber, visible carbonation, light quarter finger head, consistent lacing.     Smell is light. There is citrus, pine, resin, raspberries, light wheat,    Taste is the bomb. Crisp citrus, wheat, hop, some spice. It starts wheat then everything else comes in layers. Damn. It's all there, just such balance and in order. That's always an accomplishment, nothing hits hits you over the head.     Feels so damn good. Good carbonation,light oils, dryness, clean finish. ABV is very well hidden, I always like that.    What is it A wheat? An IPA? Not sure. If you love both, it gives you both. If you only love one or the other, well it gives you enough, too. It's a fine offering, so satisfying. I am always happy to see this on my local store shelf. Great beer.   
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Re rating.    Pours a clear gold with a finger of white head. Smells of wheat, citrus, and plenty of hops. Tastes of orange zest, hops, wheat, and some yeast. Medium in body and carbonation. Overall an almost perfect example for an american wheat ale. This was not only my first Lagunitas from long ago, but the first craft beer (and legal beer) that I ever tried. And it didn't disappoint.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Sweet smell with a slightly boozy aftertaste. The alcohol quashes the wheat which, for me, is a good thing. Tastes more like an IPA but definitely worth checking out.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 As close to perfect it can get for me. The first smell when you pop the cap is inviting and the taste is second to none. You can taste the perfect mix of hops and it's not overwhelming after the first sip.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Probably my favorite beer of the Lagunitas catalog. Memorable.     12oz. cold bottle - no date    Pours a cloudy orange/gold-copper with a thin white head. Leaves a nice film on the glass.   The taste is oranges/citrus; fruity mixed with hops. Crisp hints of pine, wheat and spice. Bright and fresh. My guess is this brew ages poorly. It tastes hoppier than many wheat Americans. Delicious.     For a mass market beer that can be found at the specialties and grocery chains alike - nationally, it's special. It's a outstanding warm weather beer but it's available year round.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Great ale 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 Bottle at De Paas. Clear golden with a thin white head. Notes of oranges, grapefruit, caramel and pine resin Medium body, medium carbonation and a bitter-sweet aftertaste.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 Had this on tap. Pours clear and golden with a thin sense foam. This beer had someone but mostly citrus on the nose with orange pithe. The taste was fascinating. The clean creaminess of wheat shines through mellow and juicy to start but the finish is citrussy with a lightly sweet mandarin orange and balanced with the herbaceous green hops bitterness. Nicely balanced. I especially appreciated the creamy texture which surprisingly went nicely with the orange tartness.   
look: 3.5 | smell: 4.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.75 L -- A clear, moderately effervescent pale orange with a robust bone white head. Moderate lacing   S -- Incredibly robust yet clean floral and citric hop aromas dominate, with notes of apricot, raspberries, and wheat  T -- Very similar to Sculpin, but without the overwhelming bitterness. They took a classic taste and perfected it   F -- Refreshing and inebriating!   O -- One of my favorite go-tos. Tasty at all times of year, and only 11 bucks for a six pack    89/100   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Amber IPA with white retaining head. Smells of citrusy hops and the taste is spot on, pure. Medium bodied with nice smooth finish. Beautifully hop-balanced bitterness. Perfect.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 Was not impressed with pour and look, taste like IPA, but as I sat and sipped the ABV of 7.5% kicks in quite pleasantly. 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 Oh my, oh my, oh my, oh my. Perfection in a tulip glass.     Look: quite pleasant. Deep amber appearance. It just screams, "try me".    Smell: hints of citrus (perhaps acai berry?), lingering hoppiness. Slight coriander-like spiciness.    Taste: whoa so unique. Not quite a wheat beer, not quite an ipa. It really stands out. Quite complex. Mid-palate hops (amarillo or centennial hops) with a scrumptious citrus taste that stays in your mouth for hours.     Feel: not overly bitter, very nice going down. High drinkability.    Overall: lil' sumpin sumpin is simply outstanding.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 I get a nose of citrus hops with this beer. To me it tastes like a good IPA like a Hopdevil or similar. Really good citrus tastes with the bitterness and yet sweetness at the end. Very carbonated and great ending feel to this beer. Good beer ! I love the fact that the 7 1/2 % is well hidden. Wet lingering faint bitterness.   
look: 2.75 | smell: 5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3 | taste: 2.75 | feel: 2.25 | overall: 3.25 Very lemony - feel the thickness from the wheat - beautiful bright color with a basic head. 
look: 4.5 | smell: 4.5 | taste: 3 | feel: 4 | overall: 3.25 
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 It's comes on strong and is a mouthful, orange and bitter with a mediumness to it, hops sprinkled throughout.    Taste Rating in Words: It's being punched in the face when you don't expect it and then the pain fades and you realize they pulled there punch and ran.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Sharp, crisp tasting wheat ale...malty and fruity with a tinge of bitters and a nice alcohol kick...one of the good ones from Lagunitas 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Pours a clear, light amber color with a half inch white head that was well retained and left a little lacing. Aroma is a beautiful, bright citrus with a sweet malt presence and pine. Taste is bold orange with a little bitterness, sweet malts, a bit of pepper, bread and caramel. Excellent balance to this beer, well carbonated, smooth mouthfeel, goes down really easy, almost impossible to stop at one.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3 | smell: 3 | taste: 4.5 | feel: 4.5 | overall: 4 The various iterations of the "little sumpin'" moniker have yielded some "fun to try" beers, but good ol original sumpin' is still sumpin' special.    Poured into a pint glass, it doesn't look that impressive, a medium amber color, lots of bubbles, a small soapy head. It's not Lagunitas' most impressive smelling beer either, a quick shot of hops and pine, anD then, boozy alcohol tingles.     But we drink beer with our mouths. And lil' sumpin' delivers. Great mouthfeel, substantial, but clean, and the carbonation makes this 7.5 very drinkable. The taste is great, hop forward, with bread malts and a bit of warm alcohol on the tail end. Clean finish, with a slight lingering (but pleasant) bitterness.    This is an excellent American hoppy wheat ale...highly reccomended.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Before knowing exactly what I was drinking, assumed this beer was an unusually balanced IPA. Definite hoppiness, citrus, grapefruit and pine with a pleasant bitterness, IBU 64. Paralleled with smooth, sweet wheat aroma and taste that linger in the palette. An easy drinker, smooth, balanced, and delicious. At 7.5%, this hoppy wheat ale will get you there in couple. Easily one of my recent favorites from lagunitas, a welcome shift from their IPA I usually get. Will be enjoying again.   
