look: 3.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 Gorgeous dark ruby clear body with pale burnt orange head, lots of caked-on lace. The aroma is intense with balanced grapefruit, orange, and pine hops flavors, balanced by raisin-like malt. There's a strong element of booze as well. Colder, flavor starts with strong bitter hops, ends with chalky Belgian dark fruit quad-like malt, and pure ethanol notes. As it warms the malt becomes more prominent, to the effect of rendering tastes of sweet fleshy fruit. Body is full, creamy yet sharply carbonated, sometimes astringent, sometimes mouthwatering. Quizzical.  I get trying to be in-your-face, but when you get past the macho attitude and fuck-you-ness, alcohol simply does not smell or taste good, period. That being said, it does have good balance between cozy malt and intense hops, especially at warmer temperatures. A beer to ponder while you're getting your ass kicked.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Dec 2015.on tap at lucky ducks 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 2.75 | taste: 3 | feel: 2.75 | overall: 2.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a deep ruby color with a two finger fluffy beige head that persists. Aroma is dark fruit, molasses, alcohol, toffee, and a bit of floral earthiness. Taste follows with earth, some dark fruit, molasses, and toffee, and big bitterness with a touch of alcohol warmth. Mouthfeel is medium and smooth with a bit of oilyness and a nice warming sensation down the throat. Overall, a very good bastard iteration, which I actually like more than depth charged and regular arrogant bastard, but less than my favorite oaked arrogant bastard.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4 2015 edition. Brownish red in color. Smell: a bit of the trademark arrogant bastard hops/malt combo that hits you hard (in a good way). Taste is rich, flavorful malt strains blended with bitter hops, and a bit of sugar sweetness that rounds it out. Feel is awesome, super smooth on the palate and incredibly smooth for high 11% abv, dangerous for sure. Overall: enjoyable.   
look: 4.25 | smell: 4.5 | taste: 3.5 | feel: 4.25 | overall: 3.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 A: Pours a murky amber with a thin khaki head that recedes quickly.    S: Rich aromas of caramel, molasses, biscuit, brown sugar, and sweet cream are quickly balanced by assertive aromas of pine, lemon rind, white grapefruit, blood orange, spruce, grass, herbs, and kumquat. There is no alcohol to speak of on the nose which is pretty impressive considering this beer has an abv of 11%.    T: Incredibly balanced notes of brown sugar, biscuit, sweet cream, nougat, caramel, molasses, pine, spruce, grass, herbs, lemon rind, white grapefruit, blood orange, and kumquat swirl across the palate. The finish is bitter and resinous, offering a slow fade of blood orange, grass, caramel, pungent herbs, pine, lemon rind, and grapefruit before a sneaking alcohol warmth settles in and more or less smooths things out completely.     M: In the mouth, this ale is full-bodied and sticky. Carbonation is delicate, yet active. Alcohol warmth is very restrained. Though a sipping beer, this is one that I could definitely see myself being able to sip steadily and finish quickly. All in all, this is far more drinkable than it should be given the strength.    O: I tend to be pretty generous in my reviews, but I am not even remotely exaggerating when I say that this is the best beer I have had in some time. For a strong ale, it is approachable, yet complex and extremely well-balanced. I really cannot find much about this ale to fault. In the end, I just wish I had made it a point to try this one sooner. If there is anyone out there who has yet to try this beer, make a point to do so in the near future. If you are even remotely a fan of strong ales, you will not regret it.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 22 oz bottle from the 2015 Bastard Box, poured into a nonic pint.  Look - Caramel, ripe stone fruit in color. Big fluffy head, light in color that settles into a smaller fluffy head. Plenty of lacing sticking to the sides of the glass.  Smell - Hints of soft stone fruits, and malt.  Taste - Up front, I got a slight hint booziness, nothing overpowering. Overripe plums, malted grains. Bitterness that reminds me of the flesh of the fruit close to the stone. A little like an English barley wine style, perhaps.  Feel - Creamy.  Overall - Amazing sipper! Opened mine up after an evening shift at the job. Perfect beer to relax with. This is going to be a beer staple. I can't believe it took so long to get to this one.   
look: 3.75 | smell: 3.5 | taste: 1.75 | feel: 4 | overall: 1.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4.25 Bottled on 14-oct-15, consumed on 20-nov-15  I am pretty sure I consumed this when it was past its prime, and because of that I will keep this short. Deep caramel color, thin creamed color head that lingered. Not a great balance between the hops and malts.   Bottom line: wasn't impressed but I would be willing to try again if I could find a fresh bottle   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 2014 Bottle    Look: This Double Bastard has a darker maroon body. The head is thin, light beige in color, and creamy looking. With a twirl of the glass, the lacing sticks nicely to the sides of my favorite 15.5 ounce brandy snifter, creating an artistic blanket of twisted, broke branches.    Smell: The aroma is clearly of sweet figs and sticky, overripe dark fruit.     Taste: The taste is clearly of sweet, overripe dark fruit, which includes mushy raisins, and medium roasted sweet grains. Distant Lemonheads taste. The taste is even keeled, leaning on the sweeter side. The addition of hops balances this out perfectly. The regular Bastard has a much bigger hop profile. This is sweet, but not too sweet for me. Some could say, this is heading toward being called cloying...but maybe not. The level of sweetness is nicely placed. Good balance of tastes. This really opens up as it warms.     Feel: Nothing to complain about. Smooth drinking. For me, the level of carbonation would be a 4 out 10. Lush.    Overall - I need this beer to be available in 12oz bottles. This beer has a place in my heart, as do many other Stone beers, since I am from Escondido. Get some!   
look: 3.75 | smell: 3.75 | taste: 3 | feel: 4 | overall: 3.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Very malty. Doesn't drink like 11% ale. Not really that arrogant. But I like it. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 From the 650 ml. bottle. Bottled 10/15/15. Sampled on November 14, 2015.    It pours a handsome looking medium to dark amber with a long lasting off-white head. Decent clarity.    The aroma is sweet barley malts, caramel, with a bit of booze but not too much. Low to no hop profile on the nose.    Medium to full body.    I get an undercurrent of sweetness in the taste but the alcohol is more forward here. Lingering bitterness. It's a good beer with some bite.   
look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.75 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 4.25 | feel: 2.75 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a dark red, brown with a thick, foamy mocha head. The nose is quite delicious. Citrus hops. Bubble gum, tangerine, orange, mild grapefruit. There is also a heavy caramel malt. The flavor is really good. I actually find this very well balanced. The malt is very present, but there is plenty of bitterness. There is a mild alcohol presence as well, but that doesn't steel the show. The mouthfeel is creamy and smooth. All in all, I would call this a top notch brew.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 5 Amazing. Super strong, yet goes down smooth. You can taste and see the similarities between double bastard and arrogant bastard, but it's much more than a stronger version. It has its own personality. Excellent brew...   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 Look: this is gorgeous colored beer. Clear dark amber with an orange red glow and nice thick brown head.   sroma: Very Nice nose! Musky malts, caramel, and light bitter citrus.   Taste: nice thick feel, smooth caramel on sweet on the front end with bitter citrus on the finish.   Overall: solid beer but not something I would drink more than one bottle a year.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured a deep amber with modest khaki head. Has a sweet, malty aroma. Then there's the unmistakable Arrogant Bastard flavor that is double fisted in this version. Incredibly balanced, smooth and delicious. Slightly bitter aftertaste. This is a terrific beer.   
look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 BOOM. If you are a fan of the original you'll love this one. If you like a BUNCH of flavor without a bunch of BITTER, and you like a little buzz without the slobber, sip on one of these puppies. Really good BEER! Not a bourbon. Not mass produced water swill. The label is very accurate   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Has a year of age. Smells like a really strong barley wine. Taste if barley wine as well. I sat out in the sun a 70 degree fall afternoon and let the bottle sit as a slowly drank this beast. As the bottle got warm the flavors really came out. Best at room temperature. Drink this slowly.   
look: 5 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 From notes on 9/3/15. Poured into a snifter from a 22 oz bottle.    Color is amber with a fluffy white head. Good retention and lots of sticky lacing. Aroma is very good - tropical hop juiciness and rich malts. Taste is really good - definitely a double bastard. Really smooth with a great balance of alcohol, malts, and hops. Mouthfeel is medium/full with moderate carbonation. Very delicious.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 Had a 22oz bomber poured into a tulip glass. The color is a burnt amber color with brown / hazelnut under tones. A thin head on the beer once poured that disapaited quickly. The taste had a bit of bitter almost sour notes to balance out the citrus hops and burnt malts.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Nice head, very dark orange color. Smells like honey & hops. I wasn't expecting sweetness (based on its name). Has a slightly bitter aftertaste, some citrus & cereal, nicely balanced. No alcohol flavor detected. Excellent!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3 | feel: 3.25 | overall: 3.25 I've simply never been able to enjoy this, whether fresh or aged. To my palate it just invariably comes across as unpleasantly medicinal and sickly sweet. Because I really enjoy the normal version of this, I'd say this one is too much bastard by half...   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 2011 from a Double Bastard Whiskey glass      Sound: The beer sounded like a gentle, rolling stream of bubbles. Small waterfall-esc. (In honor of Fred Eckhardt)    Appearance: Slight haze from proteins that fell out of suspension over the 5 years of aging. Beautiful deep amber orange glow    Aroma: Roses, with peaches and cream. Carmel and burnt molasses. Sourdough bread.    Taste: The beast has mellowed beautifully in both body and maltiness. The bittering hops still leave this beer with a firm bite. The alcohol heat is gone.   It is juicy, slightly sweet, and it finishes bitter. Probably past its peak but still great.    Mouthfeel: On the thinner side from a big beer like this. The age shows in the mouthfeel but it still has a stickiness to it.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 L: brilliant deep amber to light chestnut, 1” off-white head dissipates to thick ¼” film S: T: starts malty and creamy and then introduces a heavy dose of hops that bring some citrus rind to balance out the malt. More flavor than bitter comes from the hops, but the hop dosage is generous and a lingering hop bitterness balances the malt and the alcohol. Caramel, toffee and cola notes. F: very creamy Medium full body to chewy, medium to medium low carbonation. O: This is an elixir that you might drink instead of a gin and tonic.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.5 Growler into pint glass. Pours a clear, beautiful dark amber, with a thin off-white head. Pretty minimal carbonation. Malt and hops are well-balanced. First impression is malt sweetness and sticky feel, followed by citrus and resinous hops. Hops win the durability contest, lingering on the back of the tongue. Alcohol is pretty well hidden, but it's definitely there.     This is not a subtle brew. Quite drinkable, though. Preferable to Stone's last few "Enjoy By's", IMHO.   
look: 3 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 2.25 boozy mess with lots of flavour, just not great ones... 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 3.75 Pours dark amber with a small head.  Nose shows sweet malt, spicy and resinous hops, caramel and sultanas.  Flavours are equally spicy and herbal with heaps more malt following through afterwards alongside a bit of booze.   
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 3.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 2.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 4 A: Cloudy, red brown with a small, filmy head and no retention.    S: Caramel, light citrus, bread pudding and raisins    T: A chewy beer, walking a middle ground between Barleywine, IIPA, and Belgian Strong/Quad (in fruity character, not other esters). Lots of rich malts and moderate hop bitterness in the mid-palate, but not in the finish.    F: Heavy body, medium carbonation. Moderate linger.    O: One of those dangerously drinkable big beers. Not too sweet, not too bitter, just a hint of alcohol bite at the end. Goes down easily.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 I'm not entirely sure how this beer made it into the new BA top 250 - but I'm not a fan of the system. Just because you could do it with this beer, doesn't mean you should.   
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 2013 batch and it's amazing! 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 Put this in the barrel 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 3.75 brown bottle - 2013 Release    Stone Double Bastard Ale poured out of a 1pt 6fl oz bottle into a tulip glass. A dark amber color body and a 1 1/2 finger foamy tan head was produced. The head reduced to spotty lacing over time. The nose is dominated by sweet caramel and toffee with just a hint of hops in the background. The taste starts off sweet with caramel, dark sugar, and toffee noted. Then the bitterness takes over and very much dominates the sweet malt. The finish is dry with a strong lingering piney bitterness. Mouth feel is high-medium to full bodied and a little sticky.    Double Bastard is a serious big beer that drinks similar to an American Barleywine. The drinkability is lower due to its alcohol presence...a sipper for sure!   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 A - Cloudy ruby brown with a small off-white head. Fades but leaves a thin layer. Low lacing .   S - Tons of caramel, toffee, molasses. Dark fruit.   T - Caramel sweetness, cut off by some slight medicinal bitterness. Leather, black licorice. No mistake this is a strong ale.  M - Smooth, This definitely benefited from eight months of aging. Coats the palate. Reminds you that you're having a fine ale.   O - An amazing brew. Worth seeking out and always worth having a bottle cellaring.   
look: 4.75 | smell: 4 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 5 | feel: 5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 This is rebel ale. This is even pretty strong for myself. Packs a great buZz but it's tough to take down. Very heavy but worth it. Buyer beware 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Not a fan of Arrogant Bastard, but this one hits the nail on the head. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 A very interesting strong ale. I generally don't like hoppy beers. However, this one really grows on you as you make your way through a bottle. Another amazing example of that California hoppy brew that Stone creates. Quite "addictive" in a good way!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 Congregation Ale House - Long Beach, CA - draft 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 Bottled on 9/13/13, opened on 5/25/15 for my birthday. It's absolutely incredible. Perfect balance. 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 My 100th beer on BA. Poured into snifter glass.  L - A medium-dark brown caramelized color. 2 finger head & good retention.    S - Great aroma; feign smell of chocolate. Hints of alcohol.    T - Very smooth taste. You can notice the flavor of alcohol faintly. A burnt caramel or toffee flavor with faint hints of orange and chocolate.    F - Leaves a pleasant and dry feeling in the mouth. Mild to no carbonation. Again can note the alcohol in it though doesn't take away from the experience.    O - A great beer with a unique flavor to offer. It lives up to its name in strength, though the flavor of alcohol is barely present. Great choice for the 100th beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 2013 vintage has aged very well 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 (Drool) Must write four more words. Damn, five. Doh! They said there would be no math.15...17. 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 It made by Stone. ...nuf said 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
