look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 12 oz can into IPA glass. Dated best by 5/17/19.  Look is fairly clear reddish brown. Smell is fairly light hops/yeast/malt balance. Taste follows nose. Very balanced. Feel is light. Overall a nice beer but I would not seek it out but would drink again.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Poured from bottle. Freshest by 5-28-16 (whoospie!)    (L) The color was reddish amber. Full head, some remaining lacing.   (A) Smell was floral, citrus, pine, and malts.  (T) Taste followed aroma but more bold. Also getting some mango. Ends with a nice bite.  (F) Creamy and medium bodied. Nice carbonation.    Not usually a fan of ambers/reds, but this was great. Really balanced with a little bit of everything going on, but it all just jives.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 Tröegs Nugget Nectar brewed by Tröegs Brewing Company, with an ABV of 7.50% This brew pours out a deep burnt amber color with a nice white head. This brew has a real nice look to it. The smell of Tröegs Nugget Nectar, is rich with hop bitterness grains and malts. The hops are kinda inviting to the smell of this brew. This brew has a bolder smell to it than most American Amber/Red Ales on the market. Not saying that is a bad thing. Now for the taste, it is bold and rich with flavors. You first pick up on the hops citrus bitterness in this brew. Then there is a nice citrus sweetness, and grains and malts. There is a lot going on in Tröegs Nugget Nectar. This brew has a real nice balance to it, there is nothing overpowering about this brew. I can't get over how smooth this brew is. It is real hard to pick up on the 7.50% ABV in this brew. Not saying that is a bad thing. The mouthfeel of Tröegs Nugget Nectar , is bold rich, clean smooth and bitter. Overall I'm giving Tröegs Nugget Nectar a 4.50 out of 5. I would buy this brew again. Tröegs Brewing Company, did a real nice job with this one.   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Sweet! 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 A - Thick head that retains well. Very foamy. Color is a clear amber. Active bubbles.    S - Lots of hops. Smell is sweet and citrusy in a pine forest with passion fruit.    T - Sweet and fruity with a surprisingly mild bitter hoppy aftertaste.     M - Medium alcohol burn, but otherwise pretty smooth and silky for this type of beer.    O - Very good. I am surprised that it is not very bitter and how smooth it is.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Tröegs Nugget Nectar | Tröegs Brewing Company. Poured from the bottle into a pint glass, this beer's head is three fingers thick, with secular lacing, and a clear reddish amber body.    Smells like a not-to-the-point-of-astringency blend of hops resembling tangerine, melons dare I say, and a piney "zing" at the end of the whiff.    I taste a clean, mild malt foundation with the hops I was talking about in the smell as more of an accentuation instead the main attraction. Which is not to say that their flavor in underwhelming. It just doesn't give you that slap across the mouth. The mango mentioned on the labeling adds a nice overall refreshing element to the flavor profile.    The mouthfeel I'm picking up is medium-light with fair carbonation.    Overall, I'll give Tröegs Nugget Nectar | Tröegs Brewing Company a 4.5. A very easy-going imperial ale that isn't an IPA. Who'da thunk'd it?   
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 **  05/25/2016  Last of a six pack. Most were drank months ago, but unfortunately I waited to rate. I have to say I enjoyed these more than I though I would. Love the "fresh hop". I am now a fan.  AROMA: Citrus, Metal...but just a touch.   LOOK: Dark Gold, hint of orange. Full White head, most of it fades quickly, but some lacing sticks around.  TASTE: Orange, Pine. Very Tasty. Love the fresh hops. Gives a juiciness that fights the "dank".   FEEL: Good carbonation. Thick feel for a lighter beer. Truly a Nectar. rather than a juice.  **   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Enjoyed a bottle with a BBQ dinner at the Pedalin Pig in Banner Elk last night for $6.00. Freshest by 5-22-16 - just in time!    Beer poured orange with a very nice white head.    Nose was tropical and fresh.    Taste was tropical forward that meshed nicely with a light caramel malt base.    Mouthfeel was light and refreshing.    Overall an awesome beer that I was thrilled to see on the beer list!   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 2.5 | smell: 3 | taste: 3.5 | feel: 2.75 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4.5 | taste: 4.75 | feel: 3.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Nose is hops, citrus. Look is copper with a beige, frothy head. Taste is hoops, citrus, grapefruit. Very hoppy. Some pine. Mouthfeel is almost perfect. Chewy, but a great balance with carbonation, and a dry finish which comes at you at the end of the back end. Top three amber reds I've had, I've had many, and most were mediocre. This is NOT a mediocre Red.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 5 | overall: 4.5 L: Impossible orange, red, copper color. Nice head retention. Best looking beer, perfect.  S: Sweet orangey notes. Inviting.  T: Great balance, hop forward still. Firm bitterness, caramel sweetness, juicy hops.  F: Perfect, medium. Drys out but takes its time.  O: This is two weeks before the best buy date and it's still great. It's a simple concept but they've nailed it.    Freshest by 05/07/16   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 DATE: April 17, 2016... OCCASION: celebrating the first day of grilling and the Cavs' first playoff win--fifteen more to go... GLASSWARE: Barley Creek pint... APPEARANCE: crystal clear dark copper amber body sits squarely below a thick, creamy white head with sincere staying power... nice stratified lacing, paralleling as a sunset might... AROMA: the nugget releases strong floral, resinous aura while the tomahawk releases a bitter, orange peel/pineapple... PALATE: at 7.5ish% ABV, more than palatable--one could see why Troegs tried to call this an Imperial amber, as the back end suggests a maltiness that clips its bitterness and enables swift sipping... medium-bodied and "easy," with a slight pill at the teeth and a mellow movement to the throat... TASTE: an earthiness grounds a complex profile, with orange, pineapple, mango and soft fruits eliciting the lion's share of attention... malts are sweet bread and caramel... a combination that is mellow, reasonably weighted, and balanced... OVERALL: a lot to like about this one... after having heard so much about it, I had no fear of being let down, but rather a feeling of hop-head conflation... into the second bottle, an aromatic, resinous experience--can stand up to or next to the many illustrious IPAs out there... another win from Troegs....   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.25 Full of hops. Deliciously bitter with a great amber color. 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Look - Amber Orangish hazy color with a great white head and sticky lacing.  smell - Very floral off the first scent. Second scent I get is citrus and when I dive deeper I start smelling some tropical fruit. Very slight malt backbone.  Taste - Very well balanced! Floral, Citrus, tropical hop taste but with a good malt backbone. Not overly bitter or sweet.  Feel - medium body and carbonation and easy to drink  Overall - Incredible Imperial Amber. Hoppy and well balanced!   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 This is the first beer from Troegs that i have had. I am glad this is the first one too, its so damn good. If this is the level of beer that their other brews are I wanna try them all. I love color of this beer. I nice orange /dark orange color, its a nice shade of orange from all the hops/ malt combo. The balance taste of this beer is also amazing on its own. Theres a bunch of hops in the beer , but you only get the taste not the end note of a sip. I wanna give this beer 5 overall but i feel that this beer lacks a strong smell.( not that there isn't a smell but i only smell the malt/grains ) I would have the beer again 100%   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 Poured from a 12oz bottle into a Goose Island nonic glass L: clear amber with bubbles streams galore and a foamy white head S: Sweet malts and piney bitter hops T: unbelievably balanced between hop bitterness and malt sweetness. F: creamy and fluffy O: this deserves all the hype of Hopslam and more.   
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This years batch was the first I've ever had, and it was phenomenal. Tastes a lot like an IPA, but with good red notes. Really good. I bought it every time I saw it.   
look: 4 | smell: 4.25 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 5 My my. I don't even like hoppy beer...but this....THIS, is delicious.    Color is an nice clear amber. Nice lacing for an ale. Aroma is just a perfect balance between clean hops and malt. Nice, silky smooth mouth feel. Taste, is a really perfect balance of hops and malt. What an almost perfect beer.     Wow.    Really amazing.   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 This comes out around the same time as Hopslam, it's a lot easier to find, cheaper, and at least as good. Great balance, lovely fruity nose and sweet, malty backbone, this is worthy of all the praise heaped on it. Restrained yet bold, this is a great IPA for those who grow weary of the juiciest, dankest, or bitterest hop-bomb IPAs.   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 Another I've neglected to review: 12 ounce bottle poured into Belgian ale glass.    L: Amber with a hint of reddish copper, like a classic red-brown Lincoln cent. 3F+ foamy head with good retention, lacing, and a cap.    S: Floral perfume up front, with citrus and tropical notes. Pine and light biscuit malt.    T: Hard to live up to the nose, but it comes close. Tropical and citrus fruits dominate up front, some piney goodness and light malt on finish. Very little bitterness and very little overt sweetness.    F: Good balance between the sweet and bitter. Light to medium body, light to medium carbonation, good drying on tongue. Not really sessionable.    O: Manages decent ABV and high IBU very well, good taste. I'm not as absolutely gung ho on this as some, but it's very solid.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 This is a tough one to explain, for me. It doesn't have the best hop profile in the world, but all the various parts come together as one of the most enjoyable, easy drinking beers I've had. The sweetness really worksworks for me, and ensures there's little or no bitterness to be had. Had this a bunch in North Carolina, and I'm pretty sad it couldn't follow me up north.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Bottled on 01/20/16    Pours a clear amber bronze with a creamy khaki colored head. Smells like pineapple, papaya, mango, candied orange, grapefruit, tropical citrus, toasty bread, mild spice, malty grain, clean pine and floral grass. Tastes like candied orange, mango, pineapple, papaya, pithy bitter peach, some caramel, toast, mild spice, fresh pine and dank earthy grass. Feels medium bodied, creamy with low carbonation. Overall a really well crafted imperial amber ale.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 Poured from a bottle into a tulip. 2016 vintage.     Pours a deep amber, with a nice filtered body. Dirty, white half inch head lays on top of the beer and slowly disseminates. Thick lacing lines the sides of the glass. Freshly sliced sweet pineapple, pine trees, and tropical aromas fill the nose. Grapefruit & mango are blended with a great hop bitterness that is balanced with sweet malt as it goes down the throat. Easy drinking, crisp, and well carbonated. Nugget Nectar is elite when it comes to hopped up amber ales. One of my favorites in the spring months.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This imperial amber ale has 7.5% ABV and 95 IBUs.    Look-It pours a brilliant orange-blossom honey color with prominent copper hues. The head is frothy and khaki-colored.    Smell-It smells strongly of pine and citrus like orange, grapefruit, tangerine, mango, and papaya. The malt base comes through among the strong hop base.    Taste-It has a the pine resins come through first and then the sweetness from the malts which were a tad strong for me and then it finishes with some citrus and tropical fruits. The mouthfeel is medium-bodied and rich and creamy. It isn’t too sweet that it ruins the beer, but I prefer a more mild sweetness.    Overall-It is a great beer.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 This one was a tough get. Had to find it "online". One of the better ambers I've had. Good orangeish amber color. Just right amount of hops. I've had a few Troegs at GABF. And none of them were this good   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Reminds me of Stone Pataskala Red, but with a little more balance. Great color and lacing on the pour. Nose is a malty citrus and the taste follows suit. Great mouth feel and pleasant carbonation. Very deserving of its world class rating.   
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Pours a clear orange-Amber color with a half inch head and decent lacing. Smells of citrus, hops and pine. Tastes of sweet fruits- tangerine, mango and papaya, and then a little grapefruit, nice malt flavors and hops. Moderately bitter finish. Mouthfeel is creamy, moderately carbonated, and smooth. So drinkable.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 Pours an orange clear amber. Has a very refreshing taste and is very uplifting Has some citrus notes and a slightly bitter finish. All in all this is a very good ale   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Nothing better than a fresh Nugget! This is a superior ale. Great aroma, look, taste, and feel. Definitely a go~to for me... 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Happy Hoppiness! Poured from bottle into a glass. Great Amber color with white head. The hops aroma fills the nose and the taste is medium, well balanced with a wonderful finish.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 nice, orange-y color! good aroma and flavor. pungent and sticky. have been wanting to try one of these for a long while! super-brew of yesteryear, though, obviously. still, it filled the list...   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 5 | overall: 4.75 Nice smooth feel, not nearly as hoppy as the IBU indicates. Little after taste and great taste. Definitely would recommend trying at least 1. 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 Poured from a 12oz bottle into a tulip glass:    Appearance: pours a copper-orange in color, with a completely translucent body. Nice, thick head on top, which leaves plenty of lacing while drinking.    Aroma: lots of pine, mixed in with some solid fruity notes as well. Pretty potent mango sweetness, with some bitter pineapple skin. Lots of pine.    Taste: the only issue I had here was that it finishes sooo sweet. The initial flavor is bitter piney-ness, followed up by some really nice mango. Some beers blast you with an array of fruitiness, but this one is totally focused on the mango. Finishes with some more bitterness, but also a ton of sweetness, which isn't my favorite flavor.    Feel: medium-bodied and pretty sticky on the finish. Crisp carbonation.    Overall: a very good brew. I didn't even know it was a "Red ale" until jotting down this review, although it really was more IPA than red anyway. In any case, I'd drink it again any day.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Comes in a crystal clear copper color with effervescent carbonation and a pillowy, off white head. The nose offers fresh squeezed tangerine juice, grapefruit pith, perhaps a touch of papaya, sweet bready malts, caramel, and sticky pine.  Big grapefruit, tangerine, and lemon notes hit you upfront. Juicy in texture and lively. The mid-palate starts to shift to the malts, which turns into a big toasted brown bread and caramel sweetness near the finish, but just before it gets cloying, the hop resin kicks in, leaving mouth-smacking lingering flavors of orange peel and pine sap.    The mouthfeel is medium-plus, medium-carbonated, with an oily, slick feel that approaches creaminess at times. Very drinkable.    While I wouldn't consider this a whale anymore, this still remains a rock solid beer and one of the best commonly available hop-forward red ales. Worth seeking out at least once a year.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 A: Pours crystal clear amber color with a red hue. Large two fingers of light tan head. Good retention with pretty good lacing.    S: Citrus. Sweet. Some Pine. Light hops. Sweet juices. Mostly on the sweet malty side of the aroma scale.     T/M: Bitter hops. Dry yet still pretty smooth. Pine. Sweet fruits. Mango. Malts seem to dominate the beer. Hop flavors are nice but subdued. The balance could be better. has a nice piney aftertaste. Alcohol is hidden well.     O: This is an excellent beer. Yet, it is definitely slightly overrated. I find that it is also not as good as previous years. The hop and malt flavors work well together. Not a beer for the hop bomb people, as it is subdued in that department. I would still recommend this beer, especially when had fresh.    Cheers!!!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Brilliant, clear amber body. 2 finger white, creamy head settles to a firm cap with sticky lace.  Malty and hippy in the aroma and taste. Nicely balanced with bready, caramel malts and piney, resinous hops. Hints of mango and orange throughout.  Medium body, medium carbonation. Nice, dry spicy finish.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.75 Lives up to the hype 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.75 from a can to a teku;  look; translucent light mahogany (very pretty) , thick beige head, 1 1/4+" good retention, moderate lacing  smell; pine, caramel sugar malt, hint of unripe peach or apricot  taste; caramel sugar malt, pine, a little grapefruit, a little sweet overall  feel; full bodied and smooth, hint of stickiness in a good way  overall; full bodied and somehow fresh tasting but too sweet   
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 A: [4.50] Deep red color approaching a light cola color. Forms 1 finger of dense white head. The beer is really transparent and looks inviting in a glass. The bottle lists the ABV (7.5%) and the created date (01/04/16).    S: [3.50] Mild pine, peaches, malted scent, hints of caramel.    T: [4.50] Lemon rind, peppery pine, pineapple, not much in the way of malty sweetness. Finishes with a nice bitter tinge.    M: [4.25] Nice medium+ coating mouthfeel. Really good carbonation level. Finally has a good hop bitter finish that is good but doesn't linger past its welcome.     O: [4.25] The nose on this one is a little subdued and doesn't hint at how great this beer tastes. The beer is really nice with some solid hop notes throughout the beer. The beer also has a really solid mouthfeel that makes it feel hearty and adds to the overall enjoyment. This is a great beer.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
