look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 Very Early hop forward - bitter 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 Most complex relationship I have with a beer. Was the first micro I tried without being told "try this, it's good." It was good; early '00s at Sheffield's in Lakeview. Since, the quality just wavers, for whatever reason. So I always recommend with reservations. This bottle is dated 9/8, being consumed 10/25 and is as good as hyped. Acquired from a mix-a-six at a Mariano's. Yet. Yet, I have gotten cases of this directly from FFF in Munster and regretted nearly every bottle. Don't know if the formula changes ever, but oh does the quality. Keeps me from being an FFF devotee.     If anyone asks, it's a malt-forward, rich pale ale. The Replacements 'Let It Be' of beers.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 On tap,clear copper russet , one finger off white foam cap , good lacings     Aroma of citrus , orange, tangerine     Grains with a hop note , well balanced    Dry finish , not much of a bite    Very good beer   
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Clear, copper hued body; fine carbonation; thick, rocky, sticky head. Big citrus aroma; oranges and grapefruit. Juicy and softly sweet flavor; cereal grains; toasty; well-balanced hop bitterness. Thick and chewy body; somewhat coarse on the palate; dry finish.    Outstanding depth and complexity going on here. Nice balance of flavors and aroma and very pleasing to the eye. A top-notch beer.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Burnt orange bordering on crimson w/ one finger off-white head. Smell is over-ripe tropical fruit and pine sap. Earthy flavors, more sticky pine sap with a touch of sweetness.   
look: 3.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 L - pours an evil-looking crimson red with twangs of caramel brown. Crystal clear with lively nucleation. So many tiny bubbles flying up from the bottom of the glass. Head looks awesome. Almost looks like cinnamon was sprinkled on top due to the faintly mocha toasted marshmallow color.     S - huge whiff of Juicy Juice after popping the top. Musty pine and sweet apples. Deep, earthy and malty. Slight citrus a la orange and a sweet sugariness.     T - strong punching malt flavors infused with hop oil. Wouldn't call this a malt bomb since the juicy citrus still finds a way. Hints of caramel and marmalade. Think orange jelly. Crisp dry hoppiness comes out as the beer warms and my palate develops to these flavors. Slight resin. Hell of a backbone on this beer. Holds strong through and through with robust, meaningful flavors. No half-measures here. Solid beer.     F - thick and full-bodied for a pale ale. Almost syrupy with a low-level creamy carbonation that slightly opens up as the sip progresses. Neat.     O - fantastically solid beer. Can't say it enough. So many flagships are designed to be approachable and end up weak as a result, but Alpha King delivers the full bam shapow in the best way possible. Drinkable and a great introduction to FFF but at the same time something seasoned drinkers can enjoy time and time again.   
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 Dank, spicy, peppery hops abound! This is a legit pale ale with some definite backbone. A little heavy in the body, but otherwise a near perfect brew. Second only to Zombie Dust in his category. 3 Floyds delivers again.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 "Pepperiness" is the primary note of this beer, and a near-perfect note it is! Stimulating but never overpowering. Alpha Kings gets an "Alpha" from me---it is a world-class beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Just had a fresh bottle and I revise my initial view. Dark and malty with a complex spiced floral nose and a full hoppy flavor with a long finish. Much better!    My bottle is from 7/21/16, so perhaps some of the hoppy complexity has faded. Interesting nose but not much citrus. Also, a bit darker than I would have expected. Taste has good balanced bitterness but Maltier than is usual for a pale ale. I will seek out a fresher candidate for comparison.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 2 | taste: 4 | feel: 3.5 | overall: 3 Poured from a bottle. I think I may have an old bottle, because this didn't do a lot for me. Very little nose and not a very complex flavor. Mostly malt with a bitter finish. I would like to try it fresh.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 Pours a clear pale amber producing 2+ fingers of foamy, light tan, somewhat lasting head that leaves motes & streaks of thin lacing. Aroma is floral, pineapple, a little citrus, a hint of pine & caramel malt. Taste is tropical fruit, citrus & earthy floral, caramel & biscuit, some pepper finishing with a slightly prickly bite & floral hint backed by caramel sweetness that become the dominant early component of the aftertaste which transitions to a lingering, floral, dry, lightly astringent & moderately bitter aftertaste. Mouthfeel is light-medium bodied with moderate carbonation, prickly finish, dry & astringent aftertaste.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.5 Smell is floral, pine, citrus, some caramel malt, and just a hint of booziness. Taste is pine resin, malt sweetness, and a slight herbal flavor. A well put-together APA, but the malt heaviness relative to the hop flavors just is not my cup of tea.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 12oz bottle (bottled on 06/17/16) served in a milkshake pilsner glass.     Appearance: Hazy copper-amber. Thin off white head, lots of fine persistent lacing all over the glass.     Smell: Pine, orange. Not much else.     Taste: Very hoppy. Strong pine and citrus hop flavors, with some herbal notes as well. A bready and mildly caramelized malt for balance. Finish is not as hoppy as I would have expected. There is some bitterness, but it is muted pine and orange tea.     Mouthfeel: Quite smooth, nicely thick. A bit chewy. Light carbonation.     Overall / Drinkability: Very drinkable. Full flavored, good balance between hops and malt, very hoppy, but not a palate wrecker. I could easily have another of these. Went well with burger and grilled corn. A very good APA.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A - copper clear beer, white head sticks and leaves okay lacing  S - big gummy bear, fruit punch, pomegranate; some dank resin, piney hops in the background  T - big grapefruit, peach, pine, hop resin, fruit punch, gummy bear  M - light, alcohol is covered, aftertaste is grapefruit and gummy bears  O - great beer, unique, I'm not sure how they get that candy sweetness in there, it's not cloying at all, just tastes like eating gummy bears   
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 mint, pine, bubblegum 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 L: a very nice copper tone. poured into a tulip glass, leaving minimal head.    S: getting a lot of malt on the nose -- undercurrents of guava and citrus.    T: very robust tropical taste (guava and passionfruit) balanced by white grapefruit and a strong malt backbone. The nose and appearance suggested malt-heaviness, which it is, but this is nicely balanced. Hops in abundance. Probably the most balanced malt forward PA I have had.    F: creamy and full bodied.    O: a tremendous malt-forward pale, and one of the most complex and flavorful pale ales that I have had.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 The first beer I had from FFF. Copper in color, good 1/2" white head. Drops plenty of hops in the nose, not citra, but you know the other c hops that are almost underappreciated these days.     Good citrus impact, caramel and honey malts lightly toasted. Floral, pairs well with spicy food. Could drink this all day. One of those beers you don't mind drinking 50oz of in a sitting.   
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Only 2 weeks old, I brought a suitcase of 3 Floyds back with me to Oregon.     A: a light copper, with beautiful lacing and a persistent 1/4 head.    S: this is the best part. Lots of pine sap and resiny hops.    T: surprisingly deep for a pale, fresh pine and fruits upfront with a bitter finish.    F: very full-bodied, finishes clean.    Overall: God, I love this stuff.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Alpha King is a winner, smith for an IPA. Drinkability is excellent and bitterness is a a good level. Enjoyed the aroma of citrus and hops. When my wife took her first sip she said WOW. We both like IPA's and this is near the top of the list. Haven't had a Zombie Dust yet. Looking forward.   
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 2.75 | taste: 4.5 | feel: 3.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 poured out of a bottle. a little over 4 weeks old.    pours a dark orange.     smells of grapefruit, lemon, citrus and hops. taste is very similar, citrus forward. a wonderful beer.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 4 A copper look with a off white head poured in a pint glass giving me a sort of cascading head. Faint smell of citrus mostly all you get is hops with a hint of carmel. Taste is a bit tart but overall enjoyable.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 On tap at MacNiven's in Indianapolis, IN.    An easy drinking beer. Not your typical pale ale! 4.25    A - Pours a clear amber with an off white head 3.75    S - The floral perfume of a bouquet of knockout roses. 4.25    T - A malty APA, some sweetness melded with piney resiny hop flavors 4.5    MF - Medium body with a slightly dry finish 4   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Had at Mother Bear's Pizza, Bloomington, Indiana, poured from 12-oz. bottle into tumbler.     Alpha King is a big but well-balanced APA that complements spicy food very well.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4.5 | feel: 4 | overall: 4.25 A 12 fl oz. bottle bottled on March 31st 2016 and poured into a mini Mikkeller long stemmed tulip glass.    Appearance: It poured a clear copper colour with a one finger off white head that had decent retention and left nice lacing.    Aroma: A bit light but grapefruit and pine come through along with some caramel malt.    Taste: Bitter citrus grapefruit, lemon and orange peel, sweet lemon tea, lightly sweetened tea, pine and caramel malt in the background.    Mouthfeel: Medium bodied with moderate carbonation.    Overall: Nice and well balanced. Good mix of bitter and sweet.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4 Pours a hazy, copper color with a 1-finger off-white head. Head has good retention and leaves some splotchy lacing.    The aroma is very light but I get some pine and a good amount of citrus, as well as a bit of caramel.    The flavor starts off with tons of citrus, followed by a touch of pineapple. Has a nice caramel malt flavor. Finishes piney and bitter. Good balance.    The feel is medium bodied with decent carbonation. Goes down very smooth and leaves a nice coating around the mouth.    Overall, a very good pale ale. It's not overly hoppy or bitter, but there's still a nice hop bite. Very well balanced.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 3.5 Pours dark amber with a 1 finger head. Aromas of grapefruit, pine. Bit of nail polish alcohol, eucalyptus, and honey. Tastes of sweet hops. Honey and grapefruit syrup. A pungent hop concentrate in the back end. Not a lot of perceived bitterness here. Mouthfeel, carbonated well. Overall, good IPA!   
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a dark orange color with a thin white head. Lacing is left on the glass as the head dissipates.    Smell is a subtle but clear aroma of citrus, pineapple, pine with a solid malt aroma also coming through.    Taste follows the nose with some flavors of pineapple, citrus zest - orange and grapefruit - coming through. Nice malt backbone gives some hints of caramel and bread - but truly just hints. Slight piney bitterness on the finish that is pleasant and not overly bitter.     Feel is very smooth, supremely drinkable and refreshing. Medium carbonation provides a slight initial tingle.     Overall a great APA from FFF. Somewhat overlooked in the pantheon of FFF brews, but this is still a great one right there with the best brews from FFF.   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 On the hop side of the spectrum, which I like. Simply the best pale ale I've had. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4.75 | feel: 4 | overall: 4.25 Bottle dated 5/5/16    Look: deep, hazy golden color, finger of white head, fairly heavy lacing  Smell: citrus, pine, hops   Taste: sharp citrus flavor. mostly grapefruit, a little bit of lemon and orange. faint pine note as well. tasty but mild hops in the aftertaste   Feel: medium body & carbonation. easy to drink    Overall: this is a very good pale ale. I will be getting more of this in the future!   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 5 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 I'm not a huge IPA fan, but I usually take down 2-3 sixers of this each year. And when it's on tap it is hard to top. Really a solid IPA that can be found year-round.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 3.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 12 fluid ounce bottle  Bottled on March 3rd, 2016  Reviewed on May 16th, 2016  Served in a Pint Glass    Eyes  Poured a slightly hazy burnt orange body. An eggshell white head slowly collapsed and left a good amount of lacing.     Nose  Dank. Sharp notes of citric hops. Pine. Dense and sweet malt backbone.     Mouth  Hops up front. Sweet grapefruit. Orange peel. Lemon zest. Taste gradually became earthier as the sweet malt backbone weakened. Pine. Finished semi-dry with lingering citrus and almost medicinal notes of herbal hops. Medium-bodied. Moderate carbonation.    Notes  Very easy to drink given the combination of bright hops and dense malts. Not much to critique here, quality pale ale done well!   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 Belated birthday gift from my folks' trip to 3F brewpub. Poured into my fav glass, a Stella tulip, for review. Pours a pale Amber with somewhat hazy clarity with nice head and some good lacing. Smells of American citrus hops with some underlying caramel malts. Tastes citrus hop forward with sharp bitterness that evens what seems like crystal malts. Very balanced yet hoppy without being overly aggressive. Medium full bodied with no warming alcohols. Love that the ABV is apparently 6.66%. Overall, a very nicely done APA - I like the fact that 3F likely included crystal malts in this beer while the current trend is to shy away from using any crystal for today's hoppy beers.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 Amber American pale ale. Hops and malt compete for dominance within the aroma. Quality malt is noticeable within the first sip, followed up by American hops balancing out the back end. Balance is the key word here, what a great Amber. 10/10 would drink again.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.75 | overall: 4.25 Look - copper and almost red. Not much foam. Some lace.    Aroma - orange, grapefruit, resin, mild earth and a touch of floral.    Taste - orange, grapefruit and caramel malt. It tastes quite a bit better than the description. The sweetness of the malt is balanced nicely by the hops.     Feel - Medium-full body. The smooth and somewhat sticky malt coats the throat. Long and very pleasant hop finish that never gets rough. This is a quality many recent hoppy beers lack.    Overall - a very good beer. My only complaint is this beer is nearly red and should not be considered a pale ale. Who cares? My rating would be the same if it was in the Amber category.   
look: 4.75 | smell: 3.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 4.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 5 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4.25 
look: 3 | smell: 2.5 | taste: 3.25 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 smell: malty piny slight citrus   Taste: big malty sweetness upfront followed in the middle with that pine bitterness breadiness orange peach grapefruit bubblegum finishes with a lingering grapefruit bitterness.  Feel: very dry in the mouth grapefruit lingers in the aftertaste.  Overall: it has a nice malt backbone but balances out with the hops nicely. A really awesome beer!   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 5 | smell: 5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 2.75 | feel: 3 | overall: 3 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured into a snifter. Slightly hazy amber color with a thick light-tan head. Nice lacing in the glass. Aroma right out of the bottle on the pour with candied oranges and floral notes. Taste followed with a floral and citrusy punch with aggressive bitterness to balance things. Clean and crisp finish. A classic for good reason.   
