look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Had a pint of this at the Kalamazoo beer exchange. Great look feel and taste I will seek some more out. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.25 Look: Orange with a one finger, off white head. Good retention.    Aroma: Smells great. Tropical. I'm getting mango, sweet orange, zesty grapefruit rind and a gentle, yet dank hop resin profile.    Taste: Incredibly well balanced but still bitter enough to let you know you're drinking an IPA. Spicy with notes of white pepper and grapefruit. Flavors of orange and mango. A light, buiscity malt bill plays a helping hand in the background contributing notes of vanilla and some creamy flavors to complement the tropical and resinous taste.     Feel: Medium body with light carbonation. Well balanced and smooth, especially for an IPA. Highly drinkable. Hides it's abv exceptionally well.    Overall Comments: If you call yourself a fan of IPAs and you haven't tried this one already, you're missing out. This is the type of beer you can drink over and over again, any time, any occasion. Really great stuff.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Another great West Coast style IPA. Poured a hazy, golden color with 2 fingers of sticky foam. Lots of lacing. Smell is citrus hops (not too much, though) and faint caramel malts. Taste follows the nose dead-on...but with a bit more pine character from the hops. Feel is great and very drinkable. Will definitely be sharing this one with friends in the future.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Great classic and very drinkable ipa. 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 12 oz. bottle    Pours hazy amber orange with a creamy frothy off-white foam head. Smells like apricot, peach, grapefruit, orange citrus, bready caramel malt, with dank spicy herbal pine and woodsy earthy grass. Tastes like apricots, peach, sweet orange, grapefruit, bready caramel malts, with dank spicy herbal pine and woodsy earthy grass. Feels medium-light bodied, slick and creamy with moderate low carbonation. Overall a really nice IPA.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 Poured from a 12 oz bottle into a snifter. Bottle date not evident.    A: Pours a slightly hazy, golden-orange, amber color. One-inch, foamy, cream colored head with good retention. Thick white lacing throughout.    S: Aromas of citrus accompanied by piney and earthy hops. Milder tropical fruit notes of mango and melons.    T: Taste matches the aromas well. Citrus notes of grapefruit and orange rind followed by bitter piney and earthy hop notes.    F: Light-medium bodied, smooth, and crisp with good carbonation.    O: Overall, a great IPA. One of my favorite go-to's since it became available in MN. Well balanced citrus fruit and bitter hop notes. Love this one.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Hazed orange with a moderate white head that leaves heavy lacing. Big citrus aroma of grapefruit and orange that continues to the taste. Nice hop bitterness continues with orange rind into the aftertaste. Delicious. Slightly creamy and medium bodied with strong carbonation. Excellent beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4.25 This is not outstanding. This is a 7.5 abv and it is supposed to be better. What is lacking is exactly the sour taste. Some pH adjustment done the right way could make beer like this taste so much better   
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 A slightly hazy gold pour with rapidly rising bubbles produces a thick white to off-white film that produces splotchy flecs of lace. As it pours melon, tropical fruit, light bread crust and slight dank earthy aromas rise from the glass. The palate starts with melon, light biscuit to bread crumb and citrus flavors that linger. The malt flavors have a light sweetness but the hops balance the sweetness well. Hop driven fruit flavors are medium to medium high. The bitterness is medium high but is well balanced by the light malt sweetness. this moderately creamy beer has just under a medium body and has medium to medium high carbonation. This is a full flavored, easy to drink American IPA that is good enough to stock up on.   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 Can't find the date on the bottle. Hazier than I thought it was going to be; I wonder if the bottle-conditioning plays a role in this. As soon as I open the bottle I could smell the cascade/centennial in it; tons of orange and grapefruit zest. Also, some pine resinous notes and tropical juicy fruits (can't really tell what fruit exactly) and sweetness from the malt. Very nice mouthfeel, medium body.   Overall, excellent beer!!! For some reason, I was expecting more of a traditional very piney west-coast IPA, but I was very surprised by the fruity notes in it. Very well balanced, loved it.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.5 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 2 | taste: 3.25 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 I was in the mood for a good West Coast IPA tonight, so I grabbed a 6-pack of Racer 5. A bottle date would be nice...     Pours a chill-hazed orange. A finger of dense, off-white foam leaves some lacing. Smell is a bit muted, but I get ruby red grapefruit, orange and pine. Bit of malt on the nose as it warms. Taste is much the same, with the malt playing a supporting role to the hops. Moderate amount of grapefruit pith and pine resin bitterness in the finish.     Feel is medium--very drinkable but with some heft. Overall an excellent, very enjoyable beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 This was one of the first ipas I remember that started to get that orange appearance whether it be from the use of crystal malts or whatnot, but it took on that first edge of an orange glow with a 1/2" white head. Aroma is nice, leans grapefruit citrus wise, seems to have those C hops going in a good old school way.     What follows is a citrus that evolves from the usual old grapefruit to taking on a very small amount of tangerine. As they have expanded their distribution, you can get a little more variety out of these, some have seemed quite malty relative to the hop bomb some of them used to be. Some pine in there too, never one to skimp on bitterness in this beer.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 From XXXII. In Teku glass. At home, back from Gines’ feria. Strong bitterness at end of sip balanced with an adequate amount of fruityness at its beginning that also lingers -even stronger- after it. I miss a more refreshing feeling   
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 Great IPA. I've been trying more IPA's lately and this one is definitely one of the best that I've had. Golden color, good carbonation, decent head that hangs around for a bit (but not too long). Great, hoppy flavor. Smooth finish with a slight aftertaste of citrus, among other things. I'd definitely get this again.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4.5 | overall: 4 I was super excited to finally try this. It is definitely a quality IPA and well executed, but in 2016, it is trumped by lots of beers. Standard citrus and pine balanced by toasted malts. Nice, dry finish.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 Pale Orange, smell is earthy fruits, citrus pulp, stone fruit, pleasant. Taste is also fruit, nothing stands out. Very well balanced moderate bitterness   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 This beer pours a fairly clear pale orange with an average head. The aroma leads with pine, supported by orange peel, grapefruit peel, underripe mango, and some caramel. The flavor leads with bright pine and resin, some dank notes, rounding into citrus peel, as well as vanilla and caramel. The mouthfeel is lighter than some West Coast style IPAs, and all the better for it. Overall I have finally found a West Coast IPA that truly works for me - not too sweet, lots of bitterness, great pine dominant hops with citrus accents and a few other notes. I can see why this is a classic.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottle sampled at home. Bright orange with a medium-height white head. Mango, papaya, a bit of grapefruit but without the bitterness, herbal hops and a very nice honey backbone. Medium to full bodied, low carbonation and a bitter-sweet aftertaste.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured from a 12 oz. bottle into an IPA glass.    Appearance: Pours a bright golden orange with a moderate amount of carbonation. Solid finger of white head that settles into a thin creamy layer.     Smell: A juicy and piney hop forward aroma with a scent of citrus fruit and pine. Upfront citrus hop scent of orange peel, grapefruit, tangerine, apricot, and lemon. Earthy hop hints of pine resin and grass. Malt hints of grains, cracker, and wheat with yeast. A pretty nice aroma.     Taste: Like it smells, a juicy and earthy hop forward taste with notes of citrus fruit and pine. Ripe citrus hop notes of grapefruit, orange peel, lemon, tangerine, and apricot. Earthy hop notes of pine resin and grass. Nicely bitter. Backing malt notes of cracker, grains, and wheat along with some yeast. A pretty good taste.     Mouthfeel: Medium bodied with a moderate amount of carbonation. Juicy and fairly oily with a drying finish.     Overall: A very good West Coast IPA. Good ripe citrus and pine flavor.   
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured into IPA glass. It pours a golden-honey color with a fluffy, two-finger milk-white head and lacing. Excellent retention. It smells sweet malt, pine, grapefruit, floral hops, and perhaps a whiff of caramel. It has a solid malt base with lots of fruit, both grapefruit and sweet apricot or peach. It also has the bitter, hoppy finish you'd expect from a West Coast IPA. It definitely has a bite to it. This ale is medium-bodied, moderately carbonated, and the 7.5% ABV gives it substance without being overwhelming. Overall, it is a very good West Coast IPA. It's right up there with the leaders of the style.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 At one time, I thought this was a really good IPA but either I have been subjected to way better brews or this beer has changed. Either way, this will probably be my last Racer 5. Plenty of bittering hops but not enough aroma/dry hops to make it anything other than good quality middle of the road. Too many other IPAs waiting to be tried to get any more of my business.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 2.5 | taste: 3.75 | feel: 5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Poured from tap into glass at Lark Bar in SF. Nice head. Nice IPA taste, but felt more orangy than flowery to me. Very nice. 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 This beer pours a cloudy golden amber color with a thick, foamy, tan colored head. Retention is phenomenal and there are many sticky rings of lacing. Smell is pine, grapefruit, orange and a bit of sweet malt. Taste is the same, very flavorful. Bitter finish. Feel is medium and resinous. Overall a great beer. Fantastic West Coast IPA that was one of my intros to craft.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Cask aged. Very different and great! 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 Strong scent of pine. Taste is hoppy, with hints of resin and a mild orange aftertaste. Bitter but not overwhelmingly so and balanced by a smooth mouthfeel.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Normally when I drink any sort of beer, including craft. I seem to get an undesirable after effect, or tired feeling. Bear Republic Racer 5 DOESN'T HAVE THAT WHAT SO EVER! Not to mention I don't feel inebriated at all! This is a #1 in my choice for go-to brews.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4.25 | overall: 3.75 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Great IPA from Bear Republic. Very flavourful full of tastey hops and caramel malts. Definitely worth grabbing a bunch. It does have a higher ABV so it can hit hard!   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 More on the bittering end of the spectrum than the flavourful one, not that I dislike it. Extremely piney. A bit of bitter orange. Drinkable even if it's flirting with dipa territory   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 Poured from a 12 oz bottle into a shaker glass.  A - Marigold, sunflower colored, fine tracking carbonation supports a 1' white cap.  S - Pleasantly blended between deciduous and tropical. a bit of sweet malt in the nose.  T - Nicely balanced, not palate wrecking, but certainly big hop presence, the malt base is a touch sweet but mates well with the hop bite.  M - Big to start then gently walks off the set stage left, carbonation cleans up nicely.  O - A welcome treat, well balanced and big for the hop chasers.  Cheers   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Pours a not quite clear deep golden color with white head and moderate lacing.Nose is mild citrus, piney and floral hops with a bit of sweet malt. Taste follows with a touch of hoppy bitterness. One of my go to west coast IPA's that ,more often than not, can be found in my fridge.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 3.25 | taste: 3.25 | feel: 4.5 | overall: 3.5 Poured into a 13 oz tulip glass best before 3/29/16 not very fresh unfortunately. Pours a slightly cloudy orange with a one inch sticky head, that leaves behind some attractive lace.     Smell apricot, tangerine, caramel, pine, biscuit, and grapefruit, pretty damn tame. That is probably because of the 150 days old it probably is.    Taste follows apricot and orange up front with some caramel and biscuit, and pine and grapefruit in the finish.     Mouthfeel is medium plus, nice carbonation, not really dry, and good drinkability.     Overall this is not it should be, they should follow Stone and go with 90 days. I don't care that I know it is way past its prime, they should change the length of expiration.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Poured from a bottle without a date. Equally parts hazy and carbonated, a golden-tinted beer with some sudsy lacing and a thin, retained head. Smell is pretty average at best, basic malt and hop profile, not that pungent. But this was stored at room temperature so I could see how it may have fallen off. Taste is a little more complex with several different hops highlighting what is a very refreshing, semi-dry finish. A little bitter component at the end, standard of many good IPA's. This is simply a good beer. Nothing too mindblowing, but definitely like it and would drink it anytime. Cheers.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
