look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Very nice double IPA with some great flavors and nice blend of hops. Pours a slightly darker yellow color with some faint haze, small amount of white foamy head and some spotty lingering lacing. Smells great, nice combination of citrus zest and floral hops - and those floral hops really pop at the end of a long inhale. Also a little malt, vanilla and caramel. Tastes of fruity hops - mainly grapefruit, mango, tangerine and pineapple. The floral hops are less pronounced. Nice notes of vanilla, bread, caramel and malt. Smooth, clean, crisp, mild mouthfeel and good carbonation. I didn’t experience as much bitterness as other reviews had described - instead, I was struck by the bright floral hoppy notes and good mild malt backbone that didn’t overwhelm the flavors. Very well done.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 A- Beautiful golden color. Not the straw yellow that most pilsners are, but a beautiful shade of gold with a hint of amber. Lots of visible carbonation, and a huge foamy head from a mildly aggressive pour that lingers for a surprising amount of time.    S- Huge citrus and pine hop aromas with orange peel and aroma of straight up lemon juice.    T- Follows the nose, but WOW. It's like an explosion of tangy, bitter hop and citrus flavors in my mouth. The bite from the hops balances perfectly with the citrus flavors here, and just enough malty sweetness in the background.    F- Easy drinking body for the ABV, but still a sipper due only to the amazing flavor and bitterness that I just want to last forever. Surprising amount of carbonation as well, that tickles the tongue. I think this bottle may have gotten a bit shaken in transit though, as it seemed close to being a gusher.    O- One of my top 5 IPAs out there. If you want hops, and that juicy, citrus burst of flavor that East Coast IPAs are known for, look no further. I would say that this is the best representation of the East Coast IPA out there, bar none. As Far as "Pure" representations of the IPA style go, this is my favorite of all time. I may like DFH 120 Minute IPA more overall, but I would consider that more of a barleywine, which I prefer over IPAs as a style.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Gold (4) pour with fluffy white head; excellent clarity; long lasting cap; thick, clinging lace. A blast of pine followed by grapefruit notes. Flavors of grapefruit hop bitterness with strong pine cone follow; a touch of tropical fruit in the middle; lite caramel malt/citrus finish. Medium lite mouthfeel and moderate plus carbonation. Overall, an excellent DIPA with grapefruit zest/bitter hop linger.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Victory Dirt Wolf    L: Awesome gold and clear but with some particles. 4.25  S: Hops in your face right away. Citric juicy hops. Citrus, pineapple, pear. Pine. Some pepper and spice but mostly, juice. 4.5  T: Nice bitterness and juicy hops. Bitter, warm and dry in the finish. 4.25  F: A little bigger than medium body. Finishes dry. 4.25  O: Great beer. Definitely well brewed by Victory. Hops jump out of this one but I wouldn't label it a hop bomb. I only wish it weren't so dry in the finish so the hops would last longer. 4.25    Enjoy by 7/25/2016   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2.5 | smell: 3 | taste: 2.5 | feel: 2.5 | overall: 2.75 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 5 | taste: 5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 Pours a golden honey color with a white head. Aroma is pine hops with a malty backbone. Flavor is piney with a bit of citrus peel and a balanced malty finish. Has a balanced smooth finish and overall this is a nice really drinkable IPA   
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 Really deceptive appearance. Straw colored. Moderate head that dissipates quick. Really clean and crisp to the eye with that light color hiding the wallop it packs. The nose and flavor are all grapefruit and a WHOLE LOT of it. Mild Carmel in the malt as it warms but little else in the malt and mouthfeel. But that's not a complaint. The grapefruit hops shine with everything else cast aside. Really great   
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 5 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 pours rather clear yellow with nice pillowy head. lots of carbonation noted from all the bubbles that continue to make for good head retention. nose is of soft fruit and citrus. not overpowering. taste his you right up front with orange and tangerine with some fading pineapple as you get to mid palate. very clean and ends with some cracker malt and nice blast of tropical fruit. I've always loved this beer and don't buy it all that much cause of the vast array of world class dipas out there. complex and multilayered this beer is very enjoyable and is deserving of the high rankings.   
look: 3.5 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is one of my all time favorites. Absolutely fantastic. 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 Clear golden color -- syrupy-looking with a small trickle of bubbles rising slowly from the bottom -- with two fingers of very airy yellow-tinted head that leave decent lacing. Aroma of pine and honeydew, with a little skunk and maybe a little mango and pineapple behind. Similar flavors up front in the nose, with a highly bitter, almost astringent aftertaste. There's also an earthy, tea-and-twig-like element to the flavor. Extremely prickly mouthfeel with high carbonation. Interesting. I remember having this on tap a couple years ago and loving it. Picked this four-pack up fresh from the brewery, and it's not quite what I remember.   
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.25 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Absolutely love this beer. One of my top favorites. Recommend every time! 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured on draft.     Look is a darker yellow with little to no head.     Aroma is very dank with light citrus.     Taste is extremely resiny and bitter. Some citrus comes through balanced by a sticky sweet malt.     Excellent drinker.   
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3.75 | smell: 3 | taste: 4 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 Aroma is an intriguing mix of fresh hops, perfume, spice, cookies. Flavor's similar to nose with a slight sweet tang up front, turning bittersweet then a fairly long bitter finish. Body is perhaps just an eensy bit thin. Very drinkable.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Description: Pours a bright, clear, golden yellow with a thick (1-2 fingers) of white head that sticks around and leaves a significant amount of lacing. The nose is pine, dank and ripe/overripe, tropical fruit. There's more bitterness in the taste than the smell profile would indicate. A bitter, very clean finish reminded me of a West Coast style and while there was some sweetness/fruit the pine and bitterness won out. Mouthfeel was light to medium and carbonation was low.    Suggested food pairing: Fish tacos    If you like this beer then you should also try: Truth    Overall: 4 (This beer is good and I may or may not drink it again) This beer felt like it did a lot of things well, but nothing was really outstanding. I was a little disappointed given the high rating this has garnered. At this price point and availability (which are both reasonable) you can probably find something better.   
look: 3.5 | smell: 4 | taste: 3.25 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Solid DIPA, but something is slightly off for my taste... sl too piney. But I recognize it's a great example of the style, can't go wrong. 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Tasty DIPA, orangeish color, pretty smooth for 8.7% 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.25 A - nice clear golden color with a head that disappears pretty quickly, so therefore no real lacing  S - pine, hop resin, overly ripe fruits, mango, papaya, passion fruit, orange peel  T - pine and hop resin, grapefruit, orange peel, overly ripe fruits  M - light to medium mouthfeel, alcohol covered, nice and bitter. Aftertaste is bitter grapefruit peel  O - great beer, I just feel like something's missing from when I originally had this, says enjoy by June 17th 2016 so I'd think it'd be relatively fresh.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 It's full of citrus flavors and the bitterness seems fairly low; this beer goes down easy. 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 3.5 | feel: 3 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 3 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 4 
look: 3.5 | smell: 2.5 | taste: 4.75 | feel: 3.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 Strong lemon character at the front with some malt character. Very clean and fresh on the pallet. 
look: 4 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.5 Pours a slightly hazy light amber color with a finger width foamy head that quickly dissipates. Retention is very mild, while lacing is decent. The aroma is out of this world. Big, juicy, citrus, grapefruit, piney resin. I wish they made this scent for cars! Big, juicy, citrus taste as well. Nice transition to a piney hop. Slightly astringent at the end, but that doesn't last long. Medium bodied with moderate to heavy carbonation. Yep, have to add it to one of my favorites list.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 From a 12oz. bottle, best by 27 Jun 16, served in a tulip.    L: Pours a transparent honey gold with a loose two-finger head. Retention is so-so, dies back to a heavy ring of suds with just a bit of lacing.    S: Smells sharp and clean, with the mosaic hops center stage, pineapple, kiwi and vanilla.    T: A quick hint of sweet malt upfront, with fresh bread and caramel apple, then it's all hops with the entire spectrum of bright tropical fruits, peach and jungle flowers in the middle followed by just a little bitter pine and lemon zest. The bitterness doesn't linger, forcing you to go back for another sip. The alcohol is deviously well hidden.    F: Crisp and medium-bodied, almost sticky, amply carbonated.    O: A very most excellent DIPA! I had to go back and check the abv two or three times - a boy could become seriously incapacitated here were he not paying close attention.   
look: 4 | smell: 4.75 | taste: 4.25 | feel: 4.75 | overall: 4.5 12oz bottle with Enjoy By date of 5/10/16 poured into a tulip on 2/15/16    Look: Yellow hay, clear as crystal. Poured a half-finger of bright white head that fell fairly quickly. Sparse lacing. Rouses well with agitation to a large, frothy head that refused to fall.    Smell: Pretty great mixture of fruit and pine. Tangerine and grapefruit come to the forefront. Bit of peach and apricot too. One of the best noses I've found outside of the New England IPAs. Bit of malt sneaking its way in there too.     Taste: Hoppy but not too bitter upfront. Malt backbone comes through as that fades. Tangerine and citrus lingers. Unusual experience, usually the hop and fruit flavors are on opposite bookends of similar beers. Definitely made for an interesting and unexpected tasting experience.     Feel: So so so smooth. Carbonation right on the sweet-spot for me. Clean, crisp, and refreshing. Alcohol is almost non-apparent.     Overall: One of the most drinkable beers I've had lately, and definitely the most drinkable DIPA I've had in a while. A few of these on a hot summer day could be dangerous for sure.   
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4 Served on tap in a shifter glass.    Appearance: Darker golden Amber with a thick white head.    Smell: Very happy with pine and citrus notes.    Mouthfeel/Taste: Smooth medium bodied. Very happy but a light bitter with a sweeter citrus after taste.    Overall: Excellent Imperial IPA.   
look: 5 | smell: 3.5 | taste: 3.75 | feel: 4.75 | overall: 4.5 It's good, but it's just good. Beautiful lacing. I honestly feel like I could session these. Pretty generic. Doesn't smell too outstanding. Great mouthfeel, I just drank a Squatters hop rising pretty quickly and it doesn't even compare in this division.   
look: 3.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.75 Poured from a refrigerared 4-pack bottle bought at Spec's for $9.75 cash. So. Many. Bubbles. Ridiculously huge head, you can see the carbonation clearly rising for a long long time, tons of bubbles. Great foamy lacing around the whole glass.    Smell is kinda grainy, a little pale and faint citrus. Taste kind of reflects this, with the citrus and light malt taking the forefront, with a lot of carbonation making this an extremely refreshing, gulp down kind of beer. Some subtle hop tones on the after taste, and a bit of resiny pine that comes out as you continue to drink. I could see this as being an easily tolerable beer for many people. Hides the alcohol quite well and there is really not too much hop bitterness so to speak.     Nice rewarding sour taste on the back of the tongue as you continue to drink as well, and citrusy resin that sits on your pallet nicely. Very neat beer, can't find anything wrong with it, does what it wants to do well. Finger wide head remaining 15+ minutes after pour, pretty impressive. Cheers! My first beer by these folks.   
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 A: honey colored with a one finger head that dissipates quickly  S: Grapefruit pineapple, a bit grassy, slight onion finish  T: Follows nose with a slight alcoholic finish  F: low to medium carbonation, medium body  O: Decent DIPA, balance for me is a little off, does not cover alcohol as well as it could   
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Serving type: 12 oz bottle into a pint glass    Pours a clear honey yellow color with eggshell froth. Smells of heavy floral and citrusy hops, slight dankness, slight pine, and pleasant generic fruity sweetness. Taste reflects the smell. Initial floral and citrus hops, ample pine flavors, finishes with a pleasant citrus rind bitterness. Feel is fluffier and pleasant, it fits the floral and citrus aspects. Overall, this is a good beer with great floral and citrus hoppy aspects.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 2.5 | taste: 3.75 | feel: 4 | overall: 3.5 12 oz bottle served at cellar temperature into a pint glass. Enjoy by date of February 21, 2016.    Appearance - Pours a nice bright golden color, lighter in color than many DIPA's. A small head of about three quarters of a finger is poured and lingers for a short while before coalescing into a thin film. Many small bubbles and a little bit of tiny sediment pieces floating around in the glass.    Smell - Deep resounding grapefruit aroma initially with some blend of orange and mango with a overripe dankness lingering behind. Someone mentioned rubber, and that's as close as I can come to describing one of the other (off) aromas although sweaty gym socks might be a close second.. Nose just keeps coming in an it's not my cup of tea.    Taste - Big and bold, with some alcoholic kick. Grapefruit and pine are the best way to describe this. Mild malt body hop forward. Not bad but the nose doesn't help the otherwise good taste.    Mouthfeel - Clean and spritzy, good carbonation, very dry finish and modest body.    Overall - Easy enough to drink, but the nose while initially good, was way too dank for my liking and as a result the remaining scores suffered. Still not sure if it's just this bottle or my glass, the first bottle I enjoyed (but didn't review, didn't have nearly this much dank aroma. Will investigate and hopefully update my ratings if this particular bottle might've been a misfire.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Clear straw color, minimal head despite a rough pour. Fantastic grapefruit nose clearly announce West Coast goodness is on the way. Taste is a great balance of citrus love followed by the nice hops punch in the mouth that you would want from a DIPA . Light carbonation, hoppy bitterness that hangs around long after swallow. Hard to believe this is 8.7 ABV -- drinks much lighter. I will definitely be buying more of this.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Had to go all the way (couple hours) to Chico to find this unexpectedly.    Pours an almost clear straw colored ale with a billowing amount of off-white colored head. Good staying power and decent lacing.    Getting some good pine whiffs, dankness, citrus, rubber and blood orange.    Taste is citrus splash with a good amount of hops shining through. There is a nice sweetness that counterbalances the hops and makes each sip very enjoyable. Sweet malty backbone in this with a good amount of bitterness on the aftertaste. Could be a touch more malty based on the age.    Overall this was every bit of what I was hoping for….and this was from a bottle supposed to be enjoyed by September 6th 2015!! I can only salivate on how this would taste fresh.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Pours crystal clear golden body, thin white head falls off quickly. Intense carbonation is visible, body looks thin.    Bright, tingling hop aroma. A lot of pine and some citrus notes. Body is thicker than expected, and sits nice in the mouth, kind of creamy. Bitterness is present throughout, and intensifies at the finish. Taste is like it smells, but also some creamy, malty flavors.    Overall, this is a very enjoyable, piney and well balanced DIPA. I tried the Hop Wallop recently, and this is definitely an improvement.   
look: 4.25 | smell: 3.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 My favorite IPA! 
look: 4 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.5 
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 5 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 RE-REVIEW:    L: Clear gold with a big white head. Very good retention and lacing.    S: Fragrantly floral, like flower pollen itself, with a big earthy, almost dirty smell. There's also some orange, grapefruit, underripe pineapple and grass.    T: A big bite of orange and grapefruit peel upfront. Subtle undertones of white peach and pineapple. There's a solid--yet crisp--pilsner malt backbone of slightly toasty crackers. Finishes grassy and very earthy, like soil itself, along with a touch of alcohol warmth. Lingering orange and grapefruit bitterness.    F: Medium-bodied, nice pushing carbonation, lightly dry finish.    O: Not quite as blown away as my first review, but this still stands as a solid beer. Dry, crisp, and quite hoppy.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 Would give this a 5 out of 5, but the name throws people off. If this was renamed, I don't think i would buy/drink other beer for a long time. For how strong this IPA is, it doesn't taste like it. For how good this IPA is, its under appreciated. GET THIS beer, you will get more.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 I never seem to get much of a head here even with an aggressive pour. Nonetheless I get a good whiff of pure citrusy-piney-flowery-dankness with a bit of a sweet citrus infused rum smell that I love. Looks is a bit like orange kool-aid since there is no head. Not much lacing either. Mouthfeel is bitter off the bat as I expect a DIPA to be, really got my tastebuds excited, not too much sting from carbonation and after swallowing the roof of my mouth is slightly oily feeling but i think it's from over-reaction of taste buds goin nuts. Taste is a bit duller than expected from some other DIPAs (this coincidentally was one of my first IPAs and it was super strong then, after 3 or 4 over the months it seems to have mellowed a bit) but overall taste still is one of my favorite in any IPA category that I've had this past year, prob in top 5. Super happy it's readily available in Indiana. Very drinkable even at 8.7abv.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 12oz bottle that expires in April poured into tulip glass:    Look: Pours a beautiful golden color with about an inch of head and lacing is present.    Smell: Citrus, grapefruit, pine, hops.    Taste: Juicy, citrusy, grapefruity, piney, orange, awesome dank DIPA flavor.    Feel: Medium bodied.    Overall: Mighty fine DIPA here! Can't believe it has taken me this long to try this and I am from PA. I will definitely be picking up a case of this brew and it is reasonably priced! Can't wait to try the Hop Ranch next!   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 5 Dirtwolf is one of my favorite beers. It has a good flavor for having an 8.7% ABV. You can taste the citrus but it balances well with the hops. Overall a crisp beer with a nice flavor and a nice buzz from one or two glasses.   
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 A- hazy, warm gold with a finger of whitish lace.   S- very nice. fruit and hops.   T- greatly balanced DIPA. Juicy, slightly dank hop with a nice fruit blend with the right amount of malt.  F- good carbonation with a nice light tingle.  O- top shelf DIPA. Very well balanced and drinkable. Probably best ipa from large craft brewers.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Surprisingly drinkable for a double IPA. The nose is magnificent with lucious floral aromas (you don't even have to put your nose in the glass). The taste is remarkably consistent with the nose and lingers for a long time. I could drink many of these.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4.25 | taste: 4.5 | feel: 3.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 One of my favorite DIPAs.   L: Pours clear, clean golden with a 1" foamy head that dissipates quickly  S: Citrusy hops dominate the aroma, especially, orange, pineapple, mango  T:The epitome of balance. The hops are up front with enough malt balance to allow you to enjoy the hop flavors.It is hop forward then malty with a hop finish.Unlike the aroma theinitial taste and finish is pine. As you savor it, you will pick up more of the citrus characteristics, but pinry up front and on the finish.  F: Awesome mouth feel - good carbonation, mouth coating, and slightly boozy  O: A truly complex IPA. The taste experience goes from citrusy to candy to an appropriately bitter finish.This drinks like a session IPA but don't fail to respect the ABV!   
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A 12 fl oz bottle with an enjoy by date of 26th January 2016, poured into a Spiegelau IPA glass.    Appearance: It poured a slightly hazy golden straw colour with a one finger white head that dissipated quickly leaving some nice lacing.    Aroma: Very nice tropical and citrus aromas with mango, pineapple and grapefruit taking centre stage. Some light pine and citrus peel in the background.    Taste: Grapefruit, orange and pine but the lasting taste is a sweet candy orange with some light bitterness.    Mouthfeel: Medium bodied with mid to high carbonation.    Overall: A very nice Double IPA that I would love to be able to try super fresh. I would definitely buy this one again.   
