look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 2.75 | feel: 3.5 | overall: 3.25 Very nice black pour with a tight creamy head.    Aroma of cedar, vanilla, cherries, and chocolate. Slight metal aroma.    Flavor is all roast. Burnt/roast malts, coffee, blood, and light cocoa.     Feel is roasty too, very dry.    Overall just way too metallic and one noted with the roast. No bueno.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 poured from a 1 pint 6 oz bottle  dated 12-09-16    pours black and thick, dark tan head  good lacing as I consume  dark fruit and vanilla notes  gingersnap candy and licorice along  with chocolate notes  thick mouth coating  no noticeable alcohol  some tartness in finish   
look: 4.5 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.75 2016, Pours black. It smells complex - blackstrap molasses, licorice, coffee, dried fruit. The flavor is just about perfect, the various components combining so that nothing stands out but it all works together. Not too heavy either. Very smooth and creamy.   When I tasted the 2015 a year ago, I thought "This is Stout perfection". I expected to be disappointed this time around but I was not. It is still Stout perfection.   
look: 4.75 | smell: 4.5 | taste: 5 | feel: 3.75 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 3.75 Poured a month past the Best After date. Thick, dark brown pour with decent head that lasts a bit.    Cold, the nose is sweet, malty, chocolatey, a hint of licorice. As it warms, the various oaky characters come out more, though distinguishing between the regular oak, wine oak, and bourbon oak is beyond me. Bourbon stands out the most, and I'm really not getting any wine.    Taste is much the same. A bit sweet with the malts and molasses. Oaky flavor and tannic body shine though, again, as it warms to room temperature. Slightly bitter finish resembles roasted malts and ashy oak.    In a world full of big, barrel-aged imperial stouts, I'm not sure this adds anything new. I'm excited to try the different variants that came out to compare them, but I won't bother seeking this out again if there are other similar options available. There's so many different elements and ingredients in here, but most of them don't allow themselves to be detected in any meaningful way. Molasses? Barely. Vanilla? Not really. Cherry bark? With 3 different kinds of oak in here, it's hard to believe there was even a point. Overall, well made, but over-engineered.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Aged bottled poured to snifter. Great smell of the various family of barrels that contributed to it. Perfect dark roast notes as expected from a good stout.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 2016 edition.  Look: Sure, it's dark, but it's not literally abyssal. It looks like every other high-end imperial stout.  Smell: Those oak barrels. And the pinot. No bourbon.  Taste: Everything in the nose repeats itself on the palate.  Feel: Nothing noteworthy. Wish it were thicker.  Overall: If you like oak, you may like this beer. Tastes like an experiment gone awry ($16.99 should be better than this). 22 ounces of disappointment poured into a tulip glass.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 A very special brew for my 1500th review... On my 40th Birthday...    L - Slightly more than two fingers worth of tightly packed dark brown froth with a few medium sized bubbles mixed in... A slow but actively receding lop sided head that leaves bits of whipped lacing clinging to the sides of the glass... Over very solid and respectable retention... Once receded, there is a lopsided veil of lacing and thin to moderate collar... The Abyss is a very proper names in terms of color as this one is black ink through and through, perhaps with some aubergine notes when back lit... Sheets of lacing cling to the glass after each and every sip... World class appearance...     S - A big robust nose with lots to take in upon first whiff... The first thing to really cut through is the black strap molasses which is sweet and inviting... Next come a mix of sweet milk chocolate and brownie batter... Hints of soy sauce and licorice are next... These all sit atop vinous wine and oaky notes... Dark fruits... Jelly beans... Some faint roasted malts as well... A complex nose with oodles of depth and character... Exceptional...     T - The palate is ever bit as interesting as the aroma would suggest... All of the expected stout characters are present... Dark chocolate... Molasses... Soy sauce... Licorice... Brownie batter... Picking notes of the virgin oak... The tannin notes from the wine barrels really sines through on the finish and adds a ton of depth and richness... Never detected much of the bourbon barrels, but that's okay... This one a marvelous as is...     F - On the fuller side of medium bodied... Smooth... Slightly seek... Starts lush... Slightly chewy... Finishes with a surprising dryness... A bit of a roll coaster ride that takes several sips to get accustomed to.. Overall each sip is an experience... The words I'm left with after several sips is delicate and charming... Again, world class...    O - Oh boy, this one was worth the close the decade wait... I finally acquire this one (2014 reserve) and have let it sit for a few years... Truly exceptional and world class in all facets... This one is worth all of the hype and then some... I'm forever fascinated by Deschutes "big beers," all of which live up to and exceed expectations...     With that I bid beer reviewing farewell... I may add scores from time to time, but my life as a detailed reviewer is coming to a close... Cheers to everyone and I'm glad I went out in style with this one... Remember - Great minds drink alike...   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.5 Strange boozy flavors at one year - may be better with time 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 L= Oil black. You can't see through it hence the name. Yeah, I'm a nerd like that and held it to a light. Slight cappuccino head but dissolved pretty quickly.     S= All my fav things. Bit of coffee, chocolate, licorice, maple, molasses. I just love smelling this beer. Quite the aroma and gets better if it starts to room temp.     T= Paird this with a pork chop marinated with a pear balsamic and side of sautéed asparagus. I highly suggest! Definitely brought out all the flavor of this beer. Easy to drink with a meal and not filling as you would think. The beer gets better as you let it warm up. Not sure if I'd drink it without being in the fridge but definitely gets more full as it sets out.     F= Not thick and full as you'd might expect. Very drinkable. I'd prefer it just a little more syrupy if I were to use it as a dessert beer which it very well could be if it felt more filling.     Overall= Can't get enough of it honestly. I stumbled upon it in my own. 2015 bottle. My local place had about 6 of them left over...so I bought them all without hesitation. A little pricey considering Goose Island Bourbon County Stout is stronger and a few dollars cheaper but this fills the void of not being able to get that beer as often as I could when I lived in Chicago. Definitely on my look out list for next year! Well done Deschutes!    ****UPDATE****  It’s 2018, November 3. I’ve git a few years on this guy and I’m almost teary eyed that it’s now been opened. Holy Santa clays shit did this age well. Smells like a cherry tootsie pop, tastes of super woody oak followed by licorice, vanilla and then comes that sweet molasses. I can’t believe I got 3 years aged on it. Anymore and I think it would be a little cloying. 12.2%   
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 I waied over a year to drink & it delivered. I was able to sense most flavors from beginning to end. While not exactly my cup of tea I enjoyed it quite a bit.   
look: 5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 2015 Vintage, best after 12/8/16 - Pours black as a starless night - pitch black. World class head volume, retention and lacing. For a barrel aged beer, the head characteristics are uber world class.    World class complex nose of chocolate, light char, molasses, dark fruit (plum, raisin, currant), anise and hints of vanilla. Bourbon is present but not overwhelming nor subtle - just the right balance to influence.    Heavy medium body that is smooth but falls just short of creamy, which is not surprising for 12.2% ABV. Carbonation is light yet yields a nice somewhat prickly finish. Carbonation / body balance is outstanding, considering barrel aging.    The flavor profile is world class but many flavors are not as pronounced as in the nose. It begins with a notes of roast and char which flow into a nice oak accent coupled with anise. The middle is where this beer hits its stride. A rich semi-sweet burst of dark chocolate yields to molasses producing a sweet base. Over the base, dark fruit emerges (mostly plum and currant) that slowly allows light vanilla notes to surface. Once the vanilla arrives, a bit of astringent alcohol becomes uncovered along with a bit of heat. Surprisingly, sweet chocolate takes center stage as the alcoholic burn intensifies and flows through the finish. I strongly suggest that you step into The Abyss - often!   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 Bottled December 2016. Been wanting to try this for awhile. Pitch black with a dark tan head that quickly fades to wispy ring. Smells of strong bourbon, vanilla, coffee, chocolate, and cherries. Wow, thats smooth. Bourbon, vanilla, chocolate, long coffee and vanilla finish. Wine barrel flavors come into play in the aftertaste as well. Where did the abv go? Silky mouthfeel with little to no carbonation. Amazing beer.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 bottle 2013---very roasted malty, licorice, molassessoy, sweet bourbon, wood, chocolate, and a dash of dark fruit and vanilla leading to a very dry long lasting coffee and hoppy finish. Very smooth...very nice.   
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 3.75 2014 vintage. "Best after 11/11/15"; drank 3/27/16 @ the Yarchives.     Midnight black appearance.     A violent pour yielded a huge dark khaki head; a thick curtain of lace.     Black licorice, fresh earth & plum notes in the nose.     Thick mouthfeel.     Black licorice & plum flavors up front; fresh earth & a faint metallic note on the finish. Bitter bakers chocolate notes emerged as this warmed. Punishing & not very rewarding. Tread lighly.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 A wax-sealed bottle of 2015 Reserve. Bottle states "Best after 12/8/16" so we waited a month to make sure. Ink - black, thIck, viscous pour with light head and lacing. Upon pouring, aroma of the blackstrap molasses comes right across the table. Taste is rich and complex. The bitterness unique to the blackstrap comes out right in front of the roasted malts and then the brewer's licorice finish. How they apportion such strongly flavored ingredients, I have no clue...but Deschutes seems to have mastered the art. Sip it slowly and enjoy the experience.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 2015 Vintage  22oz bottle poured into a snifter    A- pours pitch black in color with a dark brown creamy head that has good retention before settling into a ring    S- aroma opens with dark chocolate and espresso, followed by toasted dark bread, sweet molasses, licorice & caramel. Barrel notes bring some earthy wood with an emphasis on the red wine barrel, that adds elements of dark berries and vinous red wine. Char and raisin close it out    T- opens up with charred roasted malt, along with chocolate and a bit of espresso, followed by notes of dark cherry, licorice & molasses. Woody oak, followed by some vinous dark grape notes. Finishes with dark fruit and charred malt     M- medium body with low carbonation leads to a creamy mouthfeel that turns into a silky smooth finish, abv hidden well    O- most of the elements are identifiable throughout, but I can't help but think that this one may actually improve with age. Will revisit in a year or so   
look: 5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.5 Looks pitch black with 2 fingers of deep, rich milk chocolate head. The head is 2 toned with milk chocolate, and a cappuccino foam swirled in.    Smells of vanilla, dark chocolate, hints of black liquorice and molasses. Notes of pipe tobacco smokiness, tar, and bourbon barrels as well. Chocolatey and sweet, smells delicious.    On the tongue, Big vanilla beans, bourbon barrels, dark chocolate, caramel, sweet like chocolate milk, absolutely delicious.    Feels thick but foamy, like hot chocolate with whipped cream.    This was the 2015 release, drank on January 6th, 2016. I got it online, drinking it in Chiang Mai, Thailand. Awesome brew. Couldn't find in while in the US, so I was stoked to find it in Asia. Amazingly thick, dense feel, with super taste and smell.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 3.25 | feel: 3.5 | overall: 3.5 2013 reserve. Bitter as all hell. Might have been the day (or storage), but this one didn't do it for me. 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 5 | overall: 4.75 Whale caught. Best after 12-8-16. Pours opaque, dark black in color, with 1/4 inch head. Taste is so multi-layered char, dark cherry, currant, baker's chocolate, black licorice, and plenty of oak. Full bodied, nice combination of roastiness, char, and oaky sweetness, with medium low carbonation. About as complex an American stout as I have had. Just a beautiful and delicious beer.   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 2015 reserve bottle, enjoyed May 2017 at cellar temperature 
look: 5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 2013 reserve bottle. Extreme dark brown pour. Sitting in my glass it looks like chocolate cake with mocha frosting. Aroma can be smelled across the room. Burnt brown sugars and cocoa. Taste is the same. An exceptional dark sweetened cocoa bar. Black licorice root and toasted vanilla bean. Burnt sugars and a roasty grain and malt. Medium body and sugars lay tacky on the lips. Only drawback for me is that it's more bitter than I care for but overall a notch above the norm.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 3.5 | feel: 4.5 | overall: 3.5 2015 bomber. Best AFTER date is 12-8-16. Guess I'm about a week early Deschutes.    A - poured into a snifter. Thin, jet black, coca-cola looking. Little head. Very thick however on the side of the glass with very dispersed lacing. It clings to the side of the snifter like wet paint and just doesn't all run back down. It looks very sticky.    S - burnt sugar and molasses. Dark fruit and cherries. Smoke of burnt wet wood. Sweet cream/vanilla. Red wine. Minimal alcohol.    T - Wow. Incredible amount going on. I honestly can't even describe it after the first sip it's so complex. It tasted charred, but not burnt. Tons of light roast malt and chocolate flavor. Mild fruitiness. Faint vanilla and oak. The flavors are extremely strong and I'm finding my palate overcome between sips and it hard to recognize new flavors. If it has a flaw it's for being overly roasty and hard to discern the many other nuances underneath the charred flavor.    M - Great here. Not the fudgiest BA beer I've had but it's definitely not thin. Very creamy and chewy. Definitely filling. Overall far above average mouthfeel.    O - Very impressed. $22/bomber impressed I'm not sure. I'd probably buy one a year at that cost but if it were in the $15 range I'd scoop it up without hesitation.    Edit - dropped taste and overall from 4.5 to 4.25 due to the beer becoming overwhelming with roast flavor and less enjoyable towards the finish. A 12oz would have been perfect but a bomber of this is difficult and nothing but burnt sugar and char after a while. I honestly considered drain pouring at 60% and drinking something else instead but the cost of the bottle has me sticking it out.    Edit. Tried one fresher on 2-12-17 (bottled December 2016). I don't get it. I really hate this. It's overwhelmingly burnt and charred. Dropped taste and overall to 3.5 from 4.25 each.     I'll try this one more time, but that won't be until I cellar one for 3+ years to hopefully mute some of this bitter roast and maybe I'll understand the regard for this beer.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 Had the 2015 Abyss. Dark black look to this one. Charred bourbon and oak come off strong. Almost a licorice taste to it for me. Very strong but not as boozy as I thought it would be.   
look: 3.5 | smell: 4.5 | taste: 5 | feel: 3 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 Drank this several weeks back in late October and forgot to review it. At that time it was still about 2 months away from the enjoy after date but I needed something I hasn't tried yet while up north in michigan on a cold fall evening around a fire and this was perfect. Flavors of vanilla, bourbon and maple and a hint of liquorice. Will get again next year.   
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 Jet black pour with creamy head. Hint of chocolate, molasses, smoke and bourbon rise to the nose. The first taste is well balanced and the bourbon notes are present yet subdued- this is a delectable beer. Don't miss this one!   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 650ml bottle poured into Sam Adams pint glass. 2015 bottle.    Pours utterly black with a thin cap of creamy dark brown head that leaves clouds and blotches of dripping lace as it recedes.    Smells of dark chocolate, black cherries, moist tobacco, rich molasses, roasted marshmallow and wood smoke, bourbon whiskey, black licorice and gentle red wine tartness. Outstanding.    Tastes of rich dark chocolate drizzled over cherries and raisins, toasted brown sugar, aged bourbon, more smoky marshmallow and tobacco and more sexy red wine tartness.     Feels soft and smooth. Full bodied with creamy carbonation. Finishes dry with hardly a hint of alcohol.    Verdict: Vigorously recommended. Good to an almost staggering degree.   
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 **  11/04/2016    22 oz bottle to tulip glass. Tasting with DC, Dark Lord vs. Parabola vs. Abyss. Bottle actually says best after 12/08/16, so this is a little early. Strange since i've had the bottle for 10 months or so.    LOOK: dark black, really like an abyss, medium light brown head; josseling the glass reinvigorated a nice frothy top.  AROMA: malt, tobacco, coffee, chocolate, oak. Also hay, grass,   TASTE: vanilla and chocolate, but so much more...wood, tobacco and smoke in the aftertaste are really interesting,   FEEL: amazingly thin, but full bodied...not sure if that makes sense, but this beer feels unique.        **   
look: 4.25 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.75 
look: 5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 2014 Reserve bottle, third one down this past weekend - the others over the last two years. From what I can remember there was not much change in my opinion on this beer over that time. Absolutely black ink in color with almost no carbonation. Thick, oily, smelled awesome with molasses and cherry hitting my nose predominately. Very warming mouthfeel soon extended to the brain. Love this beer, a sipping beer - where is my cigar? This is a world classic, very complex notes as it warms. Highly recommend.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3 | taste: 2.5 | feel: 4.25 | overall: 2.25 The Abyss - Deschutes    A - Thick, lingering, one finger, uniform, mocha, tan head. Black body. Thin lacing. 4.5    S - No hint of vanilla or cherry bark. 3      T - Boozy roasty favors up front, followed by a wine tartness. 2.5    M - Appropriate thickness, not too sticky. 4.25    O - Too much wine taste. Pinot is the predominant flavor, too tart. 2.25   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 2010 btl. drank 10/16/2016 
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 A bit heavy on the wine barrel aging and cherry wood. It left a slightly tart and fruity finish; too much for my liking. Still a decent brew. 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
