look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 The look is a cloudy, straw yellow with plenty of bubbles, a large pillow of white foam that lasts, then settles to an eighth inch and never gets any smaller.(to the last swallow!)  This is a beer you can smell when the bottle opens, wheat, yeast, banana,& slight clove  The taste is what you smell, plus the little bubble gum on the tongue before you swallow, not bitter at all. So good!  The feel is creamy with some carbonation. Smooth!  The flavor is different than most beer styles, but I could see this flavor could become a craving. This brand is exact to the description of a German Hefe Weiss!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 3.75 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 3.5 | taste: 4.5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 L: Hazy golden orange capped by an enormous creamy, pillowy white head. Nearly perfect retention, with gobs of sticky lacing.    S: Yellow banana, orange peel, green apple, pear, white bread, honey, vanilla, straw, and clove.    T: Sweet banana like Runts banana candy, complimented by orange zest and more subtle orchard fruits such as red and green apple and pear. The malt backbone correlated with the mouthfeel, being more of a pillowy, doughy sensation than an actual taste, with a dab of that aforementioned honey and vanilla. Upon further drinking, I even notice notes of honeydew melon and green grape. On the back end, the ripe banana/apple/pear/orange sweetness transitions into a light dryness with notes of straw, coriander and clove, giving way to a refreshing clean finish.    F: A little thin than expected given the appearance, but still great. Soft and smooth and gently creamy, a bit thin in the middle, but with a nice moderate carbonation that makes it thirst-quenching and refreshing.    O: Does a traditional hefeweizen get any better than this? Leave it to the Germans to invite AND perfect this tasty style. Truly a world-class beer.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 5 | smell: 3.25 | taste: 2 | feel: 4.75 | overall: 2.5 I've been wanting to try this style of beer and figured I might as well try a world class style defining brew so when I saw this at the store I picked it up with high hopes. For starters this is truly a gorgeous looking beer and has one of the best heads I've seen. When it came to trying the beer though I quickly reached the conclusion that this style just isn't for me. I'm generally not a fan of wheat beers and this one just didn't agree with my palate. Strong wheat flavor with slight banana, clove, floral and maybe bubblegum notes. Again this seems like a well made beer and I'm sure it's great if you enjoy similar styles but this one just isn't for me, I didn't enjoy it.   
look: 4.25 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.25 Here is another BA top 250 that is over hyped and does not belong on the list. I love hefeweisens and this one is very mediocre.     Look is hazy, cloudy, tea like with bubbly lacing.     Aroma is wheat, malt, and mild banana    Mouthfeel is thin, watery, creamy, and flat  Taste is very subtle of bananas and wheat, can't grasp any clove.  Overall there are better hefeweisens out there and was hoping for much stronger banana and clove flavor. When it all comes down to it I'd rather have a Hoegarden and was very much hoping this would be better. Sure in the year 1040 this may have been some amazing beverage but now in 2017 it's pretty plain. Perhaps there wouldn't be other hefeweisens without this but just doesn't cut it for what I want my hefeweisen to be.   
look: 4.25 | smell: 3 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.75 | feel: 4.25 | overall: 4.5 I’ve had Weihenstephaner Hefeweissbier many times and I just had it again. I think it is a great Hefeweizen. I love it for its balanced and moderate but distinct flavors and for being such a classic Hefewezien and yet such a great beer.    Look: golden hazy hue with very thick (three-inch) white foamy head.    Aroma: The aroma is wheat, yeast, banana and maybe a tad citrus.    Taste: the usual Hefeweizen flavors wheat, yeast, banana, a little bit cloves and maybe a hint of orange but the flavors are just really well composed and well balanced.    Feel: The body is light to medium and it's crisp and thirst quenching.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 pretty darn yum 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 5 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.5 | overall: 4.5 500 ml bottle poured into a weizen glass.    Pours a pale golden straw color that is slightly hazy and has a good amount of bubbles rising through the pour. The two plus finger head is white, thick and lasting, it looks like a giant glob of whipped cream was plastered on top of the beer. Nose is fair in strength with nice aromas of bananas, wheat and yeast over a bready malt base.   The taste is similar but more robust with honey suckle and hints of orange.  It drinks smooth with a crisp clean finish and just a bit of bite from the moderate to high carbonation. The body is just full enough to call it medium and adds to the refreshing easy drinking experience that this provides.  I agree with the "world class" rating.  Excellent!   Recommended to all.   
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.5 | overall: 4 Another great German Hefe weissbier. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 I was expecting a darker beer. Seems I've been absent from good German beer for far too long. Saw this beer in the lineup at my favourite watering hole in Hamilton (The Brain on James St. N) and grabbed a pint tastefully served in a branded weizen glass.  Look: Cloudy pale orange with a creamy foam head from the draft pour.  Smell: Citrus smells like orange zest and bready malt nose.  Taste: More of the orange zest with biscuit malt coming through.  Overall: A very solid wheat beer that will be oh so enjoyable in the hot summer months to come.   
look: 4.75 | smell: 5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 pours out a hazed golden straw with bright white head, some minimal lacing. aromas of nanner, bubblegum, spice, wheat, hint of grassy hops. taste follows almost exactly. very flavorful and lots of nice bready malt notes to compliment the yeast which takes center stage. hops provide a very subtle bitterness which makes the finish crisp. mouthfeel has some nice texture to it, light-medium bodied - very refreshing and drinkable. overall an excellent offering!   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 In a weizen glass, a soft half centimeter white head appears over top of a cloudy pale yellow/orange color and lasts for about a half minute before slowly dieing into the body. Typical cloudy body is seen. The smell is the banana up front with some yeastiness and graininess. The taste is sweet with previously mentioned flavors combined decently. The palate is light to medium with a decent creaminess all around. Overall, this is a great hefeweizen and good for me.   
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 Picked this beer up on the fly and really was happy I did. Colour is brilliant cloudy yellow with light carbonation and really thick cream that keeps its volume. Strong bouquet of malt, citrus and taste is a sweet mix of spice, citrus and a little hops. Just an all around great tasting beer that goes down right and proper.   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Beautiful hazy amber, wonderful head. Clove and yeast filled. Hints of banana and clove spice. Quite good. Well carbonated. This here is good stuff !   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 I don't normally like Hefeweizen for its toothpaste sour yeast taste, but this one was surprisingly mild.  Smooth with low carbonation and its yeast being somewhat on the milder sweet side. Funny though that the taste of its head reminded me of sweet canned corn...  Altogether a very pleasant, easy to drink hefeweizen. Had two in a row on tap at a steak parlor in Vienna, AT.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A very hazy yellow / light gold pour with a white three finger head. Banana, Belgian yeast and spices on the nose - definitely a bit of clove. Banana up-front on the palette, followed by clove, pepper and nutmeg. The flavours all harmonise very well in this beer. Creamy with a slight fizz on the tongue and a lingering dry finish. Exemplary wheat beer.   
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Poured into a tall pint glass.    Very hazy bright golden color, high carbonation. Good retention and lacing from its big soapy, fluffy white head.    Smells incredibly citrusy, with the smell of orange, bubble gum, banana, and cloves masking my nose. Of course wheaty, yeasty, and grainy, along with biscuit and bread malts.    Taste is much like the aroma. There's also a lot of different other spices as well, like coriander and other floral hops.    Outstanding.   
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from fridge temp on a very hot day. Pours golden yellow with good carbonation. Nose is piney, a bit sweet, a bit hoppy, and definitely some nice orange peel. It smells very well balanced. Taste follows the nose, with really nice balanced notes of orange, wheat, bread, and a bit of hops. Really nice, with a nice mouthfeel.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 L -- Pours a fairly hazed bight orange with a dense, white, three-finger head produced with gentle pour. Fabulous, pillowy retention and excellent lacing.   S -- Fruity yeast esters (mostly banana), clove, pepper, nutmeg, pilsner malts, wheat, and a little lemon  T -- Taste largely follows the nose. Quite similar to Allagash White, but with a much more pleasant spiciness and overall better flavor balance. Also getting cinnamon, cardamon, and anise  F -- Refreshing, quaffable, and flavorful. Well carbonated, but not overly fizzy. Amazingly soft mouthfeel, thanks to the wheat  O -- My favorite wheat beer to date, much more flavorful and well-balanced than most. Pretty good value at $12/6-pack    90/100   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4.75 | overall: 4 **  05/19/2017    Bottle to Tulip Glass.    LOOK: Hazy beige. Big bubbly and creamy off white head.  AROMA: Wheat, malt. Hints of lemon, wood, hay, oatmeal. Spices.  TASTE: Beer. Just an Old fashioned beer. Touch of mild hoppy flavors, but mostly malty. Some lactose and spice.   FEEL: above average carbonation. Creamy also. Super Smooth.     A really simple, but tasty, refreshing and easy drinking brew.    Achtung, Baby!    **   
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 If you like hefeweissen it does not get any better than Weihenstephaner. Weihenstephaner and the Monk beer are the standards to measure others by. 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 5 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours a beautiful foggy yellow gold with a nice white head. Smells of bananas, cloves, yeast, and other spices. Tastes of banana, cloves, and wheat. Medium body with medium carbonation. This is an incredible hefeweizen, easily the best one out there.   
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 L: Cloudy amber color with a big fluffy white head.    S: Spicy and has that distinctive German yeast strain smell (at least I think it's the yeast).    T: Of course has the banana and clove notes, but not as much as I expected. Some lemon as well. Some grain qualities, but not really sweet like malt can sometimes be. Very clean, somewhat dry finish.    F: Fairly light body and carbonation. Very smooth and almost too easy to drink.    O: I think the best word to describe this beer is balance. All the flavors work well together and nothing dominates. So easy to drink I wish I had bought a six pack of this instead of a single. I may have to go back to get more.   
look: 5 | smell: 4.75 | taste: 4.75 | feel: 5 | overall: 4.75 Beautiful thick cloud of foam with nice lacing. Color is orange and cloudy. Nose is medium plus intensity of overripe bananas, banana bread, banana nut crunch, sourdough, hay, alfalfa, lemon. Palate is full of frothy tropical overripe banana, lemon, yogurt, yeast, honey, sourdough, funk, wet alfalfa. Body is thick, light, and creamy. Carbonation is big yet lacing. Pros beautiful, intense flavor, smooth, crisp, evidence of the 500year rule. Cons rich banana bread flavor can be overwhelming especially if one doesn't like bananas; some complexity but lost slightly in the banana. 96/100.   
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 3 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.75 Poured from 500ml bottle into Weizen glass. Bottled on March 26th 2017.     L: Typical Hefeweizen cloudy orange. Massive Three finger white head with excellent retention.     S: Wheat, orange, clove, coriander, yeast. Inviting.     T: Wheat, yeast, some citrus zest, lemon/orange, and clove. Crackery malts are delicate and nice. No hop bitterness here.     F: Light body, heavier carbonation, clean finish.     O: Hands down the best Hefeweizen out there.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 3.75 | feel: 3.75 | overall: 4 This Hefe is quite nice for the style with noticable clove & banana flavours but I'm no expert on the style & frankly the style is not one of my favourites. I'm doing this short review largely for my own records so if you're looking for Hefe advice, you'll need to look elsewhere. That said, as a lover of IPAs & stouts, I would gladly enjoy one of these on a hot day if it were offered, but I won't likely go out of my way to get one.   
look: 4.25 | smell: 3.5 | taste: 3.25 | feel: 4 | overall: 3.5 Being completely honest, I'm being generous with my numbers above owing to the beer's reputation and my own style preferences and biases. I used to love wheat beers before my IPA and imperial stout days; now, everything else seems to fall short. Additionally, I drank this particular beer immediately after Stone Enjoy By DIPA, which provided a more immediate contrast.  It was beautiful to look at - cloudy and golden with a huge head with good retention and lots of bubbles rising. Aroma is of funky overripe banana, wheat, yeast, lemon, spice. Taste is similar and very wheaty. A tiny bit of sweetness, sourness, and bitterness all balanced together all the way through the finish. There was also a note of artificial lemon juice that I did not enjoy.   I appreciate that it is well crafted but it is not my cup of tea these days so maybe I shouldn't be reviewing it in the first place. I do recommend it highly to anyone who enjoys wheaty beers.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 Bought this to compare with some of the local Hefeweizens. Hazy, cloudy yellow, lots of carbonation, tall, thick, white head. Nice hefe aroma, banana & clove. Moderate to full mouth feel, tingly from the carbonation. Taste of banana and the wheat. Excellent, easy drinking hefe.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Everything with this beer is great. You can drink it any time in any condition. Very aromatic with a fruity smell. So easy to drink and goes down through your throat as if it is water. I love its history and golden look. Could be the best Weissbeer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4 | taste: 4 | feel: 5 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Pours a slightly hazy golden color with a beautiful foamy white head that has excellent retention and leaves behind a bit of sticky lacing.    The aroma features clove and banana.    Tastes of banana with a really nice wheat character.    Fuller bodied and quite smooth.    Absolutely world class.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Hazy orange color with white head, aroma of cloves, bread, malts and banana, taste is lighly bitter, medium sweet, medium carbonation, medium body, ok.   
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 Pours gold with some orange notes. Rich thick off white head with good lacing. Nose of spice, yeast, clove corriander, some malt/fruit sweetness. Mouth rich and full, banana, cloves, yeast.   
look: 4 | smell: 4.25 | taste: 5 | feel: 4 | overall: 4.5 Pours hazy pale gold with an appealing, frothy, large, 4 finger+, lasting, white head that leaves a decent but less than expected wash of lacing. Effervescence spews wildly from the bottom with each sip or disturbance of the glass. There is a nice pillowy surface cap left behind. Aroma is wheat malt, banana, orange, yeast & coriander with lemon hints. Taste is bready wheat malt, banana & some clove to give a hint of bubblegum, dry, lightly biting bitter finish. Aftertaste is gelatinous, dry wheat & yeast. Mouthfeel is medium to full bodied with moderate-high carbonation, tongue clinging, soapy, chewy & very dry. Very pleasant & refreshing.   
look: 5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 This beer pours a very hazy, cloudy shade of honey gold with a huge, frothy, creamy white head that takes forever to recede to a half finger slightly rocky cap. There are many sticky spots of lacing left on the glass. Absolutely gorgeous.    The smell is excellent. Banana and clove are most apparent with peppery spice, bubblegum and wheat.    Taste is the same. The banana flavor comes on strong at the beginning, but is swept aside by clove and pepper on the finish.    Feel is medium bodied and very smooth. I wish there was a bit more carbonation.    Overall a great hefeweizen. Very flavorful, smooth and easy drinking. Definitely worth the price of admission and a must try for any fan of the style.   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 I never cared for wheat beer. Then came a trip to Munich for Oktoberfest. I love Helles Lager, but tried the veal sausage with Hefeweiss. It was a marriage made in heaven. I discovered Weihenstephaner back in the States and also found their Helles Lager. What a pour! Yellow and cloudy with an absolute thick creamy head. The taste is a mixture of banana and cloves and hangs in there for every swallow. It is actually GREAT! Added to their Helles Lager these beers are my staples. I don't get out often anymore, but these are staples at home. No doubt that this brewery really knows its stuff!   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 5 Fabulous, simply fabulous. Nice golden yellow pour with a perfect foamy head. For me there were hints of spice on the nose and a wonderfully rich yeasty taste with a full mouth feel and hints of banana on the finish. Went superbly with my pasta; a beer that is as good as beer gets.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 This is a great beer. Nice, smooth color, light head, smells great. Very good, smooth taste. Bananas and wheat. Recommended for everyone. 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.75 
look: 4 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 5 This is a great tasting and looking beer. One of the best. 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 3.75 Pours a hazy golden color with with no head. Not a strong smell but has a clover taste. For the world's oldest brewery I can see why they're still in business. A nice beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 This is my favorite german beer. I'm lucky to have it on draft near me at the Iron Abbey. I love to drink it from a tall pilsner glass with a medium head. Highly recommended.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 4 | feel: 5 | overall: 5 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 Heavy taste. 
look: 5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 Clear straw appearance with a significant white head that desipates quickly. Nice fruity banana aroma. Smooth clean fruity and mild banana flavor that is very refreshing   
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 this is one of my favorite beers so it gets all 5s. weihenstephaner knows their stuff on Bavarian beers and this is the perfect example it pours with a nice head and has a wonderful taste and aroma.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
