look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.5 | overall: 3.75 Undated bottle into pint glass. Pours a virtually opaque black with a thin off-white head. Initial impression is, interestingly, kinda flavorless and thin. (In all fairness, I'd just tried a Dieu du Ciel Solstice D'hiver barleywine so perhaps ANYTHING would seem thin and flavorless by comparison. Maybe "subtle" is the proper descriptor.) There are definitely roasted malts and a milky sweet caramel/cocoa undertone. Mouthfeel is medium (I prefer thicker) and carbonation is medium (I prefer less). Finish is very neutral, in keeping with the rest of the experience.   Not bad, but certainly not exceptional. I had this on nitro and that was also underwhelming. Not something I'd seek out.   
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 Dark brown with blackish tone. Nice moderately stiff khaki head that was relatively durable. Nose: sweet and malty above all, but with a thin tingle of something else. Taste: sweet and robust, a chocolate aspect, with some hops, though they made a thin line above the full, round malts. Almost chewy at times. Slick mouthfeel, but recedes to a pleasant mild aftertaste. Very enjoyable. Would rate higher for me if it were more complex, but certainly a worthy sweet stout as is.    Bottle pour to glass, bottle stamped "BEST BY 0?/2?/2016" (I think it was 5/28, but in any case it did not taste old).   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 Poured 12oz bottle into snifter glass. 6% abv    Appearace- Pours a dark brown borderline black with a reddish tint. Light tan head quick to dissipate.     Smell- Caramel, sweet chocolate.    Taste- Sweet caramel, with a milk sugar smoothness. Chocolate milk flavor in a sense due to the quick shot of cocoa that follows. Light undertones of mocha come in as well. Beer finishes sweet yet crisp with a touch of smokiness and vanilla.    Mouthfeel- Medium in body with active carbonation.    Overall- A pleasant and clean milk stout. Quite smooth and spot on for the style.   
look: 5 | smell: 5 | taste: 4 | feel: 5 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 3 | feel: 3.25 | overall: 3.25 Appearance: Very dark, almost black with a cream colored head. It was not what thought a milk stout would look like. I was anticipating a light colored beer, so the dark color was initially surprising. The label on the bottle was very appealing in itself and got me excited to drink the beer even before pouring it.     Smell: This stout smelled mildly sweet with some obvious notes of vanilla, coffee, and oats. It did smell a little bit smoky and nutty but wasn't as noticeable as the coffee aroma.     Taste: At first sip, there were mostly nutty and coffee notes, which was then followed by a sweet toffee flavor. Less distinct yet still present were some chocolate and vanilla notes. Overall a semi-sweet, malty tasting beer.     Mouthfeel: This beer was thinner than I originally anticipated it to be, but I enjoyed the smoothness of the beer. It did however, leave a strange filminess in your mouth that lingered long after drinking it.     Overall: A fairly average beer. It was appealing to the eyes and smelled delicious, but the taste was disappointing. I was expecting a different flavor altogether. Especially with it being a milk stout, I was anticipating a sweeter, more "milkier," creamy taste. It was an average beer.   
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.75 | feel: 2.5 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 2 | taste: 4.5 | feel: 4.5 | overall: 4 Appears the same color and body as root beer. Smells strong flavor, but sort of unpleasant and unrecognizable. Taste was very enjoyable- coffee and chocolate hints with milkshake notes. Dessert, after dinner beer.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 A dark brown, small headed stout with a coffee and and caramel scent. At first taste, the beer is smooth over the palate with a rich, chocolatey taste. This is a very mild beer for a stout, which I am usually not fond of. But, overall this is a delicious chocolatey beer with just the right amount of "dark roast" feel to it.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 12 oz. bottle into a tulip glass    A - Hard pour produces a 1 finger head that is khaki in color and is creamy in appearance. The head dissipates very slowly. The beer itself is black in color an opaque with light carbonation visible on the very edges of the glass with small bubbles rising moderately quickly towards the surface. 4/5    S - Milk chocolate, lactate, and brown sugar really come out in the aroma and cover up most everything else. There is a bit of cold pressed coffee and herbal hops that comes through along with a bit of dark roasted malt and dark toasted wheat bread. Overall a very roasty aroma with a touch of sweetness. 3.75/5    T - Toffee, caramel, and brown sugar lead things off with a sweet punch that is punctuated by toasted wheat bread and a bit of pumpernickel bread that brings out the malty profile. Cold pressed coffee and milk chocolate both open up in the middle of the tasting along with a bit of lactate. Herbal hops finish things off with just a slight lingering bitterness from the hops and coffee. 4/5    M - Light carbonation burn up front which leads into a medium body with a bit of a syrupy feel. A bit crisp and light at times with an ever so slight drying on the back end that does not linger. 4.25/5    O - Well balanced between sweet, bitter, and earthy with a focus more on roast than toast. Medium to heavy body allows for a multitude of food pairings or drinking on its own. Complex but simple at the same time in terms of flavor and aroma. Enjoyable drinking experience. 4/5   
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 L: Jet black w/ Tan head  S: Coffee and stouty  T: Coffee, caramel, malty, slightly sweet (just right), smooth  F: Silky smooth. Another great Colorado Brew!    Lefthand redefined the stout for sure. I thought it was going to be way to sweet before tasting. There's just enough sweetness   
look: 4 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 Dark, delicious, and delightful. Poured hard and enjoyed... 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 5 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 I love stouts. I like Left Hand brewing company. I was looking forward to a nice full bodied beer. What I got was a very smooth, easy drinking beer. While this is supposed to be a Nitro beer, it did not have any of the tiny cascading bubbles you normally associate with a Nito. Overall it is a nice beer to drink when you are going to have a few. However, if you want just one REALLY GREAT beer, this is not it. The Goose Island Bourbon street series is amazing. As are the Bourbon street series from Abita.   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 3.75 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5 Purchased from local grocery store at room temperature. Placed in fridge to chill, removed and let stand on table ten minutes. Single 12 oz. bottle, unfortunately no glass to pour into. Appearance: tough to see due to being in bottle. Looks dark and hardly transparent, cannot see head obviously. Smell: chocolate, slight coffee notes, nutty, maybe a little raisin. Taste: solid taste, represents this class well. Chocolate up front, creamy milky following, dissipates with chocolate on the end. Very light. Mouthfeel: very pleasant, lightly carbonated, lacking in the body imo for a stout. Overall stays true to it's name very creamy and hints of chocolate from start to finish. Have tried better stouts but it is an inexpensive beer that is still enjoyable. A: 4 S: 3.5 T: 3.5 M: 3 O: 3.5.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 5 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 2.75 | taste: 3.25 | feel: 3 | overall: 3 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 2 | taste: 3.5 | feel: 3 | overall: 3 L: Pitch black in the glass but pours a beautiful deep darkness   S: No equivalency when comparing smell to that deep darkness. Light smell of grain and chocolate.   T: Slighty chocolate with a hearty bread  F: A mild carbonation on the tongue with a lingering syrup   O: With a seriously novice tongue, delicious, but left me wanting something more.   
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 4.25 | feel: 4.75 | overall: 4.25 L: Pours black as night with a small tan head that disappears quickly.     S: Dark toasted rye bread, and plenty of malted shake (that's the lactose talking).     T: Huge chocolate notes, malted milkshake, dark toast, and lots of residual sweetness. It's really freaking good!    F: Silky smooth, like chocolate milk.   
look: 4.25 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.25 Keg of left milk stout drank. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4.25 
look: 4.75 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4.25 Creamy beer where nitro tap is a must. Please don't review this beer if you're drinking it from a bottle since only a nitro tap can do it justice, aroma of burnt malt, feel of cream and the lightest coffee. People come just for this beer. @boroughmpls   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Sweet stout. Much like the nitro but not as creamy obviously. Great overall. 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.5 | taste: 4.25 | feel: 3.75 | overall: 4 L: pours dark but not black. Looks black in the glass with no head  S: mild sweet chocolate. Not much here though.  T: chocolate, then sweet cream, then back to chocolate to finish it. Very good.  F: medium thickness, can feel the carbonation too much for my preference.   O: very nice surprise for me. It's best quality is the taste and that's the one I look for most.   
look: 5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 3 | taste: 4 | feel: 3.75 | overall: 4 A: Dark, Black, thick, 1 1/2 inch khaki head, really good lacing down the glass    S: Smell a little weak, sweet malts, maybe a bit of chocolate    T: Sweetness from the dark malts and lactose, a bit of chocolate, a tiny bit of bitterness    M: Medium    O: This beer has some good qualities but it is a bit average. I like that I can find it most places for about $10 a sixer, I bought this one at the local Publix. I also really like the style and it does a decent job of representing it I just wish some of its qualities were a bit more pronounced.   
look: 4.25 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 3.75 Black pour, half inch of tan head. No lace. Aroma hit the roast spots, but they stayed in a supporting role as the lactose did its thing with the chocolate.    Taste and mouthfeel hit their silky stride as chocolate milk notes jump in, darker chocolate jumped in, and the carbonation just let it flow all day. It had one job, and it did it relatively well. Deliver me some chocolate malt notes, a lil sweet, boom done.   
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3 | overall: 4 
look: 4.5 | smell: 3.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 Excellent, drinkable stout. Not as heavy and complex as some, but also not as light and mild as a traditional Irish stout. Coffee, caramel, and delicious roasted malt flavors and a very subtle hops, unlike some of the new west coast stouts. I could easily drink this all night.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 5 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 5 | feel: 5 | overall: 4.75 Lefthand Milk Stout is a nice session style stout. When drinking this stout you may find yourself surprised by the sweet sugary note at the end of this quick drinking beer. As a complement to meals this goes well with smokey/sweet and spicy BBQ.   
look: 4 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 Nice stout! Pours black with a thin tan head that leaves a little lace. Very light smokey scent. Light roasted coffee, chocolate, smoke and sweet nutty flavors. Slightly juicy and silky smooth feel. Excellent beer!   
look: 4 | smell: 3 | taste: 4.5 | feel: 4 | overall: 4.25 Look: Pour into a pint class and was a deep mahogany color with a very thin tan head. Completely opaque body.    Smell: Good malt character, some light chocolate and coffee accents.    Taste: Chocolate and coffee flavor were very apparent. Sweet with almost no bitterness.    Feel: Very smooth beer. Almost no carbonation    Overall: I'm not a big fan of darker beers but this one was very good. I liked the smoothness of the beer and the flavor.   
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 4.5 | feel: 4.25 | overall: 4 Pours deep mahogany little tan head, smells of roasty malts slight chocolate coffee, tastes of roasty chocolate with sweet tastes and bitter aftertaste, silky full mouthfeel with little carbonation lasting finish.   
look: 3 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 3.75 Lacks much of a lace. Smooth and well balanced. 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Bottle.    A: Moderately high Chocolate/coffee-like malt with a light lingering sweetness.    A: Black color, totally opaque with a thin tan head that dissipates quickly to a fine ring around the edge of the glass.    T: Moderate chocolate, light coffee malt flavor, with a light lingering sweetness, and a light bitterness.     M: Medium-light bodied with moderate carbonation. The oats give the beer a smooth mouth-feel.    O: Nice big chocolate/coffee malt aroma and flavor, complimented by light lingering sweetness. Quite approachable and drinkable.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4.75 | taste: 4 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 Coffee black with a thick fluffy light tan bubbly blanket.    Smell is sweet roasted nuts with a little woody hops and cocoa.    Taste is tangy, sweet roast, cola, bitter baker's cocoa, light coffee and a hint of pine.    Medium body, fluid froth, dry finish.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Sometimes nitros are "too" smooth, and I prefer the carbonated version. Such is the case here. This one is just right. Black pour with thin creamy brown top. Aromas of so much roasted toasted goodness. Flavor is quite sweet. Delicious.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 Pours a very dark black color but still somewhat see-through as it comes out of the bottle. Tan head, 2 fingers. Body is 100% opaque in the tulip.     Aroma of strongly burnt malts, a touch of lactose, and coffee grounds - in that order.     Sequence of Taste : Roast malts > Caramel > Milk Sweetness > Coffee > More Caramel > Burnt grounds of coffee with light hop sting.     The lactose does a good job of softening the blow of the roast coffee and malts, allowing the quieter notes to surface, bringing up the caramel and toffee notes. This fades however as the end comes back with a vengeance of hop sting and burnt coffee.    Feel is medium bodied, spatially carbonated, and dries with roast on the finish.     Overall the LH Milk Stout is something I'd have again although I wouldn't rush to buy it. It's a touch burnt for my preferences, but luckily the lactose makes up for that to soften the profile overall.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 2 | taste: 4 | feel: 5 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 Very dark brown, almost black with half inch tan head. Chocolate/coffee smell that isn't too sweet. Flavor that starts with coffee and dark chocolate and finishes sweet milk chocolate. Surprisingly smooth and light, but lingers on the tongue. Exactly what a milk stout should taste like in my opinion. Also, I prefer this over the nitro version.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 Poured from a 12 oz bottle into a Weizen glass. L: dark brown,near opaque. Small head fades quick. S: sweet lactose. T: heavy coffee slight amaretto, hint of peppermint. F: nice rich mouthfeel. O: more milk than stout.   
look: 4 | smell: 3.5 | taste: 4.5 | feel: 3.5 | overall: 3.75 L: Pitch black, little lacing or head  S: Molasses, brown sugar, dark fruit  T: light sweet roasted malt, Molasses, coffee,   F: Sufficient carbonation but a little watery...works for the style  Overall: Major points for not being bitter in any way! A solid stout with a twist in ingredients that totally works!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Baseline for milk stouts. Very smooth, not too sweet, and great taste. 
look: 4 | smell: 2 | taste: 4.25 | feel: 3.75 | overall: 3.75 Had at recommended temperature in a pint glass.    Very dark brown to black in color.    Minimal head with very minimal to no lacing.    Aroma just wasn't there for me. Very difficult to discern much.    The taste was decent, on the sweet side with a smooth finish. Not complex, but not bad.    Overall, this is a good beer to drink from the bottle. For the price it is a very fair stout.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 Pours black with little or no head no lacing pretty disappointed in the head. Smell good chocolate smell little vanilla smells almost like chocolate milk would have liked for it to have been a little stronger. Taste is pleasant lots of chocolate flavor a little bitter creamy. light kind of watery would liked for a little more substance. Overall a decent beer could have been a little heavier.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Pint on draft at the Hereford Beer House, Hereford, UK. Pours near black with medium tan head and some lacing. Nose is mellow coffee, breakfast cereal, and a bit of roasty notes. Flavor is similar, but toned down, with some residual sweetness and creamy mouthfeel. Rare 4s all round. A well crafted all round milk stout. Would be interesting on cask.   
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 4 | taste: 3.75 | feel: 2.75 | overall: 3.75 (Had both, the normal Milk stout and the Nitro-version, which cannot be reviewed separately.) Poured from 355 mL. Black colored beer, with a light brown frothy head, which is rapidly diminishing. Slightly smooth mouthfeel, texture is a little bit thicker than normal, nearly creamy with a medium body and medium carbonation. Compared to that, the Nitro-version shows a more creamy head (very long lasting) and texture (but not as creamy as expected) and soft carbonation. The milk stout has an aroma of roasted malts (more intensely recognizable than in the Nitro-version), dark chocolate, roasted coffee & slight yeast. Moderate sweet initial taste, light bitter aftertaste. Flavors of coffee and roasted malts, some hints of chocolate. The finish is dominated by coffee flavor and is slightly astringent. The intensity of the flavor and aroma is slightly better in the normal milk stout, whereas the palate is better with the nitrogen added. Overall both very pleasant and enjoyable stouts.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 **  08/12/12    bottle to pint glass.    AROMA: Sweetness  LOOK: Deep Dark Color  TASTE: Standard Chocolate Coffee  FEEL: thin texture for a stout  A Nice Beer  **   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 5 | overall: 4.5 
look: 5 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 4.75 | smell: 3.75 | taste: 3.25 | feel: 2.75 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Left Hand Brewing Company - Left Hand Milk Stout. 6% ABV. 12oz bottle poured into stout glass (as recommended). Best by 12/7/15.    Look: Aggressive pour (as recommended) yielded a fair sized eggshell colored head on a very dark brown, almost black body.    Smell: Coffee is the strongest, backed by a toasted oat and smoky aroma. Semi sweet smelling.    Feel: Rich and creamy body, but it seems to have a little too much carbonation, detracts from the smoothness it could have.    Taste: Up front is the toasty oat flavor, and sweet coffee flavor. Not much changes into the back end and aftertaste.    Overall: Been wanting to try this one for a few months now, and finally bought it. It is not as sweet as some other Milk Stouts I've had, but that does not detract from it; this one is more toasty-like. It is reasonably good, however it has too much carbonation for my preference, which detracts a bit from the creamy feel it should have.   
look: 4.5 | smell: 3.5 | taste: 4 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4.5 | taste: 3 | feel: 2 | overall: 3 Look: Poured from 12oz bottle into pint glass. One thing I must say about Left Hand. I love the labels. This milk stout poured an opaque black with two-finger tan head. Good head retention and decent lacing    Smell: Milk chocolate, caramel, coffee    Taste: The coffee and the milk chocolate are there, but also a metallic tinge... Throws the whole thing off. Aftertaste is coffee    Feel: Much thinner than I would expect, with a dry filminess that stays too long.    Overall... the smell and look held a lot of promise, but the thin body and that metallic tinge take what could have been a great milk stout and make it fairly average.   
look: 5 | smell: 3 | taste: 4.5 | feel: 4.5 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.5 | feel: 2.75 | overall: 3.5 Poured hard into a nonic glass, looks nice. Nitro carb builds up a nice cocoa looking head.   Very pleasant cocoa scent, coffee is there if a little light. Smells like this might be a great after dinner beer.     Terrible shock as I drink this and find it to be so incredibly pale to the nose. How could a beer smell so awesome and have absolutely NOTHING to back it up with. Just a slight roasted malt mixed in with a stunning watery feel. I seriously feel there's LA tap water in this. BLEH    What a disappointment, seriously. Mouthfeel is an important quality to me and this just rubs me the wrong way. I have a few more, I think I may slip in with a tasting to see what my friends think otherwise this purchase is a total loss for me.   
look: 4 | smell: 4.25 | taste: 4 | feel: 4.5 | overall: 4 Had this on draft from the tasting room in Longmont. A very solid milk stout. Nice coffee taste. Dark chocolate and vanilla notes coming through. Very smooth mouthfeel.   
look: 4.5 | smell: 4 | taste: 4 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 5 | feel: 5 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 2.75 | overall: 3.25 I typically like my beers on the [room-]warm side, and I fear this one has suffered for it. Did not store it in the fridge, so I don't know if or how that has degraded the flavors. About 90% opaque dark brown color with some topaz tinting, and a tame head. Definite coffee presence with a slight enough burnt smokiness, also a lacing of booziness, coming from I know not where, but is nice. Getting a bit of the milky creaminess, but expected more. Overall, more straightforward than nuanced.    The biggest detractor, though, is the weight and feel, which seems like the spitting image of a porter rather than a stout. Too watery for a stout. Not as great as I'd been hearing. It's just okay even if taken as a porter, but it *is* okay.   
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.75 | overall: 4.25 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4 | feel: 3.75 | overall: 4 12 oz. bottle poured straight down into a nonic glass. From the mix-and-match section.    L - Dark brown color with 2.5 fingers worth of head. Brown lacing down the glass.    S - Dark chocolate, black coffee off the top. Slight vanilla overtones    T - Creamy chocolate, sweet cream, bitter dark chocolate finish.     F - Creamy feel, not too much weight to it but there is some texture.     O - Delicious milk stout. Wish there was more texture to it but not too dark either. Got to try the Nitro Milk Stout when I see it....Cheers!   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.25 | taste: 3.5 | feel: 3.5 | overall: 3.25 
look: 4.5 | smell: 4 | taste: 5 | feel: 4.75 | overall: 4.5 
look: 4.5 | smell: 3.25 | taste: 4 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 2.75 | taste: 3 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 3.75 | overall: 4.25 This is a solid stout. Great balance of roasted malt and chocolate. Would definitely drink again 
look: 4.5 | smell: 4 | taste: 3 | feel: 4 | overall: 3.75 
look: 4.25 | smell: 2.75 | taste: 4 | feel: 4.5 | overall: 4.25 Dark, sweet & creamy. 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
