look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 Can’t believe the low ratings here. It is a unique floraly taste but very delightful. Not real hoppy so that may be the reason but a solid tasteful PA.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3 | smell: 3 | taste: 3.75 | feel: 2.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 3.75 Good beer for Florida pallete. Not too heavy and good flavor. 
look: 2.75 | smell: 3 | taste: 3 | feel: 3 | overall: 2.75 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.5 | overall: 3.25 Consumed on 12/24/2015 at Garbo's Grill in Key West. 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3 | smell: 2.75 | taste: 3 | feel: 4 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 3 | feel: 3.5 | overall: 3 Golden with active carbonation. 1/2 inch white head that fades quickly to a thin ring with light lacing that quickly slides down the glass. Nice hoppy/fruity/citrus aroma with a hint of sweetness. Reasonable mouth feel for the pale ale style. Odd malt or fruit initial taste that transitions to a sweet aricot with a very slight bitterness with the fruit sweetness lingering on the tongue. This beer is interesting, at least, and hardly ordinary. It is enjoyable enough to finish the 6-pack over a few days, but not enjoyable enough that I will buy it again. Even though it is easy drinking at first, it begins to wear out its welcome; I couldn't have more than 2 at a sitting.   
look: 4 | smell: 2.75 | taste: 2.75 | feel: 3.5 | overall: 3.25 It tastes like a craft beer for someone who's never heard of craft beer. 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3 Very average - but non-offensive beer. Has decent flavor - pretty smooth - not a whole lot to write home about. Reminded me of a big beer companies attempt at a decent craft.   
look: 3 | smell: 2.75 | taste: 1.5 | feel: 1.5 | overall: 1.25 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2.75 | smell: 2.75 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 3.75 | taste: 3 | feel: 4 | overall: 3.25 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 1.5 | feel: 1.75 | overall: 2 Starts out with a not appalling copper color and half inch of head. Then you get a weird aroma like the bargain bin fruit at the grocery store that has already started bruising and rotting.     I don't even know how to say that this didn't taste like beer, tasted like ax body spray for women. I can't take anything away taste or mouthfeel wise that resembles a beer. This is not a beer I want to revisit at any price. How in the hell do these guys have the distro they do?   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 2.5 | overall: 3.5 Got as part of a 12 pack sampler.    L- light yellow/orange, can see through easily  S- fruity, but not too strong. tough to put a finger on it. berries? hint of something floral as well  T- interesting flavor. there's definitely fruit in there. maybe grassy too  F- very thin, almost watery    Definitely unique. I don't mind it, and don't think I've had anything remotely similar. May try again.   
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 This brew pours a mostly opaque amber color with a large head which dissipates to a smaller one fairly quickly however it leaves a large amount of lacing on the glass.    The smell is very fruity, tangerine, apricot, pears, maybe apple. There is also a grassy, grainy smell.    The taste follows the nose with the fruit dominating from beginning to end. There is a light biscuit malt backbone with a dry, champagne like finish. Sweet from beginning to end.    Overall, this is a fruit beer that I believe I can drink in a session without getting put off the sweetness.   
look: 2.5 | smell: 3.25 | taste: 3.75 | feel: 3.75 | overall: 3.75 **  01/02/2012  On Tap at Dub Linh Square.   ar: Citrus.   lk:Gold pour   ta: A bit fruity, but mostly smooth barley Pilsner flavor .  fe:Smooth drinking beer, great with Pizza.    Just about what you want for a summer beer  **   
look: 3.5 | smell: 2 | taste: 1.75 | feel: 3 | overall: 2 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.5 12 ounce bottle into pint glass, bottled on 6/16/2015. Pours slightly hazy/cloudy golden orange color with a 2 finger dense and rocky off white head with good retention, that reduces to a small cap that lingers. Nice spotty soapy lacing clings down the glass, with a moderate amount of streaming carbonation retaining the cap. Aromas of apricot, peach, plum, pear, apple, honey, toasted biscuit, herbal, grass, and yeast/toasted earthiness. Nice and pleasant aromas with good balance and complexity of apricot, bready malt, fruity yeast, and light earthy hop notes; with solid strength. Taste of apricot, peach, plum, pear, apple, honey, toasted biscuit, herbal, grass, and yeast/toasted earthiness. Light herbal/spicy bitterness on the finish; with lingering notes of apricot, peach, plum, honey, toasted biscuit, and herbal/yeast earthiness on the finish for a good bit. Very nice robustness, complexity, and balance of apricot, bready malt, fruity yeast, and light earthy hop flavor; with a great malt/bitterness balance and zero cloying flavors after the finish. Medium carbonation and body; with a very smooth, fairly creamy/bready, and slightly sticky mouthfeel that is nice. Alcohol is very well hidden with zero warming present after the finish as expected of 5.1%. Overall this is a very good fruited English pale ale style. All around good robustness, complexity, and balance of apricot, bready malt, fruity yeast, and light earthy hop flavors; and very smooth, clean, and easy to drink. The aromas were stronger on the apricot notes, but still had a good amount in the flavor; and the base English pale ale is very well done for the style. A very enjoyable offering.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 2.75 | taste: 3 | feel: 3.25 | overall: 3 
look: 5 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 3.25 | overall: 3.75 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4.5 | taste: 3.75 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 1.75 | taste: 1 | feel: 1 | overall: 1 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 3.75 | feel: 4.25 | overall: 3.75 
look: 2.75 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.75 | taste: 1.5 | feel: 2 | overall: 1.5 The best that can be said is that the overwhelming perfume taste did not linger. Pass. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3.75 
look: 4.25 | smell: 3.75 | taste: 3.5 | feel: 3.25 | overall: 3.75 
look: 2.25 | smell: 1.25 | taste: 1 | feel: 1.75 | overall: 2 I've heard bad things about this brewery, still wanted to try this for myself.  Well, here goes nothing.  This was poured into a pint glass.  The appearance was a hazy burnt purple to ruddy brown color with a quickly dissipating fizzy head with no lacing, well, okay then, be that way, I'm trying to be fair here, easy there Tonto, no need to just die out and show me entertainment.  The smell, well, there's some burnt sugars, raisins, and overly baked bread (wants to seem like its burnt?!?!).  The taste was semi-sweet with that burnt bready to overly cooked fruits. Weird aftertaste.  The mouthfeel was about light bodied. Sessionability, hmmm...weird flavor and aftertaste makes it not seem so much.  Overall, do I have to go on? Well, I gave it a fair shot and am now thinking the joke's on me and my wallet for paying for this swill. Oh damn, look at that, my toilet just barfed it up.   
look: 3.25 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 4 | taste: 3 | feel: 3 | overall: 3.25 I used to love this beer back in the early 2000's as well as most of Magic Hats offerings. Drank it every time I was up north. Now that my pallet has refined a bit and I've had many world class beers since then, this beer is no more then average to me. I still respect it and like it's unusual flavor but I think this is my last. 3.25   
look: 3.75 | smell: 3.75 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.25 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 2.5 | taste: 4.25 | feel: 3.75 | overall: 3.75 The look was a light orange color. Not too much of a head on this beer. I like the taste more than the smell. Bites strong when you first drink it followed by a very smooth after taste. Unique taste.   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.25 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.75 
look: 3 | smell: 3.5 | taste: 4 | feel: 3 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 This beer gets hated on wayyy more than it should.    Look : A dark apple cider color, with 60% opacity. The head is 3 fingers tall, popcorn yellow, and leaves giant fluffy lace as it recedes to a finger.     Smell : Apples, pears, a slight sour berry note, and some grains behind that. No hop presence. Nice, fruity, floral.    Taste : A little washed out with pale malts and hints of pear, banana, and sliced apple. A nice oaty cereal grain finish as well. Lingering notes of marshmallow, peaches w/ cottage cheese. I think it's delicious.    Feel : Super easy to drink, light bodied and refreshing. Crisp all the way to the bank.     Overall : I'd buy more of this. I liked it, others hate it...the only way to know is to try it for yourself.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 3.75 
look: 1.75 | smell: 1.5 | taste: 2.25 | feel: 3 | overall: 3.5 
look: 3.75 | smell: 3 | taste: 3.25 | feel: 3 | overall: 3.25 L: Pale light gold, thin head    S: Muted aroma, light breadiness and yeastiness, some mild tartness (fruit?)    T: Light peach tartness mixed with moderate pale ale bitterness, clean finish, somewhat thin    F: Thin finish, not terribly complex    O: Average beer, unique, would not get again   
look: 4.25 | smell: 3 | taste: 5 | feel: 4 | overall: 4.75 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 Pours a clear amber with a small head. Lightly fruity smell followed by a pleasant taste. Creamy mouthfeel with very little bitterness. Intriguing and enjoyable.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.75 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 Had in a can, so no visual other than the iconic, and admittedly pretty cool art. The nose suggests sweetness, with a bit of hop. The flavor is odd, with an open of a fairly typical APA, hops with a bit of bread from the malts, but the close is fruit notes. Unfortunately, what is not clear is the nature of the fruit. The sweetness is undifferentiated, and not particularly distinctive. The feel is fairly clean, but not "crisp." I like a solid fruit-based beer, but this lacked clarity, and was fairly disappointing overall.   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 2 | smell: 1.25 | taste: 1 | feel: 1.25 | overall: 1.75 L: Drank out of the bottle, but poured a little into a glass to see what it looks like. Light amber haze with little head that dissipates quickly.    S: Artificial fruit, light spice, Blue Moon but weaker    T: Artificial citrus, apricot, spice, then Robitussin after it sits for a while    M: Sticky, unpleasant, much like a past-prime Hefeweizen     O: Purchased because of word of mouth/Rochester on the label. Would drink for free if offered, otherwise avoiding   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.25 | smell: 3.75 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 3.25 | taste: 1.5 | feel: 1.75 | overall: 2.25 Dumps out a copper color, around 3/8" head on it, white, wit dem small bubbles and shiz. Aroma was weird, yet inviting fruitiness and a faint malt aspect to it.     Holy crap, now it seems like I'm drinking some artificial laboratory perfume animal tested whatnot. Fuck is this axe body spray? Drinking this is now a chore.     Mouthfeel sucks too. Fruit beers have their place, but when it comes to liquid hitting the lips, this doesn't come off like fruit, much less a fruit beer I would ever want to have again.   
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 4 | feel: 3.5 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 2.5 | smell: 4 | taste: 3.5 | feel: 3 | overall: 3.25 I'm not a fan of of those caramel sweet, dark brown beers. If this was pourn into a glass without me knowing what it was I would be turned off by the color. But for its darker look it has a surprisingly good taste. It reminds me of a darker, less sweet Blue Moon. Would recommend trying but it's not something I'll go out if my way to get again.   
look: 3.25 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 The tint is a Texas burnt orange, but it looks lighter than that because of the clarity. There isn't much head, but it sticks around. The smell is oddly, umm, nonexistent? Perhaps the faintest touch of fruit. There is much more there in the taste. The initial taste is of a light, sweet fruit. Perhaps apricot? (P.S.: not a fruit guy.) Then, there is a light, balanced hoppiness that carries through to the finish, without eliminating the fruit sweetness. The mouthfeel is nice. Crisp, and doesn't linger or get slick as beers with sweet flavors sometimes can. Decent, though not something I'd seek out.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3.25 Eh. Not much to this one. It's got a decent yet artificial apricot flavor. Finishes clean, but that's because there's not much flavor to start with.   
look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3 The first thing that hit me with this beer was an artificial/candy-like taste lurking under some other indescribable flavors. So I looked down the list of recent reviews and grabbed these descriptors that I agree with:  Creamy  thin  apricot  pear  peach  squash  apple  candy  mandarin orange  pound cakey  fake berries (fruity pebbles) and down the line got more prunes  aromas of freshly baked sourdough bread  Smooth and creamy through the middle with a slow building drying sensation toward the end  caramel  no hops  weird    The drawback is that these aromas feel artificial.  I do recommend using this to marinade chicken with.   
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.5 Alot going on in this beer. Tried on a whim, it had a unique taste and I like that. Would have another very drinkable. 
look: 3.5 | smell: 3.5 | taste: 2.75 | feel: 3 | overall: 3 
look: 3.25 | smell: 2.5 | taste: 2.25 | feel: 2.5 | overall: 2.5 
look: 4.25 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 3.25 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.75 
look: 4.75 | smell: 3 | taste: 3.5 | feel: 4.5 | overall: 4 
look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2 
look: 3.5 | smell: 3.75 | taste: 3 | feel: 3.75 | overall: 3.25 
look: 2.75 | smell: 3 | taste: 3.25 | feel: 2.75 | overall: 3 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 3.75 | overall: 4 
look: 4 | smell: 3.5 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 2.75 | smell: 1.5 | taste: 2.75 | feel: 3 | overall: 2.75 Very light The budlight of craft beers. Nothing special but not horrible. Light and somewhat refreshing. Fizzy with little flavor. 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.75 | overall: 3.25 This beer was ..... kind of boring. Nothing wrong with it at all, just nothing particularly good about it either. Poured a standard pills/IPA gold, decent foam head reduced quickly to tight lacing. Smell is clean, not overly hoppy. Mouthfeel is slightly carbonated. Taste is ok, not bad at all, but nothing really stands out to make it interesting. It's very drinkable, probably because there is nothing really to it. Slight grain, slight hops, yeast is neutral and clean. It just needs... more. Not sure more of what, but more of something, anything, to appear less "average".   
look: 3.25 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3 | smell: 2 | taste: 2.75 | feel: 3.25 | overall: 3.25 Look: fizzy, clear, amber    Smell: funky, old shoe, fishy    Taste: not as repugnant as the smell; cheerful, yet flatter than expected; citrusy; toasted sesame aftertaste; juicy    Feel: not very strong    Overall: interesting   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.5 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 Great all seasonal beer. summer picnic beer or warming up by fire in winter. Love this beer. Not a staple but several times a year its a go to. So unique. Been drinking it for over a decade before fruity beers were in. Its sweet but not sugar-y. Floral and not too hoppy. It moth coating and so de-lish. Nice amber color. Good smell. Better taste.   
look: 3.75 | smell: 3.25 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 2.75 | smell: 3.25 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3 | taste: 3.25 | feel: 3.25 | overall: 3 Not much hops going on here. Malty aroma with apricot nose. Somewhat unpleasant after taste. Tastes better when it's cold. Overall not bad. 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 2.75 
look: 2.75 | smell: 2.5 | taste: 3.25 | feel: 3.25 | overall: 3 
look: 3.5 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.5 | feel: 3.25 | overall: 3.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 4 1pt 6oz bottle poured into a mug    L: Amber (darkish) with a large white/tan head that fell after about a minute to a thin layer. Small amount of lacing that slid down the sides of the mug to rejoin the the thin head.    S: light smell a bit citrusy. As it sat and warmed a bit moved to a more fruit like smell. A very little of a hop smell.    T: light hop taste with some bitter on the backend.     F: lightly carbonated bite on the tongue and mouth. Has a dry feel in the aftertaste.    O: enjoyed this ale and would get it again but it is, in my opinion, not a drink that you drink more than a pint of at a time.   
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.25 | taste: 2.75 | feel: 3 | overall: 2.75 First couple taste were really good and then just didn't go anywhere. Good aroma and look but was just excepting a little more taste. 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 A dark shade of yellow. Has a hoppy wheat like flavor with some fruity apricot notes. It's decent to consume for free on a warm day. I'm not going to the store to buy this on purpose. At least it is in a can and comes in a variety pack.   
look: 4.25 | smell: 4 | taste: 3.75 | feel: 3 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3 | smell: 1 | taste: 1 | feel: 1 | overall: 1 Taste like someone put glade stick ups in the taproom. Gross! 
look: 3.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3.25 
look: 2.75 | smell: 3.75 | taste: 4.25 | feel: 3.75 | overall: 3.5 A darker colored Blue Moon - sweet, fruity (apricot) - not untasty, but no head at all... if tasting with eyes closed, it's not bad actually, but the lousy visual with no head or lacing at all? Not too good.   
look: 2.75 | smell: 2.75 | taste: 2.5 | feel: 2.75 | overall: 2.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Smooth and mellow tasting, not crisp. Lots of flavor with little to no bitterness. One of my favorites 
look: 2.5 | smell: 2.75 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 3.5 | smell: 3.5 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.5 
look: 3.25 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 3.75 | overall: 4 Apricot smell. Definitely has a fruity taste. Not as bitter as I like in a pale ale 
look: 4.5 | smell: 2 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 3 | smell: 2 | taste: 1 | feel: 2 | overall: 2 I try to appreciate all beer; this stuff has always been gross to me. Sorry to those who love it, I know there are many of you out there. 
look: 3.5 | smell: 4 | taste: 5 | feel: 4.5 | overall: 4.25 Very interesting beer. Originally had this on tap at a BBQ restaurant and it has grown on me since. Flowery aroma, similar taste and hints of coriander. As far as cheaper craft beer goes, this is a home run.   
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 3.75 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 3.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4.25 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 This beer is a bit of an acquired taste and in my experience needs to be one of the first things you drink or with a clear palate. The distinct flavor a such as apricot and coriander can be harshly influenced by other beers before it. That said I like this beer a lot. Love the dark color and very floral scent. Easy to drink multiples.   
look: 2.75 | smell: 2.75 | taste: 2.75 | feel: 2.75 | overall: 2.75 
look: 3.25 | smell: 3.5 | taste: 3.25 | feel: 3 | overall: 3 
look: 3.75 | smell: 3.5 | taste: 3.25 | feel: 3.5 | overall: 3.25 
look: 2.75 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.25 I feel this beer is what mainstreamed craft beers. 
look: 4 | smell: 3.5 | taste: 3 | feel: 3.25 | overall: 3 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 2.75 | smell: 2.25 | taste: 2.5 | feel: 2.75 | overall: 2.25 Smells sour. Tastes foul. Ow 
look: 3.5 | smell: 4 | taste: 3.75 | feel: 3.5 | overall: 3.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.25 | overall: 3.5 
look: 2.5 | smell: 2.75 | taste: 3.25 | feel: 2.75 | overall: 2.75 
look: 5 | smell: 4 | taste: 4.75 | feel: 3.5 | overall: 4.75 Great tasting beer for being a somewhat cheap crafty beer 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.5 | overall: 3.5 Pours a clear amber with a bubbly white head.  The aroma is a combination of floral and spice and a bit of fruit candy.  Taste is similar. A bit flowery and maybe a hint of corriander and a bit of earthiness. As it warms, I pick up a bit of a vegetal flavor. Very little bitter.  Mouthfeel is on the thin side and well-carbonated.  Overall, weird but not unpleasant and somewhat refreshing.   
look: 3 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2.5 Look: Light Amber color with 2 finger head of foam upon pour. Poured into 16 ounce pint glass from a bottle. Decent head retention with some lacing. Carbonation evident upon pour with tiny bubbles throughout.     Smell: Yeasty with light apricot tones, contributing a musty scent (I have always thought apricots smell musty, so that's an individual nose thing, not a fault in the beer). Nose opens to stronger apricot-fruit scent as the beer sits.    Taste: Drier than the nose would indicate. Floral notes hit near the end, followed by a touch of bitter. Very malty, almost no hop presence, except for very slight bitterness at the finish.     Feel: Thin, just this side of watery. Pleasant level of carbonation.    Overall: A decent fruit style beer for warmer weather, but nothing I would seek out to drink again. While the aroma opens the longer the beer sits, the taste never changes. Not a bad beer, but in all fairness to Magic Hat, I'm not much of a fruit or vegetable style beer drinker, unless it comes to Dogfish Head Punkin Ale or Southern Tier Pumking.   
look: 2.5 | smell: 3.75 | taste: 3.5 | feel: 4 | overall: 3.25 
look: 3 | smell: 2.75 | taste: 3 | feel: 3 | overall: 3 
look: 3.5 | smell: 3.25 | taste: 3.75 | feel: 3 | overall: 3.5 
look: 3.5 | smell: 3 | taste: 2.75 | feel: 4.25 | overall: 2.75 
look: 3.5 | smell: 3.75 | taste: 3.75 | feel: 2.75 | overall: 3.25 Just a strange feeling and taste to this beer, to me it taste like grape cotton candy. Sweet and fruity but in a sugary way which I'm not use to in a beer. I don't hate it, nor do I love it but I will order it again until I figure out what taste is hidden in this beer. No head upon pour ... just confusing   
look: 3 | smell: 3 | taste: 2.75 | feel: 3 | overall: 3 
look: 3.25 | smell: 3.25 | taste: 3.25 | feel: 3.25 | overall: 3.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
